# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Cu(111)-(3xr3)rect.tlm
#
# Structure: Cu(111)-(3xr3)rect
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5435 AA; alpha = 120.00 deg
#        Basis: a = [2.5435 0.0000]; b = [-1.2717  2.2027]
# Surface lattice: Rectangular (pg[1 0]); a = 4.4055 AA; b = 7.6305 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [0.0000 4.4055]; b = [7.6305 0.0000]
#            Superlattice: [[1 2] [3 0]]
# Domain 2 - Basis: a = [ 3.8152 -2.2027]; b = [3.8152 6.6082]
#            Superlattice: [[ 1 -1] [ 3  3]]
# Domain 3 - Basis: a = [-3.8152 -2.2027]; b = [ 3.8152 -6.6082]
#            Superlattice: [[-2 -1] [ 0 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  3/2|  5/2), 1.50000, 2.50000,  3.70544,  9.27045,   94,        2,
(  4  | -5/2), 4.00000,-2.50000,  9.88116, -1.42622,   94,        1,
(  5/2| -4  ), 2.50000,-4.00000,  6.17573, -7.84423,   94,        3,
( -7/2|  0  ),-3.50000, 0.00000, -8.64602, -4.99178,  -95,      (3),
(  0  |  7/2), 0.00000, 3.50000,  0.00000,  9.98356,  -95,      (1),
(  7/2| -7/2), 3.50000,-3.50000,  8.64602, -4.99178,  -95,      (2),
( -7/2|  7/2),-3.50000, 3.50000, -8.64602,  4.99178,  -96,      (2),
(  0  | -7/2), 0.00000,-3.50000,  0.00000, -9.98356,  -96,      (1),
(  7/2|  0  ), 3.50000, 0.00000,  8.64602,  4.99178,  -96,      (3),
( -1/3|-10/3),-0.33333,-3.33333, -0.82343, -9.98356,   97,    1+2+3,
(-10/3| 11/3),-3.33333, 3.66667, -8.23430,  5.70489,   97,    1+2+3,
(-11/3| 10/3),-3.66667, 3.33333, -9.05773,  4.27867,   97,    1+2+3,
(  1/3|-11/3), 0.33333,-3.66667,  0.82343, -9.98356,   97,    1+2+3,
( 10/3|  1/3), 3.33333, 0.33333,  8.23430,  5.70489,   97,    1+2+3,
( 11/3| -1/3), 3.66667,-0.33333,  9.05773,  4.27867,   97,    1+2+3,
( -1/3| 11/3),-0.33333, 3.66667, -0.82343,  9.98356,   98,    1+2+3,
(-10/3| -1/3),-3.33333,-0.33333, -8.23430, -5.70489,   98,    1+2+3,
(-11/3|  1/3),-3.66667, 0.33333, -9.05773, -4.27867,   98,    1+2+3,
(  1/3| 10/3), 0.33333, 3.33333,  0.82343,  9.98356,   98,    1+2+3,
( 10/3|-11/3), 3.33333,-3.66667,  8.23430, -5.70489,   98,    1+2+3,
( 11/3|-10/3), 3.66667,-3.33333,  9.05773, -4.27867,   98,    1+2+3,
(-19/6| -2/3),-3.16667,-0.66667, -7.82259, -6.41800,   99,        3,
( -2/3| 23/6),-0.66667, 3.83333, -1.64686,  9.98356,   99,        1,
(-23/6|  2/3),-3.83333, 0.66667, -9.46945, -3.56556,   99,        3,
( 19/6|-23/6), 3.16667,-3.83333,  7.82259, -6.41800,   99,        2,
(  2/3| 19/6), 0.66667, 3.16667,  1.64686,  9.98356,   99,        1,
( 23/6|-19/6), 3.83333,-3.16667,  9.46945, -3.56556,   99,        2,
(-19/6| 23/6),-3.16667, 3.83333, -7.82259,  6.41800,  100,        2,
( -2/3|-19/6),-0.66667,-3.16667, -1.64686, -9.98356,  100,        1,
(-23/6| 19/6),-3.83333, 3.16667, -9.46945,  3.56556,  100,        2,
( 19/6|  2/3), 3.16667, 0.66667,  7.82259,  6.41800,  100,        3,
(  2/3|-23/6), 0.66667,-3.83333,  1.64686, -9.98356,  100,        1,
( 23/6| -2/3), 3.83333,-0.66667,  9.46945,  3.56556,  100,        3,
( -1  | -3  ),-1.00000,-3.00000, -2.47029, -9.98356,  101,    1+2+3,
( -3  |  4  ),-3.00000, 4.00000, -7.41087,  7.13112,  101,    1+2+3,
( -4  |  3  ),-4.00000, 3.00000, -9.88116,  2.85245,  101,    1+2+3,
(  1  | -4  ), 1.00000,-4.00000,  2.47029, -9.98356,  101,    1+2+3,
(  3  |  1  ), 3.00000, 1.00000,  7.41087,  7.13112,  101,    1+2+3,
(  4  | -1  ), 4.00000,-1.00000,  9.88116,  2.85245,  101,    1+2+3,
( -1  |  4  ),-1.00000, 4.00000, -2.47029,  9.98356,  102,    1+2+3,
( -3  | -1  ),-3.00000,-1.00000, -7.41087, -7.13112,  102,    1+2+3,
( -4  |  1  ),-4.00000, 1.00000, -9.88116, -2.85245,  102,    1+2+3,
(  1  |  3  ), 1.00000, 3.00000,  2.47029,  9.98356,  102,    1+2+3,
(  3  | -4  ), 3.00000,-4.00000,  7.41087, -7.13112,  102,    1+2+3,
(  4  | -3  ), 4.00000,-3.00000,  9.88116, -2.85245,  102,    1+2+3,
(-11/6| -7/3),-1.83333,-2.33333, -4.52887, -9.27045,  103,        3,
(-25/6|  7/3),-4.16667, 2.33333,-10.29288,  0.71311,  103,        3,
( -7/3| 25/6),-2.33333, 4.16667, -5.76401,  8.55734,  103,        1,
( 11/6|-25/6), 1.83333,-4.16667,  4.52887, -9.27045,  103,        2,
( 25/6|-11/6), 4.16667,-1.83333, 10.29288,  0.71311,  103,        2,
(  7/3| 11/6), 2.33333, 1.83333,  5.76401,  8.55734,  103,        1,
(-11/6| 25/6),-1.83333, 4.16667, -4.52887,  9.27045,  104,        2,
(-25/6| 11/6),-4.16667, 1.83333,-10.29288, -0.71311,  104,        2,
( -7/3|-11/6),-2.33333,-1.83333, -5.76401, -8.55734,  104,        1,
( 11/6|  7/3), 1.83333, 2.33333,  4.52887,  9.27045,  104,        3,
( 25/6| -7/3), 4.16667,-2.33333, 10.29288, -0.71311,  104,        3,
(  7/3|-25/6), 2.33333,-4.16667,  5.76401, -8.55734,  104,        1,
(-17/6| -4/3),-2.83333,-1.33333, -6.99916, -7.84423,  105,        3,
(-25/6|  4/3),-4.16667, 1.33333,-10.29288, -2.13933,  105,        3,
( -4/3| 25/6),-1.33333, 4.16667, -3.29372,  9.98356,  105,        1,
( 17/6|-25/6), 2.83333,-4.16667,  6.99916, -7.84423,  105,        2,
( 25/6|-17/6), 4.16667,-2.83333, 10.29288, -2.13933,  105,        2,
(  4/3| 17/6), 1.33333, 2.83333,  3.29372,  9.98356,  105,        1,
(-17/6| 25/6),-2.83333, 4.16667, -6.99916,  7.84423,  106,        2,
(-25/6| 17/6),-4.16667, 2.83333,-10.29288,  2.13933,  106,        2,
( -4/3|-17/6),-1.33333,-2.83333, -3.29372, -9.98356,  106,        1,
( 17/6|  4/3), 2.83333, 1.33333,  6.99916,  7.84423,  106,        3,
( 25/6| -4/3), 4.16667,-1.33333, 10.29288,  2.13933,  106,        3,
(  4/3|-25/6), 1.33333,-4.16667,  3.29372, -9.98356,  106,        1,
( -1/6|-11/3),-0.16667,-3.66667, -0.41172,-10.69667,  107,        3,
(-11/3| 23/6),-3.66667, 3.83333, -9.05773,  5.70489,  107,        1,
(-23/6| 11/3),-3.83333, 3.66667, -9.46945,  4.99178,  107,        3,
(  1/6|-23/6), 0.16667,-3.83333,  0.41172,-10.69667,  107,        2,
( 11/3|  1/6), 3.66667, 0.16667,  9.05773,  5.70489,  107,        1,
( 23/6| -1/6), 3.83333,-0.16667,  9.46945,  4.99178,  107,        2,
( -1/6| 23/6),-0.16667, 3.83333, -0.41172, 10.69667,  108,        2,
(-11/3| -1/6),-3.66667,-0.16667, -9.05773, -5.70489,  108,        1,
(-23/6|  1/6),-3.83333, 0.16667, -9.46945, -4.99178,  108,        2,
(  1/6| 11/3), 0.16667, 3.66667,  0.41172, 10.69667,  108,        3,
( 11/3|-23/6), 3.66667,-3.83333,  9.05773, -5.70489,  108,        1,
( 23/6|-11/3), 3.83333,-3.66667,  9.46945, -4.99178,  108,        3,
(-13/3| 13/6),-4.33333, 2.16667,-10.70459,  0.00000,  109,        1,
(-13/6|-13/6),-2.16667,-2.16667, -5.35230, -9.27045,  109,        2,
(-13/6| 13/3),-2.16667, 4.33333, -5.35230,  9.27045,  109,        3,
( 13/3|-13/6), 4.33333,-2.16667, 10.70459,  0.00000,  109,        1,
( 13/6|-13/3), 2.16667,-4.33333,  5.35230, -9.27045,  109,        3,
( 13/6| 13/6), 2.16667, 2.16667,  5.35230,  9.27045,  109,        2,
( -1/2|  4  ),-0.50000, 4.00000, -1.23515, 10.69667,  110,        3,
( -4  |  1/2),-4.00000, 0.50000, -9.88116, -4.27867,  110,        1,
( -7/2| -1/2),-3.50000,-0.50000, -8.64602, -6.41800,  110,        2,
(  1/2|  7/2), 0.50000, 3.50000,  1.23515, 10.69667,  110,        2,
(  4  | -7/2), 4.00000,-3.50000,  9.88116, -4.27867,  110,        1,
(  7/2| -4  ), 3.50000,-4.00000,  8.64602, -6.41800,  110,        3,
( -1/2| -7/2),-0.50000,-3.50000, -1.23515,-10.69667,  111,        2,
( -4  |  7/2),-4.00000, 3.50000, -9.88116,  4.27867,  111,        1,
( -7/2|  4  ),-3.50000, 4.00000, -8.64602,  6.41800,  111,        3,
(  1/2| -4  ), 0.50000,-4.00000,  1.23515,-10.69667,  111,        3,
(  4  | -1/2), 4.00000,-0.50000,  9.88116,  4.27867,  111,        1,
(  7/2|  1/2), 3.50000, 0.50000,  8.64602,  6.41800,  111,        2,
(-13/3|  5/3),-4.33333, 1.66667,-10.70459, -1.42622,  112,    1+2+3,
( -5/3| 13/3),-1.66667, 4.33333, -4.11715,  9.98356,  112,    1+2+3,
( -8/3| -5/3),-2.66667,-1.66667, -6.58744, -8.55734,  112,    1+2+3,
( 13/3| -8/3), 4.33333,-2.66667, 10.70459, -1.42622,  112,    1+2+3,
(  5/3|  8/3), 1.66667, 2.66667,  4.11715,  9.98356,  112,    1+2+3,
(  8/3|-13/3), 2.66667,-4.33333,  6.58744, -8.55734,  112,    1+2+3,
(-13/3|  8/3),-4.33333, 2.66667,-10.70459,  1.42622,  113,    1+2+3,
( -5/3| -8/3),-1.66667,-2.66667, -4.11715, -9.98356,  113,    1+2+3,
( -8/3| 13/3),-2.66667, 4.33333, -6.58744,  8.55734,  113,    1+2+3,
( 13/3| -5/3), 4.33333,-1.66667, 10.70459,  1.42622,  113,    1+2+3,
(  5/3|-13/3), 1.66667,-4.33333,  4.11715, -9.98356,  113,    1+2+3,
(  8/3|  5/3), 2.66667, 1.66667,  6.58744,  8.55734,  113,    1+2+3,
(-10/3| -5/6),-3.33333,-0.83333, -8.23430, -7.13112,  114,        1,
(-25/6|  5/6),-4.16667, 0.83333,-10.29288, -3.56556,  114,        2,
( -5/6| 25/6),-0.83333, 4.16667, -2.05858, 10.69667,  114,        2,
( 10/3|-25/6), 3.33333,-4.16667,  8.23430, -7.13112,  114,        1,
( 25/6|-10/3), 4.16667,-3.33333, 10.29288, -3.56556,  114,        3,
(  5/6| 10/3), 0.83333, 3.33333,  2.05858, 10.69667,  114,        3,
(-10/3| 25/6),-3.33333, 4.16667, -8.23430,  7.13112,  115,        1,
(-25/6| 10/3),-4.16667, 3.33333,-10.29288,  3.56556,  115,        3,
( -5/6|-10/3),-0.83333,-3.33333, -2.05858,-10.69667,  115,        3,
( 10/3|  5/6), 3.33333, 0.83333,  8.23430,  7.13112,  115,        1,
( 25/6| -5/6), 4.16667,-0.83333, 10.29288,  3.56556,  115,        2,
(  5/6|-25/6), 0.83333,-4.16667,  2.05858,-10.69667,  115,        2,
(-13/3|  7/6),-4.33333, 1.16667,-10.70459, -2.85245,  116,        1,
(-19/6| -7/6),-3.16667,-1.16667, -7.82259, -7.84423,  116,        2,
( -7/6| 13/3),-1.16667, 4.33333, -2.88201, 10.69667,  116,        3,
( 13/3|-19/6), 4.33333,-3.16667, 10.70459, -2.85245,  116,        1,
( 19/6|-13/3), 3.16667,-4.33333,  7.82259, -7.84423,  116,        3,
(  7/6| 19/6), 1.16667, 3.16667,  2.88201, 10.69667,  116,        2,
(-13/3| 19/6),-4.33333, 3.16667,-10.70459,  2.85245,  117,        1,
(-19/6| 13/3),-3.16667, 4.33333, -7.82259,  7.84423,  117,        3,
( -7/6|-19/6),-1.16667,-3.16667, -2.88201,-10.69667,  117,        2,
( 13/3| -7/6), 4.33333,-1.16667, 10.70459,  2.85245,  117,        1,
( 19/6|  7/6), 3.16667, 1.16667,  7.82259,  7.84423,  117,        2,
(  7/6|-13/3), 1.16667,-4.33333,  2.88201,-10.69667,  117,        3,
( -2  |  9/2),-2.00000, 4.50000, -4.94058,  9.98356,  118,        1,
( -5/2| -2  ),-2.50000,-2.00000, -6.17573, -9.27045,  118,        3,
( -9/2|  2  ),-4.50000, 2.00000,-11.11631, -0.71311,  118,        3,
(  2  |  5/2), 2.00000, 2.50000,  4.94058,  9.98356,  118,        1,
(  5/2| -9/2), 2.50000,-4.50000,  6.17573, -9.27045,  118,        2,
(  9/2| -5/2), 4.50000,-2.50000, 11.11631, -0.71311,  118,        2,
( -2  | -5/2),-2.00000,-2.50000, -4.94058, -9.98356,  119,        1,
( -5/2|  9/2),-2.50000, 4.50000, -6.17573,  9.27045,  119,        2,
( -9/2|  5/2),-4.50000, 2.50000,-11.11631,  0.71311,  119,        2,
(  2  | -9/2), 2.00000,-4.50000,  4.94058, -9.98356,  119,        1,
(  5/2|  2  ), 2.50000, 2.00000,  6.17573,  9.27045,  119,        3,
(  9/2| -2  ), 4.50000,-2.00000, 11.11631,  0.71311,  119,        3,
( -3  | -3/2),-3.00000,-1.50000, -7.41087, -8.55734,  120,        1,
( -3/2|  9/2),-1.50000, 4.50000, -3.70544, 10.69667,  120,        2,
( -9/2|  3/2),-4.50000, 1.50000,-11.11631, -2.13933,  120,        2,
(  3  | -9/2), 3.00000,-4.50000,  7.41087, -8.55734,  120,        1,
(  3/2|  3  ), 1.50000, 3.00000,  3.70544, 10.69667,  120,        3,
(  9/2| -3  ), 4.50000,-3.00000, 11.11631, -2.13933,  120,        3,
( -3  |  9/2),-3.00000, 4.50000, -7.41087,  8.55734,  121,        1,
( -3/2| -3  ),-1.50000,-3.00000, -3.70544,-10.69667,  121,        3,
( -9/2|  3  ),-4.50000, 3.00000,-11.11631,  2.13933,  121,        3,
(  3  |  3/2), 3.00000, 1.50000,  7.41087,  8.55734,  121,        1,
(  3/2| -9/2), 1.50000,-4.50000,  3.70544,-10.69667,  121,        2,
(  9/2| -3/2), 4.50000,-1.50000, 11.11631,  2.13933,  121,        2,
( -4  |  0  ),-4.00000, 0.00000, -9.88116, -5.70489,  122,    1+2+3,
(  0  |  4  ), 0.00000, 4.00000,  0.00000, 11.40979,  122,    1+2+3,
(  4  | -4  ), 4.00000,-4.00000,  9.88116, -5.70489,  122,    1+2+3,
( -4  |  4  ),-4.00000, 4.00000, -9.88116,  5.70489,  123,    1+2+3,
(  0  | -4  ), 0.00000,-4.00000,  0.00000,-11.40979,  123,    1+2+3,
(  4  |  0  ), 4.00000, 0.00000,  9.88116,  5.70489,  123,    1+2+3,
( -1/3|-23/6),-0.33333,-3.83333, -0.82343,-11.40979,  124,        1,
(-23/6| 25/6),-3.83333, 4.16667, -9.46945,  6.41800,  124,        2,
(-25/6| 23/6),-4.16667, 3.83333,-10.29288,  4.99178,  124,        2,
(  1/3|-25/6), 0.33333,-4.16667,  0.82343,-11.40979,  124,        1,
( 23/6|  1/3), 3.83333, 0.33333,  9.46945,  6.41800,  124,        3,
( 25/6| -1/3), 4.16667,-0.33333, 10.29288,  4.99178,  124,        3,
( -1/3| 25/6),-0.33333, 4.16667, -0.82343, 11.40979,  125,        1,
(-23/6| -1/3),-3.83333,-0.33333, -9.46945, -6.41800,  125,        3,
(-25/6|  1/3),-4.16667, 0.33333,-10.29288, -4.99178,  125,        3,
(  1/3| 23/6), 0.33333, 3.83333,  0.82343, 11.40979,  125,        1,
( 23/6|-25/6), 3.83333,-4.16667,  9.46945, -6.41800,  125,        2,
( 25/6|-23/6), 4.16667,-3.83333, 10.29288, -4.99178,  125,        2,
(-11/3| 13/3),-3.66667, 4.33333, -9.05773,  7.13112,  126,    1+2+3,
(-13/3| 11/3),-4.33333, 3.66667,-10.70459,  4.27867,  126,    1+2+3,
( -2/3|-11/3),-0.66667,-3.66667, -1.64686,-11.40979,  126,    1+2+3,
( 11/3|  2/3), 3.66667, 0.66667,  9.05773,  7.13112,  126,    1+2+3,
( 13/3| -2/3), 4.33333,-0.66667, 10.70459,  4.27867,  126,    1+2+3,
(  2/3|-13/3), 0.66667,-4.33333,  1.64686,-11.40979,  126,    1+2+3,
(-11/3| -2/3),-3.66667,-0.66667, -9.05773, -7.13112,  127,    1+2+3,
(-13/3|  2/3),-4.33333, 0.66667,-10.70459, -4.27867,  127,    1+2+3,
( -2/3| 13/3),-0.66667, 4.33333, -1.64686, 11.40979,  127,    1+2+3,
( 11/3|-13/3), 3.66667,-4.33333,  9.05773, -7.13112,  127,    1+2+3,
( 13/3|-11/3), 4.33333,-3.66667, 10.70459, -4.27867,  127,    1+2+3,
(  2/3| 11/3), 0.66667, 3.66667,  1.64686, 11.40979,  127,    1+2+3,
(-14/3|  7/3),-4.66667, 2.33333,-11.52802,  0.00000,  128,    1+2+3,
( -7/3| -7/3),-2.33333,-2.33333, -5.76401, -9.98356,  128,    1+2+3,
( -7/3| 14/3),-2.33333, 4.66667, -5.76401,  9.98356,  128,    1+2+3,
( 14/3| -7/3), 4.66667,-2.33333, 11.52802,  0.00000,  128,    1+2+3,
(  7/3|-14/3), 2.33333,-4.66667,  5.76401, -9.98356,  128,    1+2+3,
(  7/3|  7/3), 2.33333, 2.33333,  5.76401,  9.98356,  128,    1+2+3,
(-11/6|-17/6),-1.83333,-2.83333, -4.52887,-10.69667,  129,        2,
(-14/3| 17/6),-4.66667, 2.83333,-11.52802,  1.42622,  129,        1,
(-17/6| 14/3),-2.83333, 4.66667, -6.99916,  9.27045,  129,        3,
( 11/6|-14/3), 1.83333,-4.66667,  4.52887,-10.69667,  129,        3,
( 14/3|-11/6), 4.66667,-1.83333, 11.52802,  1.42622,  129,        1,
( 17/6| 11/6), 2.83333, 1.83333,  6.99916,  9.27045,  129,        2,
(-11/6| 14/3),-1.83333, 4.66667, -4.52887, 10.69667,  130,        3,
(-14/3| 11/6),-4.66667, 1.83333,-11.52802, -1.42622,  130,        1,
(-17/6|-11/6),-2.83333,-1.83333, -6.99916, -9.27045,  130,        2,
( 11/6| 17/6), 1.83333, 2.83333,  4.52887, 10.69667,  130,        2,
( 14/3|-17/6), 4.66667,-2.83333, 11.52802, -1.42622,  130,        1,
( 17/6|-14/3), 2.83333,-4.66667,  6.99916, -9.27045,  130,        3,
( -1  | -7/2),-1.00000,-3.50000, -2.47029,-11.40979,  131,        1,
( -7/2|  9/2),-3.50000, 4.50000, -8.64602,  7.84423,  131,        2,
( -9/2|  7/2),-4.50000, 3.50000,-11.11631,  3.56556,  131,        2,
(  1  | -9/2), 1.00000,-4.50000,  2.47029,-11.40979,  131,        1,
(  7/2|  1  ), 3.50000, 1.00000,  8.64602,  7.84423,  131,        3,
(  9/2| -1  ), 4.50000,-1.00000, 11.11631,  3.56556,  131,        3,
( -1  |  9/2),-1.00000, 4.50000, -2.47029, 11.40979,  132,        1,
( -7/2| -1  ),-3.50000,-1.00000, -8.64602, -7.84423,  132,        3,
( -9/2|  1  ),-4.50000, 1.00000,-11.11631, -3.56556,  132,        3,
(  1  |  7/2), 1.00000, 3.50000,  2.47029, 11.40979,  132,        1,
(  7/2| -9/2), 3.50000,-4.50000,  8.64602, -7.84423,  132,        2,
(  9/2| -7/2), 4.50000,-3.50000, 11.11631, -3.56556,  132,        2,
(-10/3| -4/3),-3.33333,-1.33333, -8.23430, -8.55734,  133,    1+2+3,
(-14/3|  4/3),-4.66667, 1.33333,-11.52802, -2.85245,  133,    1+2+3,
( -4/3| 14/3),-1.33333, 4.66667, -3.29372, 11.40979,  133,    1+2+3,
( 10/3|-14/3), 3.33333,-4.66667,  8.23430, -8.55734,  133,    1+2+3,
( 14/3|-10/3), 4.66667,-3.33333, 11.52802, -2.85245,  133,    1+2+3,
(  4/3| 10/3), 1.33333, 3.33333,  3.29372, 11.40979,  133,    1+2+3,
(-10/3| 14/3),-3.33333, 4.66667, -8.23430,  8.55734,  134,    1+2+3,
(-14/3| 10/3),-4.66667, 3.33333,-11.52802,  2.85245,  134,    1+2+3,
( -4/3|-10/3),-1.33333,-3.33333, -3.29372,-11.40979,  134,    1+2+3,
( 10/3|  4/3), 3.33333, 1.33333,  8.23430,  8.55734,  134,    1+2+3,
( 14/3| -4/3), 4.66667,-1.33333, 11.52802,  2.85245,  134,    1+2+3,
(  4/3|-14/3), 1.33333,-4.66667,  3.29372,-11.40979,  134,    1+2+3,
(-13/6| -8/3),-2.16667,-2.66667, -5.35230,-10.69667,  135,        3,
(-29/6|  8/3),-4.83333, 2.66667,-11.93974,  0.71311,  135,        3,
( -8/3| 29/6),-2.66667, 4.83333, -6.58744,  9.98356,  135,        1,
( 13/6|-29/6), 2.16667,-4.83333,  5.35230,-10.69667,  135,        2,
( 29/6|-13/6), 4.83333,-2.16667, 11.93974,  0.71311,  135,        2,
(  8/3| 13/6), 2.66667, 2.16667,  6.58744,  9.98356,  135,        1,
(-13/6| 29/6),-2.16667, 4.83333, -5.35230, 10.69667,  136,        2,
(-29/6| 13/6),-4.83333, 2.16667,-11.93974, -0.71311,  136,        2,
( -8/3|-13/6),-2.66667,-2.16667, -6.58744, -9.98356,  136,        1,
( 13/6|  8/3), 2.16667, 2.66667,  5.35230, 10.69667,  136,        3,
( 29/6| -8/3), 4.83333,-2.66667, 11.93974, -0.71311,  136,        3,
(  8/3|-29/6), 2.66667,-4.83333,  6.58744, -9.98356,  136,        1,
( -1/6|-25/6),-0.16667,-4.16667, -0.41172,-12.12290,  137,        2,
(-13/3| 25/6),-4.33333, 4.16667,-10.70459,  5.70489,  137,        1,
(-25/6| 13/3),-4.16667, 4.33333,-10.29288,  6.41800,  137,        3,
(  1/6|-13/3), 0.16667,-4.33333,  0.41172,-12.12290,  137,        3,
( 13/3| -1/6), 4.33333,-0.16667, 10.70459,  5.70489,  137,        1,
( 25/6|  1/6), 4.16667, 0.16667, 10.29288,  6.41800,  137,        2,
( -1/6| 13/3),-0.16667, 4.33333, -0.41172, 12.12290,  138,        3,
(-13/3|  1/6),-4.33333, 0.16667,-10.70459, -5.70489,  138,        1,
(-25/6| -1/6),-4.16667,-0.16667,-10.29288, -6.41800,  138,        2,
(  1/6| 25/6), 0.16667, 4.16667,  0.41172, 12.12290,  138,        2,
( 13/3|-25/6), 4.33333,-4.16667, 10.70459, -5.70489,  138,        1,
( 25/6|-13/3), 4.16667,-4.33333, 10.29288, -6.41800,  138,        3,
(-19/6| -5/3),-3.16667,-1.66667, -7.82259, -9.27045,  139,        3,
(-29/6|  5/3),-4.83333, 1.66667,-11.93974, -2.13933,  139,        3,
( -5/3| 29/6),-1.66667, 4.83333, -4.11715, 11.40979,  139,        1,
( 19/6|-29/6), 3.16667,-4.83333,  7.82259, -9.27045,  139,        2,
( 29/6|-19/6), 4.83333,-3.16667, 11.93974, -2.13933,  139,        2,
(  5/3| 19/6), 1.66667, 3.16667,  4.11715, 11.40979,  139,        1,
(-19/6| 29/6),-3.16667, 4.83333, -7.82259,  9.27045,  140,        2,
(-29/6| 19/6),-4.83333, 3.16667,-11.93974,  2.13933,  140,        2,
( -5/3|-19/6),-1.66667,-3.16667, -4.11715,-11.40979,  140,        1,
( 19/6|  5/3), 3.16667, 1.66667,  7.82259,  9.27045,  140,        3,
( 29/6| -5/3), 4.83333,-1.66667, 11.93974,  2.13933,  140,        3,
(  5/3|-29/6), 1.66667,-4.83333,  4.11715,-11.40979,  140,        1,
( -1/2| -4  ),-0.50000,-4.00000, -1.23515,-12.12290,  141,        3,
( -4  |  9/2),-4.00000, 4.50000, -9.88116,  7.13112,  141,        1,
( -9/2|  4  ),-4.50000, 4.00000,-11.11631,  4.99178,  141,        3,
(  1/2| -9/2), 0.50000,-4.50000,  1.23515,-12.12290,  141,        2,
(  4  |  1/2), 4.00000, 0.50000,  9.88116,  7.13112,  141,        1,
(  9/2| -1/2), 4.50000,-0.50000, 11.11631,  4.99178,  141,        2,
( -1/2|  9/2),-0.50000, 4.50000, -1.23515, 12.12290,  142,        2,
( -4  | -1/2),-4.00000,-0.50000, -9.88116, -7.13112,  142,        1,
( -9/2|  1/2),-4.50000, 0.50000,-11.11631, -4.99178,  142,        2,
(  1/2|  4  ), 0.50000, 4.00000,  1.23515, 12.12290,  142,        3,
(  4  | -9/2), 4.00000,-4.50000,  9.88116, -7.13112,  142,        1,
(  9/2| -4  ), 4.50000,-4.00000, 11.11631, -4.99178,  142,        3,
(-14/3|  5/6),-4.66667, 0.83333,-11.52802, -4.27867,  143,        1,
(-23/6| -5/6),-3.83333,-0.83333, -9.46945, -7.84423,  143,        2,
( -5/6| 14/3),-0.83333, 4.66667, -2.05858, 12.12290,  143,        3,
( 14/3|-23/6), 4.66667,-3.83333, 11.52802, -4.27867,  143,        1,
( 23/6|-14/3), 3.83333,-4.66667,  9.46945, -7.84423,  143,        3,
(  5/6| 23/6), 0.83333, 3.83333,  2.05858, 12.12290,  143,        2,
(-14/3| 23/6),-4.66667, 3.83333,-11.52802,  4.27867,  144,        1,
(-23/6| 14/3),-3.83333, 4.66667, -9.46945,  7.84423,  144,        3,
( -5/6|-23/6),-0.83333,-3.83333, -2.05858,-12.12290,  144,        2,
( 14/3| -5/6), 4.66667,-0.83333, 11.52802,  4.27867,  144,        1,
( 23/6|  5/6), 3.83333, 0.83333,  9.46945,  7.84423,  144,        2,
(  5/6|-14/3), 0.83333,-4.66667,  2.05858,-12.12290,  144,        3,
( -5  |  5/2),-5.00000, 2.50000,-12.35146,  0.00000,  145,        1,
( -5/2| -5/2),-2.50000,-2.50000, -6.17573,-10.69667,  145,        2,
( -5/2|  5  ),-2.50000, 5.00000, -6.17573, 10.69667,  145,        3,
(  5  | -5/2), 5.00000,-2.50000, 12.35146,  0.00000,  145,        1,
(  5/2| -5  ), 2.50000,-5.00000,  6.17573,-10.69667,  145,        3,
(  5/2|  5/2), 2.50000, 2.50000,  6.17573, 10.69667,  145,        2,
( -2  | -3  ),-2.00000,-3.00000, -4.94058,-11.40979,  146,    1+2+3,
( -3  |  5  ),-3.00000, 5.00000, -7.41087,  9.98356,  146,    1+2+3,
( -5  |  3  ),-5.00000, 3.00000,-12.35146,  1.42622,  146,    1+2+3,
(  2  | -5  ), 2.00000,-5.00000,  4.94058,-11.40979,  146,    1+2+3,
(  3  |  2  ), 3.00000, 2.00000,  7.41087,  9.98356,  146,    1+2+3,
(  5  | -2  ), 5.00000,-2.00000, 12.35146,  1.42622,  146,    1+2+3,
( -2  |  5  ),-2.00000, 5.00000, -4.94058, 11.40979,  147,    1+2+3,
( -3  | -2  ),-3.00000,-2.00000, -7.41087, -9.98356,  147,    1+2+3,
( -5  |  2  ),-5.00000, 2.00000,-12.35146, -1.42622,  147,    1+2+3,
(  2  |  3  ), 2.00000, 3.00000,  4.94058, 11.40979,  147,    1+2+3,
(  3  | -5  ), 3.00000,-5.00000,  7.41087, -9.98356,  147,    1+2+3,
