# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/input examples/Fe2O3(012)-(2x1).tlm
#
# Structure: Fe2O3(012)-(2x1)
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Rectangular (pg[0 1]); a = 5.0350 AA; b = 5.4266 AA
#        Basis: a = [5.0350 0.0000]; b = [0.0000 5.4266]
# Surface lattice: Rectangular (pg[0 1]); a = 10.0700 AA; b = 5.4266 AA
#
# Exporting beams from 1 domain(s) out of 1 symmetry-equivalent ones
# Domain 1 - Basis: a = [10.0700  0.0000]; b = [0.0000 5.4266]
#            Superlattice: [[2 0] [0 1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -5/2| -6  ),-2.50000,-6.00000, -3.11975, -6.94710,  131,        1,
(  5/2| -6  ), 2.50000,-6.00000,  3.11975, -6.94710,  131,        1,
( -5/2|  6  ),-2.50000, 6.00000, -3.11975,  6.94710,  132,        1,
(  5/2|  6  ), 2.50000, 6.00000,  3.11975,  6.94710,  132,        1,
( -4  | -5  ),-4.00000,-5.00000, -4.99161, -5.78925,  133,        1,
(  4  | -5  ), 4.00000,-5.00000,  4.99161, -5.78925,  133,        1,
( -4  |  5  ),-4.00000, 5.00000, -4.99161,  5.78925,  134,        1,
(  4  |  5  ), 4.00000, 5.00000,  4.99161,  5.78925,  134,        1,
(-11/2| -3  ),-5.50000,-3.00000, -6.86346, -3.47355,  135,        1,
( 11/2| -3  ), 5.50000,-3.00000,  6.86346, -3.47355,  135,        1,
(-11/2|  3  ),-5.50000, 3.00000, -6.86346,  3.47355,  136,        1,
( 11/2|  3  ), 5.50000, 3.00000,  6.86346,  3.47355,  136,        1,
( -5  | -4  ),-5.00000,-4.00000, -6.23951, -4.63140,  137,        1,
(  5  | -4  ), 5.00000,-4.00000,  6.23951, -4.63140,  137,        1,
( -5  |  4  ),-5.00000, 4.00000, -6.23951,  4.63140,  138,        1,
(  5  |  4  ), 5.00000, 4.00000,  6.23951,  4.63140,  138,        1,
( -6  | -2  ),-6.00000,-2.00000, -7.48741, -2.31570,  139,        1,
(  6  | -2  ), 6.00000,-2.00000,  7.48741, -2.31570,  139,        1,
( -6  |  2  ),-6.00000, 2.00000, -7.48741,  2.31570,  140,        1,
(  6  |  2  ), 6.00000, 2.00000,  7.48741,  2.31570,  140,        1,
( -3  | -6  ),-3.00000,-6.00000, -3.74371, -6.94710,  141,        1,
(  3  | -6  ), 3.00000,-6.00000,  3.74371, -6.94710,  141,        1,
( -3  |  6  ),-3.00000, 6.00000, -3.74371,  6.94710,  142,        1,
(  3  |  6  ), 3.00000, 6.00000,  3.74371,  6.94710,  142,        1,
( -9/2| -5  ),-4.50000,-5.00000, -5.61556, -5.78925,  143,        1,
(  9/2| -5  ), 4.50000,-5.00000,  5.61556, -5.78925,  143,        1,
( -9/2|  5  ),-4.50000, 5.00000, -5.61556,  5.78925,  144,        1,
(  9/2|  5  ), 4.50000, 5.00000,  5.61556,  5.78925,  144,        1,
(  0  | -7  ), 0.00000,-7.00000,  0.00000, -8.10495, -145,      (1),
(  0  |  7  ), 0.00000, 7.00000,  0.00000,  8.10495, -146,      (1),
(-13/2|  0  ),-6.50000, 0.00000, -8.11136,  0.00000,  147,        1,
( 13/2|  0  ), 6.50000, 0.00000,  8.11136,  0.00000,  147,        1,
( -1/2| -7  ),-0.50000,-7.00000, -0.62395, -8.10495,  148,        1,
(  1/2| -7  ), 0.50000,-7.00000,  0.62395, -8.10495,  148,        1,
( -1/2|  7  ),-0.50000, 7.00000, -0.62395,  8.10495,  149,        1,
(  1/2|  7  ), 0.50000, 7.00000,  0.62395,  8.10495,  149,        1,
(-13/2| -1  ),-6.50000,-1.00000, -8.11136, -1.15785,  150,        1,
( 13/2| -1  ), 6.50000,-1.00000,  8.11136, -1.15785,  150,        1,
(-13/2|  1  ),-6.50000, 1.00000, -8.11136,  1.15785,  151,        1,
( 13/2|  1  ), 6.50000, 1.00000,  8.11136,  1.15785,  151,        1,
( -1  | -7  ),-1.00000,-7.00000, -1.24790, -8.10495,  152,        1,
(  1  | -7  ), 1.00000,-7.00000,  1.24790, -8.10495,  152,        1,
( -1  |  7  ),-1.00000, 7.00000, -1.24790,  8.10495,  153,        1,
(  1  |  7  ), 1.00000, 7.00000,  1.24790,  8.10495,  153,        1,
( -7/2| -6  ),-3.50000,-6.00000, -4.36766, -6.94710,  154,        1,
(  7/2| -6  ), 3.50000,-6.00000,  4.36766, -6.94710,  154,        1,
( -7/2|  6  ),-3.50000, 6.00000, -4.36766,  6.94710,  155,        1,
(  7/2|  6  ), 3.50000, 6.00000,  4.36766,  6.94710,  155,        1,
( -6  | -3  ),-6.00000,-3.00000, -7.48741, -3.47355,  156,        1,
(  6  | -3  ), 6.00000,-3.00000,  7.48741, -3.47355,  156,        1,
( -6  |  3  ),-6.00000, 3.00000, -7.48741,  3.47355,  157,        1,
(  6  |  3  ), 6.00000, 3.00000,  7.48741,  3.47355,  157,        1,
(-11/2| -4  ),-5.50000,-4.00000, -6.86346, -4.63140,  158,        1,
( 11/2| -4  ), 5.50000,-4.00000,  6.86346, -4.63140,  158,        1,
(-11/2|  4  ),-5.50000, 4.00000, -6.86346,  4.63140,  159,        1,
( 11/2|  4  ), 5.50000, 4.00000,  6.86346,  4.63140,  159,        1,
( -3/2| -7  ),-1.50000,-7.00000, -1.87185, -8.10495,  160,        1,
(  3/2| -7  ), 1.50000,-7.00000,  1.87185, -8.10495,  160,        1,
( -3/2|  7  ),-1.50000, 7.00000, -1.87185,  8.10495,  161,        1,
(  3/2|  7  ), 1.50000, 7.00000,  1.87185,  8.10495,  161,        1,
(-13/2| -2  ),-6.50000,-2.00000, -8.11136, -2.31570,  162,        1,
( 13/2| -2  ), 6.50000,-2.00000,  8.11136, -2.31570,  162,        1,
(-13/2|  2  ),-6.50000, 2.00000, -8.11136,  2.31570,  163,        1,
( 13/2|  2  ), 6.50000, 2.00000,  8.11136,  2.31570,  163,        1,
( -2  | -7  ),-2.00000,-7.00000, -2.49580, -8.10495,  164,        1,
(  2  | -7  ), 2.00000,-7.00000,  2.49580, -8.10495,  164,        1,
( -2  |  7  ),-2.00000, 7.00000, -2.49580,  8.10495,  165,        1,
(  2  |  7  ), 2.00000, 7.00000,  2.49580,  8.10495,  165,        1,
( -5  | -5  ),-5.00000,-5.00000, -6.23951, -5.78925,  166,        1,
(  5  | -5  ), 5.00000,-5.00000,  6.23951, -5.78925,  166,        1,
( -5  |  5  ),-5.00000, 5.00000, -6.23951,  5.78925,  167,        1,
(  5  |  5  ), 5.00000, 5.00000,  6.23951,  5.78925,  167,        1,
( -4  | -6  ),-4.00000,-6.00000, -4.99161, -6.94710,  168,        1,
(  4  | -6  ), 4.00000,-6.00000,  4.99161, -6.94710,  168,        1,
( -4  |  6  ),-4.00000, 6.00000, -4.99161,  6.94710,  169,        1,
(  4  |  6  ), 4.00000, 6.00000,  4.99161,  6.94710,  169,        1,
( -5/2| -7  ),-2.50000,-7.00000, -3.11975, -8.10495,  170,        1,
(  5/2| -7  ), 2.50000,-7.00000,  3.11975, -8.10495,  170,        1,
( -5/2|  7  ),-2.50000, 7.00000, -3.11975,  8.10495,  171,        1,
(  5/2|  7  ), 2.50000, 7.00000,  3.11975,  8.10495,  171,        1,
( -7  |  0  ),-7.00000, 0.00000, -8.73531,  0.00000,  172,        1,
(  7  |  0  ), 7.00000, 0.00000,  8.73531,  0.00000,  172,        1,
( -6  | -4  ),-6.00000,-4.00000, -7.48741, -4.63140,  173,        1,
(  6  | -4  ), 6.00000,-4.00000,  7.48741, -4.63140,  173,        1,
( -6  |  4  ),-6.00000, 4.00000, -7.48741,  4.63140,  174,        1,
(  6  |  4  ), 6.00000, 4.00000,  7.48741,  4.63140,  174,        1,
( -7  | -1  ),-7.00000,-1.00000, -8.73531, -1.15785,  175,        1,
(  7  | -1  ), 7.00000,-1.00000,  8.73531, -1.15785,  175,        1,
( -7  |  1  ),-7.00000, 1.00000, -8.73531,  1.15785,  176,        1,
(  7  |  1  ), 7.00000, 1.00000,  8.73531,  1.15785,  176,        1,
(-13/2| -3  ),-6.50000,-3.00000, -8.11136, -3.47355,  177,        1,
( 13/2| -3  ), 6.50000,-3.00000,  8.11136, -3.47355,  177,        1,
(-13/2|  3  ),-6.50000, 3.00000, -8.11136,  3.47355,  178,        1,
( 13/2|  3  ), 6.50000, 3.00000,  8.11136,  3.47355,  178,        1,
( -3  | -7  ),-3.00000,-7.00000, -3.74371, -8.10495,  179,        1,
(  3  | -7  ), 3.00000,-7.00000,  3.74371, -8.10495,  179,        1,
( -3  |  7  ),-3.00000, 7.00000, -3.74371,  8.10495,  180,        1,
(  3  |  7  ), 3.00000, 7.00000,  3.74371,  8.10495,  180,        1,
( -9/2| -6  ),-4.50000,-6.00000, -5.61556, -6.94710,  181,        1,
(  9/2| -6  ), 4.50000,-6.00000,  5.61556, -6.94710,  181,        1,
( -9/2|  6  ),-4.50000, 6.00000, -5.61556,  6.94710,  182,        1,
(  9/2|  6  ), 4.50000, 6.00000,  5.61556,  6.94710,  182,        1,
(-11/2| -5  ),-5.50000,-5.00000, -6.86346, -5.78925,  183,        1,
( 11/2| -5  ), 5.50000,-5.00000,  6.86346, -5.78925,  183,        1,
(-11/2|  5  ),-5.50000, 5.00000, -6.86346,  5.78925,  184,        1,
( 11/2|  5  ), 5.50000, 5.00000,  6.86346,  5.78925,  184,        1,
( -7  | -2  ),-7.00000,-2.00000, -8.73531, -2.31570,  185,        1,
(  7  | -2  ), 7.00000,-2.00000,  8.73531, -2.31570,  185,        1,
( -7  |  2  ),-7.00000, 2.00000, -8.73531,  2.31570,  186,        1,
(  7  |  2  ), 7.00000, 2.00000,  8.73531,  2.31570,  186,        1,
( -7/2| -7  ),-3.50000,-7.00000, -4.36766, -8.10495,  187,        1,
(  7/2| -7  ), 3.50000,-7.00000,  4.36766, -8.10495,  187,        1,
( -7/2|  7  ),-3.50000, 7.00000, -4.36766,  8.10495,  188,        1,
(  7/2|  7  ), 3.50000, 7.00000,  4.36766,  8.10495,  188,        1,
(  0  | -8  ), 0.00000,-8.00000,  0.00000, -9.26279,  189,        1,
(  0  |  8  ), 0.00000, 8.00000,  0.00000,  9.26279,  190,        1,
( -1/2| -8  ),-0.50000,-8.00000, -0.62395, -9.26279,  191,        1,
(  1/2| -8  ), 0.50000,-8.00000,  0.62395, -9.26279,  191,        1,
( -1/2|  8  ),-0.50000, 8.00000, -0.62395,  9.26279,  192,        1,
(  1/2|  8  ), 0.50000, 8.00000,  0.62395,  9.26279,  192,        1,
( -5  | -6  ),-5.00000,-6.00000, -6.23951, -6.94710,  193,        1,
(  5  | -6  ), 5.00000,-6.00000,  6.23951, -6.94710,  193,        1,
( -5  |  6  ),-5.00000, 6.00000, -6.23951,  6.94710,  194,        1,
(  5  |  6  ), 5.00000, 6.00000,  6.23951,  6.94710,  194,        1,
(-13/2| -4  ),-6.50000,-4.00000, -8.11136, -4.63140,  195,        1,
( 13/2| -4  ), 6.50000,-4.00000,  8.11136, -4.63140,  195,        1,
(-13/2|  4  ),-6.50000, 4.00000, -8.11136,  4.63140,  196,        1,
( 13/2|  4  ), 6.50000, 4.00000,  8.11136,  4.63140,  196,        1,
( -1  | -8  ),-1.00000,-8.00000, -1.24790, -9.26279,  197,        1,
(  1  | -8  ), 1.00000,-8.00000,  1.24790, -9.26279,  197,        1,
( -1  |  8  ),-1.00000, 8.00000, -1.24790,  9.26279,  198,        1,
(  1  |  8  ), 1.00000, 8.00000,  1.24790,  9.26279,  198,        1,
(-15/2|  0  ),-7.50000, 0.00000, -9.35926,  0.00000,  199,        1,
( 15/2|  0  ), 7.50000, 0.00000,  9.35926,  0.00000,  199,        1,
( -7  | -3  ),-7.00000,-3.00000, -8.73531, -3.47355,  200,        1,
(  7  | -3  ), 7.00000,-3.00000,  8.73531, -3.47355,  200,        1,
( -7  |  3  ),-7.00000, 3.00000, -8.73531,  3.47355,  201,        1,
(  7  |  3  ), 7.00000, 3.00000,  8.73531,  3.47355,  201,        1,
(-15/2| -1  ),-7.50000,-1.00000, -9.35926, -1.15785,  202,        1,
( 15/2| -1  ), 7.50000,-1.00000,  9.35926, -1.15785,  202,        1,
(-15/2|  1  ),-7.50000, 1.00000, -9.35926,  1.15785,  203,        1,
( 15/2|  1  ), 7.50000, 1.00000,  9.35926,  1.15785,  203,        1,
( -3/2| -8  ),-1.50000,-8.00000, -1.87185, -9.26279,  204,        1,
(  3/2| -8  ), 1.50000,-8.00000,  1.87185, -9.26279,  204,        1,
( -3/2|  8  ),-1.50000, 8.00000, -1.87185,  9.26279,  205,        1,
(  3/2|  8  ), 1.50000, 8.00000,  1.87185,  9.26279,  205,        1,
( -6  | -5  ),-6.00000,-5.00000, -7.48741, -5.78925,  206,        1,
(  6  | -5  ), 6.00000,-5.00000,  7.48741, -5.78925,  206,        1,
( -6  |  5  ),-6.00000, 5.00000, -7.48741,  5.78925,  207,        1,
(  6  |  5  ), 6.00000, 5.00000,  7.48741,  5.78925,  207,        1,
( -4  | -7  ),-4.00000,-7.00000, -4.99161, -8.10495,  208,        1,
(  4  | -7  ), 4.00000,-7.00000,  4.99161, -8.10495,  208,        1,
( -4  |  7  ),-4.00000, 7.00000, -4.99161,  8.10495,  209,        1,
(  4  |  7  ), 4.00000, 7.00000,  4.99161,  8.10495,  209,        1,
( -2  | -8  ),-2.00000,-8.00000, -2.49580, -9.26279,  210,        1,
(  2  | -8  ), 2.00000,-8.00000,  2.49580, -9.26279,  210,        1,
( -2  |  8  ),-2.00000, 8.00000, -2.49580,  9.26279,  211,        1,
(  2  |  8  ), 2.00000, 8.00000,  2.49580,  9.26279,  211,        1,
(-15/2| -2  ),-7.50000,-2.00000, -9.35926, -2.31570,  212,        1,
( 15/2| -2  ), 7.50000,-2.00000,  9.35926, -2.31570,  212,        1,
(-15/2|  2  ),-7.50000, 2.00000, -9.35926,  2.31570,  213,        1,
( 15/2|  2  ), 7.50000, 2.00000,  9.35926,  2.31570,  213,        1,
(-11/2| -6  ),-5.50000,-6.00000, -6.86346, -6.94710,  214,        1,
( 11/2| -6  ), 5.50000,-6.00000,  6.86346, -6.94710,  214,        1,
(-11/2|  6  ),-5.50000, 6.00000, -6.86346,  6.94710,  215,        1,
( 11/2|  6  ), 5.50000, 6.00000,  6.86346,  6.94710,  215,        1,
( -5/2| -8  ),-2.50000,-8.00000, -3.11975, -9.26279,  216,        1,
(  5/2| -8  ), 2.50000,-8.00000,  3.11975, -9.26279,  216,        1,
( -5/2|  8  ),-2.50000, 8.00000, -3.11975,  9.26279,  217,        1,
(  5/2|  8  ), 2.50000, 8.00000,  3.11975,  9.26279,  217,        1,
( -9/2| -7  ),-4.50000,-7.00000, -5.61556, -8.10495,  218,        1,
(  9/2| -7  ), 4.50000,-7.00000,  5.61556, -8.10495,  218,        1,
( -9/2|  7  ),-4.50000, 7.00000, -5.61556,  8.10495,  219,        1,
(  9/2|  7  ), 4.50000, 7.00000,  5.61556,  8.10495,  219,        1,
( -7  | -4  ),-7.00000,-4.00000, -8.73531, -4.63140,  220,        1,
(  7  | -4  ), 7.00000,-4.00000,  8.73531, -4.63140,  220,        1,
( -7  |  4  ),-7.00000, 4.00000, -8.73531,  4.63140,  221,        1,
(  7  |  4  ), 7.00000, 4.00000,  8.73531,  4.63140,  221,        1,
(-13/2| -5  ),-6.50000,-5.00000, -8.11136, -5.78925,  222,        1,
( 13/2| -5  ), 6.50000,-5.00000,  8.11136, -5.78925,  222,        1,
(-13/2|  5  ),-6.50000, 5.00000, -8.11136,  5.78925,  223,        1,
( 13/2|  5  ), 6.50000, 5.00000,  8.11136,  5.78925,  223,        1,
(-15/2| -3  ),-7.50000,-3.00000, -9.35926, -3.47355,  224,        1,
( 15/2| -3  ), 7.50000,-3.00000,  9.35926, -3.47355,  224,        1,
(-15/2|  3  ),-7.50000, 3.00000, -9.35926,  3.47355,  225,        1,
( 15/2|  3  ), 7.50000, 3.00000,  9.35926,  3.47355,  225,        1,
( -8  |  0  ),-8.00000, 0.00000, -9.98321,  0.00000,  226,        1,
(  8  |  0  ), 8.00000, 0.00000,  9.98321,  0.00000,  226,        1,
( -3  | -8  ),-3.00000,-8.00000, -3.74371, -9.26279,  227,        1,
(  3  | -8  ), 3.00000,-8.00000,  3.74371, -9.26279,  227,        1,
( -3  |  8  ),-3.00000, 8.00000, -3.74371,  9.26279,  228,        1,
(  3  |  8  ), 3.00000, 8.00000,  3.74371,  9.26279,  228,        1,
( -8  | -1  ),-8.00000,-1.00000, -9.98321, -1.15785,  229,        1,
(  8  | -1  ), 8.00000,-1.00000,  9.98321, -1.15785,  229,        1,
( -8  |  1  ),-8.00000, 1.00000, -9.98321,  1.15785,  230,        1,
(  8  |  1  ), 8.00000, 1.00000,  9.98321,  1.15785,  230,        1,
( -6  | -6  ),-6.00000,-6.00000, -7.48741, -6.94710,  231,        1,
(  6  | -6  ), 6.00000,-6.00000,  7.48741, -6.94710,  231,        1,
( -6  |  6  ),-6.00000, 6.00000, -7.48741,  6.94710,  232,        1,
(  6  |  6  ), 6.00000, 6.00000,  7.48741,  6.94710,  232,        1,
( -5  | -7  ),-5.00000,-7.00000, -6.23951, -8.10495,  233,        1,
(  5  | -7  ), 5.00000,-7.00000,  6.23951, -8.10495,  233,        1,
( -5  |  7  ),-5.00000, 7.00000, -6.23951,  8.10495,  234,        1,
(  5  |  7  ), 5.00000, 7.00000,  6.23951,  8.10495,  234,        1,
( -7/2| -8  ),-3.50000,-8.00000, -4.36766, -9.26279,  235,        1,
(  7/2| -8  ), 3.50000,-8.00000,  4.36766, -9.26279,  235,        1,
( -7/2|  8  ),-3.50000, 8.00000, -4.36766,  9.26279,  236,        1,
(  7/2|  8  ), 3.50000, 8.00000,  4.36766,  9.26279,  236,        1,
( -8  | -2  ),-8.00000,-2.00000, -9.98321, -2.31570,  237,        1,
(  8  | -2  ), 8.00000,-2.00000,  9.98321, -2.31570,  237,        1,
( -8  |  2  ),-8.00000, 2.00000, -9.98321,  2.31570,  238,        1,
(  8  |  2  ), 8.00000, 2.00000,  9.98321,  2.31570,  238,        1,
(  0  | -9  ), 0.00000,-9.00000,  0.00000,-10.42064, -239,      (1),
(  0  |  9  ), 0.00000, 9.00000,  0.00000, 10.42064, -240,      (1),
( -1/2| -9  ),-0.50000,-9.00000, -0.62395,-10.42064,  241,        1,
(  1/2| -9  ), 0.50000,-9.00000,  0.62395,-10.42064,  241,        1,
( -1/2|  9  ),-0.50000, 9.00000, -0.62395, 10.42064,  242,        1,
(  1/2|  9  ), 0.50000, 9.00000,  0.62395, 10.42064,  242,        1,
(-15/2| -4  ),-7.50000,-4.00000, -9.35926, -4.63140,  243,        1,
( 15/2| -4  ), 7.50000,-4.00000,  9.35926, -4.63140,  243,        1,
(-15/2|  4  ),-7.50000, 4.00000, -9.35926,  4.63140,  244,        1,
( 15/2|  4  ), 7.50000, 4.00000,  9.35926,  4.63140,  244,        1,
( -7  | -5  ),-7.00000,-5.00000, -8.73531, -5.78925,  245,        1,
(  7  | -5  ), 7.00000,-5.00000,  8.73531, -5.78925,  245,        1,
( -7  |  5  ),-7.00000, 5.00000, -8.73531,  5.78925,  246,        1,
(  7  |  5  ), 7.00000, 5.00000,  8.73531,  5.78925,  246,        1,
( -1  | -9  ),-1.00000,-9.00000, -1.24790,-10.42064,  247,        1,
(  1  | -9  ), 1.00000,-9.00000,  1.24790,-10.42064,  247,        1,
( -1  |  9  ),-1.00000, 9.00000, -1.24790, 10.42064,  248,        1,
(  1  |  9  ), 1.00000, 9.00000,  1.24790, 10.42064,  248,        1,
( -4  | -8  ),-4.00000,-8.00000, -4.99161, -9.26279,  249,        1,
(  4  | -8  ), 4.00000,-8.00000,  4.99161, -9.26279,  249,        1,
( -4  |  8  ),-4.00000, 8.00000, -4.99161,  9.26279,  250,        1,
(  4  |  8  ), 4.00000, 8.00000,  4.99161,  9.26279,  250,        1,
( -8  | -3  ),-8.00000,-3.00000, -9.98321, -3.47355,  251,        1,
(  8  | -3  ), 8.00000,-3.00000,  9.98321, -3.47355,  251,        1,
( -8  |  3  ),-8.00000, 3.00000, -9.98321,  3.47355,  252,        1,
(  8  |  3  ), 8.00000, 3.00000,  9.98321,  3.47355,  252,        1,
( -3/2| -9  ),-1.50000,-9.00000, -1.87185,-10.42064,  253,        1,
(  3/2| -9  ), 1.50000,-9.00000,  1.87185,-10.42064,  253,        1,
( -3/2|  9  ),-1.50000, 9.00000, -1.87185, 10.42064,  254,        1,
(  3/2|  9  ), 1.50000, 9.00000,  1.87185, 10.42064,  254,        1,
(-17/2|  0  ),-8.50000, 0.00000,-10.60716,  0.00000,  255,        1,
( 17/2|  0  ), 8.50000, 0.00000, 10.60716,  0.00000,  255,        1,
(-11/2| -7  ),-5.50000,-7.00000, -6.86346, -8.10495,  256,        1,
( 11/2| -7  ), 5.50000,-7.00000,  6.86346, -8.10495,  256,        1,
(-11/2|  7  ),-5.50000, 7.00000, -6.86346,  8.10495,  257,        1,
( 11/2|  7  ), 5.50000, 7.00000,  6.86346,  8.10495,  257,        1,
(-17/2| -1  ),-8.50000,-1.00000,-10.60716, -1.15785,  258,        1,
( 17/2| -1  ), 8.50000,-1.00000, 10.60716, -1.15785,  258,        1,
(-17/2|  1  ),-8.50000, 1.00000,-10.60716,  1.15785,  259,        1,
( 17/2|  1  ), 8.50000, 1.00000, 10.60716,  1.15785,  259,        1,
(-13/2| -6  ),-6.50000,-6.00000, -8.11136, -6.94710,  260,        1,
( 13/2| -6  ), 6.50000,-6.00000,  8.11136, -6.94710,  260,        1,
(-13/2|  6  ),-6.50000, 6.00000, -8.11136,  6.94710,  261,        1,
( 13/2|  6  ), 6.50000, 6.00000,  8.11136,  6.94710,  261,        1,
( -2  | -9  ),-2.00000,-9.00000, -2.49580,-10.42064,  262,        1,
(  2  | -9  ), 2.00000,-9.00000,  2.49580,-10.42064,  262,        1,
( -2  |  9  ),-2.00000, 9.00000, -2.49580, 10.42064,  263,        1,
(  2  |  9  ), 2.00000, 9.00000,  2.49580, 10.42064,  263,        1,
( -9/2| -8  ),-4.50000,-8.00000, -5.61556, -9.26279,  264,        1,
(  9/2| -8  ), 4.50000,-8.00000,  5.61556, -9.26279,  264,        1,
( -9/2|  8  ),-4.50000, 8.00000, -5.61556,  9.26279,  265,        1,
(  9/2|  8  ), 4.50000, 8.00000,  5.61556,  9.26279,  265,        1,
(-17/2| -2  ),-8.50000,-2.00000,-10.60716, -2.31570,  266,        1,
( 17/2| -2  ), 8.50000,-2.00000, 10.60716, -2.31570,  266,        1,
(-17/2|  2  ),-8.50000, 2.00000,-10.60716,  2.31570,  267,        1,
( 17/2|  2  ), 8.50000, 2.00000, 10.60716,  2.31570,  267,        1,
( -5/2| -9  ),-2.50000,-9.00000, -3.11975,-10.42064,  268,        1,
(  5/2| -9  ), 2.50000,-9.00000,  3.11975,-10.42064,  268,        1,
( -5/2|  9  ),-2.50000, 9.00000, -3.11975, 10.42064,  269,        1,
(  5/2|  9  ), 2.50000, 9.00000,  3.11975, 10.42064,  269,        1,
(-15/2| -5  ),-7.50000,-5.00000, -9.35926, -5.78925,  270,        1,
( 15/2| -5  ), 7.50000,-5.00000,  9.35926, -5.78925,  270,        1,
(-15/2|  5  ),-7.50000, 5.00000, -9.35926,  5.78925,  271,        1,
( 15/2|  5  ), 7.50000, 5.00000,  9.35926,  5.78925,  271,        1,
( -8  | -4  ),-8.00000,-4.00000, -9.98321, -4.63140,  272,        1,
(  8  | -4  ), 8.00000,-4.00000,  9.98321, -4.63140,  272,        1,
( -8  |  4  ),-8.00000, 4.00000, -9.98321,  4.63140,  273,        1,
(  8  |  4  ), 8.00000, 4.00000,  9.98321,  4.63140,  273,        1,
( -6  | -7  ),-6.00000,-7.00000, -7.48741, -8.10495,  274,        1,
(  6  | -7  ), 6.00000,-7.00000,  7.48741, -8.10495,  274,        1,
( -6  |  7  ),-6.00000, 7.00000, -7.48741,  8.10495,  275,        1,
(  6  |  7  ), 6.00000, 7.00000,  7.48741,  8.10495,  275,        1,
( -3  | -9  ),-3.00000,-9.00000, -3.74371,-10.42064,  276,        1,
(  3  | -9  ), 3.00000,-9.00000,  3.74371,-10.42064,  276,        1,
( -3  |  9  ),-3.00000, 9.00000, -3.74371, 10.42064,  277,        1,
(  3  |  9  ), 3.00000, 9.00000,  3.74371, 10.42064,  277,        1,
