# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/input examples/Fe2O3(012)-(2x1).tlm
#
# Structure: Fe2O3(012)-(2x1)
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Rectangular (pg[0 1]); a = 5.0350 AA; b = 5.4266 AA
#        Basis: a = [5.0350 0.0000]; b = [0.0000 5.4266]
# Surface lattice: Rectangular (pg[0 1]); a = 10.0700 AA; b = 5.4266 AA
#
# Exporting beams from 1 domain(s) out of 1 symmetry-equivalent ones
# Domain 1 - Basis: a = [10.0700  0.0000]; b = [0.0000 5.4266]
#            Superlattice: [[2 0] [0 1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -5/2| -2  ),-2.50000,-2.00000, -3.11975, -2.31570,   35,        1,
(  5/2| -2  ), 2.50000,-2.00000,  3.11975, -2.31570,   35,        1,
( -5/2|  2  ),-2.50000, 2.00000, -3.11975,  2.31570,   36,        1,
(  5/2|  2  ), 2.50000, 2.00000,  3.11975,  2.31570,   36,        1,
( -3  | -1  ),-3.00000,-1.00000, -3.74371, -1.15785,   37,        1,
(  3  | -1  ), 3.00000,-1.00000,  3.74371, -1.15785,   37,        1,
( -3  |  1  ),-3.00000, 1.00000, -3.74371,  1.15785,   38,        1,
(  3  |  1  ), 3.00000, 1.00000,  3.74371,  1.15785,   38,        1,
( -3/2| -3  ),-1.50000,-3.00000, -1.87185, -3.47355,   39,        1,
(  3/2| -3  ), 1.50000,-3.00000,  1.87185, -3.47355,   39,        1,
( -3/2|  3  ),-1.50000, 3.00000, -1.87185,  3.47355,   40,        1,
(  3/2|  3  ), 1.50000, 3.00000,  1.87185,  3.47355,   40,        1,
( -2  | -3  ),-2.00000,-3.00000, -2.49580, -3.47355,   41,        1,
(  2  | -3  ), 2.00000,-3.00000,  2.49580, -3.47355,   41,        1,
( -2  |  3  ),-2.00000, 3.00000, -2.49580,  3.47355,   42,        1,
(  2  |  3  ), 2.00000, 3.00000,  2.49580,  3.47355,   42,        1,
( -7/2|  0  ),-3.50000, 0.00000, -4.36766,  0.00000,   43,        1,
(  7/2|  0  ), 3.50000, 0.00000,  4.36766,  0.00000,   43,        1,
( -3  | -2  ),-3.00000,-2.00000, -3.74371, -2.31570,   44,        1,
(  3  | -2  ), 3.00000,-2.00000,  3.74371, -2.31570,   44,        1,
( -3  |  2  ),-3.00000, 2.00000, -3.74371,  2.31570,   45,        1,
(  3  |  2  ), 3.00000, 2.00000,  3.74371,  2.31570,   45,        1,
( -7/2| -1  ),-3.50000,-1.00000, -4.36766, -1.15785,   46,        1,
(  7/2| -1  ), 3.50000,-1.00000,  4.36766, -1.15785,   46,        1,
( -7/2|  1  ),-3.50000, 1.00000, -4.36766,  1.15785,   47,        1,
(  7/2|  1  ), 3.50000, 1.00000,  4.36766,  1.15785,   47,        1,
(  0  | -4  ), 0.00000,-4.00000,  0.00000, -4.63140,   48,        1,
(  0  |  4  ), 0.00000, 4.00000,  0.00000,  4.63140,   49,        1,
( -5/2| -3  ),-2.50000,-3.00000, -3.11975, -3.47355,   50,        1,
(  5/2| -3  ), 2.50000,-3.00000,  3.11975, -3.47355,   50,        1,
( -5/2|  3  ),-2.50000, 3.00000, -3.11975,  3.47355,   51,        1,
(  5/2|  3  ), 2.50000, 3.00000,  3.11975,  3.47355,   51,        1,
( -1/2| -4  ),-0.50000,-4.00000, -0.62395, -4.63140,   52,        1,
(  1/2| -4  ), 0.50000,-4.00000,  0.62395, -4.63140,   52,        1,
( -1/2|  4  ),-0.50000, 4.00000, -0.62395,  4.63140,   53,        1,
(  1/2|  4  ), 0.50000, 4.00000,  0.62395,  4.63140,   53,        1,
( -1  | -4  ),-1.00000,-4.00000, -1.24790, -4.63140,   54,        1,
(  1  | -4  ), 1.00000,-4.00000,  1.24790, -4.63140,   54,        1,
( -1  |  4  ),-1.00000, 4.00000, -1.24790,  4.63140,   55,        1,
(  1  |  4  ), 1.00000, 4.00000,  1.24790,  4.63140,   55,        1,
( -7/2| -2  ),-3.50000,-2.00000, -4.36766, -2.31570,   56,        1,
(  7/2| -2  ), 3.50000,-2.00000,  4.36766, -2.31570,   56,        1,
( -7/2|  2  ),-3.50000, 2.00000, -4.36766,  2.31570,   57,        1,
(  7/2|  2  ), 3.50000, 2.00000,  4.36766,  2.31570,   57,        1,
( -4  |  0  ),-4.00000, 0.00000, -4.99161,  0.00000,   58,        1,
(  4  |  0  ), 4.00000, 0.00000,  4.99161,  0.00000,   58,        1,
