      E;     ( 1| 0);     ( 1| 1);     ( 1|-1);     ( 0| 2);     ( 0|-2);     ( 2| 0);     ( 1| 2);     ( 1|-2);     ( 2| 1);     ( 2|-1);     ( 2| 2);     ( 2|-2);     ( 1| 3);     ( 1|-3);     ( 3| 0);     ( 3| 1);     ( 3|-1);     ( 2| 3);     ( 2|-3);     ( 3| 2);     ( 3|-2);     ( 0| 4);     ( 0|-4);     ( 1| 4);     ( 1|-4);     ( 4| 0);     ( 3| 3);     ( 3|-3);     ( 4| 1);     ( 4|-1);     ( 2| 4);     ( 2|-4);     ( 4| 2);     ( 4|-2);     ( 1| 5);     ( 1|-5);     ( 3| 4);     ( 3|-4);     ( 4| 3);     ( 4|-3);     ( 5| 0);     ( 2| 5);     ( 2|-5);     ( 5| 1);     ( 5|-1);     ( 5| 2);     ( 5|-2);     ( 4| 4);     ( 4|-4);     ( 3| 5);     ( 3|-5);     ( 0| 6);     ( 0|-6);     ( 5| 3);     ( 5|-3);     ( 2| 6);     ( 2|-6)
  68.00; 3.62340E-03; 1.35710E-03; 1.20280E-03; 1.92430E-03; 2.16870E-03; 9.14690E-04; 2.22910E-03; 2.01380E-04; 4.94850E-04; 3.35360E-03; 4.99150E-04; 5.44610E-04; 6.85780E-04; 2.16850E-04; 2.39810E-04; 7.37360E-04; 2.27320E-03; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  71.00; 3.28940E-03; 8.67260E-04; 9.14490E-04; 2.40570E-03; 2.71190E-03; 7.74520E-04; 1.67620E-03; 3.88120E-04; 3.68200E-04; 3.36060E-03; 5.19750E-04; 5.30270E-04; 7.70340E-04; 2.34950E-04; 1.74040E-04; 8.63210E-04; 2.13320E-03; 2.13910E-05; 1.55680E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  74.00; 2.35630E-03; 6.76650E-04; 6.71200E-04; 1.80250E-03; 3.13400E-03; 4.25410E-04; 1.21690E-03; 6.98170E-04; 3.12380E-04; 2.99620E-03; 4.62250E-04; 5.37110E-04; 6.92160E-04; 3.41020E-04; 2.17030E-04; 9.40210E-04; 1.94560E-03; 2.95770E-05; 2.67580E-04; 8.60780E-05; 2.90170E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  77.00; 1.90520E-03; 5.37990E-04; 4.57700E-04; 1.18500E-03; 3.01370E-03; 2.27960E-04; 1.09630E-03; 1.04090E-03; 2.78210E-04; 2.56900E-03; 4.95510E-04; 5.49870E-04; 5.66420E-04; 4.75110E-04; 3.46020E-04; 8.55810E-04; 1.55870E-03; 6.43890E-05; 2.44080E-04; 3.13390E-04; 6.18800E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  80.00; 1.81480E-03; 3.31260E-04; 3.14050E-04; 1.15630E-03; 2.63470E-03; 1.50270E-04; 1.56960E-03; 1.13850E-03; 2.28340E-04; 2.21580E-03; 7.96380E-04; 4.96200E-04; 5.17880E-04; 4.71940E-04; 4.25960E-04; 7.00760E-04; 1.32910E-03; 9.67670E-05; 2.09040E-04; 3.66170E-04; 7.02360E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  83.00; 1.50870E-03; 1.03660E-04; 5.44840E-04; 1.26090E-03; 2.12930E-03; 2.43190E-04; 2.26120E-03; 1.02640E-03; 1.61860E-04; 1.97490E-03; 1.18320E-03; 3.18320E-04; 5.17420E-04; 3.26860E-04; 3.97600E-04; 4.97680E-04; 1.74300E-03; 1.12080E-04; 2.08050E-04; 3.07340E-04; 1.79520E-04; 1.00270E-03; 1.46170E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  86.00; 1.16650E-03; 4.28340E-05; 1.42870E-03; 9.73040E-04; 1.08430E-03; 4.13220E-04; 2.57300E-03; 1.15430E-03; 1.41890E-04; 1.46020E-03; 8.30550E-04; 1.20930E-04; 6.12380E-04; 2.25650E-04; 3.26370E-04; 2.46090E-04; 2.45110E-03; 1.59070E-04; 2.89280E-04; 3.41830E-04; 2.72570E-04; 1.45870E-03; 2.27920E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  89.00; 1.38830E-03; 3.41070E-04; 2.30250E-03; 4.37440E-04; 4.68510E-04; 6.92570E-04; 2.31260E-03; 1.26590E-03; 4.37860E-04; 1.02110E-03; 2.18500E-04; 5.54840E-05; 6.96230E-04; 2.95580E-04; 2.14110E-04; 1.15850E-04; 1.92600E-03; 3.06480E-04; 4.38230E-04; 4.38150E-04; 2.39670E-04; 1.51170E-03; 2.36360E-04; 9.74000E-05; 2.97060E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  92.00; 1.88190E-03; 1.42380E-03; 2.52490E-03; 5.06070E-05; 4.99120E-04; 1.04340E-03; 1.81030E-03; 1.11000E-03; 8.39250E-04; 7.13630E-04; 3.55910E-05; 1.13770E-04; 7.36440E-04; 3.91040E-04; 8.97650E-05; 1.89180E-04; 1.08920E-03; 5.11220E-04; 3.95300E-04; 4.08040E-04; 2.11430E-04; 1.22720E-03; 1.41050E-04; 2.27280E-04; 3.22970E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  95.00; 2.13300E-03; 3.00190E-03; 2.52890E-03; 1.23030E-04; 5.72810E-04; 1.10400E-03; 1.37720E-03; 6.91570E-04; 9.83480E-04; 4.58710E-04; 3.70040E-04; 1.87270E-04; 6.31690E-04; 5.20330E-04; 2.64360E-05; 1.76810E-04; 8.94740E-04; 6.00680E-04; 2.50040E-04; 4.02370E-04; 2.98610E-04; 1.02600E-03; 2.93180E-04; 3.52020E-04; 3.22470E-04; 2.25840E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
  98.00; 2.07070E-03; 4.38920E-03; 2.75750E-03; 6.31600E-04; 8.13570E-04; 8.47310E-04; 1.24040E-03; 3.05050E-04; 8.30590E-04; 2.23190E-04; 8.85020E-04; 2.59970E-04; 4.69500E-04; 6.58200E-04; 4.15480E-05; 1.57490E-04; 1.03300E-03; 5.52040E-04; 1.05120E-04; 3.57980E-04; 3.72980E-04; 8.54920E-04; 3.63250E-04; 3.54030E-04; 2.49160E-04; 2.46230E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 101.00; 1.83220E-03; 5.19220E-03; 3.21940E-03; 9.87650E-04; 1.11850E-03; 6.36750E-04; 1.03410E-03; 2.38790E-04; 4.98290E-04; 1.10520E-04; 1.39570E-03; 2.64190E-04; 3.27470E-04; 5.91310E-04; 1.44080E-04; 2.46880E-04; 1.11810E-03; 6.05080E-04; 1.87550E-04; 2.21920E-04; 3.54600E-04; 7.53450E-04; 2.82820E-04; 2.97380E-04; 1.45060E-04; 5.49820E-04; 1.28870E-04; 7.11080E-04; 1.11700E-04; 5.65820E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 104.00; 1.32350E-03; 5.25090E-03; 3.64140E-03; 1.14100E-03; 1.37130E-03; 5.67930E-04; 6.68310E-04; 4.72400E-04; 2.23140E-04; 7.47680E-05; 1.62520E-03; 2.20290E-04; 2.61570E-04; 4.37730E-04; 3.17790E-04; 4.73960E-04; 1.06460E-03; 6.67810E-04; 3.01930E-04; 2.40190E-04; 3.41930E-04; 7.99470E-04; 2.03510E-04; 3.08590E-04; 7.55070E-05; 9.12570E-04; 6.10690E-05; 9.51360E-04; 2.73330E-04; 1.10500E-03; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 107.00; 5.58060E-04; 4.88740E-03; 3.94680E-03; 9.27930E-04; 1.40020E-03; 4.17460E-04; 3.71250E-04; 1.26160E-03; 1.11000E-04; 5.76170E-05; 1.72590E-03; 2.53240E-04; 3.44250E-04; 2.60920E-04; 4.06730E-04; 6.84040E-04; 1.10150E-03; 5.57910E-04; 1.72640E-04; 3.97860E-04; 2.54180E-04; 9.75420E-04; 1.30190E-04; 3.14390E-04; 2.59200E-05; 1.21930E-03; 9.72460E-05; 9.64400E-04; 3.58830E-04; 1.19640E-03; 9.49060E-04; 3.13440E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 110.00; 1.04640E-04; 4.35140E-03; 3.98780E-03; 7.06820E-04; 1.19050E-03; 2.97020E-04; 2.22980E-04; 2.56650E-03; 4.41480E-05; 9.29900E-05; 1.96530E-03; 2.88050E-04; 5.99100E-04; 4.51320E-05; 3.58670E-04; 8.01840E-04; 1.06070E-03; 4.28760E-04; 5.17460E-05; 3.78460E-04; 9.58540E-05; 9.83630E-04; 6.25020E-05; 2.14590E-04; 5.03110E-06; 1.24550E-03; 2.97830E-04; 8.85910E-04; 3.92290E-04; 1.00080E-03; 1.55900E-03; 6.23790E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 113.00; 2.99930E-06; 3.67810E-03; 3.61330E-03; 5.25330E-04; 8.94770E-04; 2.34130E-04; 2.34410E-04; 3.20230E-03; 1.41400E-04; 2.01970E-04; 1.95570E-03; 2.81060E-04; 9.33290E-04; 3.95340E-05; 2.88120E-04; 7.45040E-04; 9.20710E-04; 4.67760E-04; 1.37760E-04; 1.30420E-04; 2.86690E-05; 8.66160E-04; 1.80610E-05; 1.50200E-04; 9.58390E-06; 9.67360E-04; 6.03580E-04; 7.10070E-04; 4.88060E-04; 9.60860E-04; 2.01080E-03; 7.61600E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 116.00; 2.19340E-05; 3.01570E-03; 3.25740E-03; 5.23310E-04; 6.51650E-04; 1.33190E-04; 3.17970E-04; 2.46460E-03; 6.41950E-04; 3.11780E-04; 1.73940E-03; 3.67410E-04; 1.29680E-03; 1.52780E-04; 3.25810E-04; 4.49520E-04; 8.45380E-04; 7.07270E-04; 4.34350E-04; 4.76070E-06; 2.13180E-05; 6.70210E-04; 1.57680E-06; 1.59390E-04; 7.29420E-06; 5.72330E-04; 9.61920E-04; 4.81080E-04; 6.33100E-04; 1.12340E-03; 2.39710E-03; 9.90790E-04; 3.12580E-04; 3.99020E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 119.00; 3.07140E-05; 2.74020E-03; 3.78080E-03; 8.98820E-04; 2.81740E-04; 9.30040E-05; 2.76560E-04; 1.52020E-03; 1.34320E-03; 3.09370E-04; 1.52910E-03; 4.96150E-04; 1.31840E-03; 2.94340E-04; 4.36220E-04; 3.04360E-04; 6.90800E-04; 8.65570E-04; 7.76370E-04; 2.90280E-05; 3.04240E-05; 5.42780E-04; 6.36060E-05; 1.60340E-04; 4.02970E-06; 3.52860E-04; 1.02200E-03; 2.85970E-04; 7.00190E-04; 1.21310E-03; 2.59970E-03; 1.07830E-03; 5.79520E-04; 1.53510E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 122.00; 8.68200E-06; 2.94370E-03; 5.00530E-03; 1.26010E-03; 2.35050E-05; 1.08930E-04; 1.47380E-04; 1.02350E-03; 1.97780E-03; 2.72890E-04; 1.18580E-03; 5.59920E-04; 8.17060E-04; 3.22820E-04; 5.96510E-04; 3.36520E-04; 4.82980E-04; 7.32870E-04; 9.74890E-04; 7.91560E-05; 6.37670E-05; 5.82970E-04; 1.22320E-04; 1.19290E-04; 2.27750E-05; 2.39600E-04; 8.26670E-04; 1.35230E-04; 6.61750E-04; 1.17920E-03; 2.66630E-03; 8.98930E-04; 6.92000E-04; 3.52710E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 125.00; 4.44990E-05; 3.60400E-03; 6.30810E-03; 1.29660E-03; 7.35890E-04; 1.07900E-04; 4.02700E-05; 8.15680E-04; 1.92440E-03; 2.48840E-04; 7.85840E-04; 5.06620E-04; 5.41860E-04; 2.83590E-04; 7.87190E-04; 3.58210E-04; 3.08420E-04; 5.83510E-04; 1.00810E-03; 9.64110E-05; 1.26760E-04; 6.55090E-04; 7.92780E-05; 7.47290E-05; 4.18490E-05; 1.76260E-04; 6.07680E-04; 5.94360E-05; 5.58530E-04; 8.77400E-04; 2.43530E-03; 7.78560E-04; 6.74310E-04; 5.79930E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 128.00; 9.62220E-05; 4.21570E-03; 6.72100E-03; 1.34040E-03; 2.11700E-03; 1.74960E-04; 1.26970E-05; 6.68800E-04; 1.42730E-03; 1.57750E-04; 4.73330E-04; 4.20770E-04; 6.11820E-04; 1.91930E-04; 9.79850E-04; 4.49960E-04; 3.54660E-04; 5.72580E-04; 8.91110E-04; 6.98790E-05; 2.35570E-04; 7.32650E-04; 4.02720E-05; 1.15580E-04; 4.96880E-05; 1.43180E-04; 4.40460E-04; 3.09490E-05; 4.49510E-04; 4.69070E-04; 2.00190E-03; 6.22660E-04; 5.53610E-04; 7.03610E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 131.00; 9.37990E-05; 4.44060E-03; 5.77190E-03; 1.99060E-03; 2.68350E-03; 5.79080E-04; 5.85780E-05; 5.03310E-04; 9.29670E-04; 8.32230E-05; 3.09220E-04; 3.63270E-04; 6.83090E-04; 1.62260E-04; 1.08910E-03; 5.42600E-04; 5.82090E-04; 5.78740E-04; 5.53650E-04; 3.23880E-05; 3.61770E-04; 7.04130E-04; 4.00540E-05; 1.90590E-04; 4.81360E-05; 8.48490E-05; 3.93640E-04; 4.06010E-05; 4.31190E-04; 2.40940E-04; 1.51360E-03; 4.25140E-04; 5.07760E-04; 7.05630E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 134.00; 5.92210E-05; 4.07800E-03; 4.60390E-03; 3.31840E-03; 2.00610E-03; 1.39080E-03; 1.23960E-04; 4.13760E-04; 5.98520E-04; 2.54520E-05; 1.58820E-04; 3.34420E-04; 7.51480E-04; 1.90460E-04; 9.31290E-04; 5.46330E-04; 7.47310E-04; 5.04520E-04; 2.60650E-04; 1.73460E-05; 4.51250E-04; 7.95770E-04; 8.93130E-05; 2.09070E-04; 1.87450E-05; 3.44270E-05; 2.76230E-04; 7.67660E-05; 5.44450E-04; 1.68300E-04; 1.13810E-03; 6.72100E-04; 5.32300E-04; 6.33310E-04; 4.88140E-05; 2.74290E-04; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 137.00; 3.62610E-05; 3.07810E-03; 3.74730E-03; 5.33980E-03; 1.20950E-03; 1.94290E-03; 1.78560E-04; 5.49700E-04; 4.54770E-04; 1.71380E-05; 3.32930E-05; 2.93760E-04; 7.90760E-04; 1.28710E-04; 5.78870E-04; 5.22800E-04; 7.28790E-04; 3.63730E-04; 1.15020E-04; 1.72060E-05; 5.68350E-04; 9.04780E-04; 1.75140E-04; 2.49450E-04; 2.31390E-06; 1.18240E-05; 1.02600E-04; 6.73810E-05; 7.57290E-04; 2.40780E-04; 9.82010E-04; 1.16530E-03; 6.31580E-04; 4.40230E-04; 2.23950E-04; 5.48020E-04; 1.90720E-05; 2.77010E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 140.00; 2.17810E-05; 2.00550E-03; 3.09620E-03; 6.70940E-03; 8.25670E-04; 1.90510E-03; 2.16490E-04; 9.28790E-04; 4.66610E-04; 1.28090E-04; 9.35260E-06; 2.45010E-04; 8.27970E-04; 1.00770E-04; 3.29060E-04; 4.25660E-04; 8.20770E-04; 1.89240E-04; 7.99890E-05; 1.00920E-06; 6.14300E-04; 1.02390E-03; 2.38220E-04; 2.81500E-04; 1.89800E-05; 1.39880E-05; 4.80280E-05; 5.12080E-05; 8.69340E-04; 4.16620E-04; 8.38560E-04; 1.28730E-03; 7.10570E-04; 2.05800E-04; 3.79330E-04; 5.01350E-04; 3.12940E-05; 3.15620E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
 143.00; 2.63230E-05; 1.23240E-03; 2.59670E-03; 6.53320E-03; 6.61320E-04; 1.52580E-03; 2.36940E-04; 1.30030E-03; 6.03910E-04; 3.66750E-04; 1.79480E-04; 1.70810E-04; 8.51540E-04; 1.81110E-04; 2.55030E-04; 3.69140E-04; 1.21630E-03; 8.18720E-05; 9.82480E-05; 3.06100E-05; 6.30350E-04; 1.44270E-03; 3.05450E-04; 2.99520E-04; 3.86000E-05; 3.00150E-05; 1.71930E-04; 8.88670E-05; 8.60410E-04; 4.97500E-04; 7.33920E-04; 9.57170E-04; 6.45280E-04; 1.91820E-04; 4.89180E-04; 4.46990E-04; 1.76950E-05; 2.09360E-05; 2.03460E-05; 3.90890E-05; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00; 0.00000E+00
