# This file was automatically generated by TLEEDMAP v.0.1a.
#
# Structure: tst2
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 2.5500 AA; alpha = 120.00 deg
#        Basis: a = [ 2.5500 -0.0000]; b = [-1.2750  2.2084]
# Surface lattice: Rectangular (pg[0 1]); a = 7.6500 AA; b = 4.4167 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [3.8250 6.6251]; b = [-3.8250  2.2084]
#            Superlattice: [[ 3  3] [-1  1]]
# Domain 2 - Basis: a = [ 3.8250 -6.6251]; b = [-3.8250 -2.2084]
#            Superlattice: [[ 0 -3] [-2 -1]]
# Domain 3 - Basis: a = [-7.6500  0.0000]; b = [0.0000 4.4167]
#            Superlattice: [[-3  0] [ 1  2]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  0  |  5/2), 0.00000, 2.50000,  0.00000,  7.11294,  -70,      (3),
( -1/3| -7/3),-0.33333,-2.33333, -0.82133, -7.11294,   71,    1+2+3,
(  7/3|  1/3), 2.33333, 0.33333,  5.74932,  4.26776,   71,    1+2+3,
( -7/3| -1/3),-2.33333,-0.33333, -5.74932, -4.26776,   72,    1+2+3,
(  1/3|  7/3), 0.33333, 2.33333,  0.82133,  7.11294,   72,    1+2+3,
( -1/3|  8/3),-0.33333, 2.66667, -0.82133,  7.11294,   73,    1+2+3,
( -8/3|  1/3),-2.66667, 0.33333, -6.57065, -2.84518,   73,    1+2+3,
(  1/3| -8/3), 0.33333,-2.66667,  0.82133, -7.11294,   74,    1+2+3,
(  8/3| -1/3), 2.66667,-0.33333,  6.57065,  2.84518,   74,    1+2+3,
( -7/3|  8/3),-2.33333, 2.66667, -5.74932,  4.26776,   75,    1+2+3,
( -8/3|  7/3),-2.66667, 2.33333, -6.57065,  2.84518,   75,    1+2+3,
(  7/3| -8/3), 2.33333,-2.66667,  5.74932, -4.26776,   76,    1+2+3,
(  8/3| -7/3), 2.66667,-2.33333,  6.57065, -2.84518,   76,    1+2+3,
(-13/6| -2/3),-2.16667,-0.66667, -5.33865, -4.97906,   77,        2,
(-13/6| 17/6),-2.16667, 2.83333, -5.33865,  4.97906,   77,        1,
(-17/6| 13/6),-2.83333, 2.16667, -6.98132,  2.13388,   77,        1,
(-17/6|  2/3),-2.83333, 0.66667, -6.98132, -2.13388,   77,        2,
( -2/3| 17/6),-0.66667, 2.83333, -1.64266,  7.11294,   77,        3,
(  2/3| 13/6), 0.66667, 2.16667,  1.64266,  7.11294,   77,        3,
( -2/3|-13/6),-0.66667,-2.16667, -1.64266, -7.11294,   78,        3,
( 13/6|-17/6), 2.16667,-2.83333,  5.33865, -4.97906,   78,        1,
( 13/6|  2/3), 2.16667, 0.66667,  5.33865,  4.97906,   78,        2,
( 17/6|-13/6), 2.83333,-2.16667,  6.98132, -2.13388,   78,        1,
( 17/6| -2/3), 2.83333,-0.66667,  6.98132,  2.13388,   78,        2,
(  2/3|-17/6), 0.66667,-2.83333,  1.64266, -7.11294,   78,        3,
( -3  |  3/2),-3.00000, 1.50000, -7.39198,  0.00000,   79,        3,
( -3/2| -3/2),-1.50000,-1.50000, -3.69599, -6.40164,   79,        1,
( -3/2|  3  ),-1.50000, 3.00000, -3.69599,  6.40164,   79,        2,
(  3  | -3/2), 3.00000,-1.50000,  7.39198, -0.00000,   79,        3,
(  3/2| -3  ), 1.50000,-3.00000,  3.69599, -6.40164,   79,        2,
(  3/2|  3/2), 1.50000, 1.50000,  3.69599,  6.40164,   79,        1,
( -2  | -1  ),-2.00000,-1.00000, -4.92799, -5.69035,   80,    1+2+3,
(  1  |  2  ), 1.00000, 2.00000,  2.46399,  7.11294,   80,    1+2+3,
( -1  | -2  ),-1.00000,-2.00000, -2.46399, -7.11294,   81,    1+2+3,
(  2  |  1  ), 2.00000, 1.00000,  4.92799,  5.69035,   81,    1+2+3,
( -2  |  3  ),-2.00000, 3.00000, -4.92799,  5.69035,   82,    1+2+3,
( -3  |  2  ),-3.00000, 2.00000, -7.39198,  1.42259,   82,    1+2+3,
( -1  |  3  ),-1.00000, 3.00000, -2.46399,  7.11294,   83,    1+2+3,
( -3  |  1  ),-3.00000, 1.00000, -7.39198, -1.42259,   83,    1+2+3,
(  1  | -3  ), 1.00000,-3.00000,  2.46399, -7.11294,   84,    1+2+3,
(  3  | -1  ), 3.00000,-1.00000,  7.39198,  1.42259,   84,    1+2+3,
(  2  | -3  ), 2.00000,-3.00000,  4.92799, -5.69035,   85,    1+2+3,
(  3  | -2  ), 3.00000,-2.00000,  7.39198, -1.42259,   85,    1+2+3,
(-11/6| -4/3),-1.83333,-1.33333, -4.51732, -6.40164,   86,        2,
(-11/6| 19/6),-1.83333, 3.16667, -4.51732,  6.40164,   86,        1,
(-19/6| 11/6),-3.16667, 1.83333, -7.80265,  0.71129,   86,        1,
(-19/6|  4/3),-3.16667, 1.33333, -7.80265, -0.71129,   86,        2,
( -4/3| 19/6),-1.33333, 3.16667, -3.28533,  7.11294,   86,        3,
(  4/3| 11/6), 1.33333, 1.83333,  3.28533,  7.11294,   86,        3,
( -4/3|-11/6),-1.33333,-1.83333, -3.28533, -7.11294,   87,        3,
( 11/6|-19/6), 1.83333,-3.16667,  4.51732, -6.40164,   87,        1,
( 11/6|  4/3), 1.83333, 1.33333,  4.51732,  6.40164,   87,        2,
( 19/6|-11/6), 3.16667,-1.83333,  7.80265, -0.71129,   87,        1,
( 19/6| -4/3), 3.16667,-1.33333,  7.80265,  0.71129,   87,        2,
(  4/3|-19/6), 1.33333,-3.16667,  3.28533, -7.11294,   87,        3,
( -8/3| -1/6),-2.66667,-0.16667, -6.57065, -4.26776,   88,        3,
(  1/6|-17/6), 0.16667,-2.83333,  0.41067, -7.82423,   88,        1,
(  1/6|  8/3), 0.16667, 2.66667,  0.41067,  7.82423,   88,        2,
( 17/6| -1/6), 2.83333,-0.16667,  6.98132,  3.55647,   88,        1,
( 17/6| -8/3), 2.83333,-2.66667,  6.98132, -3.55647,   88,        2,
(  8/3|-17/6), 2.66667,-2.83333,  6.57065, -4.26776,   88,        3,
( -1/6| -8/3),-0.16667,-2.66667, -0.41067, -7.82423,   89,        2,
( -1/6| 17/6),-0.16667, 2.83333, -0.41067,  7.82423,   89,        1,
(-17/6|  1/6),-2.83333, 0.16667, -6.98132, -3.55647,   89,        1,
(-17/6|  8/3),-2.83333, 2.66667, -6.98132,  3.55647,   89,        2,
( -8/3| 17/6),-2.66667, 2.83333, -6.57065,  4.26776,   89,        3,
(  8/3|  1/6), 2.66667, 0.16667,  6.57065,  4.26776,   89,        3,
( -1/2| -5/2),-0.50000,-2.50000, -1.23200, -7.82423,   90,        1,
( -1/2|  3  ),-0.50000, 3.00000, -1.23200,  7.82423,   90,        2,
( -3  |  1/2),-3.00000, 0.50000, -7.39198, -2.84518,   90,        3,
(  3  | -5/2), 3.00000,-2.50000,  7.39198, -2.84518,   90,        3,
(  5/2| -3  ), 2.50000,-3.00000,  6.15999, -4.97906,   90,        2,
(  5/2|  1/2), 2.50000, 0.50000,  6.15999,  4.97906,   90,        1,
( -3  |  5/2),-3.00000, 2.50000, -7.39198,  2.84518,   91,        3,
( -5/2| -1/2),-2.50000,-0.50000, -6.15999, -4.97906,   91,        1,
( -5/2|  3  ),-2.50000, 3.00000, -6.15999,  4.97906,   91,        2,
(  1/2| -3  ), 0.50000,-3.00000,  1.23200, -7.82423,   91,        2,
(  1/2|  5/2), 0.50000, 2.50000,  1.23200,  7.82423,   91,        1,
(  3  | -1/2), 3.00000,-0.50000,  7.39198,  2.84518,   91,        3,
(-19/6|  5/6),-3.16667, 0.83333, -7.80265, -2.13388,   92,        1,
(-19/6|  7/3),-3.16667, 2.33333, -7.80265,  2.13388,   92,        2,
( -5/6| -7/3),-0.83333,-2.33333, -2.05333, -7.82423,   92,        2,
( -5/6| 19/6),-0.83333, 3.16667, -2.05333,  7.82423,   92,        1,
( -7/3| 19/6),-2.33333, 3.16667, -5.74932,  5.69035,   92,        3,
(  7/3|  5/6), 2.33333, 0.83333,  5.74932,  5.69035,   92,        3,
( -7/3| -5/6),-2.33333,-0.83333, -5.74932, -5.69035,   93,        3,
( 19/6| -5/6), 3.16667,-0.83333,  7.80265,  2.13388,   93,        1,
( 19/6| -7/3), 3.16667,-2.33333,  7.80265, -2.13388,   93,        2,
(  5/6|-19/6), 0.83333,-3.16667,  2.05333, -7.82423,   93,        1,
(  5/6|  7/3), 0.83333, 2.33333,  2.05333,  7.82423,   93,        2,
(  7/3|-19/6), 2.33333,-3.16667,  5.74932, -5.69035,   93,        3,
( -5/3| -5/3),-1.66667,-1.66667, -4.10666, -7.11294,   94,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  4.10666,  7.11294,   94,    1+2+3,
( -5/3| -5/3),-1.66667,-1.66667, -4.10666, -7.11294,   95,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  8.21331, -0.00000,   95,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333,  4.10666, -7.11294,   95,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  4.10666,  7.11294,   95,    1+2+3,
(-10/3|  5/3),-3.33333, 1.66667, -8.21331,  0.00000,   96,    1+2+3,
( -5/3| -5/3),-1.66667,-1.66667, -4.10666, -7.11294,   96,    1+2+3,
( -5/3| 10/3),-1.66667, 3.33333, -4.10666,  7.11294,   96,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  4.10666,  7.11294,   96,    1+2+3,
(-10/3|  7/6),-3.33333, 1.16667, -8.21331, -1.42259,   97,        3,
( -7/6|-13/6),-1.16667,-2.16667, -2.87466, -7.82423,   97,        1,
( -7/6| 10/3),-1.16667, 3.33333, -2.87466,  7.82423,   97,        2,
( 10/3|-13/6), 3.33333,-2.16667,  8.21331, -1.42259,   97,        3,
( 13/6|-10/3), 2.16667,-3.33333,  5.33865, -6.40164,   97,        2,
( 13/6|  7/6), 2.16667, 1.16667,  5.33865,  6.40164,   97,        1,
(-10/3| 13/6),-3.33333, 2.16667, -8.21331,  1.42259,   98,        3,
(-13/6| -7/6),-2.16667,-1.16667, -5.33865, -6.40164,   98,        1,
(-13/6| 10/3),-2.16667, 3.33333, -5.33865,  6.40164,   98,        2,
( 10/3| -7/6), 3.33333,-1.16667,  8.21331,  1.42259,   98,        3,
(  7/6|-10/3), 1.16667,-3.33333,  2.87466, -7.82423,   98,        2,
(  7/6| 13/6), 1.16667, 2.16667,  2.87466,  7.82423,   98,        1,
( -3  |  0  ),-3.00000, 0.00000, -7.39198, -4.26776,   99,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  8.53553,   99,    1+2+3,
( -3  |  0  ),-3.00000, 0.00000, -7.39198, -4.26776,  100,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000, -7.39198,  4.26776,  100,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  8.53553,  100,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000, -0.00000, -8.53553,  101,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  7.39198,  4.26776,  101,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000, -0.00000, -8.53553,  102,    1+2+3,
(  3  | -3  ), 3.00000,-3.00000,  7.39198, -4.26776,  102,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  7.39198,  4.26776,  102,    1+2+3,
( -1/3| 19/6),-0.33333, 3.16667, -0.82133,  8.53553,  103,        3,
(-17/6| -1/3),-2.83333,-0.33333, -6.98132, -4.97906,  103,        2,
(-17/6| 19/6),-2.83333, 3.16667, -6.98132,  4.97906,  103,        1,
(-19/6|  1/3),-3.16667, 0.33333, -7.80265, -3.55647,  103,        2,
(-19/6| 17/6),-3.16667, 2.83333, -7.80265,  3.55647,  103,        1,
(  1/3| 17/6), 0.33333, 2.83333,  0.82133,  8.53553,  103,        3,
( -1/3|-17/6),-0.33333,-2.83333, -0.82133, -8.53553,  104,        3,
(  1/3|-19/6), 0.33333,-3.16667,  0.82133, -8.53553,  104,        3,
( 17/6|-19/6), 2.83333,-3.16667,  6.98132, -4.97906,  104,        1,
( 17/6|  1/3), 2.83333, 0.33333,  6.98132,  4.97906,  104,        2,
( 19/6| -1/3), 3.16667,-0.33333,  7.80265,  3.55647,  104,        2,
( 19/6|-17/6), 3.16667,-2.83333,  7.80265, -3.55647,  104,        1,
( -2  | -3/2),-2.00000,-1.50000, -4.92799, -7.11294,  105,        3,
(  2  | -7/2), 2.00000,-3.50000,  4.92799, -7.11294,  105,        3,
(  3/2| -7/2), 1.50000,-3.50000,  3.69599, -7.82423,  105,        1,
(  3/2|  2  ), 1.50000, 2.00000,  3.69599,  7.82423,  105,        2,
(  7/2| -2  ), 3.50000,-2.00000,  8.62398, -0.71129,  105,        2,
(  7/2| -3/2), 3.50000,-1.50000,  8.62398,  0.71129,  105,        1,
( -2  |  7/2),-2.00000, 3.50000, -4.92799,  7.11294,  106,        3,
( -3/2| -2  ),-1.50000,-2.00000, -3.69599, -7.82423,  106,        2,
( -3/2|  7/2),-1.50000, 3.50000, -3.69599,  7.82423,  106,        1,
( -7/2|  2  ),-3.50000, 2.00000, -8.62398,  0.71129,  106,        2,
( -7/2|  3/2),-3.50000, 1.50000, -8.62398, -0.71129,  106,        1,
(  2  |  3/2), 2.00000, 1.50000,  4.92799,  7.11294,  106,        3,
( -8/3| -2/3),-2.66667,-0.66667, -6.57065, -5.69035,  107,    1+2+3,
(  2/3|  8/3), 0.66667, 2.66667,  1.64266,  8.53553,  107,    1+2+3,
( -2/3| -8/3),-0.66667,-2.66667, -1.64266, -8.53553,  108,    1+2+3,
(  8/3|  2/3), 2.66667, 0.66667,  6.57065,  5.69035,  108,    1+2+3,
(-10/3|  2/3),-3.33333, 0.66667, -8.21331, -2.84518,  109,    1+2+3,
( -2/3| 10/3),-0.66667, 3.33333, -1.64266,  8.53553,  109,    1+2+3,
( 10/3| -2/3), 3.33333,-0.66667,  8.21331,  2.84518,  110,    1+2+3,
(  2/3|-10/3), 0.66667,-3.33333,  1.64266, -8.53553,  110,    1+2+3,
(-10/3|  8/3),-3.33333, 2.66667, -8.21331,  2.84518,  111,    1+2+3,
( -8/3| 10/3),-2.66667, 3.33333, -6.57065,  5.69035,  111,    1+2+3,
( 10/3| -8/3), 3.33333,-2.66667,  8.21331, -2.84518,  112,    1+2+3,
(  8/3|-10/3), 2.66667,-3.33333,  6.57065, -5.69035,  112,    1+2+3,
( -1  | -5/2),-1.00000,-2.50000, -2.46399, -8.53553,  113,        3,
(  1  | -7/2), 1.00000,-3.50000,  2.46399, -8.53553,  113,        3,
(  5/2| -7/2), 2.50000,-3.50000,  6.15999, -6.40164,  113,        1,
(  5/2|  1  ), 2.50000, 1.00000,  6.15999,  6.40164,  113,        2,
(  7/2| -1  ), 3.50000,-1.00000,  8.62398,  2.13388,  113,        2,
(  7/2| -5/2), 3.50000,-2.50000,  8.62398, -2.13388,  113,        1,
( -1  |  7/2),-1.00000, 3.50000, -2.46399,  8.53553,  114,        3,
( -5/2| -1  ),-2.50000,-1.00000, -6.15999, -6.40164,  114,        2,
( -5/2|  7/2),-2.50000, 3.50000, -6.15999,  6.40164,  114,        1,
( -7/2|  1  ),-3.50000, 1.00000, -8.62398, -2.13388,  114,        2,
( -7/2|  5/2),-3.50000, 2.50000, -8.62398,  2.13388,  114,        1,
(  1  |  5/2), 1.00000, 2.50000,  2.46399,  8.53553,  114,        3,
(-11/3| 11/6),-3.66667, 1.83333, -9.03465,  0.00000,  115,        3,
(-11/6|-11/6),-1.83333,-1.83333, -4.51732, -7.82423,  115,        1,
(-11/6| 11/3),-1.83333, 3.66667, -4.51732,  7.82423,  115,        2,
( 11/3|-11/6), 3.66667,-1.83333,  9.03465, -0.00000,  115,        3,
( 11/6|-11/3), 1.83333,-3.66667,  4.51732, -7.82423,  115,        2,
( 11/6| 11/6), 1.83333, 1.83333,  4.51732,  7.82423,  115,        1,
( -7/3| -4/3),-2.33333,-1.33333, -5.74932, -7.11294,  116,    1+2+3,
(  4/3|  7/3), 1.33333, 2.33333,  3.28533,  8.53553,  116,    1+2+3,
( -4/3| -7/3),-1.33333,-2.33333, -3.28533, -8.53553,  117,    1+2+3,
(  7/3|  4/3), 2.33333, 1.33333,  5.74932,  7.11294,  117,    1+2+3,
(-11/3|  4/3),-3.66667, 1.33333, -9.03465, -1.42259,  118,    1+2+3,
( -4/3| 11/3),-1.33333, 3.66667, -3.28533,  8.53553,  118,    1+2+3,
(-11/3|  7/3),-3.66667, 2.33333, -9.03465,  1.42259,  119,    1+2+3,
( -7/3| 11/3),-2.33333, 3.66667, -5.74932,  7.11294,  119,    1+2+3,
( 11/3| -7/3), 3.66667,-2.33333,  9.03465, -1.42259,  120,    1+2+3,
(  7/3|-11/3), 2.33333,-3.66667,  5.74932, -7.11294,  120,    1+2+3,
( 11/3| -4/3), 3.66667,-1.33333,  9.03465,  1.42259,  121,    1+2+3,
(  4/3|-11/3), 1.33333,-3.66667,  3.28533, -8.53553,  121,    1+2+3,
( -1/6|-19/6),-0.16667,-3.16667, -0.41067, -9.24682,  122,        1,
( -1/6| 10/3),-0.16667, 3.33333, -0.41067,  9.24682,  122,        2,
(-10/3|  1/6),-3.33333, 0.16667, -8.21331, -4.26776,  122,        3,
( 10/3|-19/6), 3.33333,-3.16667,  8.21331, -4.26776,  122,        3,
( 19/6|-10/3), 3.16667,-3.33333,  7.80265, -4.97906,  122,        2,
( 19/6|  1/6), 3.16667, 0.16667,  7.80265,  4.97906,  122,        1,
(-10/3| 19/6),-3.33333, 3.16667, -8.21331,  4.26776,  123,        3,
(-19/6| -1/6),-3.16667,-0.16667, -7.80265, -4.97906,  123,        1,
(-19/6| 10/3),-3.16667, 3.33333, -7.80265,  4.97906,  123,        2,
(  1/6|-10/3), 0.16667,-3.33333,  0.41067, -9.24682,  123,        2,
(  1/6| 19/6), 0.16667, 3.16667,  0.41067,  9.24682,  123,        1,
( 10/3| -1/6), 3.33333,-0.16667,  8.21331,  4.26776,  123,        3,
( -3  | -1/2),-3.00000,-0.50000, -7.39198, -5.69035,  124,        3,
(  1/2| -7/2), 0.50000,-3.50000,  1.23200, -9.24682,  124,        1,
(  1/2|  3  ), 0.50000, 3.00000,  1.23200,  9.24682,  124,        2,
(  3  | -7/2), 3.00000,-3.50000,  7.39198, -5.69035,  124,        3,
(  7/2| -1/2), 3.50000,-0.50000,  8.62398,  3.55647,  124,        1,
(  7/2| -3  ), 3.50000,-3.00000,  8.62398, -3.55647,  124,        2,
( -1/2| -3  ),-0.50000,-3.00000, -1.23200, -9.24682,  125,        2,
( -1/2|  7/2),-0.50000, 3.50000, -1.23200,  9.24682,  125,        1,
( -3  |  7/2),-3.00000, 3.50000, -7.39198,  5.69035,  125,        3,
( -7/2|  1/2),-3.50000, 0.50000, -8.62398, -3.55647,  125,        1,
( -7/2|  3  ),-3.50000, 3.00000, -8.62398,  3.55647,  125,        2,
(  3  |  1/2), 3.00000, 0.50000,  7.39198,  5.69035,  125,        3,
(-11/3|  5/6),-3.66667, 0.83333, -9.03465, -2.84518,  126,        3,
( -5/6|-17/6),-0.83333,-2.83333, -2.05333, -9.24682,  126,        1,
( -5/6| 11/3),-0.83333, 3.66667, -2.05333,  9.24682,  126,        2,
( 11/3|-17/6), 3.66667,-2.83333,  9.03465, -2.84518,  126,        3,
( 17/6|-11/3), 2.83333,-3.66667,  6.98132, -6.40164,  126,        2,
( 17/6|  5/6), 2.83333, 0.83333,  6.98132,  6.40164,  126,        1,
(-13/6| -5/3),-2.16667,-1.66667, -5.33865, -7.82423,  127,        2,
(-13/6| 23/6),-2.16667, 3.83333, -5.33865,  7.82423,  127,        1,
(-23/6| 13/6),-3.83333, 2.16667, -9.44531,  0.71129,  127,        1,
(-23/6|  5/3),-3.83333, 1.66667, -9.44531, -0.71129,  127,        2,
( -5/3| 23/6),-1.66667, 3.83333, -4.10666,  8.53553,  127,        3,
(  5/3| 13/6), 1.66667, 2.16667,  4.10666,  8.53553,  127,        3,
( -5/3|-13/6),-1.66667,-2.16667, -4.10666, -8.53553,  128,        3,
( 13/6|-23/6), 2.16667,-3.83333,  5.33865, -7.82423,  128,        1,
( 13/6|  5/3), 2.16667, 1.66667,  5.33865,  7.82423,  128,        2,
( 23/6|-13/6), 3.83333,-2.16667,  9.44531, -0.71129,  128,        1,
( 23/6| -5/3), 3.83333,-1.66667,  9.44531,  0.71129,  128,        2,
(  5/3|-23/6), 1.66667,-3.83333,  4.10666, -8.53553,  128,        3,
(-11/3| 17/6),-3.66667, 2.83333, -9.03465,  2.84518,  129,        3,
(-17/6| -5/6),-2.83333,-0.83333, -6.98132, -6.40164,  129,        1,
(-17/6| 11/3),-2.83333, 3.66667, -6.98132,  6.40164,  129,        2,
( 11/3| -5/6), 3.66667,-0.83333,  9.03465,  2.84518,  129,        3,
(  5/6|-11/3), 0.83333,-3.66667,  2.05333, -9.24682,  129,        2,
(  5/6| 17/6), 0.83333, 2.83333,  2.05333,  9.24682,  129,        1,
( -8/3| -7/6),-2.66667,-1.16667, -6.57065, -7.11294,  130,        3,
( 23/6| -7/6), 3.83333,-1.16667,  9.44531,  2.13388,  130,        1,
( 23/6| -8/3), 3.83333,-2.66667,  9.44531, -2.13388,  130,        2,
(  7/6|-23/6), 1.16667,-3.83333,  2.87466, -9.24682,  130,        1,
(  7/6|  8/3), 1.16667, 2.66667,  2.87466,  9.24682,  130,        2,
(  8/3|-23/6), 2.66667,-3.83333,  6.57065, -7.11294,  130,        3,
(-23/6|  7/6),-3.83333, 1.16667, -9.44531, -2.13388,  131,        1,
(-23/6|  8/3),-3.83333, 2.66667, -9.44531,  2.13388,  131,        2,
( -7/6| -8/3),-1.16667,-2.66667, -2.87466, -9.24682,  131,        2,
( -7/6| 23/6),-1.16667, 3.83333, -2.87466,  9.24682,  131,        1,
( -8/3| 23/6),-2.66667, 3.83333, -6.57065,  7.11294,  131,        3,
(  8/3|  7/6), 2.66667, 1.16667,  6.57065,  7.11294,  131,        3,
( -2  | -2  ),-2.00000,-2.00000, -4.92799, -8.53553,  132,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.92799,  8.53553,  132,    1+2+3,
( -2  | -2  ),-2.00000,-2.00000, -4.92799, -8.53553,  133,    1+2+3,
(  2  | -4  ), 2.00000,-4.00000,  4.92799, -8.53553,  133,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.92799,  8.53553,  133,    1+2+3,
(  4  | -2  ), 4.00000,-2.00000,  9.85598, -0.00000,  133,    1+2+3,
( -2  | -2  ),-2.00000,-2.00000, -4.92799, -8.53553,  134,    1+2+3,
( -2  |  4  ),-2.00000, 4.00000, -4.92799,  8.53553,  134,    1+2+3,
( -4  |  2  ),-4.00000, 2.00000, -9.85598,  0.00000,  134,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.92799,  8.53553,  134,    1+2+3,
( -7/2|  0  ),-3.50000, 0.00000, -8.62398, -4.97906, -135,      (2),
( -7/2|  7/2),-3.50000, 3.50000, -8.62398,  4.97906, -135,      (1),
(  0  |  7/2), 0.00000, 3.50000,  0.00000,  9.95811, -135,      (3),
( -3/2| -5/2),-1.50000,-2.50000, -3.69599, -9.24682,  136,        1,
( -3/2|  4  ),-1.50000, 4.00000, -3.69599,  9.24682,  136,        2,
( -4  |  3/2),-4.00000, 1.50000, -9.85598, -1.42259,  136,        3,
(  4  | -5/2), 4.00000,-2.50000,  9.85598, -1.42259,  136,        3,
(  5/2| -4  ), 2.50000,-4.00000,  6.15999, -7.82423,  136,        2,
(  5/2|  3/2), 2.50000, 1.50000,  6.15999,  7.82423,  136,        1,
(  0  | -7/2), 0.00000,-3.50000, -0.00000, -9.95811, -137,      (3),
(  7/2| -7/2), 3.50000,-3.50000,  8.62398, -4.97906, -137,      (1),
(  7/2|  0  ), 3.50000, 0.00000,  8.62398,  4.97906, -137,      (2),
( -4  |  5/2),-4.00000, 2.50000, -9.85598,  1.42259,  138,        3,
( -5/2| -3/2),-2.50000,-1.50000, -6.15999, -7.82423,  138,        1,
( -5/2|  4  ),-2.50000, 4.00000, -6.15999,  7.82423,  138,        2,
(  3/2| -4  ), 1.50000,-4.00000,  3.69599, -9.24682,  138,        2,
(  3/2|  5/2), 1.50000, 2.50000,  3.69599,  9.24682,  138,        1,
(  4  | -3/2), 4.00000,-1.50000,  9.85598,  1.42259,  138,        3,
( -1/3|-10/3),-0.33333,-3.33333, -0.82133, -9.95811,  139,    1+2+3,
( 10/3|  1/3), 3.33333, 0.33333,  8.21331,  5.69035,  139,    1+2+3,
( -1/3| 11/3),-0.33333, 3.66667, -0.82133,  9.95811,  140,    1+2+3,
(-11/3|  1/3),-3.66667, 0.33333, -9.03465, -4.26776,  140,    1+2+3,
(  1/3|-11/3), 0.33333,-3.66667,  0.82133, -9.95811,  141,    1+2+3,
( 11/3| -1/3), 3.66667,-0.33333,  9.03465,  4.26776,  141,    1+2+3,
(-10/3| -1/3),-3.33333,-0.33333, -8.21331, -5.69035,  142,    1+2+3,
(  1/3| 10/3), 0.33333, 3.33333,  0.82133,  9.95811,  142,    1+2+3,
(-10/3| 11/3),-3.33333, 3.66667, -8.21331,  5.69035,  143,    1+2+3,
(-11/3| 10/3),-3.66667, 3.33333, -9.03465,  4.26776,  143,    1+2+3,
( 10/3|-11/3), 3.33333,-3.66667,  8.21331, -5.69035,  144,    1+2+3,
( 11/3|-10/3), 3.66667,-3.33333,  9.03465, -4.26776,  144,    1+2+3,
(-19/6| -2/3),-3.16667,-0.66667, -7.80265, -6.40164,  145,        2,
(-19/6| 23/6),-3.16667, 3.83333, -7.80265,  6.40164,  145,        1,
( -2/3| 23/6),-0.66667, 3.83333, -1.64266,  9.95811,  145,        3,
(-23/6| 19/6),-3.83333, 3.16667, -9.44531,  3.55647,  145,        1,
(-23/6|  2/3),-3.83333, 0.66667, -9.44531, -3.55647,  145,        2,
(  2/3| 19/6), 0.66667, 3.16667,  1.64266,  9.95811,  145,        3,
( -2/3|-19/6),-0.66667,-3.16667, -1.64266, -9.95811,  146,        3,
( 19/6|-23/6), 3.16667,-3.83333,  7.80265, -6.40164,  146,        1,
( 19/6|  2/3), 3.16667, 0.66667,  7.80265,  6.40164,  146,        2,
(  2/3|-23/6), 0.66667,-3.83333,  1.64266, -9.95811,  146,        3,
( 23/6|-19/6), 3.83333,-3.16667,  9.44531, -3.55647,  146,        1,
( 23/6| -2/3), 3.83333,-0.66667,  9.44531,  3.55647,  146,        2,
( -3  | -1  ),-3.00000,-1.00000, -7.39198, -7.11294,  147,    1+2+3,
(  1  |  3  ), 1.00000, 3.00000,  2.46399,  9.95811,  147,    1+2+3,
( -3  |  4  ),-3.00000, 4.00000, -7.39198,  7.11294,  148,    1+2+3,
( -4  |  3  ),-4.00000, 3.00000, -9.85598,  2.84518,  148,    1+2+3,
( -1  | -3  ),-1.00000,-3.00000, -2.46399, -9.95811,  149,    1+2+3,
(  3  |  1  ), 3.00000, 1.00000,  7.39198,  7.11294,  149,    1+2+3,
( -1  |  4  ),-1.00000, 4.00000, -2.46399,  9.95811,  150,    1+2+3,
( -4  |  1  ),-4.00000, 1.00000, -9.85598, -2.84518,  150,    1+2+3,
