# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/leedTaS2.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [ 3.3540 -0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(-31/13| 46/13),-2.38462, 3.53846, -4.46720,  5.07508,  295,        1,
( 46/13|-15/13), 3.53846,-1.15385,  6.62874,  1.33117,  295,        1,
(-11/13|-34/13),-0.84615,-2.61538, -1.58513, -6.57264,  296,        1,
(-34/13| 45/13),-2.61538, 3.46154, -4.89951,  4.65909,  296,        1,
( 45/13|-11/13), 3.46154,-0.84615,  6.48464,  1.91355,  296,        1,
(-47/13| 28/13),-3.61538, 2.15385, -6.77285,  0.74878,  297,        2,
( 19/13|-47/13), 1.46154,-3.61538,  2.73796, -6.23985,  297,        2,
( 28/13| 19/13), 2.15385, 1.46154,  4.03489,  5.49107,  297,        2,
(-44/13| 37/13),-3.38462, 2.84615, -6.34054,  2.49594,  298,        2,
( 37/13|  7/13), 2.84615, 0.53846,  5.33182,  4.24310,  298,        2,
(  7/13|-44/13), 0.53846,-3.38462,  1.00872, -6.73904,  298,        2,
(-47/13| 19/13),-3.61538, 1.46154, -6.77285, -0.74878,  299,        1,
( 19/13| 28/13), 1.46154, 2.15385,  2.73796,  6.23985,  299,        1,
( 28/13|-47/13), 2.15385,-3.61538,  4.03489, -5.49107,  299,        1,
(-37/13| 44/13),-2.84615, 3.38462, -5.33182,  4.24310,  300,        1,
( -7/13|-37/13),-0.53846,-2.84615, -1.00872, -6.73904,  300,        1,
( 44/13| -7/13), 3.38462,-0.53846,  6.34054,  2.49594,  300,        1,
(-44/13|  7/13),-3.38462, 0.53846, -6.34054, -2.49594,  301,        1,
( 37/13|-44/13), 2.84615,-3.38462,  5.33182, -4.24310,  301,        1,
(  7/13| 37/13), 0.53846, 2.84615,  1.00872,  6.73904,  301,        1,
(-37/13| -7/13),-2.84615,-0.53846, -5.33182, -4.24310,  302,        2,
( -7/13| 44/13),-0.53846, 3.38462, -1.00872,  6.73904,  302,        2,
( 44/13|-37/13), 3.38462,-2.84615,  6.34054, -2.49594,  302,        2,
(-19/13| 47/13),-1.46154, 3.61538, -2.73796,  6.23985,  303,        2,
(-28/13|-19/13),-2.15385,-1.46154, -4.03489, -5.49107,  303,        2,
( 47/13|-28/13), 3.61538,-2.15385,  6.77285, -0.74878,  303,        2,
(-19/13|-28/13),-1.46154,-2.15385, -2.73796, -6.23985,  304,        1,
(-28/13| 47/13),-2.15385, 3.61538, -4.03489,  5.49107,  304,        1,
( 47/13|-19/13), 3.61538,-1.46154,  6.77285,  0.74878,  304,        1,
(-47/13| 32/13),-3.61538, 2.46154, -6.77285,  1.41437,  305,        1,
( 15/13|-47/13), 1.15385,-3.61538,  2.16155, -6.57264,  305,        1,
( 32/13| 15/13), 2.46154, 1.15385,  4.61130,  5.15828,  305,        1,
(-45/13| 37/13),-3.46154, 2.84615, -6.48464,  2.41274,  306,        1,
( 37/13|  8/13), 2.84615, 0.61538,  5.33182,  4.40949,  306,        1,
(  8/13|-45/13), 0.61538,-3.46154,  1.15283, -6.82224,  306,        1,
(-48/13| 25/13),-3.69231, 1.92308, -6.91695,  0.16640,  307,        2,
( 23/13|-48/13), 1.76923,-3.69231,  3.31437, -6.07345,  307,        2,
( 25/13| 23/13), 1.92308, 1.76923,  3.60258,  5.90706,  307,        2,
(-48/13| 23/13),-3.69231, 1.76923, -6.91695, -0.16640,  308,        1,
( 23/13| 25/13), 1.76923, 1.92308,  3.31437,  6.07345,  308,        1,
( 25/13|-48/13), 1.92308,-3.69231,  3.60258, -5.90706,  308,        1,
(-43/13| 40/13),-3.30769, 3.07692, -6.19644,  3.07833,  309,        2,
(  3/13|-43/13), 0.23077,-3.30769,  0.43231, -6.90543,  309,        2,
( 40/13|  3/13), 3.07692, 0.23077,  5.76413,  3.82711,  309,        2,
(-47/13| 15/13),-3.61538, 1.15385, -6.77285, -1.41437,  310,        2,
( 15/13| 32/13), 1.15385, 2.46154,  2.16155,  6.57264,  310,        2,
( 32/13|-47/13), 2.46154,-3.61538,  4.61130, -5.15828,  310,        2,
(-37/13| 45/13),-2.84615, 3.46154, -5.33182,  4.40949,  311,        2,
( -8/13|-37/13),-0.61538,-2.84615, -1.15283, -6.82224,  311,        2,
( 45/13| -8/13), 3.46154,-0.61538,  6.48464,  2.41274,  311,        2,
(-45/13|  8/13),-3.46154, 0.61538, -6.48464, -2.41274,  312,        2,
( 37/13|-45/13), 2.84615,-3.46154,  5.33182, -4.40949,  312,        2,
(  8/13| 37/13), 0.61538, 2.84615,  1.15283,  6.82224,  312,        2,
(-43/13|  3/13),-3.30769, 0.23077, -6.19644, -3.07833,  313,        1,
(  3/13| 40/13), 0.23077, 3.07692,  0.43231,  6.90543,  313,        1,
( 40/13|-43/13), 3.07692,-3.30769,  5.76413, -3.82711,  313,        1,
(-23/13| 48/13),-1.76923, 3.69231, -3.31437,  6.07345,  314,        2,
(-25/13|-23/13),-1.92308,-1.76923, -3.60258, -5.90706,  314,        2,
( 48/13|-25/13), 3.69231,-1.92308,  6.91695, -0.16640,  314,        2,
(-37/13| -8/13),-2.84615,-0.61538, -5.33182, -4.40949,  315,        1,
( -8/13| 45/13),-0.61538, 3.46154, -1.15283,  6.82224,  315,        1,
( 45/13|-37/13), 3.46154,-2.84615,  6.48464, -2.41274,  315,        1,
(-15/13| 47/13),-1.15385, 3.61538, -2.16155,  6.57264,  316,        1,
(-32/13|-15/13),-2.46154,-1.15385, -4.61130, -5.15828,  316,        1,
( 47/13|-32/13), 3.61538,-2.46154,  6.77285, -1.41437,  316,        1,
(-23/13|-25/13),-1.76923,-1.92308, -3.31437, -6.07345,  317,        1,
(-25/13| 48/13),-1.92308, 3.69231, -3.60258,  5.90706,  317,        1,
( 48/13|-23/13), 3.69231,-1.76923,  6.91695,  0.16640,  317,        1,
( -3/13| 43/13),-0.23077, 3.30769, -0.43231,  6.90543,  318,        2,
(-40/13| -3/13),-3.07692,-0.23077, -5.76413, -3.82711,  318,        2,
( 43/13|-40/13), 3.30769,-3.07692,  6.19644, -3.07833,  318,        2,
( -3/13|-40/13),-0.23077,-3.07692, -0.43231, -6.90543,  319,        1,
(-40/13| 43/13),-3.07692, 3.30769, -5.76413,  3.82711,  319,        1,
( 43/13| -3/13), 3.30769,-0.23077,  6.19644,  3.07833,  319,        1,
(-15/13|-32/13),-1.15385,-2.46154, -2.16155, -6.57264,  320,        2,
(-32/13| 47/13),-2.46154, 3.61538, -4.61130,  5.15828,  320,        2,
( 47/13|-15/13), 3.61538,-1.15385,  6.77285,  1.41437,  320,        2,
(-49/13| 27/13),-3.76923, 2.07692, -7.06105,  0.41599,  321,        1,
( 22/13|-49/13), 1.69231,-3.76923,  3.17027, -6.32305,  321,        1,
( 27/13| 22/13), 2.07692, 1.69231,  3.89078,  5.90706,  321,        1,
(-49/13| 22/13),-3.76923, 1.69231, -7.06105, -0.41599,  322,        2,
( 22/13| 27/13), 1.69231, 2.07692,  3.17027,  6.32305,  322,        2,
( 27/13|-49/13), 2.07692,-3.76923,  3.89078, -5.90706,  322,        2,
(-43/13| 42/13),-3.30769, 3.23077, -6.19644,  3.41112,  323,        1,
(  1/13|-43/13), 0.07692,-3.30769,  0.14410, -7.07183,  323,        1,
( 42/13|  1/13), 3.23077, 0.07692,  6.05233,  3.66071,  323,        1,
(-43/13|  1/13),-3.30769, 0.07692, -6.19644, -3.41112,  324,        2,
(  1/13| 42/13), 0.07692, 3.23077,  0.14410,  7.07183,  324,        2,
( 42/13|-43/13), 3.23077,-3.30769,  6.05233, -3.66071,  324,        2,
(-22/13| 49/13),-1.69231, 3.76923, -3.17027,  6.32305,  325,        1,
(-27/13|-22/13),-2.07692,-1.69231, -3.89078, -5.90706,  325,        1,
( 49/13|-27/13), 3.76923,-2.07692,  7.06105, -0.41599,  325,        1,
(-22/13|-27/13),-1.69231,-2.07692, -3.17027, -6.32305,  326,        2,
(-27/13| 49/13),-2.07692, 3.76923, -3.89078,  5.90706,  326,        2,
( 49/13|-22/13), 3.76923,-1.69231,  7.06105,  0.41599,  326,        2,
( -1/13| 43/13),-0.07692, 3.30769, -0.14410,  7.07183,  327,        1,
(-42/13| -1/13),-3.23077,-0.07692, -6.05233, -3.66071,  327,        1,
( 43/13|-42/13), 3.30769,-3.23077,  6.19644, -3.41112,  327,        1,
( -1/13|-42/13),-0.07692,-3.23077, -0.14410, -7.07183,  328,        2,
(-42/13| 43/13),-3.23077, 3.30769, -6.05233,  3.66071,  328,        2,
( 43/13| -1/13), 3.30769,-0.07692,  6.19644,  3.41112,  328,        2,
(-48/13| 36/13),-3.69231, 2.76923, -6.91695,  1.99675,  329,        1,
( 12/13|-48/13), 0.92308,-3.69231,  1.72924, -6.98863,  329,        1,
( 36/13| 12/13), 2.76923, 0.92308,  5.18771,  4.99188,  329,        1,
(-48/13| 12/13),-3.69231, 0.92308, -6.91695, -1.99675,  330,        2,
( 12/13| 36/13), 0.92308, 2.76923,  1.72924,  6.98863,  330,        2,
( 36/13|-48/13), 2.76923,-3.69231,  5.18771, -4.99188,  330,        2,
(-12/13| 48/13),-0.92308, 3.69231, -1.72924,  6.98863,  331,        1,
(-36/13|-12/13),-2.76923,-0.92308, -5.18771, -4.99188,  331,        1,
( 48/13|-36/13), 3.69231,-2.76923,  6.91695, -1.99675,  331,        1,
(-12/13|-36/13),-0.92308,-2.76923, -1.72924, -6.98863,  332,        2,
(-36/13| 48/13),-2.76923, 3.69231, -5.18771,  4.99188,  332,        2,
( 48/13|-12/13), 3.69231,-0.92308,  6.91695,  1.99675,  332,        2,
(-49/13| 35/13),-3.76923, 2.69231, -7.06105,  1.74716,  333,        2,
( 14/13|-49/13), 1.07692,-3.76923,  2.01744, -6.98863,  333,        2,
( 35/13| 14/13), 2.69231, 1.07692,  5.04361,  5.24147,  333,        2,
(-50/13| 31/13),-3.84615, 2.38462, -7.20516,  0.99838,  334,        1,
( 19/13|-50/13), 1.46154,-3.84615,  2.73796, -6.73904,  334,        1,
( 31/13| 19/13), 2.38462, 1.46154,  4.46720,  5.74066,  334,        1,
(-46/13| 41/13),-3.53846, 3.15385, -6.62874,  2.99513,  335,        1,
( 41/13|  5/13), 3.15385, 0.38462,  5.90823,  4.24310,  335,        1,
(  5/13|-46/13), 0.38462,-3.53846,  0.72052, -7.23823,  335,        1,
(-50/13| 19/13),-3.84615, 1.46154, -7.20516, -0.99838,  336,        2,
( 19/13| 31/13), 1.46154, 2.38462,  2.73796,  6.73904,  336,        2,
( 31/13|-50/13), 2.38462,-3.84615,  4.46720, -5.74066,  336,        2,
(-41/13| 46/13),-3.15385, 3.53846, -5.90823,  4.24310,  337,        2,
( -5/13|-41/13),-0.38462,-3.15385, -0.72052, -7.23823,  337,        2,
( 46/13| -5/13), 3.53846,-0.38462,  6.62874,  2.99513,  337,        2,
(-49/13| 14/13),-3.76923, 1.07692, -7.06105, -1.74716,  338,        1,
( 14/13| 35/13), 1.07692, 2.69231,  2.01744,  6.98863,  338,        1,
( 35/13|-49/13), 2.69231,-3.76923,  5.04361, -5.24147,  338,        1,
(-46/13|  5/13),-3.53846, 0.38462, -6.62874, -2.99513,  339,        2,
( 41/13|-46/13), 3.15385,-3.53846,  5.90823, -4.24310,  339,        2,
(  5/13| 41/13), 0.38462, 3.15385,  0.72052,  7.23823,  339,        2,
(-41/13| -5/13),-3.15385,-0.38462, -5.90823, -4.24310,  340,        1,
( -5/13| 46/13),-0.38462, 3.53846, -0.72052,  7.23823,  340,        1,
( 46/13|-41/13), 3.53846,-3.15385,  6.62874, -2.99513,  340,        1,
(-19/13| 50/13),-1.46154, 3.84615, -2.73796,  6.73904,  341,        1,
(-31/13|-19/13),-2.38462,-1.46154, -4.46720, -5.74066,  341,        1,
( 50/13|-31/13), 3.84615,-2.38462,  7.20516, -0.99838,  341,        1,
(-14/13| 49/13),-1.07692, 3.76923, -2.01744,  6.98863,  342,        2,
(-35/13|-14/13),-2.69231,-1.07692, -5.04361, -5.24147,  342,        2,
( 49/13|-35/13), 3.76923,-2.69231,  7.06105, -1.74716,  342,        2,
(-19/13|-31/13),-1.46154,-2.38462, -2.73796, -6.73904,  343,        2,
(-31/13| 50/13),-2.38462, 3.84615, -4.46720,  5.74066,  343,        2,
( 50/13|-19/13), 3.84615,-1.46154,  7.20516,  0.99838,  343,        2,
(-14/13|-35/13),-1.07692,-2.69231, -2.01744, -6.98863,  344,        1,
(-35/13| 49/13),-2.69231, 3.76923, -5.04361,  5.24147,  344,        1,
( 49/13|-14/13), 3.76923,-1.07692,  7.06105,  1.74716,  344,        1,
(-50/13| 32/13),-3.84615, 2.46154, -7.20516,  1.16477,  345,        2,
( 18/13|-50/13), 1.38462,-3.84615,  2.59386, -6.82224,  345,        2,
( 32/13| 18/13), 2.46154, 1.38462,  4.61130,  5.65746,  345,        2,
(-48/13| 38/13),-3.69231, 2.92308, -6.91695,  2.32954,  346,        2,
( 10/13|-48/13), 0.76923,-3.69231,  1.44103, -7.15503,  346,        2,
( 38/13| 10/13), 2.92308, 0.76923,  5.47592,  4.82548,  346,        2,
(-50/13| 18/13),-3.84615, 1.38462, -7.20516, -1.16477,  347,        1,
( 18/13| 32/13), 1.38462, 2.46154,  2.59386,  6.82224,  347,        1,
( 32/13|-50/13), 2.46154,-3.84615,  4.61130, -5.65746,  347,        1,
(-48/13| 10/13),-3.69231, 0.76923, -6.91695, -2.32954,  348,        1,
( 10/13| 38/13), 0.76923, 2.92308,  1.44103,  7.15503,  348,        1,
( 38/13|-48/13), 2.92308,-3.69231,  5.47592, -4.82548,  348,        1,
(-18/13| 50/13),-1.38462, 3.84615, -2.59386,  6.82224,  349,        2,
(-32/13|-18/13),-2.46154,-1.38462, -4.61130, -5.65746,  349,        2,
( 50/13|-32/13), 3.84615,-2.46154,  7.20516, -1.16477,  349,        2,
(-10/13| 48/13),-0.76923, 3.69231, -1.44103,  7.15503,  350,        2,
(-38/13|-10/13),-2.92308,-0.76923, -5.47592, -4.82548,  350,        2,
( 48/13|-38/13), 3.69231,-2.92308,  6.91695, -2.32954,  350,        2,
(-18/13|-32/13),-1.38462,-2.46154, -2.59386, -6.82224,  351,        1,
(-32/13| 50/13),-2.46154, 3.84615, -4.61130,  5.65746,  351,        1,
( 50/13|-18/13), 3.84615,-1.38462,  7.20516,  1.16477,  351,        1,
(-10/13|-38/13),-0.76923,-2.92308, -1.44103, -7.15503,  352,        1,
(-38/13| 48/13),-2.92308, 3.69231, -5.47592,  4.82548,  352,        1,
( 48/13|-10/13), 3.69231,-0.76923,  6.91695,  2.32954,  352,        1,
(-51/13| 29/13),-3.92308, 2.23077, -7.34926,  0.58239,  353,        2,
( 22/13|-51/13), 1.69231,-3.92308,  3.17027, -6.65584,  353,        2,
( 29/13| 22/13), 2.23077, 1.69231,  4.17899,  6.07345,  353,        2,
(-47/13| 41/13),-3.61538, 3.15385, -6.77285,  2.91193,  354,        2,
( 41/13|  6/13), 3.15385, 0.46154,  5.90823,  4.40949,  354,        2,
(  6/13|-47/13), 0.46154,-3.61538,  0.86462, -7.32142,  354,        2,
(-51/13| 22/13),-3.92308, 1.69231, -7.34926, -0.58239,  355,        1,
( 22/13| 29/13), 1.69231, 2.23077,  3.17027,  6.65584,  355,        1,
( 29/13|-51/13), 2.23077,-3.92308,  4.17899, -6.07345,  355,        1,
(-41/13| 47/13),-3.15385, 3.61538, -5.90823,  4.40949,  356,        1,
( -6/13|-41/13),-0.46154,-3.15385, -0.86462, -7.32142,  356,        1,
( 47/13| -6/13), 3.61538,-0.46154,  6.77285,  2.91193,  356,        1,
(-47/13|  6/13),-3.61538, 0.46154, -6.77285, -2.91193,  357,        1,
( 41/13|-47/13), 3.15385,-3.61538,  5.90823, -4.40949,  357,        1,
(  6/13| 41/13), 0.46154, 3.15385,  0.86462,  7.32142,  357,        1,
(-41/13| -6/13),-3.15385,-0.46154, -5.90823, -4.40949,  358,        2,
( -6/13| 47/13),-0.46154, 3.61538, -0.86462,  7.32142,  358,        2,
( 47/13|-41/13), 3.61538,-3.15385,  6.77285, -2.91193,  358,        2,
(-22/13| 51/13),-1.69231, 3.92308, -3.17027,  6.65584,  359,        2,
(-29/13|-22/13),-2.23077,-1.69231, -4.17899, -6.07345,  359,        2,
( 51/13|-29/13), 3.92308,-2.23077,  7.34926, -0.58239,  359,        2,
(-22/13|-29/13),-1.69231,-2.23077, -3.17027, -6.65584,  360,        1,
(-29/13| 51/13),-2.23077, 3.92308, -4.17899,  6.07345,  360,        1,
( 51/13|-22/13), 3.92308,-1.69231,  7.34926,  0.58239,  360,        1,
( -4   |  2   ),-4.00000, 2.00000, -7.49336,  0.00000,  361,      1+2,
(  2   | -4   ), 2.00000,-4.00000,  3.74668, -6.48944,  361,      1+2,
(  2   |  2   ), 2.00000, 2.00000,  3.74668,  6.48944,  361,      1+2,
(-46/13| 44/13),-3.53846, 3.38462, -6.62874,  3.49432,  362,        2,
(  2/13|-46/13), 0.15385,-3.53846,  0.28821, -7.48782,  362,        2,
( 44/13|  2/13), 3.38462, 0.15385,  6.34054,  3.99350,  362,        2,
(-46/13|  2/13),-3.53846, 0.15385, -6.62874, -3.49432,  363,        1,
(  2/13| 44/13), 0.15385, 3.38462,  0.28821,  7.48782,  363,        1,
( 44/13|-46/13), 3.38462,-3.53846,  6.34054, -3.99350,  363,        1,
( -2   | -2   ),-2.00000,-2.00000, -3.74668, -6.48944,  364,      1+2,
( -2   |  4   ),-2.00000, 4.00000, -3.74668,  6.48944,  364,      1+2,
(  4   | -2   ), 4.00000,-2.00000,  7.49336, -0.00000,  364,      1+2,
( -2/13| 46/13),-0.15385, 3.53846, -0.28821,  7.48782,  365,        2,
(-44/13| -2/13),-3.38462,-0.15385, -6.34054, -3.99350,  365,        2,
( 46/13|-44/13), 3.53846,-3.38462,  6.62874, -3.49432,  365,        2,
( -2/13|-44/13),-0.15385,-3.38462, -0.28821, -7.48782,  366,        1,
(-44/13| 46/13),-3.38462, 3.53846, -6.34054,  3.99350,  366,        1,
( 46/13| -2/13), 3.53846,-0.15385,  6.62874,  3.49432,  366,        1,
(-51/13| 35/13),-3.92308, 2.69231, -7.34926,  1.58076,  367,        1,
( 16/13|-51/13), 1.23077,-3.92308,  2.30565, -7.15503,  367,        1,
( 35/13| 16/13), 2.69231, 1.23077,  5.04361,  5.57427,  367,        1,
(-49/13| 40/13),-3.76923, 3.07692, -7.06105,  2.57914,  368,        1,
( 40/13|  9/13), 3.07692, 0.69231,  5.76413,  4.82548,  368,        1,
(  9/13|-49/13), 0.69231,-3.76923,  1.29693, -7.40462,  368,        1,
(-51/13| 16/13),-3.92308, 1.23077, -7.34926, -1.58076,  369,        2,
( 16/13| 35/13), 1.23077, 2.69231,  2.30565,  7.15503,  369,        2,
( 35/13|-51/13), 2.69231,-3.92308,  5.04361, -5.57427,  369,        2,
(-40/13| 49/13),-3.07692, 3.76923, -5.76413,  4.82548,  370,        2,
( -9/13|-40/13),-0.69231,-3.07692, -1.29693, -7.40462,  370,        2,
( 49/13| -9/13), 3.76923,-0.69231,  7.06105,  2.57914,  370,        2,
(-49/13|  9/13),-3.76923, 0.69231, -7.06105, -2.57914,  371,        2,
( 40/13|-49/13), 3.07692,-3.76923,  5.76413, -4.82548,  371,        2,
(  9/13| 40/13), 0.69231, 3.07692,  1.29693,  7.40462,  371,        2,
(-40/13| -9/13),-3.07692,-0.69231, -5.76413, -4.82548,  372,        1,
( -9/13| 49/13),-0.69231, 3.76923, -1.29693,  7.40462,  372,        1,
( 49/13|-40/13), 3.76923,-3.07692,  7.06105, -2.57914,  372,        1,
(-16/13| 51/13),-1.23077, 3.92308, -2.30565,  7.15503,  373,        1,
(-35/13|-16/13),-2.69231,-1.23077, -5.04361, -5.57427,  373,        1,
( 51/13|-35/13), 3.92308,-2.69231,  7.34926, -1.58076,  373,        1,
(-16/13|-35/13),-1.23077,-2.69231, -2.30565, -7.15503,  374,        2,
(-35/13| 51/13),-2.69231, 3.92308, -5.04361,  5.57427,  374,        2,
( 51/13|-16/13), 3.92308,-1.23077,  7.34926,  1.58076,  374,        2,
(-53/13| 30/13),-4.07692, 2.30769, -7.63747,  0.58239,  375,        1,
( 23/13|-53/13), 1.76923,-4.07692,  3.31437, -6.90543,  375,        1,
( 30/13| 23/13), 2.30769, 1.76923,  4.32309,  6.32305,  375,        1,
(-53/13| 23/13),-4.07692, 1.76923, -7.63747, -0.58239,  376,        2,
( 23/13| 30/13), 1.76923, 2.30769,  3.31437,  6.90543,  376,        2,
( 30/13|-53/13), 2.30769,-4.07692,  4.32309, -6.32305,  376,        2,
(-47/13| 45/13),-3.61538, 3.46154, -6.77285,  3.57751,  377,        1,
(  2/13|-47/13), 0.15385,-3.61538,  0.28821, -7.65422,  377,        1,
( 45/13|  2/13), 3.46154, 0.15385,  6.48464,  4.07670,  377,        1,
(-47/13|  2/13),-3.61538, 0.15385, -6.77285, -3.57751,  378,        2,
(  2/13| 45/13), 0.15385, 3.46154,  0.28821,  7.65422,  378,        2,
( 45/13|-47/13), 3.46154,-3.61538,  6.48464, -4.07670,  378,        2,
(-23/13| 53/13),-1.76923, 4.07692, -3.31437,  6.90543,  379,        1,
(-30/13|-23/13),-2.30769,-1.76923, -4.32309, -6.32305,  379,        1,
( 53/13|-30/13), 4.07692,-2.30769,  7.63747, -0.58239,  379,        1,
(-23/13|-30/13),-1.76923,-2.30769, -3.31437, -6.90543,  380,        2,
(-30/13| 53/13),-2.30769, 4.07692, -4.32309,  6.32305,  380,        2,
( 53/13|-23/13), 4.07692,-1.76923,  7.63747,  0.58239,  380,        2,
( -2/13| 47/13),-0.15385, 3.61538, -0.28821,  7.65422,  381,        1,
(-45/13| -2/13),-3.46154,-0.15385, -6.48464, -4.07670,  381,        1,
( 47/13|-45/13), 3.61538,-3.46154,  6.77285, -3.57751,  381,        1,
( -2/13|-45/13),-0.15385,-3.46154, -0.28821, -7.65422,  382,        2,
(-45/13| 47/13),-3.46154, 3.61538, -6.48464,  4.07670,  382,        2,
( 47/13| -2/13), 3.61538,-0.15385,  6.77285,  3.57751,  382,        2,
(-53/13| 36/13),-4.07692, 2.76923, -7.63747,  1.58076,  383,        2,
( 17/13|-53/13), 1.30769,-4.07692,  2.44975, -7.40462,  383,        2,
( 36/13| 17/13), 2.76923, 1.30769,  5.18771,  5.82386,  383,        2,
( -4   |  3   ),-4.00000, 3.00000, -7.49336,  2.16315,  384,      1+2,
(  1   | -4   ), 1.00000,-4.00000,  1.87334, -7.57102,  384,      1+2,
(  3   |  1   ), 3.00000, 1.00000,  5.62002,  5.40787,  384,      1+2,
(-53/13| 17/13),-4.07692, 1.30769, -7.63747, -1.58076,  385,        1,
( 17/13| 36/13), 1.30769, 2.76923,  2.44975,  7.40462,  385,        1,
( 36/13|-53/13), 2.76923,-4.07692,  5.18771, -5.82386,  385,        1,
( -4   |  1   ),-4.00000, 1.00000, -7.49336, -2.16315,  386,      1+2,
(  1   |  3   ), 1.00000, 3.00000,  1.87334,  7.57102,  386,      1+2,
(  3   | -4   ), 3.00000,-4.00000,  5.62002, -5.40787,  386,      1+2,
(-17/13| 53/13),-1.30769, 4.07692, -2.44975,  7.40462,  387,        2,
(-36/13|-17/13),-2.76923,-1.30769, -5.18771, -5.82386,  387,        2,
( 53/13|-36/13), 4.07692,-2.76923,  7.63747, -1.58076,  387,        2,
( -1   |  4   ),-1.00000, 4.00000, -1.87334,  7.57102,  388,      1+2,
( -3   | -1   ),-3.00000,-1.00000, -5.62002, -5.40787,  388,      1+2,
(  4   | -3   ), 4.00000,-3.00000,  7.49336, -2.16315,  388,      1+2,
(-17/13|-36/13),-1.30769,-2.76923, -2.44975, -7.40462,  389,        1,
(-36/13| 53/13),-2.76923, 4.07692, -5.18771,  5.82386,  389,        1,
( 53/13|-17/13), 4.07692,-1.30769,  7.63747,  1.58076,  389,        1,
( -1   | -3   ),-1.00000,-3.00000, -1.87334, -7.57102,  390,      1+2,
( -3   |  4   ),-3.00000, 4.00000, -5.62002,  5.40787,  390,      1+2,
(  4   | -1   ), 4.00000,-1.00000,  7.49336,  2.16315,  390,      1+2,
(-54/13| 33/13),-4.15385, 2.53846, -7.78157,  0.99838,  391,        2,
( 21/13|-54/13), 1.61538,-4.15385,  3.02617, -7.23823,  391,        2,
( 33/13| 21/13), 2.53846, 1.61538,  4.75540,  6.23985,  391,        2,
(-51/13| 42/13),-3.92308, 3.23077, -7.34926,  2.74553,  392,        2,
( 42/13|  9/13), 3.23077, 0.69231,  6.05233,  4.99188,  392,        2,
(  9/13|-51/13), 0.69231,-3.92308,  1.29693, -7.73741,  392,        2,
(-54/13| 21/13),-4.15385, 1.61538, -7.78157, -0.99838,  393,        1,
( 21/13| 33/13), 1.61538, 2.53846,  3.02617,  7.23823,  393,        1,
( 33/13|-54/13), 2.53846,-4.15385,  4.75540, -6.23985,  393,        1,
(-42/13| 51/13),-3.23077, 3.92308, -6.05233,  4.99188,  394,        1,
( -9/13|-42/13),-0.69231,-3.23077, -1.29693, -7.73741,  394,        1,
( 51/13| -9/13), 3.92308,-0.69231,  7.34926,  2.74553,  394,        1,
(-51/13|  9/13),-3.92308, 0.69231, -7.34926, -2.74553,  395,        1,
( 42/13|-51/13), 3.23077,-3.92308,  6.05233, -4.99188,  395,        1,
(  9/13| 42/13), 0.69231, 3.23077,  1.29693,  7.73741,  395,        1,
(-42/13| -9/13),-3.23077,-0.69231, -6.05233, -4.99188,  396,        2,
( -9/13| 51/13),-0.69231, 3.92308, -1.29693,  7.73741,  396,        2,
( 51/13|-42/13), 3.92308,-3.23077,  7.34926, -2.74553,  396,        2,
(-21/13| 54/13),-1.61538, 4.15385, -3.02617,  7.23823,  397,        2,
(-33/13|-21/13),-2.53846,-1.61538, -4.75540, -6.23985,  397,        2,
( 54/13|-33/13), 4.15385,-2.53846,  7.78157, -0.99838,  397,        2,
(-21/13|-33/13),-1.61538,-2.53846, -3.02617, -7.23823,  398,        1,
(-33/13| 54/13),-2.53846, 4.15385, -4.75540,  6.23985,  398,        1,
( 54/13|-21/13), 4.15385,-1.61538,  7.78157,  0.99838,  398,        1,
(-54/13| 34/13),-4.15385, 2.61538, -7.78157,  1.16477,  399,        1,
( 20/13|-54/13), 1.53846,-4.15385,  2.88206, -7.32142,  399,        1,
( 34/13| 20/13), 2.61538, 1.53846,  4.89951,  6.15665,  399,        1,
(-50/13| 44/13),-3.84615, 3.38462, -7.20516,  3.16152,  400,        1,
( 44/13|  6/13), 3.38462, 0.46154,  6.34054,  4.65909,  400,        1,
