# This file was automatically generated by TLEEDMAP v.0.1a.
#
# Structure: tst
#
# Max. LEED Energy: 500.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5500 AA; alpha = 120.00 deg
#        Basis: a = [ 1.2750 -2.2083]; b = [1.2750 2.2083]
# Surface lattice: Rectangular (pg[0 1]); a = 7.6500 AA; b = 4.4167 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [7.6500 0.0000]; b = [0.0000 4.4167]
#            Superlattice: [[ 3  3] [-1  1]]
# Domain 2 - Basis: a = [3.8250 6.6250]; b = [ 3.8250 -2.2083]
#            Superlattice: [[0 3] [2 1]]
# Domain 3 - Basis: a = [ 3.8250 -6.6250]; b = [-3.8250 -2.2083]
#            Superlattice: [[ 3  0] [-1 -2]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -5/2|  0  ),-2.50000, 0.00000, -6.15999,  3.55649,  -49,      (2),
(  0  |  5/2), 0.00000, 2.50000,  6.15999,  3.55649,  -49,      (3),
(  5/2| -5/2), 2.50000,-2.50000,  0.00000, -7.11299,  -49,      (1),
( -5/2|  5/2),-2.50000, 2.50000,  0.00000,  7.11299,  -50,      (1),
(  0  | -5/2), 0.00000,-2.50000, -6.15999, -3.55649,  -50,      (3),
(  5/2|  0  ), 2.50000, 0.00000,  6.15999, -3.55649,  -50,      (2),
( -1/3| -7/3),-0.33333,-2.33333, -6.57065, -2.84519,   51,    1+2+3,
( -7/3|  8/3),-2.33333, 2.66667,  0.82133,  7.11299,   51,    1+2+3,
( -8/3|  7/3),-2.66667, 2.33333, -0.82133,  7.11299,   51,    1+2+3,
(  1/3| -8/3), 0.33333,-2.66667, -5.74932, -4.26779,   51,    1+2+3,
(  7/3|  1/3), 2.33333, 0.33333,  6.57065, -2.84519,   51,    1+2+3,
(  8/3| -1/3), 2.66667,-0.33333,  5.74932, -4.26779,   51,    1+2+3,
( -1/3|  8/3),-0.33333, 2.66667,  5.74932,  4.26779,   52,    1+2+3,
( -7/3| -1/3),-2.33333,-0.33333, -6.57065,  2.84519,   52,    1+2+3,
( -8/3|  1/3),-2.66667, 0.33333, -5.74932,  4.26779,   52,    1+2+3,
(  1/3|  7/3), 0.33333, 2.33333,  6.57065,  2.84519,   52,    1+2+3,
(  7/3| -8/3), 2.33333,-2.66667, -0.82133, -7.11299,   52,    1+2+3,
(  8/3| -7/3), 2.66667,-2.33333,  0.82133, -7.11299,   52,    1+2+3,
(-13/6| -2/3),-2.16667,-0.66667, -6.98132,  2.13390,   53,        2,
(-17/6|  2/3),-2.83333, 0.66667, -5.33865,  4.97909,   53,        2,
( -2/3| 17/6),-0.66667, 2.83333,  5.33865,  4.97909,   53,        3,
( 13/6|-17/6), 2.16667,-2.83333, -1.64266, -7.11299,   53,        1,
( 17/6|-13/6), 2.83333,-2.16667,  1.64266, -7.11299,   53,        1,
(  2/3| 13/6), 0.66667, 2.16667,  6.98132,  2.13390,   53,        3,
(-13/6| 17/6),-2.16667, 2.83333,  1.64266,  7.11299,   54,        1,
(-17/6| 13/6),-2.83333, 2.16667, -1.64266,  7.11299,   54,        1,
( -2/3|-13/6),-0.66667,-2.16667, -6.98132, -2.13390,   54,        3,
( 13/6|  2/3), 2.16667, 0.66667,  6.98132, -2.13390,   54,        2,
( 17/6| -2/3), 2.83333,-0.66667,  5.33865, -4.97909,   54,        2,
(  2/3|-17/6), 0.66667,-2.83333, -5.33865, -4.97909,   54,        3,
( -3  |  3/2),-3.00000, 1.50000, -3.69599,  6.40169,   55,        3,
( -3/2| -3/2),-1.50000,-1.50000, -7.39198,  0.00000,   55,        1,
( -3/2|  3  ),-1.50000, 3.00000,  3.69599,  6.40169,   55,        2,
(  3  | -3/2), 3.00000,-1.50000,  3.69599, -6.40169,   55,        3,
(  3/2| -3  ), 1.50000,-3.00000, -3.69599, -6.40169,   55,        2,
(  3/2|  3/2), 1.50000, 1.50000,  7.39198, -0.00000,   55,        1,
( -1  | -2  ),-1.00000,-2.00000, -7.39198, -1.42260,   56,    1+2+3,
( -2  |  3  ),-2.00000, 3.00000,  2.46399,  7.11299,   56,    1+2+3,
( -3  |  2  ),-3.00000, 2.00000, -2.46399,  7.11299,   56,    1+2+3,
(  1  | -3  ), 1.00000,-3.00000, -4.92799, -5.69039,   56,    1+2+3,
(  2  |  1  ), 2.00000, 1.00000,  7.39198, -1.42260,   56,    1+2+3,
(  3  | -1  ), 3.00000,-1.00000,  4.92799, -5.69039,   56,    1+2+3,
( -1  |  3  ),-1.00000, 3.00000,  4.92799,  5.69039,   57,    1+2+3,
( -2  | -1  ),-2.00000,-1.00000, -7.39198,  1.42260,   57,    1+2+3,
( -3  |  1  ),-3.00000, 1.00000, -4.92799,  5.69039,   57,    1+2+3,
(  1  |  2  ), 1.00000, 2.00000,  7.39198,  1.42260,   57,    1+2+3,
(  2  | -3  ), 2.00000,-3.00000, -2.46399, -7.11299,   57,    1+2+3,
(  3  | -2  ), 3.00000,-2.00000,  2.46399, -7.11299,   57,    1+2+3,
(-11/6| -4/3),-1.83333,-1.33333, -7.80265,  0.71130,   58,        2,
(-19/6|  4/3),-3.16667, 1.33333, -4.51732,  6.40169,   58,        2,
( -4/3| 19/6),-1.33333, 3.16667,  4.51732,  6.40169,   58,        3,
( 11/6|-19/6), 1.83333,-3.16667, -3.28533, -7.11299,   58,        1,
( 19/6|-11/6), 3.16667,-1.83333,  3.28533, -7.11299,   58,        1,
(  4/3| 11/6), 1.33333, 1.83333,  7.80265,  0.71130,   58,        3,
( -1/6| -8/3),-0.16667,-2.66667, -6.98132, -3.55649,   59,        2,
(-17/6|  8/3),-2.83333, 2.66667, -0.41067,  7.82428,   59,        2,
( -8/3| 17/6),-2.66667, 2.83333,  0.41067,  7.82428,   59,        3,
(  1/6|-17/6), 0.16667,-2.83333, -6.57065, -4.26779,   59,        1,
( 17/6| -1/6), 2.83333,-0.16667,  6.57065, -4.26779,   59,        1,
(  8/3|  1/6), 2.66667, 0.16667,  6.98132, -3.55649,   59,        3,
( -1/6| 17/6),-0.16667, 2.83333,  6.57065,  4.26779,   60,        1,
(-17/6|  1/6),-2.83333, 0.16667, -6.57065,  4.26779,   60,        1,
( -8/3| -1/6),-2.66667,-0.16667, -6.98132,  3.55649,   60,        3,
(  1/6|  8/3), 0.16667, 2.66667,  6.98132,  3.55649,   60,        2,
( 17/6| -8/3), 2.83333,-2.66667,  0.41067, -7.82428,   60,        2,
(  8/3|-17/6), 2.66667,-2.83333, -0.41067, -7.82428,   60,        3,
(-11/6| 19/6),-1.83333, 3.16667,  3.28533,  7.11299,   61,        1,
(-19/6| 11/6),-3.16667, 1.83333, -3.28533,  7.11299,   61,        1,
( -4/3|-11/6),-1.33333,-1.83333, -7.80265, -0.71130,   61,        3,
( 11/6|  4/3), 1.83333, 1.33333,  7.80265, -0.71130,   61,        2,
( 19/6| -4/3), 3.16667,-1.33333,  4.51732, -6.40169,   61,        2,
(  4/3|-19/6), 1.33333,-3.16667, -4.51732, -6.40169,   61,        3,
( -1/2| -5/2),-0.50000,-2.50000, -7.39198, -2.84519,   62,        1,
( -3  |  5/2),-3.00000, 2.50000, -1.23200,  7.82428,   62,        3,
( -5/2|  3  ),-2.50000, 3.00000,  1.23200,  7.82428,   62,        2,
(  1/2| -3  ), 0.50000,-3.00000, -6.15999, -4.97909,   62,        2,
(  3  | -1/2), 3.00000,-0.50000,  6.15999, -4.97909,   62,        3,
(  5/2|  1/2), 2.50000, 0.50000,  7.39198, -2.84519,   62,        1,
( -1/2|  3  ),-0.50000, 3.00000,  6.15999,  4.97909,   63,        2,
( -3  |  1/2),-3.00000, 0.50000, -6.15999,  4.97909,   63,        3,
( -5/2| -1/2),-2.50000,-0.50000, -7.39198,  2.84519,   63,        1,
(  1/2|  5/2), 0.50000, 2.50000,  7.39198,  2.84519,   63,        1,
(  3  | -5/2), 3.00000,-2.50000,  1.23200, -7.82428,   63,        3,
(  5/2| -3  ), 2.50000,-3.00000, -1.23200, -7.82428,   63,        2,
(-19/6|  5/6),-3.16667, 0.83333, -5.74932,  5.69039,   64,        1,
( -5/6| 19/6),-0.83333, 3.16667,  5.74932,  5.69039,   64,        1,
( -7/3| -5/6),-2.33333,-0.83333, -7.80265,  2.13390,   64,        3,
( 19/6| -7/3), 3.16667,-2.33333,  2.05333, -7.82428,   64,        2,
(  5/6|  7/3), 0.83333, 2.33333,  7.80265,  2.13390,   64,        2,
(  7/3|-19/6), 2.33333,-3.16667, -2.05333, -7.82428,   64,        3,
(-19/6|  7/3),-3.16667, 2.33333, -2.05333,  7.82428,   65,        2,
( -5/6| -7/3),-0.83333,-2.33333, -7.80265, -2.13390,   65,        2,
( -7/3| 19/6),-2.33333, 3.16667,  2.05333,  7.82428,   65,        3,
( 19/6| -5/6), 3.16667,-0.83333,  5.74932, -5.69039,   65,        1,
(  5/6|-19/6), 0.83333,-3.16667, -5.74932, -5.69039,   65,        1,
(  7/3|  5/6), 2.33333, 0.83333,  7.80265, -2.13390,   65,        3,
(-10/3|  5/3),-3.33333, 1.66667, -4.10666,  7.11299,   66,    1+2+3,
( -5/3| -5/3),-1.66667,-1.66667, -8.21331,  0.00000,   66,    1+2+3,
( -5/3| 10/3),-1.66667, 3.33333,  4.10666,  7.11299,   66,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  4.10666, -7.11299,   66,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333, -4.10666, -7.11299,   66,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  8.21331, -0.00000,   66,    1+2+3,
(-10/3|  7/6),-3.33333, 1.16667, -5.33865,  6.40169,   67,        3,
(-13/6| -7/6),-2.16667,-1.16667, -8.21331,  1.42260,   67,        1,
( -7/6| 10/3),-1.16667, 3.33333,  5.33865,  6.40169,   67,        2,
( 10/3|-13/6), 3.33333,-2.16667,  2.87466, -7.82428,   67,        3,
( 13/6|-10/3), 2.16667,-3.33333, -2.87466, -7.82428,   67,        2,
(  7/6| 13/6), 1.16667, 2.16667,  8.21331,  1.42260,   67,        1,
(-10/3| 13/6),-3.33333, 2.16667, -2.87466,  7.82428,   68,        3,
(-13/6| 10/3),-2.16667, 3.33333,  2.87466,  7.82428,   68,        2,
( -7/6|-13/6),-1.16667,-2.16667, -8.21331, -1.42260,   68,        1,
( 10/3| -7/6), 3.33333,-1.16667,  5.33865, -6.40169,   68,        3,
( 13/6|  7/6), 2.16667, 1.16667,  8.21331, -1.42260,   68,        1,
(  7/6|-10/3), 1.16667,-3.33333, -5.33865, -6.40169,   68,        2,
( -3  |  0  ),-3.00000, 0.00000, -7.39198,  4.26779,   69,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  7.39198,  4.26779,   69,    1+2+3,
(  3  | -3  ), 3.00000,-3.00000,  0.00000, -8.53558,   69,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000,  0.00000,  8.53558,   70,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000, -7.39198, -4.26779,   70,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  7.39198, -4.26779,   70,    1+2+3,
( -1/3|-17/6),-0.33333,-2.83333, -7.80265, -3.55649,   71,        3,
(-17/6| 19/6),-2.83333, 3.16667,  0.82133,  8.53558,   71,        1,
(-19/6| 17/6),-3.16667, 2.83333, -0.82133,  8.53558,   71,        1,
(  1/3|-19/6), 0.33333,-3.16667, -6.98132, -4.97909,   71,        3,
( 17/6|  1/3), 2.83333, 0.33333,  7.80265, -3.55649,   71,        2,
( 19/6| -1/3), 3.16667,-0.33333,  6.98132, -4.97909,   71,        2,
( -1/3| 19/6),-0.33333, 3.16667,  6.98132,  4.97909,   72,        3,
(-17/6| -1/3),-2.83333,-0.33333, -7.80265,  3.55649,   72,        2,
(-19/6|  1/3),-3.16667, 0.33333, -6.98132,  4.97909,   72,        2,
(  1/3| 17/6), 0.33333, 2.83333,  7.80265,  3.55649,   72,        3,
( 17/6|-19/6), 2.83333,-3.16667, -0.82133, -8.53558,   72,        1,
( 19/6|-17/6), 3.16667,-2.83333,  0.82133, -8.53558,   72,        1,
( -2  | -3/2),-2.00000,-1.50000, -8.62398,  0.71130,   73,        3,
( -3/2|  7/2),-1.50000, 3.50000,  4.92799,  7.11299,   73,        1,
( -7/2|  3/2),-3.50000, 1.50000, -4.92799,  7.11299,   73,        1,
(  2  | -7/2), 2.00000,-3.50000, -3.69599, -7.82428,   73,        3,
(  3/2|  2  ), 1.50000, 2.00000,  8.62398,  0.71130,   73,        2,
(  7/2| -2  ), 3.50000,-2.00000,  3.69599, -7.82428,   73,        2,
( -2  |  7/2),-2.00000, 3.50000,  3.69599,  7.82428,   74,        3,
( -3/2| -2  ),-1.50000,-2.00000, -8.62398, -0.71130,   74,        2,
( -7/2|  2  ),-3.50000, 2.00000, -3.69599,  7.82428,   74,        2,
(  2  |  3/2), 2.00000, 1.50000,  8.62398, -0.71130,   74,        3,
(  3/2| -7/2), 1.50000,-3.50000, -4.92799, -7.11299,   74,        1,
(  7/2| -3/2), 3.50000,-1.50000,  4.92799, -7.11299,   74,        1,
(-10/3|  2/3),-3.33333, 0.66667, -6.57065,  5.69039,   75,    1+2+3,
( -2/3| 10/3),-0.66667, 3.33333,  6.57065,  5.69039,   75,    1+2+3,
( -8/3| -2/3),-2.66667,-0.66667, -8.21331,  2.84519,   75,    1+2+3,
( 10/3| -8/3), 3.33333,-2.66667,  1.64266, -8.53558,   75,    1+2+3,
(  2/3|  8/3), 0.66667, 2.66667,  8.21331,  2.84519,   75,    1+2+3,
(  8/3|-10/3), 2.66667,-3.33333, -1.64266, -8.53558,   75,    1+2+3,
(-10/3|  8/3),-3.33333, 2.66667, -1.64266,  8.53558,   76,    1+2+3,
( -2/3| -8/3),-0.66667,-2.66667, -8.21331, -2.84519,   76,    1+2+3,
( -8/3| 10/3),-2.66667, 3.33333,  1.64266,  8.53558,   76,    1+2+3,
( 10/3| -2/3), 3.33333,-0.66667,  6.57065, -5.69039,   76,    1+2+3,
(  2/3|-10/3), 0.66667,-3.33333, -6.57065, -5.69039,   76,    1+2+3,
(  8/3|  2/3), 2.66667, 0.66667,  8.21331, -2.84519,   76,    1+2+3,
( -1  | -5/2),-1.00000,-2.50000, -8.62398, -2.13390,   77,        3,
( -5/2|  7/2),-2.50000, 3.50000,  2.46399,  8.53558,   77,        1,
( -7/2|  5/2),-3.50000, 2.50000, -2.46399,  8.53558,   77,        1,
(  1  | -7/2), 1.00000,-3.50000, -6.15999, -6.40169,   77,        3,
(  5/2|  1  ), 2.50000, 1.00000,  8.62398, -2.13390,   77,        2,
(  7/2| -1  ), 3.50000,-1.00000,  6.15999, -6.40169,   77,        2,
( -1  |  7/2),-1.00000, 3.50000,  6.15999,  6.40169,   78,        3,
( -5/2| -1  ),-2.50000,-1.00000, -8.62398,  2.13390,   78,        2,
( -7/2|  1  ),-3.50000, 1.00000, -6.15999,  6.40169,   78,        2,
(  1  |  5/2), 1.00000, 2.50000,  8.62398,  2.13390,   78,        3,
(  5/2| -7/2), 2.50000,-3.50000, -2.46399, -8.53558,   78,        1,
(  7/2| -5/2), 3.50000,-2.50000,  2.46399, -8.53558,   78,        1,
(-11/3| 11/6),-3.66667, 1.83333, -4.51732,  7.82428,   79,        3,
(-11/6|-11/6),-1.83333,-1.83333, -9.03465,  0.00000,   79,        1,
(-11/6| 11/3),-1.83333, 3.66667,  4.51732,  7.82428,   79,        2,
( 11/3|-11/6), 3.66667,-1.83333,  4.51732, -7.82428,   79,        3,
( 11/6|-11/3), 1.83333,-3.66667, -4.51732, -7.82428,   79,        2,
( 11/6| 11/6), 1.83333, 1.83333,  9.03465, -0.00000,   79,        1,
(-11/3|  4/3),-3.66667, 1.33333, -5.74932,  7.11299,   80,    1+2+3,
( -4/3| 11/3),-1.33333, 3.66667,  5.74932,  7.11299,   80,    1+2+3,
( -7/3| -4/3),-2.33333,-1.33333, -9.03465,  1.42260,   80,    1+2+3,
( 11/3| -7/3), 3.66667,-2.33333,  3.28533, -8.53558,   80,    1+2+3,
(  4/3|  7/3), 1.33333, 2.33333,  9.03465,  1.42260,   80,    1+2+3,
(  7/3|-11/3), 2.33333,-3.66667, -3.28533, -8.53558,   80,    1+2+3,
(-11/3|  7/3),-3.66667, 2.33333, -3.28533,  8.53558,   81,    1+2+3,
( -4/3| -7/3),-1.33333,-2.33333, -9.03465, -1.42260,   81,    1+2+3,
( -7/3| 11/3),-2.33333, 3.66667,  3.28533,  8.53558,   81,    1+2+3,
( 11/3| -4/3), 3.66667,-1.33333,  5.74932, -7.11299,   81,    1+2+3,
(  4/3|-11/3), 1.33333,-3.66667, -5.74932, -7.11299,   81,    1+2+3,
(  7/3|  4/3), 2.33333, 1.33333,  9.03465, -1.42260,   81,    1+2+3,
( -1/6|-19/6),-0.16667,-3.16667, -8.21331, -4.26779,   82,        1,
(-10/3| 19/6),-3.33333, 3.16667, -0.41067,  9.24688,   82,        3,
(-19/6| 10/3),-3.16667, 3.33333,  0.41067,  9.24688,   82,        2,
(  1/6|-10/3), 0.16667,-3.33333, -7.80265, -4.97909,   82,        2,
( 10/3| -1/6), 3.33333,-0.16667,  7.80265, -4.97909,   82,        3,
( 19/6|  1/6), 3.16667, 0.16667,  8.21331, -4.26779,   82,        1,
( -1/6| 10/3),-0.16667, 3.33333,  7.80265,  4.97909,   83,        2,
(-10/3|  1/6),-3.33333, 0.16667, -7.80265,  4.97909,   83,        3,
(-19/6| -1/6),-3.16667,-0.16667, -8.21331,  4.26779,   83,        1,
(  1/6| 19/6), 0.16667, 3.16667,  8.21331,  4.26779,   83,        1,
( 10/3|-19/6), 3.33333,-3.16667,  0.41067, -9.24688,   83,        3,
( 19/6|-10/3), 3.16667,-3.33333, -0.41067, -9.24688,   83,        2,
( -1/2| -3  ),-0.50000,-3.00000, -8.62398, -3.55649,   84,        2,
( -3  |  7/2),-3.00000, 3.50000,  1.23200,  9.24688,   84,        3,
( -7/2|  3  ),-3.50000, 3.00000, -1.23200,  9.24688,   84,        2,
(  1/2| -7/2), 0.50000,-3.50000, -7.39198, -5.69039,   84,        1,
(  3  |  1/2), 3.00000, 0.50000,  8.62398, -3.55649,   84,        3,
(  7/2| -1/2), 3.50000,-0.50000,  7.39198, -5.69039,   84,        1,
( -1/2|  7/2),-0.50000, 3.50000,  7.39198,  5.69039,   85,        1,
( -3  | -1/2),-3.00000,-0.50000, -8.62398,  3.55649,   85,        3,
( -7/2|  1/2),-3.50000, 0.50000, -7.39198,  5.69039,   85,        1,
(  1/2|  3  ), 0.50000, 3.00000,  8.62398,  3.55649,   85,        2,
(  3  | -7/2), 3.00000,-3.50000, -1.23200, -9.24688,   85,        3,
(  7/2| -3  ), 3.50000,-3.00000,  1.23200, -9.24688,   85,        2,
