# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Cu(111)-(3xr3)rect.tlm
#
# Structure: Cu(111)-(3xr3)rect
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p6m); a = 2.5435 AA; alpha = 120.00 deg
#        Basis: a = [2.5435 0.0000]; b = [-1.2717  2.2027]
# Surface lattice: Rectangular (pg[1 0]); a = 4.4055 AA; b = 7.6305 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [0.0000 4.4055]; b = [7.6305 0.0000]
#            Superlattice: [[1 2] [3 0]]
# Domain 2 - Basis: a = [-3.8152  2.2027]; b = [-3.8153 -6.6082]
#            Superlattice: [[-1  1] [-3 -3]]
# Domain 3 - Basis: a = [3.8153 2.2027]; b = [-3.8152  6.6082]
#            Superlattice: [[2 1] [0 3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  1/3|  7/3), 0.33333, 2.33333,  0.82343,  7.13112,   68,    1+2+3,
( -8/3|  7/3),-2.66667, 2.33333, -6.58744,  2.85245,   69,    1+2+3,
(  8/3| -1/3), 2.66667,-0.33333,  6.58744,  2.85245,   69,    1+2+3,
( -7/3|  8/3),-2.33333, 2.66667, -5.76401,  4.27867,   70,    1+2+3,
(  7/3|  1/3), 2.33333, 0.33333,  5.76401,  4.27867,   70,    1+2+3,
(-13/6| -2/3),-2.16667,-0.66667, -5.35230, -4.99178,   71,        3,
(-17/6|  2/3),-2.83333, 0.66667, -6.99916, -2.13933,   71,        3,
( -2/3|-13/6),-0.66667,-2.16667, -1.64686, -7.13112,   71,        1,
( 13/6|-17/6), 2.16667,-2.83333,  5.35230, -4.99178,   71,        2,
( 17/6|-13/6), 2.83333,-2.16667,  6.99916, -2.13933,   71,        2,
(  2/3|-17/6), 0.66667,-2.83333,  1.64686, -7.13112,   71,        1,
(-13/6| 17/6),-2.16667, 2.83333, -5.35230,  4.99178,   72,        2,
(-17/6| 13/6),-2.83333, 2.16667, -6.99916,  2.13933,   72,        2,
( -2/3| 17/6),-0.66667, 2.83333, -1.64686,  7.13112,   72,        1,
( 13/6|  2/3), 2.16667, 0.66667,  5.35230,  4.99178,   72,        3,
( 17/6| -2/3), 2.83333,-0.66667,  6.99916,  2.13933,   72,        3,
(  2/3| 13/6), 0.66667, 2.16667,  1.64686,  7.13112,   72,        1,
( -3  |  3/2),-3.00000, 1.50000, -7.41087,  0.00000,   73,        1,
( -3/2| -3/2),-1.50000,-1.50000, -3.70544, -6.41800,   73,        2,
( -3/2|  3  ),-1.50000, 3.00000, -3.70544,  6.41800,   73,        3,
(  3  | -3/2), 3.00000,-1.50000,  7.41087, -0.00000,   73,        1,
(  3/2| -3  ), 1.50000,-3.00000,  3.70544, -6.41800,   73,        3,
(  3/2|  3/2), 1.50000, 1.50000,  3.70544,  6.41800,   73,        2,
( -3  |  1  ),-3.00000, 1.00000, -7.41087, -1.42622,   74,    1+2+3,
(  3  | -2  ), 3.00000,-2.00000,  7.41087, -1.42622,   74,    1+2+3,
( -2  | -1  ),-2.00000,-1.00000, -4.94058, -5.70489,   75,    1+2+3,
(  2  | -3  ), 2.00000,-3.00000,  4.94058, -5.70489,   75,    1+2+3,
( -1  | -2  ),-1.00000,-2.00000, -2.47029, -7.13112,   76,    1+2+3,
(  1  | -3  ), 1.00000,-3.00000,  2.47029, -7.13112,   76,    1+2+3,
( -1  |  3  ),-1.00000, 3.00000, -2.47029,  7.13112,   77,    1+2+3,
(  1  |  2  ), 1.00000, 2.00000,  2.47029,  7.13112,   77,    1+2+3,
( -3  |  2  ),-3.00000, 2.00000, -7.41087,  1.42622,   78,    1+2+3,
(  3  | -1  ), 3.00000,-1.00000,  7.41087,  1.42622,   78,    1+2+3,
( -2  |  3  ),-2.00000, 3.00000, -4.94058,  5.70489,   79,    1+2+3,
(  2  |  1  ), 2.00000, 1.00000,  4.94058,  5.70489,   79,    1+2+3,
(-11/6| -4/3),-1.83333,-1.33333, -4.52887, -6.41800,   80,        3,
(-19/6|  4/3),-3.16667, 1.33333, -7.82259, -0.71311,   80,        3,
( -4/3|-11/6),-1.33333,-1.83333, -3.29372, -7.13112,   80,        1,
( 11/6|-19/6), 1.83333,-3.16667,  4.52887, -6.41800,   80,        2,
( 19/6|-11/6), 3.16667,-1.83333,  7.82259, -0.71311,   80,        2,
(  4/3|-19/6), 1.33333,-3.16667,  3.29372, -7.13112,   80,        1,
( -1/6| -8/3),-0.16667,-2.66667, -0.41172, -7.84423,   81,        3,
(-17/6|  8/3),-2.83333, 2.66667, -6.99916,  3.56556,   81,        3,
( -8/3| -1/6),-2.66667,-0.16667, -6.58744, -4.27867,   81,        1,
(  1/6|-17/6), 0.16667,-2.83333,  0.41172, -7.84423,   81,        2,
( 17/6| -1/6), 2.83333,-0.16667,  6.99916,  3.56556,   81,        2,
(  8/3|-17/6), 2.66667,-2.83333,  6.58744, -4.27867,   81,        1,
( -1/6| 17/6),-0.16667, 2.83333, -0.41172,  7.84423,   82,        2,
(-17/6|  1/6),-2.83333, 0.16667, -6.99916, -3.56556,   82,        2,
( -8/3| 17/6),-2.66667, 2.83333, -6.58744,  4.27867,   82,        1,
(  1/6|  8/3), 0.16667, 2.66667,  0.41172,  7.84423,   82,        3,
( 17/6| -8/3), 2.83333,-2.66667,  6.99916, -3.56556,   82,        3,
(  8/3|  1/6), 2.66667, 0.16667,  6.58744,  4.27867,   82,        1,
(-11/6| 19/6),-1.83333, 3.16667, -4.52887,  6.41800,   83,        2,
(-19/6| 11/6),-3.16667, 1.83333, -7.82259,  0.71311,   83,        2,
( -4/3| 19/6),-1.33333, 3.16667, -3.29372,  7.13112,   83,        1,
( 11/6|  4/3), 1.83333, 1.33333,  4.52887,  6.41800,   83,        3,
( 19/6| -4/3), 3.16667,-1.33333,  7.82259,  0.71311,   83,        3,
(  4/3| 11/6), 1.33333, 1.83333,  3.29372,  7.13112,   83,        1,
( -1/2| -5/2),-0.50000,-2.50000, -1.23515, -7.84423,   84,        2,
( -3  |  1/2),-3.00000, 0.50000, -7.41087, -2.85245,   84,        1,
( -5/2|  3  ),-2.50000, 3.00000, -6.17573,  4.99178,   84,        3,
(  1/2| -3  ), 0.50000,-3.00000,  1.23515, -7.84423,   84,        3,
(  3  | -5/2), 3.00000,-2.50000,  7.41087, -2.85245,   84,        1,
(  5/2|  1/2), 2.50000, 0.50000,  6.17573,  4.99178,   84,        2,
( -1/2|  3  ),-0.50000, 3.00000, -1.23515,  7.84423,   85,        3,
( -3  |  5/2),-3.00000, 2.50000, -7.41087,  2.85245,   85,        1,
( -5/2| -1/2),-2.50000,-0.50000, -6.17573, -4.99178,   85,        2,
(  1/2|  5/2), 0.50000, 2.50000,  1.23515,  7.84423,   85,        2,
(  3  | -1/2), 3.00000,-0.50000,  7.41087,  2.85245,   85,        1,
(  5/2| -3  ), 2.50000,-3.00000,  6.17573, -4.99178,   85,        3,
(-19/6|  5/6),-3.16667, 0.83333, -7.82259, -2.13933,   86,        2,
( -5/6| 19/6),-0.83333, 3.16667, -2.05858,  7.84423,   86,        2,
( -7/3| 19/6),-2.33333, 3.16667, -5.76401,  5.70489,   86,        1,
( 19/6| -7/3), 3.16667,-2.33333,  7.82259, -2.13933,   86,        3,
(  5/6|  7/3), 0.83333, 2.33333,  2.05858,  7.84423,   86,        3,
(  7/3|  5/6), 2.33333, 0.83333,  5.76401,  5.70489,   86,        1,
(-19/6|  7/3),-3.16667, 2.33333, -7.82259,  2.13933,   87,        3,
( -5/6| -7/3),-0.83333,-2.33333, -2.05858, -7.84423,   87,        3,
( -7/3| -5/6),-2.33333,-0.83333, -5.76401, -5.70489,   87,        1,
( 19/6| -5/6), 3.16667,-0.83333,  7.82259,  2.13933,   87,        2,
(  5/6|-19/6), 0.83333,-3.16667,  2.05858, -7.84423,   87,        2,
(  7/3|-19/6), 2.33333,-3.16667,  5.76401, -5.70489,   87,        1,
(-10/3|  5/3),-3.33333, 1.66667, -8.23430,  0.00000,   88,    1+2+3,
( -5/3| -5/3),-1.66667,-1.66667, -4.11715, -7.13112,   88,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  8.23430, -0.00000,   88,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333,  4.11715, -7.13112,   88,    1+2+3,
(-10/3|  5/3),-3.33333, 1.66667, -8.23430,  0.00000,   89,    1+2+3,
( -5/3| 10/3),-1.66667, 3.33333, -4.11715,  7.13112,   89,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  8.23430, -0.00000,   89,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  4.11715,  7.13112,   89,    1+2+3,
(-10/3|  7/6),-3.33333, 1.16667, -8.23430, -1.42622,   90,        1,
(-13/6| 10/3),-2.16667, 3.33333, -5.35230,  6.41800,   90,        3,
( -7/6|-13/6),-1.16667,-2.16667, -2.88201, -7.84423,   90,        2,
( 10/3|-13/6), 3.33333,-2.16667,  8.23430, -1.42622,   90,        1,
( 13/6|  7/6), 2.16667, 1.16667,  5.35230,  6.41800,   90,        2,
(  7/6|-10/3), 1.16667,-3.33333,  2.88201, -7.84423,   90,        3,
(-10/3| 13/6),-3.33333, 2.16667, -8.23430,  1.42622,   91,        1,
(-13/6| -7/6),-2.16667,-1.16667, -5.35230, -6.41800,   91,        2,
( -7/6| 10/3),-1.16667, 3.33333, -2.88201,  7.84423,   91,        3,
( 10/3| -7/6), 3.33333,-1.16667,  8.23430,  1.42622,   91,        1,
( 13/6|-10/3), 2.16667,-3.33333,  5.35230, -6.41800,   91,        3,
(  7/6| 13/6), 1.16667, 2.16667,  2.88201,  7.84423,   91,        2,
( -3  |  0  ),-3.00000, 0.00000, -7.41087, -4.27867,   92,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000,  0.00000, -8.55734,   92,    1+2+3,
(  3  | -3  ), 3.00000,-3.00000,  7.41087, -4.27867,   92,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000, -7.41087,  4.27867,   93,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  7.41087,  4.27867,   93,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000, -7.41087,  4.27867,   94,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  8.55734,   94,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  7.41087,  4.27867,   94,    1+2+3,
( -1/3|-17/6),-0.33333,-2.83333, -0.82343, -8.55734,   95,        1,
(-17/6| -1/3),-2.83333,-0.33333, -6.99916, -4.99178,   95,        3,
(-19/6|  1/3),-3.16667, 0.33333, -7.82259, -3.56556,   95,        3,
(  1/3|-19/6), 0.33333,-3.16667,  0.82343, -8.55734,   95,        1,
( 17/6|-19/6), 2.83333,-3.16667,  6.99916, -4.99178,   95,        2,
( 19/6|-17/6), 3.16667,-2.83333,  7.82259, -3.56556,   95,        2,
( -1/3| 19/6),-0.33333, 3.16667, -0.82343,  8.55734,   96,        1,
(-17/6| 19/6),-2.83333, 3.16667, -6.99916,  4.99178,   96,        2,
(-19/6| 17/6),-3.16667, 2.83333, -7.82259,  3.56556,   96,        2,
(  1/3| 17/6), 0.33333, 2.83333,  0.82343,  8.55734,   96,        1,
( 17/6|  1/3), 2.83333, 0.33333,  6.99916,  4.99178,   96,        3,
( 19/6| -1/3), 3.16667,-0.33333,  7.82259,  3.56556,   96,        3,
( -2  | -3/2),-2.00000,-1.50000, -4.94058, -7.13112,   97,        1,
( -3/2| -2  ),-1.50000,-2.00000, -3.70544, -7.84423,   97,        3,
( -7/2|  2  ),-3.50000, 2.00000, -8.64602,  0.71311,   97,        3,
(  2  | -7/2), 2.00000,-3.50000,  4.94058, -7.13112,   97,        1,
(  3/2| -7/2), 1.50000,-3.50000,  3.70544, -7.84423,   97,        2,
(  7/2| -3/2), 3.50000,-1.50000,  8.64602,  0.71311,   97,        2,
( -2  |  7/2),-2.00000, 3.50000, -4.94058,  7.13112,   98,        1,
( -3/2|  7/2),-1.50000, 3.50000, -3.70544,  7.84423,   98,        2,
( -7/2|  3/2),-3.50000, 1.50000, -8.64602, -0.71311,   98,        2,
(  2  |  3/2), 2.00000, 1.50000,  4.94058,  7.13112,   98,        1,
(  3/2|  2  ), 1.50000, 2.00000,  3.70544,  7.84423,   98,        3,
(  7/2| -2  ), 3.50000,-2.00000,  8.64602, -0.71311,   98,        3,
( -8/3| -2/3),-2.66667,-0.66667, -6.58744, -5.70489,   99,    1+2+3,
(  8/3|-10/3), 2.66667,-3.33333,  6.58744, -5.70489,   99,    1+2+3,
(-10/3|  2/3),-3.33333, 0.66667, -8.23430, -2.85245,  100,    1+2+3,
( 10/3| -8/3), 3.33333,-2.66667,  8.23430, -2.85245,  100,    1+2+3,
( -2/3| -8/3),-0.66667,-2.66667, -1.64686, -8.55734,  101,    1+2+3,
(  2/3|-10/3), 0.66667,-3.33333,  1.64686, -8.55734,  101,    1+2+3,
(-10/3|  8/3),-3.33333, 2.66667, -8.23430,  2.85245,  102,    1+2+3,
( 10/3| -2/3), 3.33333,-0.66667,  8.23430,  2.85245,  102,    1+2+3,
( -8/3| 10/3),-2.66667, 3.33333, -6.58744,  5.70489,  103,    1+2+3,
(  8/3|  2/3), 2.66667, 0.66667,  6.58744,  5.70489,  103,    1+2+3,
( -2/3| 10/3),-0.66667, 3.33333, -1.64686,  8.55734,  104,    1+2+3,
(  2/3|  8/3), 0.66667, 2.66667,  1.64686,  8.55734,  104,    1+2+3,
( -1  | -5/2),-1.00000,-2.50000, -2.47029, -8.55734,  105,        1,
( -5/2| -1  ),-2.50000,-1.00000, -6.17573, -6.41800,  105,        3,
( -7/2|  1  ),-3.50000, 1.00000, -8.64602, -2.13933,  105,        3,
(  1  | -7/2), 1.00000,-3.50000,  2.47029, -8.55734,  105,        1,
(  5/2| -7/2), 2.50000,-3.50000,  6.17573, -6.41800,  105,        2,
(  7/2| -5/2), 3.50000,-2.50000,  8.64602, -2.13933,  105,        2,
( -1  |  7/2),-1.00000, 3.50000, -2.47029,  8.55734,  106,        1,
( -5/2|  7/2),-2.50000, 3.50000, -6.17573,  6.41800,  106,        2,
( -7/2|  5/2),-3.50000, 2.50000, -8.64602,  2.13933,  106,        2,
(  1  |  5/2), 1.00000, 2.50000,  2.47029,  8.55734,  106,        1,
(  5/2|  1  ), 2.50000, 1.00000,  6.17573,  6.41800,  106,        3,
(  7/2| -1  ), 3.50000,-1.00000,  8.64602,  2.13933,  106,        3,
(-11/3| 11/6),-3.66667, 1.83333, -9.05773,  0.00000,  107,        1,
(-11/6|-11/6),-1.83333,-1.83333, -4.52887, -7.84423,  107,        2,
(-11/6| 11/3),-1.83333, 3.66667, -4.52887,  7.84423,  107,        3,
( 11/3|-11/6), 3.66667,-1.83333,  9.05773, -0.00000,  107,        1,
( 11/6|-11/3), 1.83333,-3.66667,  4.52887, -7.84423,  107,        3,
( 11/6| 11/6), 1.83333, 1.83333,  4.52887,  7.84423,  107,        2,
( -7/3| -4/3),-2.33333,-1.33333, -5.76401, -7.13112,  108,    1+2+3,
(  7/3|-11/3), 2.33333,-3.66667,  5.76401, -7.13112,  108,    1+2+3,
( -4/3| -7/3),-1.33333,-2.33333, -3.29372, -8.55734,  109,    1+2+3,
(  4/3|-11/3), 1.33333,-3.66667,  3.29372, -8.55734,  109,    1+2+3,
(-11/3|  4/3),-3.66667, 1.33333, -9.05773, -1.42622,  110,    1+2+3,
( 11/3| -7/3), 3.66667,-2.33333,  9.05773, -1.42622,  110,    1+2+3,
(-11/3|  7/3),-3.66667, 2.33333, -9.05773,  1.42622,  111,    1+2+3,
( 11/3| -4/3), 3.66667,-1.33333,  9.05773,  1.42622,  111,    1+2+3,
( -4/3| 11/3),-1.33333, 3.66667, -3.29372,  8.55734,  112,    1+2+3,
(  4/3|  7/3), 1.33333, 2.33333,  3.29372,  8.55734,  112,    1+2+3,
( -7/3| 11/3),-2.33333, 3.66667, -5.76401,  7.13112,  113,    1+2+3,
(  7/3|  4/3), 2.33333, 1.33333,  5.76401,  7.13112,  113,    1+2+3,
( -1/6|-19/6),-0.16667,-3.16667, -0.41172, -9.27045,  114,        2,
(-10/3|  1/6),-3.33333, 0.16667, -8.23430, -4.27867,  114,        1,
(-19/6| 10/3),-3.16667, 3.33333, -7.82259,  4.99178,  114,        3,
(  1/6|-10/3), 0.16667,-3.33333,  0.41172, -9.27045,  114,        3,
( 10/3|-19/6), 3.33333,-3.16667,  8.23430, -4.27867,  114,        1,
( 19/6|  1/6), 3.16667, 0.16667,  7.82259,  4.99178,  114,        2,
( -1/6| 10/3),-0.16667, 3.33333, -0.41172,  9.27045,  115,        3,
(-10/3| 19/6),-3.33333, 3.16667, -8.23430,  4.27867,  115,        1,
(-19/6| -1/6),-3.16667,-0.16667, -7.82259, -4.99178,  115,        2,
(  1/6| 19/6), 0.16667, 3.16667,  0.41172,  9.27045,  115,        2,
( 10/3| -1/6), 3.33333,-0.16667,  8.23430,  4.27867,  115,        1,
( 19/6|-10/3), 3.16667,-3.33333,  7.82259, -4.99178,  115,        3,
( -1/2| -3  ),-0.50000,-3.00000, -1.23515, -9.27045,  116,        3,
( -3  | -1/2),-3.00000,-0.50000, -7.41087, -5.70489,  116,        1,
( -7/2|  3  ),-3.50000, 3.00000, -8.64602,  3.56556,  116,        3,
(  1/2| -7/2), 0.50000,-3.50000,  1.23515, -9.27045,  116,        2,
(  3  | -7/2), 3.00000,-3.50000,  7.41087, -5.70489,  116,        1,
(  7/2| -1/2), 3.50000,-0.50000,  8.64602,  3.56556,  116,        2,
( -1/2|  7/2),-0.50000, 3.50000, -1.23515,  9.27045,  117,        2,
( -3  |  7/2),-3.00000, 3.50000, -7.41087,  5.70489,  117,        1,
( -7/2|  1/2),-3.50000, 0.50000, -8.64602, -3.56556,  117,        2,
(  1/2|  3  ), 0.50000, 3.00000,  1.23515,  9.27045,  117,        3,
(  3  |  1/2), 3.00000, 0.50000,  7.41087,  5.70489,  117,        1,
(  7/2| -3  ), 3.50000,-3.00000,  8.64602, -3.56556,  117,        3,
(-11/3|  5/6),-3.66667, 0.83333, -9.05773, -2.85245,  118,        1,
(-17/6| 11/3),-2.83333, 3.66667, -6.99916,  6.41800,  118,        3,
( -5/6|-17/6),-0.83333,-2.83333, -2.05858, -9.27045,  118,        2,
( 11/3|-17/6), 3.66667,-2.83333,  9.05773, -2.85245,  118,        1,
( 17/6|  5/6), 2.83333, 0.83333,  6.99916,  6.41800,  118,        2,
(  5/6|-11/3), 0.83333,-3.66667,  2.05858, -9.27045,  118,        3,
(-13/6| -5/3),-2.16667,-1.66667, -5.35230, -7.84423,  119,        3,
(-23/6|  5/3),-3.83333, 1.66667, -9.46945, -0.71311,  119,        3,
( -5/3|-13/6),-1.66667,-2.16667, -4.11715, -8.55734,  119,        1,
( 13/6|-23/6), 2.16667,-3.83333,  5.35230, -7.84423,  119,        2,
( 23/6|-13/6), 3.83333,-2.16667,  9.46945, -0.71311,  119,        2,
(  5/3|-23/6), 1.66667,-3.83333,  4.11715, -8.55734,  119,        1,
(-11/3| 17/6),-3.66667, 2.83333, -9.05773,  2.85245,  120,        1,
(-17/6| -5/6),-2.83333,-0.83333, -6.99916, -6.41800,  120,        2,
( -5/6| 11/3),-0.83333, 3.66667, -2.05858,  9.27045,  120,        3,
( 11/3| -5/6), 3.66667,-0.83333,  9.05773,  2.85245,  120,        1,
( 17/6|-11/3), 2.83333,-3.66667,  6.99916, -6.41800,  120,        3,
(  5/6| 17/6), 0.83333, 2.83333,  2.05858,  9.27045,  120,        2,
(-13/6| 23/6),-2.16667, 3.83333, -5.35230,  7.84423,  121,        2,
(-23/6| 13/6),-3.83333, 2.16667, -9.46945,  0.71311,  121,        2,
( -5/3| 23/6),-1.66667, 3.83333, -4.11715,  8.55734,  121,        1,
( 13/6|  5/3), 2.16667, 1.66667,  5.35230,  7.84423,  121,        3,
( 23/6| -5/3), 3.83333,-1.66667,  9.46945,  0.71311,  121,        3,
(  5/3| 13/6), 1.66667, 2.16667,  4.11715,  8.55734,  121,        1,
(-23/6|  7/6),-3.83333, 1.16667, -9.46945, -2.13933,  122,        2,
( -7/6| 23/6),-1.16667, 3.83333, -2.88201,  9.27045,  122,        2,
( -8/3| 23/6),-2.66667, 3.83333, -6.58744,  7.13112,  122,        1,
( 23/6| -8/3), 3.83333,-2.66667,  9.46945, -2.13933,  122,        3,
(  7/6|  8/3), 1.16667, 2.66667,  2.88201,  9.27045,  122,        3,
(  8/3|  7/6), 2.66667, 1.16667,  6.58744,  7.13112,  122,        1,
(-23/6|  8/3),-3.83333, 2.66667, -9.46945,  2.13933,  123,        3,
( -7/6| -8/3),-1.16667,-2.66667, -2.88201, -9.27045,  123,        3,
( -8/3| -7/6),-2.66667,-1.16667, -6.58744, -7.13112,  123,        1,
( 23/6| -7/6), 3.83333,-1.16667,  9.46945,  2.13933,  123,        2,
(  7/6|-23/6), 1.16667,-3.83333,  2.88201, -9.27045,  123,        2,
(  8/3|-23/6), 2.66667,-3.83333,  6.58744, -7.13112,  123,        1,
( -2  | -2  ),-2.00000,-2.00000, -4.94058, -8.55734,  124,    1+2+3,
( -4  |  2  ),-4.00000, 2.00000, -9.88116,  0.00000,  124,    1+2+3,
(  2  | -4  ), 2.00000,-4.00000,  4.94058, -8.55734,  124,    1+2+3,
(  4  | -2  ), 4.00000,-2.00000,  9.88116, -0.00000,  124,    1+2+3,
( -2  |  4  ),-2.00000, 4.00000, -4.94058,  8.55734,  125,    1+2+3,
( -4  |  2  ),-4.00000, 2.00000, -9.88116,  0.00000,  125,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.94058,  8.55734,  125,    1+2+3,
(  4  | -2  ), 4.00000,-2.00000,  9.88116, -0.00000,  125,    1+2+3,
( -7/2|  0  ),-3.50000, 0.00000, -8.64602, -4.99178, -126,      (3),
(  0  | -7/2), 0.00000,-3.50000,  0.00000, -9.98356, -126,      (1),
(  7/2| -7/2), 3.50000,-3.50000,  8.64602, -4.99178, -126,      (2),
( -7/2|  7/2),-3.50000, 3.50000, -8.64602,  4.99178, -127,      (2),
(  0  |  7/2), 0.00000, 3.50000,  0.00000,  9.98356, -127,      (1),
(  7/2|  0  ), 3.50000, 0.00000,  8.64602,  4.99178, -127,      (3),
( -3/2| -5/2),-1.50000,-2.50000, -3.70544, -9.27045,  128,        2,
( -4  |  3/2),-4.00000, 1.50000, -9.88116, -1.42622,  128,        1,
( -5/2|  4  ),-2.50000, 4.00000, -6.17573,  7.84423,  128,        3,
(  3/2| -4  ), 1.50000,-4.00000,  3.70544, -9.27045,  128,        3,
(  4  | -5/2), 4.00000,-2.50000,  9.88116, -1.42622,  128,        1,
(  5/2|  3/2), 2.50000, 1.50000,  6.17573,  7.84423,  128,        2,
( -3/2|  4  ),-1.50000, 4.00000, -3.70544,  9.27045,  129,        3,
( -4  |  5/2),-4.00000, 2.50000, -9.88116,  1.42622,  129,        1,
( -5/2| -3/2),-2.50000,-1.50000, -6.17573, -7.84423,  129,        2,
(  3/2|  5/2), 1.50000, 2.50000,  3.70544,  9.27045,  129,        2,
(  4  | -3/2), 4.00000,-1.50000,  9.88116,  1.42622,  129,        1,
(  5/2| -4  ), 2.50000,-4.00000,  6.17573, -7.84423,  129,        3,
(-11/3|  1/3),-3.66667, 0.33333, -9.05773, -4.27867,  130,    1+2+3,
( 11/3|-10/3), 3.66667,-3.33333,  9.05773, -4.27867,  130,    1+2+3,
(-10/3| -1/3),-3.33333,-0.33333, -8.23430, -5.70489,  131,    1+2+3,
( 10/3|-11/3), 3.33333,-3.66667,  8.23430, -5.70489,  131,    1+2+3,
( -1/3|-10/3),-0.33333,-3.33333, -0.82343, -9.98356,  132,    1+2+3,
(  1/3|-11/3), 0.33333,-3.66667,  0.82343, -9.98356,  132,    1+2+3,
( -1/3| 11/3),-0.33333, 3.66667, -0.82343,  9.98356,  133,    1+2+3,
(  1/3| 10/3), 0.33333, 3.33333,  0.82343,  9.98356,  133,    1+2+3,
(-11/3| 10/3),-3.66667, 3.33333, -9.05773,  4.27867,  134,    1+2+3,
( 11/3| -1/3), 3.66667,-0.33333,  9.05773,  4.27867,  134,    1+2+3,
(-10/3| 11/3),-3.33333, 3.66667, -8.23430,  5.70489,  135,    1+2+3,
( 10/3|  1/3), 3.33333, 0.33333,  8.23430,  5.70489,  135,    1+2+3,
(-19/6| -2/3),-3.16667,-0.66667, -7.82259, -6.41800,  136,        3,
( -2/3|-19/6),-0.66667,-3.16667, -1.64686, -9.98356,  136,        1,
(-23/6|  2/3),-3.83333, 0.66667, -9.46945, -3.56556,  136,        3,
( 19/6|-23/6), 3.16667,-3.83333,  7.82259, -6.41800,  136,        2,
(  2/3|-23/6), 0.66667,-3.83333,  1.64686, -9.98356,  136,        1,
( 23/6|-19/6), 3.83333,-3.16667,  9.46945, -3.56556,  136,        2,
(-19/6| 23/6),-3.16667, 3.83333, -7.82259,  6.41800,  137,        2,
( -2/3| 23/6),-0.66667, 3.83333, -1.64686,  9.98356,  137,        1,
(-23/6| 19/6),-3.83333, 3.16667, -9.46945,  3.56556,  137,        2,
( 19/6|  2/3), 3.16667, 0.66667,  7.82259,  6.41800,  137,        3,
(  2/3| 19/6), 0.66667, 3.16667,  1.64686,  9.98356,  137,        1,
( 23/6| -2/3), 3.83333,-0.66667,  9.46945,  3.56556,  137,        3,
( -3  | -1  ),-3.00000,-1.00000, -7.41087, -7.13112,  138,    1+2+3,
(  3  | -4  ), 3.00000,-4.00000,  7.41087, -7.13112,  138,    1+2+3,
( -1  | -3  ),-1.00000,-3.00000, -2.47029, -9.98356,  139,    1+2+3,
(  1  | -4  ), 1.00000,-4.00000,  2.47029, -9.98356,  139,    1+2+3,
( -4  |  1  ),-4.00000, 1.00000, -9.88116, -2.85245,  140,    1+2+3,
(  4  | -3  ), 4.00000,-3.00000,  9.88116, -2.85245,  140,    1+2+3,
( -1  |  4  ),-1.00000, 4.00000, -2.47029,  9.98356,  141,    1+2+3,
(  1  |  3  ), 1.00000, 3.00000,  2.47029,  9.98356,  141,    1+2+3,
( -4  |  3  ),-4.00000, 3.00000, -9.88116,  2.85245,  142,    1+2+3,
(  4  | -1  ), 4.00000,-1.00000,  9.88116,  2.85245,  142,    1+2+3,
( -3  |  4  ),-3.00000, 4.00000, -7.41087,  7.13112,  143,    1+2+3,
(  3  |  1  ), 3.00000, 1.00000,  7.41087,  7.13112,  143,    1+2+3,
(-11/6| -7/3),-1.83333,-2.33333, -4.52887, -9.27045,  144,        3,
(-25/6|  7/3),-4.16667, 2.33333,-10.29288,  0.71311,  144,        3,
( -7/3|-11/6),-2.33333,-1.83333, -5.76401, -8.55734,  144,        1,
( 11/6|-25/6), 1.83333,-4.16667,  4.52887, -9.27045,  144,        2,
( 25/6|-11/6), 4.16667,-1.83333, 10.29288,  0.71311,  144,        2,
(  7/3|-25/6), 2.33333,-4.16667,  5.76401, -8.55734,  144,        1,
(-11/6| 25/6),-1.83333, 4.16667, -4.52887,  9.27045,  145,        2,
(-25/6| 11/6),-4.16667, 1.83333,-10.29288, -0.71311,  145,        2,
( -7/3| 25/6),-2.33333, 4.16667, -5.76401,  8.55734,  145,        1,
