# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/input examples/TaS2(0001)-(rt13xrt13)R13.9.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [3.3540 0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(-48/13| 25/13),-3.69231, 1.92308, -6.91695,  0.16640,  157,        2,
( 23/13|-48/13), 1.76923,-3.69231,  3.31437, -6.07345,  157,        2,
( 23/13| 25/13), 1.76923, 1.92308,  3.31437,  6.07345,  157,        1,
( 25/13|-48/13), 1.92308,-3.69231,  3.60258, -5.90706,  157,        1,
( 25/13| 23/13), 1.92308, 1.76923,  3.60258,  5.90706,  157,        2,
(-47/13| 15/13),-3.61538, 1.15385, -6.77285, -1.41437,  158,        2,
(-47/13| 32/13),-3.61538, 2.46154, -6.77285,  1.41437,  158,        1,
( 15/13|-47/13), 1.15385,-3.61538,  2.16155, -6.57264,  158,        1,
( 15/13| 32/13), 1.15385, 2.46154,  2.16155,  6.57264,  158,        2,
( 32/13|-47/13), 2.46154,-3.61538,  4.61130, -5.15828,  158,        2,
( 32/13| 15/13), 2.46154, 1.15385,  4.61130,  5.15828,  158,        1,
(-45/13| 37/13),-3.46154, 2.84615, -6.48464,  2.41274,  159,        1,
(-45/13|  8/13),-3.46154, 0.61538, -6.48464, -2.41274,  159,        2,
( 37/13|-45/13), 2.84615,-3.46154,  5.33182, -4.40949,  159,        2,
( 37/13|  8/13), 2.84615, 0.61538,  5.33182,  4.40949,  159,        1,
(  8/13|-45/13), 0.61538,-3.46154,  1.15283, -6.82224,  159,        1,
(  8/13| 37/13), 0.61538, 2.84615,  1.15283,  6.82224,  159,        2,
(-15/13|-32/13),-1.15385,-2.46154, -2.16155, -6.57264,  160,        2,
(-15/13| 47/13),-1.15385, 3.61538, -2.16155,  6.57264,  160,        1,
(-32/13|-15/13),-2.46154,-1.15385, -4.61130, -5.15828,  160,        1,
(-32/13| 47/13),-2.46154, 3.61538, -4.61130,  5.15828,  160,        2,
( 47/13|-15/13), 3.61538,-1.15385,  6.77285,  1.41437,  160,        2,
( 47/13|-32/13), 3.61538,-2.46154,  6.77285, -1.41437,  160,        1,
( -3/13|-40/13),-0.23077,-3.07692, -0.43231, -6.90543,  161,        1,
( -3/13| 43/13),-0.23077, 3.30769, -0.43231,  6.90543,  161,        2,
(-40/13| -3/13),-3.07692,-0.23077, -5.76413, -3.82711,  161,        2,
(-40/13| 43/13),-3.07692, 3.30769, -5.76413,  3.82711,  161,        1,
( 43/13| -3/13), 3.30769,-0.23077,  6.19644,  3.07833,  161,        1,
( 43/13|-40/13), 3.30769,-3.07692,  6.19644, -3.07833,  161,        2,
(-43/13|  1/13),-3.30769, 0.07692, -6.19644, -3.41112,  162,        2,
(-43/13| 42/13),-3.30769, 3.23077, -6.19644,  3.41112,  162,        1,
(  1/13|-43/13), 0.07692,-3.30769,  0.14410, -7.07183,  162,        1,
(  1/13| 42/13), 0.07692, 3.23077,  0.14410,  7.07183,  162,        2,
( 42/13|-43/13), 3.23077,-3.30769,  6.05233, -3.66071,  162,        2,
( 42/13|  1/13), 3.23077, 0.07692,  6.05233,  3.66071,  162,        1,
(-22/13|-27/13),-1.69231,-2.07692, -3.17027, -6.32305,  163,        2,
(-22/13| 49/13),-1.69231, 3.76923, -3.17027,  6.32305,  163,        1,
(-27/13|-22/13),-2.07692,-1.69231, -3.89078, -5.90706,  163,        1,
(-27/13| 49/13),-2.07692, 3.76923, -3.89078,  5.90706,  163,        2,
( 49/13|-22/13), 3.76923,-1.69231,  7.06105,  0.41599,  163,        2,
( 49/13|-27/13), 3.76923,-2.07692,  7.06105, -0.41599,  163,        1,
(-49/13| 22/13),-3.76923, 1.69231, -7.06105, -0.41599,  164,        2,
(-49/13| 27/13),-3.76923, 2.07692, -7.06105,  0.41599,  164,        1,
( 22/13|-49/13), 1.69231,-3.76923,  3.17027, -6.32305,  164,        1,
( 22/13| 27/13), 1.69231, 2.07692,  3.17027,  6.32305,  164,        2,
( 27/13|-49/13), 2.07692,-3.76923,  3.89078, -5.90706,  164,        2,
( 27/13| 22/13), 2.07692, 1.69231,  3.89078,  5.90706,  164,        1,
( -1/13|-42/13),-0.07692,-3.23077, -0.14410, -7.07183,  165,        2,
( -1/13| 43/13),-0.07692, 3.30769, -0.14410,  7.07183,  165,        1,
(-42/13| -1/13),-3.23077,-0.07692, -6.05233, -3.66071,  165,        1,
(-42/13| 43/13),-3.23077, 3.30769, -6.05233,  3.66071,  165,        2,
( 43/13| -1/13), 3.30769,-0.07692,  6.19644,  3.41112,  165,        2,
( 43/13|-42/13), 3.30769,-3.23077,  6.19644, -3.41112,  165,        1,
(-12/13|-36/13),-0.92308,-2.76923, -1.72924, -6.98863,  166,        2,
(-12/13| 48/13),-0.92308, 3.69231, -1.72924,  6.98863,  166,        1,
(-36/13|-12/13),-2.76923,-0.92308, -5.18771, -4.99188,  166,        1,
(-36/13| 48/13),-2.76923, 3.69231, -5.18771,  4.99188,  166,        2,
( 48/13|-12/13), 3.69231,-0.92308,  6.91695,  1.99675,  166,        2,
( 48/13|-36/13), 3.69231,-2.76923,  6.91695, -1.99675,  166,        1,
(-48/13| 12/13),-3.69231, 0.92308, -6.91695, -1.99675,  167,        2,
(-48/13| 36/13),-3.69231, 2.76923, -6.91695,  1.99675,  167,        1,
( 12/13|-48/13), 0.92308,-3.69231,  1.72924, -6.98863,  167,        1,
( 12/13| 36/13), 0.92308, 2.76923,  1.72924,  6.98863,  167,        2,
( 36/13|-48/13), 2.76923,-3.69231,  5.18771, -4.99188,  167,        2,
( 36/13| 12/13), 2.76923, 0.92308,  5.18771,  4.99188,  167,        1,
(-49/13| 14/13),-3.76923, 1.07692, -7.06105, -1.74716,  168,        1,
(-49/13| 35/13),-3.76923, 2.69231, -7.06105,  1.74716,  168,        2,
( 14/13|-49/13), 1.07692,-3.76923,  2.01744, -6.98863,  168,        2,
( 14/13| 35/13), 1.07692, 2.69231,  2.01744,  6.98863,  168,        1,
( 35/13|-49/13), 2.69231,-3.76923,  5.04361, -5.24147,  168,        1,
( 35/13| 14/13), 2.69231, 1.07692,  5.04361,  5.24147,  168,        2,
(-41/13| -5/13),-3.15385,-0.38462, -5.90823, -4.24310,  169,        1,
(-41/13| 46/13),-3.15385, 3.53846, -5.90823,  4.24310,  169,        2,
( -5/13|-41/13),-0.38462,-3.15385, -0.72052, -7.23823,  169,        2,
( -5/13| 46/13),-0.38462, 3.53846, -0.72052,  7.23823,  169,        1,
( 46/13|-41/13), 3.53846,-3.15385,  6.62874, -2.99513,  169,        1,
( 46/13| -5/13), 3.53846,-0.38462,  6.62874,  2.99513,  169,        2,
(-19/13|-31/13),-1.46154,-2.38462, -2.73796, -6.73904,  170,        2,
(-19/13| 50/13),-1.46154, 3.84615, -2.73796,  6.73904,  170,        1,
(-31/13|-19/13),-2.38462,-1.46154, -4.46720, -5.74066,  170,        1,
(-31/13| 50/13),-2.38462, 3.84615, -4.46720,  5.74066,  170,        2,
( 50/13|-19/13), 3.84615,-1.46154,  7.20516,  0.99838,  170,        2,
( 50/13|-31/13), 3.84615,-2.38462,  7.20516, -0.99838,  170,        1,
(-50/13| 19/13),-3.84615, 1.46154, -7.20516, -0.99838,  171,        2,
(-50/13| 31/13),-3.84615, 2.38462, -7.20516,  0.99838,  171,        1,
( 19/13|-50/13), 1.46154,-3.84615,  2.73796, -6.73904,  171,        1,
( 19/13| 31/13), 1.46154, 2.38462,  2.73796,  6.73904,  171,        2,
( 31/13|-50/13), 2.38462,-3.84615,  4.46720, -5.74066,  171,        2,
( 31/13| 19/13), 2.38462, 1.46154,  4.46720,  5.74066,  171,        1,
(-46/13| 41/13),-3.53846, 3.15385, -6.62874,  2.99513,  172,        1,
(-46/13|  5/13),-3.53846, 0.38462, -6.62874, -2.99513,  172,        2,
( 41/13|-46/13), 3.15385,-3.53846,  5.90823, -4.24310,  172,        2,
( 41/13|  5/13), 3.15385, 0.38462,  5.90823,  4.24310,  172,        1,
(  5/13|-46/13), 0.38462,-3.53846,  0.72052, -7.23823,  172,        1,
(  5/13| 41/13), 0.38462, 3.15385,  0.72052,  7.23823,  172,        2,
(-14/13|-35/13),-1.07692,-2.69231, -2.01744, -6.98863,  173,        1,
(-14/13| 49/13),-1.07692, 3.76923, -2.01744,  6.98863,  173,        2,
(-35/13|-14/13),-2.69231,-1.07692, -5.04361, -5.24147,  173,        2,
(-35/13| 49/13),-2.69231, 3.76923, -5.04361,  5.24147,  173,        1,
( 49/13|-14/13), 3.76923,-1.07692,  7.06105,  1.74716,  173,        1,
( 49/13|-35/13), 3.76923,-2.69231,  7.06105, -1.74716,  173,        2,
(-10/13|-38/13),-0.76923,-2.92308, -1.44103, -7.15503,  174,        1,
(-10/13| 48/13),-0.76923, 3.69231, -1.44103,  7.15503,  174,        2,
(-38/13|-10/13),-2.92308,-0.76923, -5.47592, -4.82548,  174,        2,
(-38/13| 48/13),-2.92308, 3.69231, -5.47592,  4.82548,  174,        1,
( 48/13|-10/13), 3.69231,-0.76923,  6.91695,  2.32954,  174,        1,
( 48/13|-38/13), 3.69231,-2.92308,  6.91695, -2.32954,  174,        2,
(-50/13| 18/13),-3.84615, 1.38462, -7.20516, -1.16477,  175,        1,
(-50/13| 32/13),-3.84615, 2.46154, -7.20516,  1.16477,  175,        2,
( 18/13|-50/13), 1.38462,-3.84615,  2.59386, -6.82224,  175,        2,
( 18/13| 32/13), 1.38462, 2.46154,  2.59386,  6.82224,  175,        1,
( 32/13|-50/13), 2.46154,-3.84615,  4.61130, -5.65746,  175,        1,
( 32/13| 18/13), 2.46154, 1.38462,  4.61130,  5.65746,  175,        2,
(-48/13| 10/13),-3.69231, 0.76923, -6.91695, -2.32954,  176,        1,
(-48/13| 38/13),-3.69231, 2.92308, -6.91695,  2.32954,  176,        2,
( 10/13|-48/13), 0.76923,-3.69231,  1.44103, -7.15503,  176,        2,
( 10/13| 38/13), 0.76923, 2.92308,  1.44103,  7.15503,  176,        1,
( 38/13|-48/13), 2.92308,-3.69231,  5.47592, -4.82548,  176,        1,
( 38/13| 10/13), 2.92308, 0.76923,  5.47592,  4.82548,  176,        2,
(-18/13|-32/13),-1.38462,-2.46154, -2.59386, -6.82224,  177,        1,
(-18/13| 50/13),-1.38462, 3.84615, -2.59386,  6.82224,  177,        2,
(-32/13|-18/13),-2.46154,-1.38462, -4.61130, -5.65746,  177,        2,
(-32/13| 50/13),-2.46154, 3.84615, -4.61130,  5.65746,  177,        1,
( 50/13|-18/13), 3.84615,-1.38462,  7.20516,  1.16477,  177,        1,
( 50/13|-32/13), 3.84615,-2.46154,  7.20516, -1.16477,  177,        2,
(-51/13| 22/13),-3.92308, 1.69231, -7.34926, -0.58239,  178,        1,
(-51/13| 29/13),-3.92308, 2.23077, -7.34926,  0.58239,  178,        2,
( 22/13|-51/13), 1.69231,-3.92308,  3.17027, -6.65584,  178,        2,
( 22/13| 29/13), 1.69231, 2.23077,  3.17027,  6.65584,  178,        1,
( 29/13|-51/13), 2.23077,-3.92308,  4.17899, -6.07345,  178,        1,
( 29/13| 22/13), 2.23077, 1.69231,  4.17899,  6.07345,  178,        2,
(-41/13| -6/13),-3.15385,-0.46154, -5.90823, -4.40949,  179,        2,
(-41/13| 47/13),-3.15385, 3.61538, -5.90823,  4.40949,  179,        1,
( -6/13|-41/13),-0.46154,-3.15385, -0.86462, -7.32142,  179,        1,
( -6/13| 47/13),-0.46154, 3.61538, -0.86462,  7.32142,  179,        2,
( 47/13|-41/13), 3.61538,-3.15385,  6.77285, -2.91193,  179,        2,
( 47/13| -6/13), 3.61538,-0.46154,  6.77285,  2.91193,  179,        1,
(-22/13|-29/13),-1.69231,-2.23077, -3.17027, -6.65584,  180,        1,
(-22/13| 51/13),-1.69231, 3.92308, -3.17027,  6.65584,  180,        2,
(-29/13|-22/13),-2.23077,-1.69231, -4.17899, -6.07345,  180,        2,
(-29/13| 51/13),-2.23077, 3.92308, -4.17899,  6.07345,  180,        1,
( 51/13|-22/13), 3.92308,-1.69231,  7.34926,  0.58239,  180,        1,
( 51/13|-29/13), 3.92308,-2.23077,  7.34926, -0.58239,  180,        2,
(-47/13| 41/13),-3.61538, 3.15385, -6.77285,  2.91193,  181,        2,
(-47/13|  6/13),-3.61538, 0.46154, -6.77285, -2.91193,  181,        1,
( 41/13|-47/13), 3.15385,-3.61538,  5.90823, -4.40949,  181,        1,
( 41/13|  6/13), 3.15385, 0.46154,  5.90823,  4.40949,  181,        2,
(  6/13|-47/13), 0.46154,-3.61538,  0.86462, -7.32142,  181,        2,
(  6/13| 41/13), 0.46154, 3.15385,  0.86462,  7.32142,  181,        1,
( -4   |  2   ),-4.00000, 2.00000, -7.49336,  0.00000,  182,      1+2,
(  2   | -4   ), 2.00000,-4.00000,  3.74668, -6.48944,  182,      1+2,
(  2   |  2   ), 2.00000, 2.00000,  3.74668,  6.48944,  182,      1+2,
(-46/13|  2/13),-3.53846, 0.15385, -6.62874, -3.49432,  183,        1,
(-46/13| 44/13),-3.53846, 3.38462, -6.62874,  3.49432,  183,        2,
(  2/13|-46/13), 0.15385,-3.53846,  0.28821, -7.48782,  183,        2,
(  2/13| 44/13), 0.15385, 3.38462,  0.28821,  7.48782,  183,        1,
( 44/13|-46/13), 3.38462,-3.53846,  6.34054, -3.99350,  183,        1,
( 44/13|  2/13), 3.38462, 0.15385,  6.34054,  3.99350,  183,        2,
( -2   | -2   ),-2.00000,-2.00000, -3.74668, -6.48944,  184,      1+2,
( -2   |  4   ),-2.00000, 4.00000, -3.74668,  6.48944,  184,      1+2,
(  4   | -2   ), 4.00000,-2.00000,  7.49336, -0.00000,  184,      1+2,
( -2/13|-44/13),-0.15385,-3.38462, -0.28821, -7.48782,  185,        1,
( -2/13| 46/13),-0.15385, 3.53846, -0.28821,  7.48782,  185,        2,
(-44/13| -2/13),-3.38462,-0.15385, -6.34054, -3.99350,  185,        2,
(-44/13| 46/13),-3.38462, 3.53846, -6.34054,  3.99350,  185,        1,
( 46/13| -2/13), 3.53846,-0.15385,  6.62874,  3.49432,  185,        1,
( 46/13|-44/13), 3.53846,-3.38462,  6.62874, -3.49432,  185,        2,
(-51/13| 16/13),-3.92308, 1.23077, -7.34926, -1.58076,  186,        2,
(-51/13| 35/13),-3.92308, 2.69231, -7.34926,  1.58076,  186,        1,
( 16/13|-51/13), 1.23077,-3.92308,  2.30565, -7.15503,  186,        1,
( 16/13| 35/13), 1.23077, 2.69231,  2.30565,  7.15503,  186,        2,
( 35/13|-51/13), 2.69231,-3.92308,  5.04361, -5.57427,  186,        2,
( 35/13| 16/13), 2.69231, 1.23077,  5.04361,  5.57427,  186,        1,
(-49/13| 40/13),-3.76923, 3.07692, -7.06105,  2.57914,  187,        1,
(-49/13|  9/13),-3.76923, 0.69231, -7.06105, -2.57914,  187,        2,
( 40/13|-49/13), 3.07692,-3.76923,  5.76413, -4.82548,  187,        2,
( 40/13|  9/13), 3.07692, 0.69231,  5.76413,  4.82548,  187,        1,
(  9/13|-49/13), 0.69231,-3.76923,  1.29693, -7.40462,  187,        1,
(  9/13| 40/13), 0.69231, 3.07692,  1.29693,  7.40462,  187,        2,
(-40/13| -9/13),-3.07692,-0.69231, -5.76413, -4.82548,  188,        1,
(-40/13| 49/13),-3.07692, 3.76923, -5.76413,  4.82548,  188,        2,
( -9/13|-40/13),-0.69231,-3.07692, -1.29693, -7.40462,  188,        2,
( -9/13| 49/13),-0.69231, 3.76923, -1.29693,  7.40462,  188,        1,
( 49/13|-40/13), 3.76923,-3.07692,  7.06105, -2.57914,  188,        1,
( 49/13| -9/13), 3.76923,-0.69231,  7.06105,  2.57914,  188,        2,
(-16/13|-35/13),-1.23077,-2.69231, -2.30565, -7.15503,  189,        2,
(-16/13| 51/13),-1.23077, 3.92308, -2.30565,  7.15503,  189,        1,
(-35/13|-16/13),-2.69231,-1.23077, -5.04361, -5.57427,  189,        1,
(-35/13| 51/13),-2.69231, 3.92308, -5.04361,  5.57427,  189,        2,
( 51/13|-16/13), 3.92308,-1.23077,  7.34926,  1.58076,  189,        2,
( 51/13|-35/13), 3.92308,-2.69231,  7.34926, -1.58076,  189,        1,
(-53/13| 23/13),-4.07692, 1.76923, -7.63747, -0.58239,  190,        2,
(-53/13| 30/13),-4.07692, 2.30769, -7.63747,  0.58239,  190,        1,
( 23/13|-53/13), 1.76923,-4.07692,  3.31437, -6.90543,  190,        1,
( 23/13| 30/13), 1.76923, 2.30769,  3.31437,  6.90543,  190,        2,
( 30/13|-53/13), 2.30769,-4.07692,  4.32309, -6.32305,  190,        2,
( 30/13| 23/13), 2.30769, 1.76923,  4.32309,  6.32305,  190,        1,
(-47/13|  2/13),-3.61538, 0.15385, -6.77285, -3.57751,  191,        2,
(-47/13| 45/13),-3.61538, 3.46154, -6.77285,  3.57751,  191,        1,
(  2/13|-47/13), 0.15385,-3.61538,  0.28821, -7.65422,  191,        1,
(  2/13| 45/13), 0.15385, 3.46154,  0.28821,  7.65422,  191,        2,
( 45/13|-47/13), 3.46154,-3.61538,  6.48464, -4.07670,  191,        2,
( 45/13|  2/13), 3.46154, 0.15385,  6.48464,  4.07670,  191,        1,
(-23/13|-30/13),-1.76923,-2.30769, -3.31437, -6.90543,  192,        2,
(-23/13| 53/13),-1.76923, 4.07692, -3.31437,  6.90543,  192,        1,
(-30/13|-23/13),-2.30769,-1.76923, -4.32309, -6.32305,  192,        1,
(-30/13| 53/13),-2.30769, 4.07692, -4.32309,  6.32305,  192,        2,
( 53/13|-23/13), 4.07692,-1.76923,  7.63747,  0.58239,  192,        2,
( 53/13|-30/13), 4.07692,-2.30769,  7.63747, -0.58239,  192,        1,
( -2/13|-45/13),-0.15385,-3.46154, -0.28821, -7.65422,  193,        2,
( -2/13| 47/13),-0.15385, 3.61538, -0.28821,  7.65422,  193,        1,
(-45/13| -2/13),-3.46154,-0.15385, -6.48464, -4.07670,  193,        1,
(-45/13| 47/13),-3.46154, 3.61538, -6.48464,  4.07670,  193,        2,
( 47/13| -2/13), 3.61538,-0.15385,  6.77285,  3.57751,  193,        2,
( 47/13|-45/13), 3.61538,-3.46154,  6.77285, -3.57751,  193,        1,
(-53/13| 17/13),-4.07692, 1.30769, -7.63747, -1.58076,  194,        1,
(-53/13| 36/13),-4.07692, 2.76923, -7.63747,  1.58076,  194,        2,
( 17/13|-53/13), 1.30769,-4.07692,  2.44975, -7.40462,  194,        2,
( 17/13| 36/13), 1.30769, 2.76923,  2.44975,  7.40462,  194,        1,
( 36/13|-53/13), 2.76923,-4.07692,  5.18771, -5.82386,  194,        1,
( 36/13| 17/13), 2.76923, 1.30769,  5.18771,  5.82386,  194,        2,
(-17/13|-36/13),-1.30769,-2.76923, -2.44975, -7.40462,  195,        1,
(-17/13| 53/13),-1.30769, 4.07692, -2.44975,  7.40462,  195,        2,
(-36/13|-17/13),-2.76923,-1.30769, -5.18771, -5.82386,  195,        2,
(-36/13| 53/13),-2.76923, 4.07692, -5.18771,  5.82386,  195,        1,
( 53/13|-17/13), 4.07692,-1.30769,  7.63747,  1.58076,  195,        1,
( 53/13|-36/13), 4.07692,-2.76923,  7.63747, -1.58076,  195,        2,
( -4   |  1   ),-4.00000, 1.00000, -7.49336, -2.16315,  196,      1+2,
( -4   |  3   ),-4.00000, 3.00000, -7.49336,  2.16315,  196,      1+2,
(  1   | -4   ), 1.00000,-4.00000,  1.87334, -7.57102,  196,      1+2,
(  1   |  3   ), 1.00000, 3.00000,  1.87334,  7.57102,  196,      1+2,
(  3   | -4   ), 3.00000,-4.00000,  5.62002, -5.40787,  196,      1+2,
(  3   |  1   ), 3.00000, 1.00000,  5.62002,  5.40787,  196,      1+2,
( -1   | -3   ),-1.00000,-3.00000, -1.87334, -7.57102,  197,      1+2,
( -1   |  4   ),-1.00000, 4.00000, -1.87334,  7.57102,  197,      1+2,
( -3   | -1   ),-3.00000,-1.00000, -5.62002, -5.40787,  197,      1+2,
( -3   |  4   ),-3.00000, 4.00000, -5.62002,  5.40787,  197,      1+2,
(  4   | -1   ), 4.00000,-1.00000,  7.49336,  2.16315,  197,      1+2,
(  4   | -3   ), 4.00000,-3.00000,  7.49336, -2.16315,  197,      1+2,
(-42/13| -9/13),-3.23077,-0.69231, -6.05233, -4.99188,  198,        2,
(-42/13| 51/13),-3.23077, 3.92308, -6.05233,  4.99188,  198,        1,
( -9/13|-42/13),-0.69231,-3.23077, -1.29693, -7.73741,  198,        1,
( -9/13| 51/13),-0.69231, 3.92308, -1.29693,  7.73741,  198,        2,
( 51/13|-42/13), 3.92308,-3.23077,  7.34926, -2.74553,  198,        2,
( 51/13| -9/13), 3.92308,-0.69231,  7.34926,  2.74553,  198,        1,
(-21/13|-33/13),-1.61538,-2.53846, -3.02617, -7.23823,  199,        1,
(-21/13| 54/13),-1.61538, 4.15385, -3.02617,  7.23823,  199,        2,
(-33/13|-21/13),-2.53846,-1.61538, -4.75540, -6.23985,  199,        2,
(-33/13| 54/13),-2.53846, 4.15385, -4.75540,  6.23985,  199,        1,
( 54/13|-21/13), 4.15385,-1.61538,  7.78157,  0.99838,  199,        1,
( 54/13|-33/13), 4.15385,-2.53846,  7.78157, -0.99838,  199,        2,
(-54/13| 21/13),-4.15385, 1.61538, -7.78157, -0.99838,  200,        1,
(-54/13| 33/13),-4.15385, 2.53846, -7.78157,  0.99838,  200,        2,
( 21/13|-54/13), 1.61538,-4.15385,  3.02617, -7.23823,  200,        2,
( 21/13| 33/13), 1.61538, 2.53846,  3.02617,  7.23823,  200,        1,
( 33/13|-54/13), 2.53846,-4.15385,  4.75540, -6.23985,  200,        1,
( 33/13| 21/13), 2.53846, 1.61538,  4.75540,  6.23985,  200,        2,
(-51/13| 42/13),-3.92308, 3.23077, -7.34926,  2.74553,  201,        2,
(-51/13|  9/13),-3.92308, 0.69231, -7.34926, -2.74553,  201,        1,
( 42/13|-51/13), 3.23077,-3.92308,  6.05233, -4.99188,  201,        1,
( 42/13|  9/13), 3.23077, 0.69231,  6.05233,  4.99188,  201,        2,
(  9/13|-51/13), 0.69231,-3.92308,  1.29693, -7.73741,  201,        2,
(  9/13| 42/13), 0.69231, 3.23077,  1.29693,  7.73741,  201,        1,
(-44/13| -6/13),-3.38462,-0.46154, -6.34054, -4.65909,  202,        1,
(-44/13| 50/13),-3.38462, 3.84615, -6.34054,  4.65909,  202,        2,
( -6/13|-44/13),-0.46154,-3.38462, -0.86462, -7.82061,  202,        2,
( -6/13| 50/13),-0.46154, 3.84615, -0.86462,  7.82061,  202,        1,
( 50/13|-44/13), 3.84615,-3.38462,  7.20516, -3.16152,  202,        1,
( 50/13| -6/13), 3.84615,-0.46154,  7.20516,  3.16152,  202,        2,
(-54/13| 20/13),-4.15385, 1.53846, -7.78157, -1.16477,  203,        2,
(-54/13| 34/13),-4.15385, 2.61538, -7.78157,  1.16477,  203,        1,
( 20/13|-54/13), 1.53846,-4.15385,  2.88206, -7.32142,  203,        1,
( 20/13| 34/13), 1.53846, 2.61538,  2.88206,  7.32142,  203,        2,
( 34/13|-54/13), 2.61538,-4.15385,  4.89951, -6.15665,  203,        2,
( 34/13| 20/13), 2.61538, 1.53846,  4.89951,  6.15665,  203,        1,
(-50/13| 44/13),-3.84615, 3.38462, -7.20516,  3.16152,  204,        1,
(-50/13|  6/13),-3.84615, 0.46154, -7.20516, -3.16152,  204,        2,
( 44/13|-50/13), 3.38462,-3.84615,  6.34054, -4.65909,  204,        2,
( 44/13|  6/13), 3.38462, 0.46154,  6.34054,  4.65909,  204,        1,
(  6/13|-50/13), 0.46154,-3.84615,  0.86462, -7.82061,  204,        1,
(  6/13| 44/13), 0.46154, 3.38462,  0.86462,  7.82061,  204,        2,
(-20/13|-34/13),-1.53846,-2.61538, -2.88206, -7.32142,  205,        2,
(-20/13| 54/13),-1.53846, 4.15385, -2.88206,  7.32142,  205,        1,
(-34/13|-20/13),-2.61538,-1.53846, -4.89951, -6.15665,  205,        1,
(-34/13| 54/13),-2.61538, 4.15385, -4.89951,  6.15665,  205,        2,
( 54/13|-20/13), 4.15385,-1.53846,  7.78157,  1.16477,  205,        2,
( 54/13|-34/13), 4.15385,-2.61538,  7.78157, -1.16477,  205,        1,
(-25/13|-30/13),-1.92308,-2.30769, -3.60258, -7.07183,  206,        1,
(-25/13| 55/13),-1.92308, 4.23077, -3.60258,  7.07183,  206,        2,
(-30/13|-25/13),-2.30769,-1.92308, -4.32309, -6.65584,  206,        2,
(-30/13| 55/13),-2.30769, 4.23077, -4.32309,  6.65584,  206,        1,
( 55/13|-25/13), 4.23077,-1.92308,  7.92567,  0.41599,  206,        1,
( 55/13|-30/13), 4.23077,-2.30769,  7.92567, -0.41599,  206,        2,
(-55/13| 25/13),-4.23077, 1.92308, -7.92567, -0.41599,  207,        1,
(-55/13| 30/13),-4.23077, 2.30769, -7.92567,  0.41599,  207,        2,
( 25/13|-55/13), 1.92308,-4.23077,  3.60258, -7.07183,  207,        2,
( 25/13| 30/13), 1.92308, 2.30769,  3.60258,  7.07183,  207,        1,
( 30/13|-55/13), 2.30769,-4.23077,  4.32309, -6.65584,  207,        1,
( 30/13| 25/13), 2.30769, 1.92308,  4.32309,  6.65584,  207,        2,
(-50/13| 45/13),-3.84615, 3.46154, -7.20516,  3.32792,  208,        2,
(-50/13|  5/13),-3.84615, 0.38462, -7.20516, -3.32792,  208,        1,
( 45/13|-50/13), 3.46154,-3.84615,  6.48464, -4.57589,  208,        1,
( 45/13|  5/13), 3.46154, 0.38462,  6.48464,  4.57589,  208,        2,
(  5/13|-50/13), 0.38462,-3.84615,  0.72052, -7.90381,  208,        2,
(  5/13| 45/13), 0.38462, 3.46154,  0.72052,  7.90381,  208,        1,
(-45/13| -5/13),-3.46154,-0.38462, -6.48464, -4.57589,  209,        2,
(-45/13| 50/13),-3.46154, 3.84615, -6.48464,  4.57589,  209,        1,
( -5/13|-45/13),-0.38462,-3.46154, -0.72052, -7.90381,  209,        1,
( -5/13| 50/13),-0.38462, 3.84615, -0.72052,  7.90381,  209,        2,
( 50/13|-45/13), 3.84615,-3.46154,  7.20516, -3.32792,  209,        2,
( 50/13| -5/13), 3.84615,-0.38462,  7.20516,  3.32792,  209,        1,
(-56/13| 27/13),-4.30769, 2.07692, -8.06978, -0.16640,  210,        2,
(-56/13| 29/13),-4.30769, 2.23077, -8.06978,  0.16640,  210,        1,
( 27/13|-56/13), 2.07692,-4.30769,  3.89078, -7.07183,  210,        1,
( 27/13| 29/13), 2.07692, 2.23077,  3.89078,  7.07183,  210,        2,
( 29/13|-56/13), 2.23077,-4.30769,  4.17899, -6.90543,  210,        2,
