new test 210917-085215                                                          
   57
    4   1.00000   0.00000  1
    6   1.00000   1.00000  1
    9   1.00000  -1.00000  1
   10   0.00000   2.00000  1
   11   0.00000  -2.00000  1
   12   2.00000   0.00000  1
   14   1.00000   2.00000  1
   17   1.00000  -2.00000  1
   18   2.00000   1.00000  1
   21   2.00000  -1.00000  1
   22   2.00000   2.00000  1
   25   2.00000  -2.00000  1
   28   1.00000   3.00000  1
   31   1.00000  -3.00000  1
   32   3.00000   0.00000  1
   34   3.00000   1.00000  1
   37   3.00000  -1.00000  1
   38   2.00000   3.00000  1
   41   2.00000  -3.00000  1
   42   3.00000   2.00000  1
   45   3.00000  -2.00000  1
   46   0.00000   4.00000  1
   47   0.00000  -4.00000  1
   48   1.00000   4.00000  1
   51   1.00000  -4.00000  1
   52   4.00000   0.00000  1
   54   3.00000   3.00000  1
   57   3.00000  -3.00000  1
   58   4.00000   1.00000  1
   61   4.00000  -1.00000  1
   62   2.00000   4.00000  1
   65   2.00000  -4.00000  1
   66   4.00000   2.00000  1
   69   4.00000  -2.00000  1
   72   1.00000   5.00000  1
   75   1.00000  -5.00000  1
   76   3.00000   4.00000  1
   79   3.00000  -4.00000  1
   80   4.00000   3.00000  1
   83   4.00000  -3.00000  1
   84   5.00000   0.00000  1
   86   2.00000   5.00000  1
   89   2.00000  -5.00000  1
   90   5.00000   1.00000  1
   93   5.00000  -1.00000  1
   94   5.00000   2.00000  1
   97   5.00000  -2.00000  1
   98   4.00000   4.00000  1
  101   4.00000  -4.00000  1
  102   3.00000   5.00000  1
  105   3.00000  -5.00000  1
  106   0.00000   6.00000  1
  107   0.00000  -6.00000  1
  112   5.00000   3.00000  1
  115   5.00000  -3.00000  1
  116   2.00000   6.00000  1
  119   2.00000  -6.00000  1
  68.00 0.0001   0.36234E-02   0.13571E-02   0.12028E-02   0.19243E-02
   0.21687E-02   0.91469E-03   0.22291E-02   0.20138E-03   0.49485E-03
   0.33536E-02   0.49915E-03   0.54461E-03   0.68578E-03   0.21685E-03
   0.23981E-03   0.73736E-03   0.22732E-02   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  71.00 0.0001   0.32894E-02   0.86726E-03   0.91449E-03   0.24057E-02
   0.27119E-02   0.77452E-03   0.16762E-02   0.38812E-03   0.36820E-03
   0.33606E-02   0.51975E-03   0.53027E-03   0.77034E-03   0.23495E-03
   0.17404E-03   0.86321E-03   0.21332E-02   0.21391E-04   0.15568E-03
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  74.00 0.0001   0.23563E-02   0.67665E-03   0.67120E-03   0.18025E-02
   0.31340E-02   0.42541E-03   0.12169E-02   0.69817E-03   0.31238E-03
   0.29962E-02   0.46225E-03   0.53711E-03   0.69216E-03   0.34102E-03
   0.21703E-03   0.94021E-03   0.19456E-02   0.29577E-04   0.26758E-03
   0.86078E-04   0.29017E-04   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  77.00 0.0001   0.19052E-02   0.53799E-03   0.45770E-03   0.11850E-02
   0.30137E-02   0.22796E-03   0.10963E-02   0.10409E-02   0.27821E-03
   0.25690E-02   0.49551E-03   0.54987E-03   0.56642E-03   0.47511E-03
   0.34602E-03   0.85581E-03   0.15587E-02   0.64389E-04   0.24408E-03
   0.31339E-03   0.61880E-04   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  80.00 0.0001   0.18148E-02   0.33126E-03   0.31405E-03   0.11563E-02
   0.26347E-02   0.15027E-03   0.15696E-02   0.11385E-02   0.22834E-03
   0.22158E-02   0.79638E-03   0.49620E-03   0.51788E-03   0.47194E-03
   0.42596E-03   0.70076E-03   0.13291E-02   0.96767E-04   0.20904E-03
   0.36617E-03   0.70236E-04   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  83.00 0.0001   0.15087E-02   0.10366E-03   0.54484E-03   0.12609E-02
   0.21293E-02   0.24319E-03   0.22612E-02   0.10264E-02   0.16186E-03
   0.19749E-02   0.11832E-02   0.31832E-03   0.51742E-03   0.32686E-03
   0.39760E-03   0.49768E-03   0.17430E-02   0.11208E-03   0.20805E-03
   0.30734E-03   0.17952E-03   0.10027E-02   0.14617E-03   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  86.00 0.0001   0.11665E-02   0.42834E-04   0.14287E-02   0.97304E-03
   0.10843E-02   0.41322E-03   0.25730E-02   0.11543E-02   0.14189E-03
   0.14602E-02   0.83055E-03   0.12093E-03   0.61238E-03   0.22565E-03
   0.32637E-03   0.24609E-03   0.24511E-02   0.15907E-03   0.28928E-03
   0.34183E-03   0.27257E-03   0.14587E-02   0.22792E-03   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  89.00 0.0001   0.13883E-02   0.34107E-03   0.23025E-02   0.43744E-03
   0.46851E-03   0.69257E-03   0.23126E-02   0.12659E-02   0.43786E-03
   0.10211E-02   0.21850E-03   0.55484E-04   0.69623E-03   0.29558E-03
   0.21411E-03   0.11585E-03   0.19260E-02   0.30648E-03   0.43823E-03
   0.43815E-03   0.23967E-03   0.15117E-02   0.23636E-03   0.97400E-04
   0.29706E-03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00
  92.00 0.0001   0.18819E-02   0.14238E-02   0.25249E-02   0.50607E-04
   0.49912E-03   0.10434E-02   0.18103E-02   0.11100E-02   0.83925E-03
   0.71363E-03   0.35591E-04   0.11377E-03   0.73644E-03   0.39104E-03
