energy,(1|0) [3],(-1|-1) [4],(1|1) [5],(0|-2) [6],(0|2) [7],(2|0) [8],(-1|-2) [9],(1|2) [10],(2|1) [11],(2|-1) [12],(2|-2) [13],(2|2) [14],(1|-3) [17],(1|3) [18],(3|0) [19],(3|1) [20],(3|-1) [21],(-2|-3) [22],(2|3) [23],(3|2) [24],(3|-2) [25],(0|-4) [26],(0|4) [27],(1|-4) [28],(1|4) [29],(4|0) [30],(3|3) [31],(3|-3) [32],(4|-1) [33],(4|1) [34],(-2|-4) [35],(2|4) [36],(4|2) [37],(4|-2) [38],(1|-5) [41],(1|5) [42],(-3|-4) [43],(3|4) [44],(4|3) [45],(4|-3) [46],(5|0) [47],(2|-5) [48],(2|5) [49],(5|1) [50],(5|-1) [51],(5|-2) [52],(5|2) [53],(4|-4) [54],(4|4) [55],(-3|-5) [56],(3|5) [57],(0|-6) [58],(0|6) [59],(5|-3) [62],(5|3) [63],(2|-6) [64],(2|6) [65],
464.00,NaN,NaN,NaN,NaN,15041.255,27003.975,2941.9023,11532.142,NaN,14208.29,NaN,1533.1892,NaN,26512.81,15201.737,81784.04,72839.86,695.2752,5004.358,19961.732,25335.467,23411.807,9179.84,938.1087,-4943.014,3272.226,16973.633,22865.232,10969.692,10402.268,7659.441,36744.754,6426.2134,4856.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
464.50,NaN,NaN,NaN,NaN,13772.782,31906.94,3180.5327,11402.227,NaN,14139.876,NaN,1172.5471,NaN,25994.889,14804.465,81165.234,73746.38,593.608,6018.699,21296.957,23478.86,24279.09,10208.087,476.02048,-4829.086,2921.7798,17258.463,22236.701,11650.453,10299.183,8196.049,36330.73,6215.2607,4849.6763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
465.00,NaN,NaN,NaN,NaN,12564.835,37478.426,3406.9253,11106.042,NaN,13990.653,NaN,846.1312,NaN,25553.8,14353.575,80387.414,74625.41,501.7967,7271.063,22383.057,21588.354,25196.61,11294.057,133.97475,-4689.9517,2586.1677,17690.088,21635.676,12288.591,10293.51,8695.496,35794.59,6055.976,4842.6846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
465.50,NaN,NaN,NaN,NaN,11420.381,43528.36,3613.5034,10679.642,NaN,13755.003,NaN,566.7091,NaN,25230.385,13868.771,79504.875,75424.01,422.91208,8737.547,23214.637,19688.99,26108.697,12406.984,-84.586136,-4525.8584,2253.3389,18264.129,21038.732,12883.857,10380.788,9138.437,35150.316,5965.683,4829.662,NaN,59585.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
466.00,NaN,NaN,NaN,NaN,10341.235,49852.805,3797.3242,10176.738,NaN,13435.782,NaN,341.57764,NaN,25060.814,13373.01,78568.63,76111.94,359.63306,10379.517,23811.842,17809.492,26944.205,13513.772,-190.05556,-4337.5347,1909.8635,18953.553,20429.21,13447.332,10543.545,9514.903,34414.285,5957.3765,4816.0073,NaN,60467.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
466.50,NaN,NaN,NaN,NaN,9321.665,56244.383,3959.776,9644.136,NaN,13042.918,NaN,173.47696,NaN,25070.59,12890.224,77622.47,76683.91,314.1695,12145.752,24218.305,15982.053,27625.045,14581.882,-204.76419,-4126.222,1546.1979,19712.627,19795.914,13997.028,10751.992,9823.588,33604.04,6036.1177,4816.1685,NaN,61152.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
467.00,NaN,NaN,NaN,NaN,8346.3125,62493.33,4105.583,9101.5,NaN,12590.289,NaN,62.16575,NaN,25265.795,12435.763,76701.516,77156.05,288.21396,13975.529,24493.496,14241.261,28085.197,15583.169,-157.64636,-3893.6558,1160.3701,20482.988,19131.336,14550.728,10965.76,10068.541,32737.682,6197.1562,4848.961,NaN,61660.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
467.50,NaN,NaN,NaN,NaN,7396.5225,68387.34,4241.3813,8540.74,NaN,12091.801,NaN,5.8118424,NaN,25630.01,12005.942,75832.91,77557.1,282.91605,15802.384,24700.125,12622.192,28288.328,16497.305,-77.81158,-3641.985,758.8313,21201.072,18432.002,15118.643,11136.94,10256.006,31833.83,6426.1064,4931.7812,NaN,61985.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
468.00,NaN,NaN,NaN,NaN,6462.7207,73718.46,4374.11,7944.8394,NaN,11557.877,NaN,1.9560275,NaN,26130.781,11577.52,75037.58,77916.234,298.86823,17558.225,24889.586,11157.955,28230.838,17313.383,10.503565,-3373.6482,354.51102,21806.094,17701.037,15698.301,11214.475,10393.468,30911.959,6701.03,5075.4834,NaN,62096.113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
468.50,NaN,NaN,NaN,NaN,5556.3086,78299.73,4509.4263,7310.408,NaN,10993.528,NaN,48.54184,NaN,26731.99,11121.566,74332.06,78251.055,336.09827,19177.365,25089.898,9877.148,27927.688,18029.059,90.19531,-3091.2087,-36.809303,22247.553,16950.773,16272.873,11149.626,10490.78,29992.697,6995.889,5281.192,NaN,61948.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
469.00,NaN,NaN,NaN,NaN,4716.1147,81986.2,4650.3076,6657.259,NaN,10398.595,NaN,145.76918,NaN,27404.836,10623.984,73729.51,78559.9,394.0654,20600.006,25300.312,8801.621,27391.898,18647.572,150.89777,-2797.1736,-400.28937,22491.36,16202.604,16812.795,10902.036,10561.477,29097.809,7284.5547,5539.65,NaN,61506.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
469.50,NaN,NaN,NaN,NaN,4009.0334,84689.81,4796.018,6021.638,NaN,9770.016,NaN,298.9879,NaN,28132.518,10098.087,73239.7,78820.93,471.65942,21774.805,25494.445,7944.7725,26623.766,19174.06,187.15761,-2493.8108,-724.7817,22523.697,15483.232,17279.602,10445.654,10622.4375,28249.574,7544.5425,5833.0425,NaN,60763.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
470.00,NaN,NaN,NaN,NaN,3526.3826,86380.836,4941.644,5443.1597,NaN,9105.2295,NaN,521.7547,NaN,28908.809,9579.938,72868.484,78997.21,567.211,22660.379,25630.646,7310.457,25618.045,19612.742,196.61658,-2182.9883,-1004.0497,22352.129,14818.904,17630.85,9773.698,10691.935,27469.438,7759.832,6138.7183,NaN,59745.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
470.50,NaN,NaN,NaN,NaN,3375.6072,87078.92,5078.392,4956.3726,NaN,8405.512,NaN,837.2485,NaN,29733.416,9109.634,72617.31,79043.7,678.5229,23225.832,25665.553,6892.5396,24383.59,19966.14,179.04034,-1866.0515,-1236.6794,22003.838,14230.377,17825.436,8901.702,10787.763,26776.02,7922.413,6433.7856,NaN,58515.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
471.00,NaN,NaN,NaN,NaN,3665.8381,86843.5,5194.724,4588.3716,NaN,7678.1343,NaN,1276.2236,NaN,30606.516,8710.969,72483.69,78911.96,802.93164,23450.639,25566.041,6675.155,22960.832,20236.297,136.14592,-1543.7529,-1425.2546,21521.447,13730.46,17829.2,7867.836,10927.088,26182.846,8032.5264,6699.3447,NaN,57158.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
471.50,NaN,NaN,NaN,NaN,4489.2256,85770.61,5278.223,4356.477,NaN,6936.7324,NaN,1870.8716,NaN,31523.236,8381.15,72462.625,78551.16,937.4029,23324.367,25315.99,6633.8115,21424.361,20426.898,71.666016,-1216.2468,-1575.2922,20957.21,13324.008,17620.826,6729.951,11127.704,25696.436,8097.767,6923.232,NaN,55773.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
472.00,NaN,NaN,NaN,NaN,5904.646,83993.33,5317.849,4262.649,NaN,6199.8394,NaN,2645.8884,NaN,32469.424,8094.033,72549.13,77907.94,1078.6597,22846.701,24916.727,6737.47,19867.916,20544.709,-8.887765,-883.1497,-1694.1088,20366.69,13008.923,17197.633,5559.4287,11408.522,25315.396,8131.2754,7100.6484,NaN,54458.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
472.50,NaN,NaN,NaN,NaN,7929.5737,81676.82,5306.0723,4289.208,NaN,5488.054,NaN,3609.7068,NaN,33422.043,7812.4697,72740.85,76929.4,1223.3363,22027.969,24382.52,6951.4814,18380.537,20599.107,-98.95797,-543.6657,-1789.5182,19802.906,12776.944,16580.17,4432.579,11787.15,25031.062,8149.245,7232.7886,NaN,53296.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
473.00,NaN,NaN,NaN,NaN,10538.658,79002.625,5240.3496,4402.8594,NaN,4820.6675,NaN,4749.2407,NaN,34357.348,7503.0117,73040.195,75571.11,1368.1432,20890.162,23733.754,7240.9546,17027.498,20599.676,-192.00208,-196.76802,-1868.2831,19311.783,12614.059,15814.088,3420.9973,12274.685,24829.703,8167.953,7324.2637,NaN,52344.902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
473.50,NaN,NaN,NaN,NaN,13661.516,76146.36,5123.546,4567.22,NaN,4212.741,NaN,6030.3364,NaN,35265.11,7148.2944,73455.375,73807.77,1510.0276,19468.053,22990.49,7573.783,15845.396,20552.988,-282.57492,158.57591,-1934.5089,18929.227,12501.109,14967.914,2582.608,12870.432,24695.877,8200.629,7380.3447,NaN,51639.168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
474.00,NaN,NaN,NaN,NaN,17175.709,73259.15,4963.2017,4755.4204,NaN,3673.534,NaN,7403.925,NaN,36160.527,6754.6123,73999.98,71641.12,1646.3071,17809.803,22168.182,7922.469,14850.352,20460.328,-367.19534,523.15314,-1988.4789,18679.83,12414.9375,14126.196,1955.0017,13559.83,24616.123,8254.628,7404.9155,NaN,51188.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
474.50,NaN,NaN,NaN,NaN,20902.059,70460.414,4769.8975,4953.667,NaN,3206.7957,NaN,8815.744,NaN,37084.2,6352.267,74691.41,69100.51,1774.7644,15976.428,21276.277,8264.225,14049.684,20317.645,-444.8454,897.2484,-2026.4921,18576.89,12329.668,13378.77,1552.1158,14316.834,24582.023,8329.588,7399.5835,NaN,50985.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
475.00,NaN,NaN,NaN,NaN,24616.729,67841.34,4555.237,5155.2607,NaN,2812.8464,NaN,10216.43,NaN,38087.746,5986.207,75548.51,66235.82,1893.6876,14039.616,20319.42,8579.508,13447.273,20117.94,-516.9446,1280.4034,-2041.965,18623.275,12217.653,12808.0625,1364.5178,15108.876,24591.94,8417.196,7363.991,NaN,51010.86,NaN,4272.5605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
475.50,NaN,NaN,NaN,NaN,28088.219,65472.074,4330.0522,5353.5244,NaN,2491.6318,NaN,11569.177,NaN,39213.54,5697.6763,76588.9,63106.098,2001.8514,12077.742,19300.49,8849.918,13040.869,19855.006,-586.6304,1671.2148,-2027.5303,18812.768,12050.236,12477.022,1362.8345,15901.118,24651.11,8502.942,7297.147,NaN,51239.797,NaN,4188.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
476.00,NaN,NaN,NaN,NaN,31130.102,63404.26,4103.334,5541.908,NaN,2245.4568,NaN,12853.567,NaN,40481.516,5504.032,77826.336,59768.742,2098.4397,10170.327,18224.248,9056.697,12817.844,19526.824,-657.3088,2067.1892,-1977.4072,19131.635,11799.4375,12420.121,1503.3958,16658.053,24770.254,8569.677,7199.45,NaN,51646.72,NaN,4076.6309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
476.50,NaN,NaN,NaN,NaN,33646.074,61665.387,3882.0615,5720.4585,NaN,2080.1348,NaN,14065.73,NaN,41889.355,5388.472,79268.29,56272.633,2182.9175,8391.63,17100.287,9180.913,12756.639,19137.201,-730.756,2464.6753,-1889.1936,19560.31,11441.702,12639.1875,1735.0197,17343.441,24963.152,8602.165,7074.9272,NaN,52203.348,NaN,3939.3518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
477.00,NaN,NaN,NaN,NaN,35644.766,60247.332,3671.7654,5899.8896,NaN,2003.8674,NaN,15215.916,NaN,43420.89,5308.138,80913.84,52655.938,2254.869,6804.2983,15944.245,9205.506,12834.271,18695.223,-805.43823,2858.885,-1764.4689,20075.201,10963.463,13104.753,2006.0042,17921.406,25243.826,8591.408,6932.975,NaN,52875.5,NaN,3780.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
477.50,NaN,NaN,NaN,NaN,37217.605,59097.375,3477.3582,6096.572,NaN,2024.1289,NaN,16324.663,NaN,45052.07,5217.7407,82751.9,48948.074,2313.8223,5454.1074,14776.844,9118.52,13033.787,18213.191,-875.8659,3244.0093,-1608.0486,20650.549,10366.303,13762.473,2270.6292,18360.496,25623.854,8537.435,6788.7754,NaN,53618.21,NaN,3603.3123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
478.00,NaN,NaN,NaN,NaN,38492.277,58120.383,3303.6753,6321.882,NaN,2143.715,NaN,17418.188,NaN,46749.33,5094.2236,84759.79,45174.99,2359.0974,4366.6313,13621.206,8916.19,13346.001,17704.33,-933.556,3613.4336,-1426.1624,21260.305,9668.42,14543.224,2494.632,18639.668,26110.26,8449.717,6661.834,NaN,54371.72,2807.4287,3413.3938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
478.50,NaN,NaN,NaN,NaN,39583.895,57195.926,3155.3447,6576.3696,NaN,2357.5256,NaN,18523.105,NaN,48465.43,4946.3286,86902.75,41366.438,2389.699,3546.3606,12499.531,8604.646,13765.859,17181.396,-969.5855,3960.0427,-1224.0626,21879.842,8900.184,15374.804,2659.1821,18752.828,26704.105,8345.13,6572.731,NaN,55060.25,2807.4287,3215.6404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
479.00,NaN,NaN,NaN,NaN,40562.473,56205.637,3035.921,6855.05,NaN,2651.3809,NaN,19660.533,NaN,50142.26,4803.867,89134.25,37563.06,2404.2932,2978.3127,11430.393,8199.582,14287.975,16656.729,-977.96857,4276.5996,-1003.62103,22487.307,8094.5854,16192.763,2762.9011,18709.238,27399.871,8244.138,6539.0337,NaN,55595.027,2743.4375,3015.5154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
479.50,NaN,NaN,NaN,NaN,41443.9,55060.44,2946.6074,7158.6997,NaN,3003.3687,NaN,20840.145,NaN,51724.36,4696.481,91397.71,33819.96,2401.2803,2631.743,10427.394,7724.0137,14904.275,16143.426,-958.6124,4556.1753,-761.43823,23064.527,7276.6904,16948.111,2821.5674,18529.783,28185.451,8166.482,6571.882,NaN,55882.04,2671.7788,2818.5051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
480.00,NaN,NaN,NaN,NaN,42200.14,53718.62,2885.157,7499.2266,NaN,3387.2314,NaN,22055.379,NaN,53176.926,4637.928,93629.3,30204.482,2378.9775,2465.224,9499.202,7204.832,15602.771,15656.747,-918.6064,4792.6016,-487.93335,23597.385,6457.335,17610.402,2865.3555,18241.955,29042.604,8127.6436,6674.642,NaN,55834.25,2593.7256,2629.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
480.50,NaN,NaN,NaN,NaN,42778.543,52192.293,2845.5383,7892.1626,NaN,3776.5852,NaN,23281.518,NaN,54496.746,4624.5835,95761.64,26788.205,2335.8958,2432.2153,8650.368,6669.052,16365.778,15214.767,-871.0563,4980.905,-167.77826,24075.77,5634.3325,18166.045,2933.8674,17876.42,29947.61,8137.045,6844.2773,6964.6772,55386.492,2503.8782,2454.1619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
481.00,NaN,NaN,NaN,NaN,43120.41,50545.35,2818.7065,8341.459,NaN,4148.581,NaN,24477.848,NaN,55708.234,4643.7437,97727.82,23636.299,2271.0796,2486.2795,7882.243,6140.621,17168.758,14837.567,-831.5494,5117.695,218.18202,24493.256,4800.3467,18613.125,3069.6729,17465.697,30871.965,8198.249,7074.9697,7136.7773,54509.926,2394.259,2295.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
481.50,NaN,NaN,NaN,NaN,43173.645,48885.094,2794.3726,8829.399,NaN,4486.0044,NaN,25594.105,NaN,56846.676,4681.0366,99464.87,20798.43,2184.4666,2585.3125,7193.648,5638.4326,17982.46,14544.863,-813.2883,5201.4614,689.72955,24846.686,3953.0447,18955.148,3311.4553,17042.879,31783.088,8310.772,7362.719,7256.027,53221.926,2260.7483,2155.9517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
482.00,NaN,NaN,NaN,NaN,42899.94,47345.7,2763.2466,9320.755,NaN,4777.5996,NaN,26579.764,NaN,57938.63,4721.4023,100916.42,18304.186,2077.208,2694.41,6581.382,5175.893,18777.969,14352.598,-822.6121,5232.7554,1263.4154,25135.764,3102.5044,19196.16,3687.981,16638.105,32645.1,8472.642,7709.3755,7308.1846,51587.465,2105.95,2037.5675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
482.50,NaN,NaN,NaN,NaN,42279.438,46060.863,2718.9863,9778.926,NaN,5017.1714,NaN,27393.467,NaN,58990.918,4747.713,102034.36,16163.527,1951.9026,2787.2986,6040.8594,4762.008,19530.055,14269.53,-856.7282,5214.2285,1949.004,25362.752,2273.181,19338.889,4213.94,16273.1875,33419.88,8682.683,8124.859,7299.495,49709.902,1937.5596,1940.2344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
483.00,NaN,NaN,NaN,NaN,41313.812,45129.914,2659.1682,10182.605,NaN,5202.39,NaN,28009.773,NaN,59994.254,4744.0796,102779.78,14370.827,1812.6969,2846.4724,5566.962,4403.4287,20214.684,14294.977,-904.8239,5150.5234,2747.2263,25532.234,1501.045,19386.021,4888.2495,15957.866,34068.58,8941.724,8626.958,7253.8384,47712.453,1765.419,1862.7089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
483.50,NaN,NaN,NaN,NaN,40025.832,44590.574,2584.937,10531.487,NaN,5334.1045,NaN,28421.256,NaN,60938.902,4704.266,103123.82,12910.46,1665.2382,2862.329,5154.824,4106.508,20802.521,14418.546,-952.4406,5048.018,3649.5232,25650.9,828.3814,19343.21,5694.814,15691.616,34553.668,9252.243,9238.683,7203.2583,45714.965,1600.0096,1802.5391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
484.00,NaN,NaN,NaN,NaN,38453.5,44412.855,2499.5051,10837.998,NaN,5416.3438,NaN,28635.96,NaN,61832.664,4637.1953,103048.98,11762.148,1516.4784,2831.6633,4800.061,3878.3457,21255.8,14622.037,-987.5152,4914.439,4639.841,25727.287,298.40292,19221.701,6605.195,15471.59,34841.367,9616.566,9983.622,7176.639,43812.848,1451.7991,1756.2834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
484.50,NaN,NaN,NaN,NaN,36641.09,44517.56,2406.101,11112.089,NaN,5456.5137,NaN,28671.982,NaN,62708.72,4561.403,102550.914,10904.558,1374.3582,2755.8713,4498.106,3726.28,21534.777,14882.88,-1005.55255,4758.376,5697.8325,25771.465,-49.539207,19038.8,7582.298,15302.552,34904.207,10034.151,10880.171,7191.8716,42064.152,1329.0482,1719.8054,225.58292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
485.00,NaN,NaN,NaN,NaN,34632.766,44807.535,2306.1782,11350.56,NaN,5464.99,NaN,28551.861,NaN,63615.723,4490.0234,101640.555,10315.992,1247.404,2639.1902,4242.847,3656.116,21612.398,15177.906,-1011.524,4588.7417,6802.3037,25794.621,-184.08893,18815.56,8584.178,15202.365,34723.34,10498.891,11935.899,7252.81,40487.78,1234.8732,1688.6176,54.52338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
485.50,NaN,NaN,NaN,NaN,32472.148,45192.93,2198.5737,11538.364,NaN,5453.6147,NaN,28299.092,NaN,64593.055,4418.131,100345.46,9972.013,1144.2838,2487.218,4025.2803,3670.1309,21488.23,15486.2295,-1017.40717,4414.2163,7933.678,25808.594,-84.89123,18572.516,9567.331,15199.052,34290.34,10997.407,13143.616,7351.26,39071.316,1166.3555,1658.2445,-115.019844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
486.00,NaN,NaN,NaN,NaN,30205.322,45599.4,2079.9243,11660.293,NaN,5433.345,NaN,27937.562,NaN,65645.12,4324.057,98709.71,9841.388,1073.3522,2305.8704,3833.0994,3766.0881,21191.582,15790.437,-1036.2892,4242.7314,9074.772,25825.303,256.48108,18325.31,10489.277,15321.226,33608.305,11509.092,14480.585,7471.8994,37783.566,1117.0216,1624.5735,-273.09113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
486.50,NaN,NaN,NaN,NaN,27881.168,45963.117,1946.1735,11713.862,NaN,5412.055,NaN,27493.146,NaN,66731.484,4184.679,96791.57,9883.122,1042.2101,2100.8242,3651.835,3937.9875,20769.982,16076.074,-1075.655,4081.0366,10210.026,25856.135,838.0944,18082.172,11310.61,15588.401,32692.238,12008.081,15911.599,7596.2114,36586.082,1080.908,1584.1631,-409.82748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
487.00,NaN,NaN,NaN,NaN,25545.988,46224.82,1794.5945,11713.671,NaN,5393.6655,NaN,26995.676,NaN,67780.33,3992.081,94659.02,10047.213,1057.2842,1877.3861,3467.4238,4178.2925,20268.145,16330.08,-1133.0387,3934.382,11324.11,25911.297,1650.685,17844.277,11996.921,16007.6,31568.693,12466.72,17395.344,7704.7466,35440.01,1055.141,1534.4888,-516.3969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
487.50,NaN,NaN,NaN,NaN,23236.01,46330.7,1625.5819,11683.949,NaN,5379.2285,NaN,26479.617,NaN,68716.48,3757.638,92383.805,10279.867,1123.427,1640.639,3269.3613,4480.566,19708.588,16539.146,-1196.2045,3806.34,12401.134,25999.172,2680.1445,17608.717,12520.932,16577.787,30274.559,12859.51,18892.113,7777.82,34308.11,1039.6243,1474.1095,-585.7931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
488.00,NaN,NaN,NaN,NaN,20974.492,46237.387,1443.5791,11644.578,NaN,5369.597,NaN,25982.648,NaN,69484.87,3500.9731,90035.24,10531.397,1243.5376,1395.6858,3053.2144,4841.2314,19084.473,16688.885,-1247.8813,3698.7761,13425.168,26125.773,3908.1226,17372.496,12864.879,17297.68,28854.848,13166.338,20370.133,7795.532,33154.71,1035.0531,1402.7485,-613.3728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
