0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.019889287956700780e-01;8.794033900624505023e-04;-0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-1.806539138773083408e-18;0.000000000000000000e+00;2.451901682573066249e-18
1.045591983323451296e-01;-2.082053904159682071e-04;-0.000000000000000000e+00;2.588963601811003837e-02;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;2.588963601811003490e-02;2.588963601811003837e-02
1.050946757269829862e-01;-3.472355632838374905e-03;-0.000000000000000000e+00;9.692709121969840524e-02;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;9.692709121969840524e-02;9.692709121969840524e-02
1.047022623100724997e-01;-8.925985656052367809e-03;0.000000000000000000e+00;-4.175202359033156757e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-4.175202359033158839e-02;-4.175202359033157451e-02
1.037168943898202494e-01;-1.658629236251068020e-02;0.000000000000000000e+00;-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00
1.029721064293592225e-01;-2.556238328344552155e-02;2.144578813358791539e-02;-0.000000000000000000e+00;2.144578813358791539e-02;2.144578813358792233e-02;2.144578813358792233e-02;-0.000000000000000000e+00;-0.000000000000000000e+00
1.030145149983997394e-01;-3.495718507750301268e-02;7.145380982155037641e-02;-0.000000000000000000e+00;7.145380982155036254e-02;7.145380982155037641e-02;7.145380982155036254e-02;-0.000000000000000000e+00;-0.000000000000000000e+00
1.035599392874305413e-01;-4.474320700759466807e-02;-4.799137113275304262e-02;0.000000000000000000e+00;-4.799137113275299404e-02;-4.799137113275302874e-02;-4.799137113275302180e-02;0.000000000000000000e+00;0.000000000000000000e+00
