# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Fe3O4(001)-(r2xr2)R45_noscrews.tlm
#
# Structure: Fe3O4(001)-c(2x2) - no bulk screws
#
# Max. LEED Energy: 503.0 eV
# Bulk lattice: Square (pmm); a = 5.9312 AA
#        Basis: a = [ 5.9312 -0.0000]; b = [0.0000 5.9312]
# Surface lattice: Square (cmm); a = 8.3880 AA
#
# Exporting beams from 1 domain(s) out of 1 symmetry-equivalent ones
# Domain 1 - Basis: a = [5.9312 5.9312]; b = [-5.9312  5.9312]
#            Superlattice: [[ 1  1] [-1  1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -5  |  5  ),-5.00000, 5.00000, -5.29671,  5.29671,   84,        1,
( -5  | -5  ),-5.00000,-5.00000, -5.29671, -5.29671,   84,        1,
(  1  |  7  ), 1.00000, 7.00000,  1.05934,  7.41540,   85,        1,
( -1  |  7  ),-1.00000, 7.00000, -1.05934,  7.41540,   85,        1,
(  1  | -7  ), 1.00000,-7.00000,  1.05934, -7.41540,   85,        1,
( -1  | -7  ),-1.00000,-7.00000, -1.05934, -7.41540,   85,        1,
(  7  |  1  ), 7.00000, 1.00000,  7.41540,  1.05934,   86,        1,
(  7  | -1  ), 7.00000,-1.00000,  7.41540, -1.05934,   86,        1,
( -7  |  1  ),-7.00000, 1.00000, -7.41540,  1.05934,   86,        1,
( -7  | -1  ),-7.00000,-1.00000, -7.41540, -1.05934,   86,        1,
(  9/2| 11/2), 4.50000, 5.50000,  4.76704,  5.82638,   87,        1,
( -9/2| 11/2),-4.50000, 5.50000, -4.76704,  5.82638,   87,        1,
(  9/2|-11/2), 4.50000,-5.50000,  4.76704, -5.82638,   87,        1,
( -9/2|-11/2),-4.50000,-5.50000, -4.76704, -5.82638,   87,        1,
( 11/2|  9/2), 5.50000, 4.50000,  5.82638,  4.76704,   88,        1,
( 11/2| -9/2), 5.50000,-4.50000,  5.82638, -4.76704,   88,        1,
(-11/2|  9/2),-5.50000, 4.50000, -5.82638,  4.76704,   88,        1,
(-11/2| -9/2),-5.50000,-4.50000, -5.82638, -4.76704,   88,        1,
(  6  |  4  ), 6.00000, 4.00000,  6.35606,  4.23737,   89,        1,
(  6  | -4  ), 6.00000,-4.00000,  6.35606, -4.23737,   89,        1,
( -6  |  4  ),-6.00000, 4.00000, -6.35606,  4.23737,   89,        1,
( -6  | -4  ),-6.00000,-4.00000, -6.35606, -4.23737,   89,        1,
(  4  |  6  ), 4.00000, 6.00000,  4.23737,  6.35606,   90,        1,
( -4  |  6  ),-4.00000, 6.00000, -4.23737,  6.35606,   90,        1,
(  4  | -6  ), 4.00000,-6.00000,  4.23737, -6.35606,   90,        1,
( -4  | -6  ),-4.00000,-6.00000, -4.23737, -6.35606,   90,        1,
(  7  |  2  ), 7.00000, 2.00000,  7.41540,  2.11869,   91,        1,
(  7  | -2  ), 7.00000,-2.00000,  7.41540, -2.11869,   91,        1,
( -7  |  2  ),-7.00000, 2.00000, -7.41540,  2.11869,   91,        1,
( -7  | -2  ),-7.00000,-2.00000, -7.41540, -2.11869,   91,        1,
(  2  |  7  ), 2.00000, 7.00000,  2.11869,  7.41540,   92,        1,
( -2  |  7  ),-2.00000, 7.00000, -2.11869,  7.41540,   92,        1,
(  2  | -7  ), 2.00000,-7.00000,  2.11869, -7.41540,   92,        1,
( -2  | -7  ),-2.00000,-7.00000, -2.11869, -7.41540,   92,        1,
( 13/2|  7/2), 6.50000, 3.50000,  6.88573,  3.70770,   93,        1,
( 13/2| -7/2), 6.50000,-3.50000,  6.88573, -3.70770,   93,        1,
(-13/2|  7/2),-6.50000, 3.50000, -6.88573,  3.70770,   93,        1,
(-13/2| -7/2),-6.50000,-3.50000, -6.88573, -3.70770,   93,        1,
(  7/2| 13/2), 3.50000, 6.50000,  3.70770,  6.88573,   94,        1,
( -7/2| 13/2),-3.50000, 6.50000, -3.70770,  6.88573,   94,        1,
(  7/2|-13/2), 3.50000,-6.50000,  3.70770, -6.88573,   94,        1,
( -7/2|-13/2),-3.50000,-6.50000, -3.70770, -6.88573,   94,        1,
(  1/2| 15/2), 0.50000, 7.50000,  0.52967,  7.94507,   95,        1,
( -1/2| 15/2),-0.50000, 7.50000, -0.52967,  7.94507,   95,        1,
(  1/2|-15/2), 0.50000,-7.50000,  0.52967, -7.94507,   95,        1,
( -1/2|-15/2),-0.50000,-7.50000, -0.52967, -7.94507,   95,        1,
( 15/2|  1/2), 7.50000, 0.50000,  7.94507,  0.52967,   96,        1,
( 15/2| -1/2), 7.50000,-0.50000,  7.94507, -0.52967,   96,        1,
(-15/2|  1/2),-7.50000, 0.50000, -7.94507,  0.52967,   96,        1,
(-15/2| -1/2),-7.50000,-0.50000, -7.94507, -0.52967,   96,        1,
(  7  |  3  ), 7.00000, 3.00000,  7.41540,  3.17803,   97,        1,
(  7  | -3  ), 7.00000,-3.00000,  7.41540, -3.17803,   97,        1,
( -7  |  3  ),-7.00000, 3.00000, -7.41540,  3.17803,   97,        1,
( -7  | -3  ),-7.00000,-3.00000, -7.41540, -3.17803,   97,        1,
(  3  |  7  ), 3.00000, 7.00000,  3.17803,  7.41540,   98,        1,
( -3  |  7  ),-3.00000, 7.00000, -3.17803,  7.41540,   98,        1,
(  3  | -7  ), 3.00000,-7.00000,  3.17803, -7.41540,   98,        1,
( -3  | -7  ),-3.00000,-7.00000, -3.17803, -7.41540,   98,        1,
(  3/2| 15/2), 1.50000, 7.50000,  1.58901,  7.94507,   99,        1,
( -3/2| 15/2),-1.50000, 7.50000, -1.58901,  7.94507,   99,        1,
(  3/2|-15/2), 1.50000,-7.50000,  1.58901, -7.94507,   99,        1,
( -3/2|-15/2),-1.50000,-7.50000, -1.58901, -7.94507,   99,        1,
( 15/2|  3/2), 7.50000, 1.50000,  7.94507,  1.58901,  100,        1,
( 15/2| -3/2), 7.50000,-1.50000,  7.94507, -1.58901,  100,        1,
(-15/2|  3/2),-7.50000, 1.50000, -7.94507,  1.58901,  100,        1,
(-15/2| -3/2),-7.50000,-1.50000, -7.94507, -1.58901,  100,        1,
( 11/2| 11/2), 5.50000, 5.50000,  5.82638,  5.82638,  101,        1,
( 11/2|-11/2), 5.50000,-5.50000,  5.82638, -5.82638,  101,        1,
(-11/2| 11/2),-5.50000, 5.50000, -5.82638,  5.82638,  101,        1,
(-11/2|-11/2),-5.50000,-5.50000, -5.82638, -5.82638,  101,        1,
(  5  |  6  ), 5.00000, 6.00000,  5.29671,  6.35606,  102,        1,
( -5  |  6  ),-5.00000, 6.00000, -5.29671,  6.35606,  102,        1,
(  5  | -6  ), 5.00000,-6.00000,  5.29671, -6.35606,  102,        1,
( -5  | -6  ),-5.00000,-6.00000, -5.29671, -6.35606,  102,        1,
(  6  |  5  ), 6.00000, 5.00000,  6.35606,  5.29671,  103,        1,
(  6  | -5  ), 6.00000,-5.00000,  6.35606, -5.29671,  103,        1,
( -6  |  5  ),-6.00000, 5.00000, -6.35606,  5.29671,  103,        1,
( -6  | -5  ),-6.00000,-5.00000, -6.35606, -5.29671,  103,        1,
(  9/2| 13/2), 4.50000, 6.50000,  4.76704,  6.88573,  104,        1,
( -9/2| 13/2),-4.50000, 6.50000, -4.76704,  6.88573,  104,        1,
(  9/2|-13/2), 4.50000,-6.50000,  4.76704, -6.88573,  104,        1,
( -9/2|-13/2),-4.50000,-6.50000, -4.76704, -6.88573,  104,        1,
( 13/2|  9/2), 6.50000, 4.50000,  6.88573,  4.76704,  105,        1,
( 13/2| -9/2), 6.50000,-4.50000,  6.88573, -4.76704,  105,        1,
(-13/2|  9/2),-6.50000, 4.50000, -6.88573,  4.76704,  105,        1,
(-13/2| -9/2),-6.50000,-4.50000, -6.88573, -4.76704,  105,        1,
(  5/2| 15/2), 2.50000, 7.50000,  2.64836,  7.94507,  106,        1,
( -5/2| 15/2),-2.50000, 7.50000, -2.64836,  7.94507,  106,        1,
(  5/2|-15/2), 2.50000,-7.50000,  2.64836, -7.94507,  106,        1,
( -5/2|-15/2),-2.50000,-7.50000, -2.64836, -7.94507,  106,        1,
( 15/2|  5/2), 7.50000, 2.50000,  7.94507,  2.64836,  107,        1,
( 15/2| -5/2), 7.50000,-2.50000,  7.94507, -2.64836,  107,        1,
(-15/2|  5/2),-7.50000, 2.50000, -7.94507,  2.64836,  107,        1,
(-15/2| -5/2),-7.50000,-2.50000, -7.94507, -2.64836,  107,        1,
(  0  |  8  ), 0.00000, 8.00000,  0.00000,  8.47474,  108,        1,
(  0  | -8  ), 0.00000,-8.00000, -0.00000, -8.47474,  108,        1,
(  8  |  0  ), 8.00000, 0.00000,  8.47474, -0.00000,  109,        1,
( -8  |  0  ),-8.00000, 0.00000, -8.47474,  0.00000,  109,        1,
(  7  |  4  ), 7.00000, 4.00000,  7.41540,  4.23737,  110,        1,
(  7  | -4  ), 7.00000,-4.00000,  7.41540, -4.23737,  110,        1,
( -7  |  4  ),-7.00000, 4.00000, -7.41540,  4.23737,  110,        1,
( -7  | -4  ),-7.00000,-4.00000, -7.41540, -4.23737,  110,        1,
(  1  |  8  ), 1.00000, 8.00000,  1.05934,  8.47474,  111,        1,
( -1  |  8  ),-1.00000, 8.00000, -1.05934,  8.47474,  111,        1,
(  1  | -8  ), 1.00000,-8.00000,  1.05934, -8.47474,  111,        1,
( -1  | -8  ),-1.00000,-8.00000, -1.05934, -8.47474,  111,        1,
(  8  |  1  ), 8.00000, 1.00000,  8.47474,  1.05934,  112,        1,
(  8  | -1  ), 8.00000,-1.00000,  8.47474, -1.05934,  112,        1,
( -8  |  1  ),-8.00000, 1.00000, -8.47474,  1.05934,  112,        1,
( -8  | -1  ),-8.00000,-1.00000, -8.47474, -1.05934,  112,        1,
(  4  |  7  ), 4.00000, 7.00000,  4.23737,  7.41540,  113,        1,
( -4  |  7  ),-4.00000, 7.00000, -4.23737,  7.41540,  113,        1,
(  4  | -7  ), 4.00000,-7.00000,  4.23737, -7.41540,  113,        1,
( -4  | -7  ),-4.00000,-7.00000, -4.23737, -7.41540,  113,        1,
(  8  |  2  ), 8.00000, 2.00000,  8.47474,  2.11869,  114,        1,
(  8  | -2  ), 8.00000,-2.00000,  8.47474, -2.11869,  114,        1,
( -8  |  2  ),-8.00000, 2.00000, -8.47474,  2.11869,  114,        1,
( -8  | -2  ),-8.00000,-2.00000, -8.47474, -2.11869,  114,        1,
(  2  |  8  ), 2.00000, 8.00000,  2.11869,  8.47474,  115,        1,
( -2  |  8  ),-2.00000, 8.00000, -2.11869,  8.47474,  115,        1,
(  2  | -8  ), 2.00000,-8.00000,  2.11869, -8.47474,  115,        1,
( -2  | -8  ),-2.00000,-8.00000, -2.11869, -8.47474,  115,        1,
(  7/2| 15/2), 3.50000, 7.50000,  3.70770,  7.94507,  116,        1,
( -7/2| 15/2),-3.50000, 7.50000, -3.70770,  7.94507,  116,        1,
(  7/2|-15/2), 3.50000,-7.50000,  3.70770, -7.94507,  116,        1,
( -7/2|-15/2),-3.50000,-7.50000, -3.70770, -7.94507,  116,        1,
( 15/2|  7/2), 7.50000, 3.50000,  7.94507,  3.70770,  117,        1,
( 15/2| -7/2), 7.50000,-3.50000,  7.94507, -3.70770,  117,        1,
(-15/2|  7/2),-7.50000, 3.50000, -7.94507,  3.70770,  117,        1,
(-15/2| -7/2),-7.50000,-3.50000, -7.94507, -3.70770,  117,        1,
(  6  |  6  ), 6.00000, 6.00000,  6.35606,  6.35606,  118,        1,
(  6  | -6  ), 6.00000,-6.00000,  6.35606, -6.35606,  118,        1,
( -6  |  6  ),-6.00000, 6.00000, -6.35606,  6.35606,  118,        1,
( -6  | -6  ),-6.00000,-6.00000, -6.35606, -6.35606,  118,        1,
( 11/2| 13/2), 5.50000, 6.50000,  5.82638,  6.88573,  119,        1,
(-11/2| 13/2),-5.50000, 6.50000, -5.82638,  6.88573,  119,        1,
( 11/2|-13/2), 5.50000,-6.50000,  5.82638, -6.88573,  119,        1,
(-11/2|-13/2),-5.50000,-6.50000, -5.82638, -6.88573,  119,        1,
( 13/2| 11/2), 6.50000, 5.50000,  6.88573,  5.82638,  120,        1,
( 13/2|-11/2), 6.50000,-5.50000,  6.88573, -5.82638,  120,        1,
(-13/2| 11/2),-6.50000, 5.50000, -6.88573,  5.82638,  120,        1,
(-13/2|-11/2),-6.50000,-5.50000, -6.88573, -5.82638,  120,        1,
(  1/2| 17/2), 0.50000, 8.50000,  0.52967,  9.00441,  121,        1,
( -1/2| 17/2),-0.50000, 8.50000, -0.52967,  9.00441,  121,        1,
(  1/2|-17/2), 0.50000,-8.50000,  0.52967, -9.00441,  121,        1,
( -1/2|-17/2),-0.50000,-8.50000, -0.52967, -9.00441,  121,        1,
( 17/2|  1/2), 8.50000, 0.50000,  9.00441,  0.52967,  122,        1,
( 17/2| -1/2), 8.50000,-0.50000,  9.00441, -0.52967,  122,        1,
(-17/2|  1/2),-8.50000, 0.50000, -9.00441,  0.52967,  122,        1,
(-17/2| -1/2),-8.50000,-0.50000, -9.00441, -0.52967,  122,        1,
(  8  |  3  ), 8.00000, 3.00000,  8.47474,  3.17803,  123,        1,
(  8  | -3  ), 8.00000,-3.00000,  8.47474, -3.17803,  123,        1,
( -8  |  3  ),-8.00000, 3.00000, -8.47474,  3.17803,  123,        1,
( -8  | -3  ),-8.00000,-3.00000, -8.47474, -3.17803,  123,        1,
(  3  |  8  ), 3.00000, 8.00000,  3.17803,  8.47474,  124,        1,
( -3  |  8  ),-3.00000, 8.00000, -3.17803,  8.47474,  124,        1,
(  3  | -8  ), 3.00000,-8.00000,  3.17803, -8.47474,  124,        1,
( -3  | -8  ),-3.00000,-8.00000, -3.17803, -8.47474,  124,        1,
(  5  |  7  ), 5.00000, 7.00000,  5.29671,  7.41540,  125,        1,
( -5  |  7  ),-5.00000, 7.00000, -5.29671,  7.41540,  125,        1,
(  5  | -7  ), 5.00000,-7.00000,  5.29671, -7.41540,  125,        1,
( -5  | -7  ),-5.00000,-7.00000, -5.29671, -7.41540,  125,        1,
(  7  |  5  ), 7.00000, 5.00000,  7.41540,  5.29671,  126,        1,
(  7  | -5  ), 7.00000,-5.00000,  7.41540, -5.29671,  126,        1,
( -7  |  5  ),-7.00000, 5.00000, -7.41540,  5.29671,  126,        1,
( -7  | -5  ),-7.00000,-5.00000, -7.41540, -5.29671,  126,        1,
(  3/2| 17/2), 1.50000, 8.50000,  1.58901,  9.00441,  127,        1,
( -3/2| 17/2),-1.50000, 8.50000, -1.58901,  9.00441,  127,        1,
(  3/2|-17/2), 1.50000,-8.50000,  1.58901, -9.00441,  127,        1,
( -3/2|-17/2),-1.50000,-8.50000, -1.58901, -9.00441,  127,        1,
( 17/2|  3/2), 8.50000, 1.50000,  9.00441,  1.58901,  128,        1,
( 17/2| -3/2), 8.50000,-1.50000,  9.00441, -1.58901,  128,        1,
(-17/2|  3/2),-8.50000, 1.50000, -9.00441,  1.58901,  128,        1,
(-17/2| -3/2),-8.50000,-1.50000, -9.00441, -1.58901,  128,        1,
(  9/2| 15/2), 4.50000, 7.50000,  4.76704,  7.94507,  129,        1,
( -9/2| 15/2),-4.50000, 7.50000, -4.76704,  7.94507,  129,        1,
(  9/2|-15/2), 4.50000,-7.50000,  4.76704, -7.94507,  129,        1,
( -9/2|-15/2),-4.50000,-7.50000, -4.76704, -7.94507,  129,        1,
( 15/2|  9/2), 7.50000, 4.50000,  7.94507,  4.76704,  130,        1,
( 15/2| -9/2), 7.50000,-4.50000,  7.94507, -4.76704,  130,        1,
(-15/2|  9/2),-7.50000, 4.50000, -7.94507,  4.76704,  130,        1,
(-15/2| -9/2),-7.50000,-4.50000, -7.94507, -4.76704,  130,        1,
(  5/2| 17/2), 2.50000, 8.50000,  2.64836,  9.00441,  131,        1,
( -5/2| 17/2),-2.50000, 8.50000, -2.64836,  9.00441,  131,        1,
(  5/2|-17/2), 2.50000,-8.50000,  2.64836, -9.00441,  131,        1,
( -5/2|-17/2),-2.50000,-8.50000, -2.64836, -9.00441,  131,        1,
( 17/2|  5/2), 8.50000, 2.50000,  9.00441,  2.64836,  132,        1,
( 17/2| -5/2), 8.50000,-2.50000,  9.00441, -2.64836,  132,        1,
(-17/2|  5/2),-8.50000, 2.50000, -9.00441,  2.64836,  132,        1,
(-17/2| -5/2),-8.50000,-2.50000, -9.00441, -2.64836,  132,        1,
