# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Fe3O4(001)-(r2xr2)R45.tlm
#
# Structure: Fe3O4(001)-c(2x2) - with bulk screws
#
# Max. LEED Energy: 503.0 eV
# Bulk lattice: Square (pmm); a = 5.9312 AA
#        Basis: a = [ 5.9312 -0.0000]; b = [0.0000 5.9312]
# Surface lattice: Square (cmm); a = 8.3880 AA
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [5.9312 5.9312]; b = [-5.9312  5.9312]
#            Superlattice: [[ 1  1] [-1  1]]
# Domain 2 - Basis: a = [ 5.9312 -5.9312]; b = [5.9312 5.9312]
#            Superlattice: [[ 1 -1] [ 1  1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -6  |  3  ),-6.00000, 3.00000, -6.35606,  3.17803,   44,      1+2,
( -3  | -6  ),-3.00000,-6.00000, -3.17803, -6.35606,   44,      1+2,
( -6  | -3  ),-6.00000,-3.00000, -6.35606, -3.17803,   44,      1+2,
( 13/2|  5/2), 6.50000, 2.50000,  6.88573,  2.64836,   45,      1+2,
(  5/2| 13/2), 2.50000, 6.50000,  2.64836,  6.88573,   45,      1+2,
( 13/2| -5/2), 6.50000,-2.50000,  6.88573, -2.64836,   45,      1+2,
( -5/2| 13/2),-2.50000, 6.50000, -2.64836,  6.88573,   45,      1+2,
(  5/2|-13/2), 2.50000,-6.50000,  2.64836, -6.88573,   45,      1+2,
(-13/2|  5/2),-6.50000, 2.50000, -6.88573,  2.64836,   45,      1+2,
( -5/2|-13/2),-2.50000,-6.50000, -2.64836, -6.88573,   45,      1+2,
(-13/2| -5/2),-6.50000,-2.50000, -6.88573, -2.64836,   45,      1+2,
(  7  |  0  ), 7.00000, 0.00000,  7.41540, -0.00000,   46,      1+2,
(  0  |  7  ), 0.00000, 7.00000,  0.00000,  7.41540,   46,      1+2,
(  0  | -7  ), 0.00000,-7.00000, -0.00000, -7.41540,   46,      1+2,
( -7  |  0  ),-7.00000, 0.00000, -7.41540,  0.00000,   46,      1+2,
(  5  |  5  ), 5.00000, 5.00000,  5.29671,  5.29671,   47,      1+2,
(  5  | -5  ), 5.00000,-5.00000,  5.29671, -5.29671,   47,      1+2,
( -5  |  5  ),-5.00000, 5.00000, -5.29671,  5.29671,   47,      1+2,
( -5  | -5  ),-5.00000,-5.00000, -5.29671, -5.29671,   47,      1+2,
(  7  |  1  ), 7.00000, 1.00000,  7.41540,  1.05934,   48,      1+2,
(  1  |  7  ), 1.00000, 7.00000,  1.05934,  7.41540,   48,      1+2,
(  7  | -1  ), 7.00000,-1.00000,  7.41540, -1.05934,   48,      1+2,
( -1  |  7  ),-1.00000, 7.00000, -1.05934,  7.41540,   48,      1+2,
(  1  | -7  ), 1.00000,-7.00000,  1.05934, -7.41540,   48,      1+2,
( -7  |  1  ),-7.00000, 1.00000, -7.41540,  1.05934,   48,      1+2,
( -1  | -7  ),-1.00000,-7.00000, -1.05934, -7.41540,   48,      1+2,
( -7  | -1  ),-7.00000,-1.00000, -7.41540, -1.05934,   48,      1+2,
( 11/2|  9/2), 5.50000, 4.50000,  5.82638,  4.76704,   49,      1+2,
(  9/2| 11/2), 4.50000, 5.50000,  4.76704,  5.82638,   49,      1+2,
( 11/2| -9/2), 5.50000,-4.50000,  5.82638, -4.76704,   49,      1+2,
( -9/2| 11/2),-4.50000, 5.50000, -4.76704,  5.82638,   49,      1+2,
(  9/2|-11/2), 4.50000,-5.50000,  4.76704, -5.82638,   49,      1+2,
(-11/2|  9/2),-5.50000, 4.50000, -5.82638,  4.76704,   49,      1+2,
( -9/2|-11/2),-4.50000,-5.50000, -4.76704, -5.82638,   49,      1+2,
(-11/2| -9/2),-5.50000,-4.50000, -5.82638, -4.76704,   49,      1+2,
(  6  |  4  ), 6.00000, 4.00000,  6.35606,  4.23737,   50,      1+2,
(  4  |  6  ), 4.00000, 6.00000,  4.23737,  6.35606,   50,      1+2,
(  6  | -4  ), 6.00000,-4.00000,  6.35606, -4.23737,   50,      1+2,
( -4  |  6  ),-4.00000, 6.00000, -4.23737,  6.35606,   50,      1+2,
(  4  | -6  ), 4.00000,-6.00000,  4.23737, -6.35606,   50,      1+2,
( -6  |  4  ),-6.00000, 4.00000, -6.35606,  4.23737,   50,      1+2,
( -4  | -6  ),-4.00000,-6.00000, -4.23737, -6.35606,   50,      1+2,
( -6  | -4  ),-6.00000,-4.00000, -6.35606, -4.23737,   50,      1+2,
(  7  |  2  ), 7.00000, 2.00000,  7.41540,  2.11869,   51,      1+2,
(  2  |  7  ), 2.00000, 7.00000,  2.11869,  7.41540,   51,      1+2,
(  7  | -2  ), 7.00000,-2.00000,  7.41540, -2.11869,   51,      1+2,
( -2  |  7  ),-2.00000, 7.00000, -2.11869,  7.41540,   51,      1+2,
(  2  | -7  ), 2.00000,-7.00000,  2.11869, -7.41540,   51,      1+2,
( -7  |  2  ),-7.00000, 2.00000, -7.41540,  2.11869,   51,      1+2,
( -2  | -7  ),-2.00000,-7.00000, -2.11869, -7.41540,   51,      1+2,
( -7  | -2  ),-7.00000,-2.00000, -7.41540, -2.11869,   51,      1+2,
( 13/2|  7/2), 6.50000, 3.50000,  6.88573,  3.70770,   52,      1+2,
(  7/2| 13/2), 3.50000, 6.50000,  3.70770,  6.88573,   52,      1+2,
( 13/2| -7/2), 6.50000,-3.50000,  6.88573, -3.70770,   52,      1+2,
( -7/2| 13/2),-3.50000, 6.50000, -3.70770,  6.88573,   52,      1+2,
(  7/2|-13/2), 3.50000,-6.50000,  3.70770, -6.88573,   52,      1+2,
(-13/2|  7/2),-6.50000, 3.50000, -6.88573,  3.70770,   52,      1+2,
( -7/2|-13/2),-3.50000,-6.50000, -3.70770, -6.88573,   52,      1+2,
(-13/2| -7/2),-6.50000,-3.50000, -6.88573, -3.70770,   52,      1+2,
( 15/2|  1/2), 7.50000, 0.50000,  7.94507,  0.52967,   53,      1+2,
(  1/2| 15/2), 0.50000, 7.50000,  0.52967,  7.94507,   53,      1+2,
( 15/2| -1/2), 7.50000,-0.50000,  7.94507, -0.52967,   53,      1+2,
( -1/2| 15/2),-0.50000, 7.50000, -0.52967,  7.94507,   53,      1+2,
(  1/2|-15/2), 0.50000,-7.50000,  0.52967, -7.94507,   53,      1+2,
(-15/2|  1/2),-7.50000, 0.50000, -7.94507,  0.52967,   53,      1+2,
( -1/2|-15/2),-0.50000,-7.50000, -0.52967, -7.94507,   53,      1+2,
(-15/2| -1/2),-7.50000,-0.50000, -7.94507, -0.52967,   53,      1+2,
(  7  |  3  ), 7.00000, 3.00000,  7.41540,  3.17803,   54,      1+2,
(  3  |  7  ), 3.00000, 7.00000,  3.17803,  7.41540,   54,      1+2,
(  7  | -3  ), 7.00000,-3.00000,  7.41540, -3.17803,   54,      1+2,
( -3  |  7  ),-3.00000, 7.00000, -3.17803,  7.41540,   54,      1+2,
(  3  | -7  ), 3.00000,-7.00000,  3.17803, -7.41540,   54,      1+2,
( -7  |  3  ),-7.00000, 3.00000, -7.41540,  3.17803,   54,      1+2,
( -3  | -7  ),-3.00000,-7.00000, -3.17803, -7.41540,   54,      1+2,
( -7  | -3  ),-7.00000,-3.00000, -7.41540, -3.17803,   54,      1+2,
( 15/2|  3/2), 7.50000, 1.50000,  7.94507,  1.58901,   55,      1+2,
(  3/2| 15/2), 1.50000, 7.50000,  1.58901,  7.94507,   55,      1+2,
( 15/2| -3/2), 7.50000,-1.50000,  7.94507, -1.58901,   55,      1+2,
( -3/2| 15/2),-1.50000, 7.50000, -1.58901,  7.94507,   55,      1+2,
(  3/2|-15/2), 1.50000,-7.50000,  1.58901, -7.94507,   55,      1+2,
(-15/2|  3/2),-7.50000, 1.50000, -7.94507,  1.58901,   55,      1+2,
( -3/2|-15/2),-1.50000,-7.50000, -1.58901, -7.94507,   55,      1+2,
(-15/2| -3/2),-7.50000,-1.50000, -7.94507, -1.58901,   55,      1+2,
( 11/2| 11/2), 5.50000, 5.50000,  5.82638,  5.82638,   56,      1+2,
( 11/2|-11/2), 5.50000,-5.50000,  5.82638, -5.82638,   56,      1+2,
(-11/2| 11/2),-5.50000, 5.50000, -5.82638,  5.82638,   56,      1+2,
(-11/2|-11/2),-5.50000,-5.50000, -5.82638, -5.82638,   56,      1+2,
(  6  |  5  ), 6.00000, 5.00000,  6.35606,  5.29671,   57,      1+2,
(  5  |  6  ), 5.00000, 6.00000,  5.29671,  6.35606,   57,      1+2,
(  6  | -5  ), 6.00000,-5.00000,  6.35606, -5.29671,   57,      1+2,
( -5  |  6  ),-5.00000, 6.00000, -5.29671,  6.35606,   57,      1+2,
(  5  | -6  ), 5.00000,-6.00000,  5.29671, -6.35606,   57,      1+2,
( -6  |  5  ),-6.00000, 5.00000, -6.35606,  5.29671,   57,      1+2,
( -5  | -6  ),-5.00000,-6.00000, -5.29671, -6.35606,   57,      1+2,
( -6  | -5  ),-6.00000,-5.00000, -6.35606, -5.29671,   57,      1+2,
( 13/2|  9/2), 6.50000, 4.50000,  6.88573,  4.76704,   58,      1+2,
(  9/2| 13/2), 4.50000, 6.50000,  4.76704,  6.88573,   58,      1+2,
( 13/2| -9/2), 6.50000,-4.50000,  6.88573, -4.76704,   58,      1+2,
( -9/2| 13/2),-4.50000, 6.50000, -4.76704,  6.88573,   58,      1+2,
(  9/2|-13/2), 4.50000,-6.50000,  4.76704, -6.88573,   58,      1+2,
(-13/2|  9/2),-6.50000, 4.50000, -6.88573,  4.76704,   58,      1+2,
( -9/2|-13/2),-4.50000,-6.50000, -4.76704, -6.88573,   58,      1+2,
(-13/2| -9/2),-6.50000,-4.50000, -6.88573, -4.76704,   58,      1+2,
( 15/2|  5/2), 7.50000, 2.50000,  7.94507,  2.64836,   59,      1+2,
(  5/2| 15/2), 2.50000, 7.50000,  2.64836,  7.94507,   59,      1+2,
( 15/2| -5/2), 7.50000,-2.50000,  7.94507, -2.64836,   59,      1+2,
( -5/2| 15/2),-2.50000, 7.50000, -2.64836,  7.94507,   59,      1+2,
(  5/2|-15/2), 2.50000,-7.50000,  2.64836, -7.94507,   59,      1+2,
(-15/2|  5/2),-7.50000, 2.50000, -7.94507,  2.64836,   59,      1+2,
( -5/2|-15/2),-2.50000,-7.50000, -2.64836, -7.94507,   59,      1+2,
(-15/2| -5/2),-7.50000,-2.50000, -7.94507, -2.64836,   59,      1+2,
(  8  |  0  ), 8.00000, 0.00000,  8.47474, -0.00000,   60,      1+2,
(  0  |  8  ), 0.00000, 8.00000,  0.00000,  8.47474,   60,      1+2,
(  0  | -8  ), 0.00000,-8.00000, -0.00000, -8.47474,   60,      1+2,
( -8  |  0  ),-8.00000, 0.00000, -8.47474,  0.00000,   60,      1+2,
(  7  |  4  ), 7.00000, 4.00000,  7.41540,  4.23737,   61,      1+2,
(  4  |  7  ), 4.00000, 7.00000,  4.23737,  7.41540,   61,      1+2,
(  7  | -4  ), 7.00000,-4.00000,  7.41540, -4.23737,   61,      1+2,
( -4  |  7  ),-4.00000, 7.00000, -4.23737,  7.41540,   61,      1+2,
(  4  | -7  ), 4.00000,-7.00000,  4.23737, -7.41540,   61,      1+2,
( -7  |  4  ),-7.00000, 4.00000, -7.41540,  4.23737,   61,      1+2,
( -4  | -7  ),-4.00000,-7.00000, -4.23737, -7.41540,   61,      1+2,
( -7  | -4  ),-7.00000,-4.00000, -7.41540, -4.23737,   61,      1+2,
(  8  |  1  ), 8.00000, 1.00000,  8.47474,  1.05934,   62,      1+2,
(  1  |  8  ), 1.00000, 8.00000,  1.05934,  8.47474,   62,      1+2,
(  8  | -1  ), 8.00000,-1.00000,  8.47474, -1.05934,   62,      1+2,
( -1  |  8  ),-1.00000, 8.00000, -1.05934,  8.47474,   62,      1+2,
(  1  | -8  ), 1.00000,-8.00000,  1.05934, -8.47474,   62,      1+2,
( -8  |  1  ),-8.00000, 1.00000, -8.47474,  1.05934,   62,      1+2,
( -1  | -8  ),-1.00000,-8.00000, -1.05934, -8.47474,   62,      1+2,
( -8  | -1  ),-8.00000,-1.00000, -8.47474, -1.05934,   62,      1+2,
(  8  |  2  ), 8.00000, 2.00000,  8.47474,  2.11869,   63,      1+2,
(  2  |  8  ), 2.00000, 8.00000,  2.11869,  8.47474,   63,      1+2,
(  8  | -2  ), 8.00000,-2.00000,  8.47474, -2.11869,   63,      1+2,
( -2  |  8  ),-2.00000, 8.00000, -2.11869,  8.47474,   63,      1+2,
(  2  | -8  ), 2.00000,-8.00000,  2.11869, -8.47474,   63,      1+2,
( -8  |  2  ),-8.00000, 2.00000, -8.47474,  2.11869,   63,      1+2,
( -2  | -8  ),-2.00000,-8.00000, -2.11869, -8.47474,   63,      1+2,
( -8  | -2  ),-8.00000,-2.00000, -8.47474, -2.11869,   63,      1+2,
( 15/2|  7/2), 7.50000, 3.50000,  7.94507,  3.70770,   64,      1+2,
(  7/2| 15/2), 3.50000, 7.50000,  3.70770,  7.94507,   64,      1+2,
( 15/2| -7/2), 7.50000,-3.50000,  7.94507, -3.70770,   64,      1+2,
( -7/2| 15/2),-3.50000, 7.50000, -3.70770,  7.94507,   64,      1+2,
(  7/2|-15/2), 3.50000,-7.50000,  3.70770, -7.94507,   64,      1+2,
(-15/2|  7/2),-7.50000, 3.50000, -7.94507,  3.70770,   64,      1+2,
( -7/2|-15/2),-3.50000,-7.50000, -3.70770, -7.94507,   64,      1+2,
(-15/2| -7/2),-7.50000,-3.50000, -7.94507, -3.70770,   64,      1+2,
(  6  |  6  ), 6.00000, 6.00000,  6.35606,  6.35606,   65,      1+2,
(  6  | -6  ), 6.00000,-6.00000,  6.35606, -6.35606,   65,      1+2,
( -6  |  6  ),-6.00000, 6.00000, -6.35606,  6.35606,   65,      1+2,
( -6  | -6  ),-6.00000,-6.00000, -6.35606, -6.35606,   65,      1+2,
( 13/2| 11/2), 6.50000, 5.50000,  6.88573,  5.82638,   66,      1+2,
( 11/2| 13/2), 5.50000, 6.50000,  5.82638,  6.88573,   66,      1+2,
( 13/2|-11/2), 6.50000,-5.50000,  6.88573, -5.82638,   66,      1+2,
(-11/2| 13/2),-5.50000, 6.50000, -5.82638,  6.88573,   66,      1+2,
( 11/2|-13/2), 5.50000,-6.50000,  5.82638, -6.88573,   66,      1+2,
(-13/2| 11/2),-6.50000, 5.50000, -6.88573,  5.82638,   66,      1+2,
(-11/2|-13/2),-5.50000,-6.50000, -5.82638, -6.88573,   66,      1+2,
(-13/2|-11/2),-6.50000,-5.50000, -6.88573, -5.82638,   66,      1+2,
( 17/2|  1/2), 8.50000, 0.50000,  9.00441,  0.52967,   67,      1+2,
(  1/2| 17/2), 0.50000, 8.50000,  0.52967,  9.00441,   67,      1+2,
( 17/2| -1/2), 8.50000,-0.50000,  9.00441, -0.52967,   67,      1+2,
( -1/2| 17/2),-0.50000, 8.50000, -0.52967,  9.00441,   67,      1+2,
(  1/2|-17/2), 0.50000,-8.50000,  0.52967, -9.00441,   67,      1+2,
(-17/2|  1/2),-8.50000, 0.50000, -9.00441,  0.52967,   67,      1+2,
( -1/2|-17/2),-0.50000,-8.50000, -0.52967, -9.00441,   67,      1+2,
(-17/2| -1/2),-8.50000,-0.50000, -9.00441, -0.52967,   67,      1+2,
(  8  |  3  ), 8.00000, 3.00000,  8.47474,  3.17803,   68,      1+2,
(  3  |  8  ), 3.00000, 8.00000,  3.17803,  8.47474,   68,      1+2,
(  8  | -3  ), 8.00000,-3.00000,  8.47474, -3.17803,   68,      1+2,
( -3  |  8  ),-3.00000, 8.00000, -3.17803,  8.47474,   68,      1+2,
(  3  | -8  ), 3.00000,-8.00000,  3.17803, -8.47474,   68,      1+2,
( -8  |  3  ),-8.00000, 3.00000, -8.47474,  3.17803,   68,      1+2,
( -3  | -8  ),-3.00000,-8.00000, -3.17803, -8.47474,   68,      1+2,
( -8  | -3  ),-8.00000,-3.00000, -8.47474, -3.17803,   68,      1+2,
(  7  |  5  ), 7.00000, 5.00000,  7.41540,  5.29671,   69,      1+2,
(  5  |  7  ), 5.00000, 7.00000,  5.29671,  7.41540,   69,      1+2,
(  7  | -5  ), 7.00000,-5.00000,  7.41540, -5.29671,   69,      1+2,
( -5  |  7  ),-5.00000, 7.00000, -5.29671,  7.41540,   69,      1+2,
(  5  | -7  ), 5.00000,-7.00000,  5.29671, -7.41540,   69,      1+2,
( -7  |  5  ),-7.00000, 5.00000, -7.41540,  5.29671,   69,      1+2,
( -5  | -7  ),-5.00000,-7.00000, -5.29671, -7.41540,   69,      1+2,
( -7  | -5  ),-7.00000,-5.00000, -7.41540, -5.29671,   69,      1+2,
( 17/2|  3/2), 8.50000, 1.50000,  9.00441,  1.58901,   70,      1+2,
(  3/2| 17/2), 1.50000, 8.50000,  1.58901,  9.00441,   70,      1+2,
( 17/2| -3/2), 8.50000,-1.50000,  9.00441, -1.58901,   70,      1+2,
( -3/2| 17/2),-1.50000, 8.50000, -1.58901,  9.00441,   70,      1+2,
(  3/2|-17/2), 1.50000,-8.50000,  1.58901, -9.00441,   70,      1+2,
(-17/2|  3/2),-8.50000, 1.50000, -9.00441,  1.58901,   70,      1+2,
( -3/2|-17/2),-1.50000,-8.50000, -1.58901, -9.00441,   70,      1+2,
(-17/2| -3/2),-8.50000,-1.50000, -9.00441, -1.58901,   70,      1+2,
( 15/2|  9/2), 7.50000, 4.50000,  7.94507,  4.76704,   71,      1+2,
(  9/2| 15/2), 4.50000, 7.50000,  4.76704,  7.94507,   71,      1+2,
( 15/2| -9/2), 7.50000,-4.50000,  7.94507, -4.76704,   71,      1+2,
( -9/2| 15/2),-4.50000, 7.50000, -4.76704,  7.94507,   71,      1+2,
(  9/2|-15/2), 4.50000,-7.50000,  4.76704, -7.94507,   71,      1+2,
(-15/2|  9/2),-7.50000, 4.50000, -7.94507,  4.76704,   71,      1+2,
( -9/2|-15/2),-4.50000,-7.50000, -4.76704, -7.94507,   71,      1+2,
(-15/2| -9/2),-7.50000,-4.50000, -7.94507, -4.76704,   71,      1+2,
( 17/2|  5/2), 8.50000, 2.50000,  9.00441,  2.64836,   72,      1+2,
(  5/2| 17/2), 2.50000, 8.50000,  2.64836,  9.00441,   72,      1+2,
( 17/2| -5/2), 8.50000,-2.50000,  9.00441, -2.64836,   72,      1+2,
( -5/2| 17/2),-2.50000, 8.50000, -2.64836,  9.00441,   72,      1+2,
(  5/2|-17/2), 2.50000,-8.50000,  2.64836, -9.00441,   72,      1+2,
(-17/2|  5/2),-8.50000, 2.50000, -9.00441,  2.64836,   72,      1+2,
( -5/2|-17/2),-2.50000,-8.50000, -2.64836, -9.00441,   72,      1+2,
(-17/2| -5/2),-8.50000,-2.50000, -9.00441, -2.64836,   72,      1+2,
