# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Fe3O4(001)-(r2xr2)R45.tlm
#
# Structure: Fe3O4(001)-c(2x2) - with bulk screws
#
# Max. LEED Energy: 503.0 eV
# Bulk lattice: Square (pmm); a = 5.9312 AA
#        Basis: a = [ 5.9312 -0.0000]; b = [0.0000 5.9312]
# Surface lattice: Square (cmm); a = 8.3880 AA
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [5.9312 5.9312]; b = [-5.9312  5.9312]
#            Superlattice: [[ 1  1] [-1  1]]
# Domain 2 - Basis: a = [ 5.9312 -5.9312]; b = [5.9312 5.9312]
#            Superlattice: [[ 1 -1] [ 1  1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  1/2|  5/2), 0.50000, 2.50000,  0.52967,  2.64836,    8,      1+2,
(  5/2| -1/2), 2.50000,-0.50000,  2.64836, -0.52967,    8,      1+2,
( -1/2|  5/2),-0.50000, 2.50000, -0.52967,  2.64836,    8,      1+2,
(  1/2| -5/2), 0.50000,-2.50000,  0.52967, -2.64836,    8,      1+2,
( -5/2|  1/2),-2.50000, 0.50000, -2.64836,  0.52967,    8,      1+2,
( -1/2| -5/2),-0.50000,-2.50000, -0.52967, -2.64836,    8,      1+2,
( -5/2| -1/2),-2.50000,-0.50000, -2.64836, -0.52967,    8,      1+2,
(  2  |  2  ), 2.00000, 2.00000,  2.11869,  2.11869,    9,      1+2,
(  2  | -2  ), 2.00000,-2.00000,  2.11869, -2.11869,    9,      1+2,
( -2  |  2  ),-2.00000, 2.00000, -2.11869,  2.11869,    9,      1+2,
( -2  | -2  ),-2.00000,-2.00000, -2.11869, -2.11869,    9,      1+2,
(  5/2|  3/2), 2.50000, 1.50000,  2.64836,  1.58901,   10,      1+2,
(  3/2|  5/2), 1.50000, 2.50000,  1.58901,  2.64836,   10,      1+2,
(  5/2| -3/2), 2.50000,-1.50000,  2.64836, -1.58901,   10,      1+2,
( -3/2|  5/2),-1.50000, 2.50000, -1.58901,  2.64836,   10,      1+2,
(  3/2| -5/2), 1.50000,-2.50000,  1.58901, -2.64836,   10,      1+2,
( -5/2|  3/2),-2.50000, 1.50000, -2.64836,  1.58901,   10,      1+2,
( -3/2| -5/2),-1.50000,-2.50000, -1.58901, -2.64836,   10,      1+2,
( -5/2| -3/2),-2.50000,-1.50000, -2.64836, -1.58901,   10,      1+2,
(  3  |  0  ), 3.00000, 0.00000,  3.17803, -0.00000,   11,      1+2,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  3.17803,   11,      1+2,
(  0  | -3  ), 0.00000,-3.00000, -0.00000, -3.17803,   11,      1+2,
( -3  |  0  ),-3.00000, 0.00000, -3.17803,  0.00000,   11,      1+2,
(  3  |  1  ), 3.00000, 1.00000,  3.17803,  1.05934,   12,      1+2,
(  1  |  3  ), 1.00000, 3.00000,  1.05934,  3.17803,   12,      1+2,
(  3  | -1  ), 3.00000,-1.00000,  3.17803, -1.05934,   12,      1+2,
( -1  |  3  ),-1.00000, 3.00000, -1.05934,  3.17803,   12,      1+2,
(  1  | -3  ), 1.00000,-3.00000,  1.05934, -3.17803,   12,      1+2,
( -3  |  1  ),-3.00000, 1.00000, -3.17803,  1.05934,   12,      1+2,
( -1  | -3  ),-1.00000,-3.00000, -1.05934, -3.17803,   12,      1+2,
( -3  | -1  ),-3.00000,-1.00000, -3.17803, -1.05934,   12,      1+2,
(  5/2|  5/2), 2.50000, 2.50000,  2.64836,  2.64836,   13,      1+2,
(  5/2| -5/2), 2.50000,-2.50000,  2.64836, -2.64836,   13,      1+2,
( -5/2|  5/2),-2.50000, 2.50000, -2.64836,  2.64836,   13,      1+2,
( -5/2| -5/2),-2.50000,-2.50000, -2.64836, -2.64836,   13,      1+2,
(  7/2|  1/2), 3.50000, 0.50000,  3.70770,  0.52967,   14,      1+2,
(  1/2|  7/2), 0.50000, 3.50000,  0.52967,  3.70770,   14,      1+2,
(  7/2| -1/2), 3.50000,-0.50000,  3.70770, -0.52967,   14,      1+2,
( -1/2|  7/2),-0.50000, 3.50000, -0.52967,  3.70770,   14,      1+2,
(  1/2| -7/2), 0.50000,-3.50000,  0.52967, -3.70770,   14,      1+2,
( -7/2|  1/2),-3.50000, 0.50000, -3.70770,  0.52967,   14,      1+2,
( -1/2| -7/2),-0.50000,-3.50000, -0.52967, -3.70770,   14,      1+2,
( -7/2| -1/2),-3.50000,-0.50000, -3.70770, -0.52967,   14,      1+2,
(  3  |  2  ), 3.00000, 2.00000,  3.17803,  2.11869,   15,      1+2,
(  2  |  3  ), 2.00000, 3.00000,  2.11869,  3.17803,   15,      1+2,
(  3  | -2  ), 3.00000,-2.00000,  3.17803, -2.11869,   15,      1+2,
( -2  |  3  ),-2.00000, 3.00000, -2.11869,  3.17803,   15,      1+2,
(  2  | -3  ), 2.00000,-3.00000,  2.11869, -3.17803,   15,      1+2,
( -3  |  2  ),-3.00000, 2.00000, -3.17803,  2.11869,   15,      1+2,
( -2  | -3  ),-2.00000,-3.00000, -2.11869, -3.17803,   15,      1+2,
( -3  | -2  ),-3.00000,-2.00000, -3.17803, -2.11869,   15,      1+2,
(  7/2|  3/2), 3.50000, 1.50000,  3.70770,  1.58901,   16,      1+2,
(  3/2|  7/2), 1.50000, 3.50000,  1.58901,  3.70770,   16,      1+2,
(  7/2| -3/2), 3.50000,-1.50000,  3.70770, -1.58901,   16,      1+2,
( -3/2|  7/2),-1.50000, 3.50000, -1.58901,  3.70770,   16,      1+2,
(  3/2| -7/2), 1.50000,-3.50000,  1.58901, -3.70770,   16,      1+2,
( -7/2|  3/2),-3.50000, 1.50000, -3.70770,  1.58901,   16,      1+2,
( -3/2| -7/2),-1.50000,-3.50000, -1.58901, -3.70770,   16,      1+2,
( -7/2| -3/2),-3.50000,-1.50000, -3.70770, -1.58901,   16,      1+2,
(  4  |  0  ), 4.00000, 0.00000,  4.23737, -0.00000,   17,      1+2,
(  0  |  4  ), 0.00000, 4.00000,  0.00000,  4.23737,   17,      1+2,
(  0  | -4  ), 0.00000,-4.00000, -0.00000, -4.23737,   17,      1+2,
( -4  |  0  ),-4.00000, 0.00000, -4.23737,  0.00000,   17,      1+2,
(  4  |  1  ), 4.00000, 1.00000,  4.23737,  1.05934,   18,      1+2,
(  1  |  4  ), 1.00000, 4.00000,  1.05934,  4.23737,   18,      1+2,
(  4  | -1  ), 4.00000,-1.00000,  4.23737, -1.05934,   18,      1+2,
( -1  |  4  ),-1.00000, 4.00000, -1.05934,  4.23737,   18,      1+2,
(  1  | -4  ), 1.00000,-4.00000,  1.05934, -4.23737,   18,      1+2,
( -4  |  1  ),-4.00000, 1.00000, -4.23737,  1.05934,   18,      1+2,
( -1  | -4  ),-1.00000,-4.00000, -1.05934, -4.23737,   18,      1+2,
( -4  | -1  ),-4.00000,-1.00000, -4.23737, -1.05934,   18,      1+2,
(  3  |  3  ), 3.00000, 3.00000,  3.17803,  3.17803,   19,      1+2,
(  3  | -3  ), 3.00000,-3.00000,  3.17803, -3.17803,   19,      1+2,
( -3  |  3  ),-3.00000, 3.00000, -3.17803,  3.17803,   19,      1+2,
( -3  | -3  ),-3.00000,-3.00000, -3.17803, -3.17803,   19,      1+2,
(  7/2|  5/2), 3.50000, 2.50000,  3.70770,  2.64836,   20,      1+2,
(  5/2|  7/2), 2.50000, 3.50000,  2.64836,  3.70770,   20,      1+2,
(  7/2| -5/2), 3.50000,-2.50000,  3.70770, -2.64836,   20,      1+2,
( -5/2|  7/2),-2.50000, 3.50000, -2.64836,  3.70770,   20,      1+2,
(  5/2| -7/2), 2.50000,-3.50000,  2.64836, -3.70770,   20,      1+2,
( -7/2|  5/2),-3.50000, 2.50000, -3.70770,  2.64836,   20,      1+2,
( -5/2| -7/2),-2.50000,-3.50000, -2.64836, -3.70770,   20,      1+2,
( -7/2| -5/2),-3.50000,-2.50000, -3.70770, -2.64836,   20,      1+2,
(  4  |  2  ), 4.00000, 2.00000,  4.23737,  2.11869,   21,      1+2,
(  2  |  4  ), 2.00000, 4.00000,  2.11869,  4.23737,   21,      1+2,
(  4  | -2  ), 4.00000,-2.00000,  4.23737, -2.11869,   21,      1+2,
( -2  |  4  ),-2.00000, 4.00000, -2.11869,  4.23737,   21,      1+2,
(  2  | -4  ), 2.00000,-4.00000,  2.11869, -4.23737,   21,      1+2,
( -4  |  2  ),-4.00000, 2.00000, -4.23737,  2.11869,   21,      1+2,
( -2  | -4  ),-2.00000,-4.00000, -2.11869, -4.23737,   21,      1+2,
( -4  | -2  ),-4.00000,-2.00000, -4.23737, -2.11869,   21,      1+2,
(  9/2|  1/2), 4.50000, 0.50000,  4.76704,  0.52967,   22,      1+2,
(  1/2|  9/2), 0.50000, 4.50000,  0.52967,  4.76704,   22,      1+2,
(  9/2| -1/2), 4.50000,-0.50000,  4.76704, -0.52967,   22,      1+2,
( -1/2|  9/2),-0.50000, 4.50000, -0.52967,  4.76704,   22,      1+2,
(  1/2| -9/2), 0.50000,-4.50000,  0.52967, -4.76704,   22,      1+2,
( -9/2|  1/2),-4.50000, 0.50000, -4.76704,  0.52967,   22,      1+2,
( -1/2| -9/2),-0.50000,-4.50000, -0.52967, -4.76704,   22,      1+2,
( -9/2| -1/2),-4.50000,-0.50000, -4.76704, -0.52967,   22,      1+2,
(  9/2|  3/2), 4.50000, 1.50000,  4.76704,  1.58901,   23,      1+2,
(  3/2|  9/2), 1.50000, 4.50000,  1.58901,  4.76704,   23,      1+2,
(  9/2| -3/2), 4.50000,-1.50000,  4.76704, -1.58901,   23,      1+2,
( -3/2|  9/2),-1.50000, 4.50000, -1.58901,  4.76704,   23,      1+2,
(  3/2| -9/2), 1.50000,-4.50000,  1.58901, -4.76704,   23,      1+2,
( -9/2|  3/2),-4.50000, 1.50000, -4.76704,  1.58901,   23,      1+2,
( -3/2| -9/2),-1.50000,-4.50000, -1.58901, -4.76704,   23,      1+2,
( -9/2| -3/2),-4.50000,-1.50000, -4.76704, -1.58901,   23,      1+2,
(  7/2|  7/2), 3.50000, 3.50000,  3.70770,  3.70770,   24,      1+2,
(  7/2| -7/2), 3.50000,-3.50000,  3.70770, -3.70770,   24,      1+2,
( -7/2|  7/2),-3.50000, 3.50000, -3.70770,  3.70770,   24,      1+2,
( -7/2| -7/2),-3.50000,-3.50000, -3.70770, -3.70770,   24,      1+2,
(  4  |  3  ), 4.00000, 3.00000,  4.23737,  3.17803,   25,      1+2,
(  3  |  4  ), 3.00000, 4.00000,  3.17803,  4.23737,   25,      1+2,
(  4  | -3  ), 4.00000,-3.00000,  4.23737, -3.17803,   25,      1+2,
( -3  |  4  ),-3.00000, 4.00000, -3.17803,  4.23737,   25,      1+2,
(  3  | -4  ), 3.00000,-4.00000,  3.17803, -4.23737,   25,      1+2,
( -4  |  3  ),-4.00000, 3.00000, -4.23737,  3.17803,   25,      1+2,
( -3  | -4  ),-3.00000,-4.00000, -3.17803, -4.23737,   25,      1+2,
( -4  | -3  ),-4.00000,-3.00000, -4.23737, -3.17803,   25,      1+2,
(  5  |  0  ), 5.00000, 0.00000,  5.29671, -0.00000,   26,      1+2,
(  0  |  5  ), 0.00000, 5.00000,  0.00000,  5.29671,   26,      1+2,
(  0  | -5  ), 0.00000,-5.00000, -0.00000, -5.29671,   26,      1+2,
( -5  |  0  ),-5.00000, 0.00000, -5.29671,  0.00000,   26,      1+2,
(  5  |  1  ), 5.00000, 1.00000,  5.29671,  1.05934,   27,      1+2,
(  1  |  5  ), 1.00000, 5.00000,  1.05934,  5.29671,   27,      1+2,
(  5  | -1  ), 5.00000,-1.00000,  5.29671, -1.05934,   27,      1+2,
( -1  |  5  ),-1.00000, 5.00000, -1.05934,  5.29671,   27,      1+2,
(  1  | -5  ), 1.00000,-5.00000,  1.05934, -5.29671,   27,      1+2,
( -5  |  1  ),-5.00000, 1.00000, -5.29671,  1.05934,   27,      1+2,
( -1  | -5  ),-1.00000,-5.00000, -1.05934, -5.29671,   27,      1+2,
( -5  | -1  ),-5.00000,-1.00000, -5.29671, -1.05934,   27,      1+2,
(  9/2|  5/2), 4.50000, 2.50000,  4.76704,  2.64836,   28,      1+2,
(  5/2|  9/2), 2.50000, 4.50000,  2.64836,  4.76704,   28,      1+2,
(  9/2| -5/2), 4.50000,-2.50000,  4.76704, -2.64836,   28,      1+2,
( -5/2|  9/2),-2.50000, 4.50000, -2.64836,  4.76704,   28,      1+2,
(  5/2| -9/2), 2.50000,-4.50000,  2.64836, -4.76704,   28,      1+2,
( -9/2|  5/2),-4.50000, 2.50000, -4.76704,  2.64836,   28,      1+2,
( -5/2| -9/2),-2.50000,-4.50000, -2.64836, -4.76704,   28,      1+2,
( -9/2| -5/2),-4.50000,-2.50000, -4.76704, -2.64836,   28,      1+2,
(  5  |  2  ), 5.00000, 2.00000,  5.29671,  2.11869,   29,      1+2,
(  2  |  5  ), 2.00000, 5.00000,  2.11869,  5.29671,   29,      1+2,
(  5  | -2  ), 5.00000,-2.00000,  5.29671, -2.11869,   29,      1+2,
( -2  |  5  ),-2.00000, 5.00000, -2.11869,  5.29671,   29,      1+2,
(  2  | -5  ), 2.00000,-5.00000,  2.11869, -5.29671,   29,      1+2,
( -5  |  2  ),-5.00000, 2.00000, -5.29671,  2.11869,   29,      1+2,
( -2  | -5  ),-2.00000,-5.00000, -2.11869, -5.29671,   29,      1+2,
( -5  | -2  ),-5.00000,-2.00000, -5.29671, -2.11869,   29,      1+2,
( 11/2|  1/2), 5.50000, 0.50000,  5.82638,  0.52967,   30,      1+2,
(  1/2| 11/2), 0.50000, 5.50000,  0.52967,  5.82638,   30,      1+2,
( 11/2| -1/2), 5.50000,-0.50000,  5.82638, -0.52967,   30,      1+2,
( -1/2| 11/2),-0.50000, 5.50000, -0.52967,  5.82638,   30,      1+2,
(  1/2|-11/2), 0.50000,-5.50000,  0.52967, -5.82638,   30,      1+2,
(-11/2|  1/2),-5.50000, 0.50000, -5.82638,  0.52967,   30,      1+2,
( -1/2|-11/2),-0.50000,-5.50000, -0.52967, -5.82638,   30,      1+2,
(-11/2| -1/2),-5.50000,-0.50000, -5.82638, -0.52967,   30,      1+2,
(  4  |  4  ), 4.00000, 4.00000,  4.23737,  4.23737,   31,      1+2,
(  4  | -4  ), 4.00000,-4.00000,  4.23737, -4.23737,   31,      1+2,
( -4  |  4  ),-4.00000, 4.00000, -4.23737,  4.23737,   31,      1+2,
( -4  | -4  ),-4.00000,-4.00000, -4.23737, -4.23737,   31,      1+2,
(  9/2|  7/2), 4.50000, 3.50000,  4.76704,  3.70770,   32,      1+2,
(  7/2|  9/2), 3.50000, 4.50000,  3.70770,  4.76704,   32,      1+2,
(  9/2| -7/2), 4.50000,-3.50000,  4.76704, -3.70770,   32,      1+2,
( -7/2|  9/2),-3.50000, 4.50000, -3.70770,  4.76704,   32,      1+2,
(  7/2| -9/2), 3.50000,-4.50000,  3.70770, -4.76704,   32,      1+2,
( -9/2|  7/2),-4.50000, 3.50000, -4.76704,  3.70770,   32,      1+2,
( -7/2| -9/2),-3.50000,-4.50000, -3.70770, -4.76704,   32,      1+2,
( -9/2| -7/2),-4.50000,-3.50000, -4.76704, -3.70770,   32,      1+2,
( 11/2|  3/2), 5.50000, 1.50000,  5.82638,  1.58901,   33,      1+2,
(  3/2| 11/2), 1.50000, 5.50000,  1.58901,  5.82638,   33,      1+2,
( 11/2| -3/2), 5.50000,-1.50000,  5.82638, -1.58901,   33,      1+2,
( -3/2| 11/2),-1.50000, 5.50000, -1.58901,  5.82638,   33,      1+2,
(  3/2|-11/2), 1.50000,-5.50000,  1.58901, -5.82638,   33,      1+2,
(-11/2|  3/2),-5.50000, 1.50000, -5.82638,  1.58901,   33,      1+2,
( -3/2|-11/2),-1.50000,-5.50000, -1.58901, -5.82638,   33,      1+2,
(-11/2| -3/2),-5.50000,-1.50000, -5.82638, -1.58901,   33,      1+2,
(  5  |  3  ), 5.00000, 3.00000,  5.29671,  3.17803,   34,      1+2,
(  3  |  5  ), 3.00000, 5.00000,  3.17803,  5.29671,   34,      1+2,
(  5  | -3  ), 5.00000,-3.00000,  5.29671, -3.17803,   34,      1+2,
( -3  |  5  ),-3.00000, 5.00000, -3.17803,  5.29671,   34,      1+2,
(  3  | -5  ), 3.00000,-5.00000,  3.17803, -5.29671,   34,      1+2,
( -5  |  3  ),-5.00000, 3.00000, -5.29671,  3.17803,   34,      1+2,
( -3  | -5  ),-3.00000,-5.00000, -3.17803, -5.29671,   34,      1+2,
( -5  | -3  ),-5.00000,-3.00000, -5.29671, -3.17803,   34,      1+2,
(  6  |  0  ), 6.00000, 0.00000,  6.35606, -0.00000,   35,      1+2,
(  0  |  6  ), 0.00000, 6.00000,  0.00000,  6.35606,   35,      1+2,
(  0  | -6  ), 0.00000,-6.00000, -0.00000, -6.35606,   35,      1+2,
( -6  |  0  ),-6.00000, 0.00000, -6.35606,  0.00000,   35,      1+2,
( 11/2|  5/2), 5.50000, 2.50000,  5.82638,  2.64836,   36,      1+2,
(  5/2| 11/2), 2.50000, 5.50000,  2.64836,  5.82638,   36,      1+2,
( 11/2| -5/2), 5.50000,-2.50000,  5.82638, -2.64836,   36,      1+2,
( -5/2| 11/2),-2.50000, 5.50000, -2.64836,  5.82638,   36,      1+2,
(  5/2|-11/2), 2.50000,-5.50000,  2.64836, -5.82638,   36,      1+2,
(-11/2|  5/2),-5.50000, 2.50000, -5.82638,  2.64836,   36,      1+2,
( -5/2|-11/2),-2.50000,-5.50000, -2.64836, -5.82638,   36,      1+2,
(-11/2| -5/2),-5.50000,-2.50000, -5.82638, -2.64836,   36,      1+2,
(  6  |  1  ), 6.00000, 1.00000,  6.35606,  1.05934,   37,      1+2,
(  1  |  6  ), 1.00000, 6.00000,  1.05934,  6.35606,   37,      1+2,
(  6  | -1  ), 6.00000,-1.00000,  6.35606, -1.05934,   37,      1+2,
( -1  |  6  ),-1.00000, 6.00000, -1.05934,  6.35606,   37,      1+2,
(  1  | -6  ), 1.00000,-6.00000,  1.05934, -6.35606,   37,      1+2,
( -6  |  1  ),-6.00000, 1.00000, -6.35606,  1.05934,   37,      1+2,
( -1  | -6  ),-1.00000,-6.00000, -1.05934, -6.35606,   37,      1+2,
( -6  | -1  ),-6.00000,-1.00000, -6.35606, -1.05934,   37,      1+2,
(  6  |  2  ), 6.00000, 2.00000,  6.35606,  2.11869,   38,      1+2,
(  2  |  6  ), 2.00000, 6.00000,  2.11869,  6.35606,   38,      1+2,
(  6  | -2  ), 6.00000,-2.00000,  6.35606, -2.11869,   38,      1+2,
( -2  |  6  ),-2.00000, 6.00000, -2.11869,  6.35606,   38,      1+2,
(  2  | -6  ), 2.00000,-6.00000,  2.11869, -6.35606,   38,      1+2,
( -6  |  2  ),-6.00000, 2.00000, -6.35606,  2.11869,   38,      1+2,
( -2  | -6  ),-2.00000,-6.00000, -2.11869, -6.35606,   38,      1+2,
( -6  | -2  ),-6.00000,-2.00000, -6.35606, -2.11869,   38,      1+2,
(  9/2|  9/2), 4.50000, 4.50000,  4.76704,  4.76704,   39,      1+2,
(  9/2| -9/2), 4.50000,-4.50000,  4.76704, -4.76704,   39,      1+2,
( -9/2|  9/2),-4.50000, 4.50000, -4.76704,  4.76704,   39,      1+2,
( -9/2| -9/2),-4.50000,-4.50000, -4.76704, -4.76704,   39,      1+2,
(  5  |  4  ), 5.00000, 4.00000,  5.29671,  4.23737,   40,      1+2,
(  4  |  5  ), 4.00000, 5.00000,  4.23737,  5.29671,   40,      1+2,
(  5  | -4  ), 5.00000,-4.00000,  5.29671, -4.23737,   40,      1+2,
( -4  |  5  ),-4.00000, 5.00000, -4.23737,  5.29671,   40,      1+2,
(  4  | -5  ), 4.00000,-5.00000,  4.23737, -5.29671,   40,      1+2,
( -5  |  4  ),-5.00000, 4.00000, -5.29671,  4.23737,   40,      1+2,
( -4  | -5  ),-4.00000,-5.00000, -4.23737, -5.29671,   40,      1+2,
( -5  | -4  ),-5.00000,-4.00000, -5.29671, -4.23737,   40,      1+2,
( 11/2|  7/2), 5.50000, 3.50000,  5.82638,  3.70770,   41,      1+2,
(  7/2| 11/2), 3.50000, 5.50000,  3.70770,  5.82638,   41,      1+2,
( 11/2| -7/2), 5.50000,-3.50000,  5.82638, -3.70770,   41,      1+2,
( -7/2| 11/2),-3.50000, 5.50000, -3.70770,  5.82638,   41,      1+2,
(  7/2|-11/2), 3.50000,-5.50000,  3.70770, -5.82638,   41,      1+2,
(-11/2|  7/2),-5.50000, 3.50000, -5.82638,  3.70770,   41,      1+2,
( -7/2|-11/2),-3.50000,-5.50000, -3.70770, -5.82638,   41,      1+2,
(-11/2| -7/2),-5.50000,-3.50000, -5.82638, -3.70770,   41,      1+2,
( 13/2|  1/2), 6.50000, 0.50000,  6.88573,  0.52967,   42,      1+2,
(  1/2| 13/2), 0.50000, 6.50000,  0.52967,  6.88573,   42,      1+2,
( 13/2| -1/2), 6.50000,-0.50000,  6.88573, -0.52967,   42,      1+2,
( -1/2| 13/2),-0.50000, 6.50000, -0.52967,  6.88573,   42,      1+2,
(  1/2|-13/2), 0.50000,-6.50000,  0.52967, -6.88573,   42,      1+2,
(-13/2|  1/2),-6.50000, 0.50000, -6.88573,  0.52967,   42,      1+2,
( -1/2|-13/2),-0.50000,-6.50000, -0.52967, -6.88573,   42,      1+2,
(-13/2| -1/2),-6.50000,-0.50000, -6.88573, -0.52967,   42,      1+2,
( 13/2|  3/2), 6.50000, 1.50000,  6.88573,  1.58901,   43,      1+2,
(  3/2| 13/2), 1.50000, 6.50000,  1.58901,  6.88573,   43,      1+2,
( 13/2| -3/2), 6.50000,-1.50000,  6.88573, -1.58901,   43,      1+2,
( -3/2| 13/2),-1.50000, 6.50000, -1.58901,  6.88573,   43,      1+2,
(  3/2|-13/2), 1.50000,-6.50000,  1.58901, -6.88573,   43,      1+2,
(-13/2|  3/2),-6.50000, 1.50000, -6.88573,  1.58901,   43,      1+2,
( -3/2|-13/2),-1.50000,-6.50000, -1.58901, -6.88573,   43,      1+2,
(-13/2| -3/2),-6.50000,-1.50000, -6.88573, -1.58901,   43,      1+2,
(  6  |  3  ), 6.00000, 3.00000,  6.35606,  3.17803,   44,      1+2,
(  3  |  6  ), 3.00000, 6.00000,  3.17803,  6.35606,   44,      1+2,
(  6  | -3  ), 6.00000,-3.00000,  6.35606, -3.17803,   44,      1+2,
( -3  |  6  ),-3.00000, 6.00000, -3.17803,  6.35606,   44,      1+2,
(  3  | -6  ), 3.00000,-6.00000,  3.17803, -6.35606,   44,      1+2,
