# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/tleedmap/guilib/leedsim/input examples/Cu(111)-(r3x5)rect.tlm
#
# Structure: Cu(111)-(r3x5)rect
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5435 AA; alpha = 120.00 deg
#        Basis: a = [2.5435 0.0000]; b = [-1.2717  2.2027]
# Surface lattice: Rectangular (pg[1 0]); a = 4.4055 AA; b = 12.7175 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [0.0000 4.4055]; b = [12.7175  0.0000]
#            Superlattice: [[1 2] [5 0]]
# Domain 2 - Basis: a = [ 3.8152 -2.2027]; b = [ 6.3587 11.0137]
#            Superlattice: [[ 1 -1] [ 5  5]]
# Domain 3 - Basis: a = [-3.8152 -2.2027]; b = [  6.3587 -11.0137]
#            Superlattice: [[-2 -1] [ 0 -5]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -1/10| 29/10),-0.10000, 2.90000, -0.24703,  8.12947,  142,        2,
(-14/5 | -1/10),-2.80000,-0.10000, -6.91681, -4.27867,  142,        1,
(-29/10|  1/10),-2.90000, 0.10000, -7.16384, -3.85080,  142,        2,
(  1/10| 14/5 ), 0.10000, 2.80000,  0.24703,  8.12947,  142,        3,
( 14/5 |-29/10), 2.80000,-2.90000,  6.91681, -4.27867,  142,        1,
( 29/10|-14/5 ), 2.90000,-2.80000,  7.16384, -3.85080,  142,        3,
(-17/10| -8/5 ),-1.70000,-1.60000, -4.19949, -6.98849,  143,        3,
(-33/10|  8/5 ),-3.30000, 1.60000, -8.15196, -0.14262,  143,        3,
( -8/5 | 33/10),-1.60000, 3.30000, -3.95247,  7.13112,  143,        1,
( 17/10|-33/10), 1.70000,-3.30000,  4.19949, -6.98849,  143,        2,
( 33/10|-17/10), 3.30000,-1.70000,  8.15196, -0.14262,  143,        2,
(  8/5 | 17/10), 1.60000, 1.70000,  3.95247,  7.13112,  143,        1,
(-17/10| 33/10),-1.70000, 3.30000, -4.19949,  6.98849,  144,        2,
(-33/10| 17/10),-3.30000, 1.70000, -8.15196,  0.14262,  144,        2,
( -8/5 |-17/10),-1.60000,-1.70000, -3.95247, -7.13112,  144,        1,
( 17/10|  8/5 ), 1.70000, 1.60000,  4.19949,  6.98849,  144,        3,
( 33/10| -8/5 ), 3.30000,-1.60000,  8.15196,  0.14262,  144,        3,
(  8/5 |-33/10), 1.60000,-3.30000,  3.95247, -7.13112,  144,        1,
(-12/5 | -4/5 ),-2.40000,-0.80000, -5.92870, -5.70489,  145,        1,
(-16/5 |  4/5 ),-3.20000, 0.80000, -7.90493, -2.28196,  145,        2,
( -4/5 | 16/5 ),-0.80000, 3.20000, -1.97623,  7.98685,  145,        2,
( 12/5 |-16/5 ), 2.40000,-3.20000,  5.92870, -5.70489,  145,        1,
( 16/5 |-12/5 ), 3.20000,-2.40000,  7.90493, -2.28196,  145,        3,
(  4/5 | 12/5 ), 0.80000, 2.40000,  1.97623,  7.98685,  145,        3,
(-12/5 | 16/5 ),-2.40000, 3.20000, -5.92870,  5.70489,  146,        1,
(-16/5 | 12/5 ),-3.20000, 2.40000, -7.90493,  2.28196,  146,        3,
( -4/5 |-12/5 ),-0.80000,-2.40000, -1.97623, -7.98685,  146,        3,
( 12/5 |  4/5 ), 2.40000, 0.80000,  5.92870,  5.70489,  146,        1,
( 16/5 | -4/5 ), 3.20000,-0.80000,  7.90493,  2.28196,  146,        2,
(  4/5 |-16/5 ), 0.80000,-3.20000,  1.97623, -7.98685,  146,        2,
(-17/10|-17/10),-1.70000,-1.70000, -4.19949, -7.27374,  147,        2,
(-17/10| 17/5 ),-1.70000, 3.40000, -4.19949,  7.27374,  147,        3,
(-17/5 | 17/10),-3.40000, 1.70000, -8.39899,  0.00000,  147,        1,
( 17/10|-17/5 ), 1.70000,-3.40000,  4.19949, -7.27374,  147,        3,
( 17/10| 17/10), 1.70000, 1.70000,  4.19949,  7.27374,  147,        2,
( 17/5 |-17/10), 3.40000,-1.70000,  8.39899,  0.00000,  147,        1,
(-13/5 | -3/5 ),-2.60000,-0.60000, -6.42276, -5.41965,  148,        2,
(-16/5 |  3/5 ),-3.20000, 0.60000, -7.90493, -2.85245,  148,        1,
( -3/5 | 16/5 ),-0.60000, 3.20000, -1.48217,  8.27209,  148,        3,
( 13/5 |-16/5 ), 2.60000,-3.20000,  6.42276, -5.41965,  148,        3,
( 16/5 |-13/5 ), 3.20000,-2.60000,  7.90493, -2.85245,  148,        1,
(  3/5 | 13/5 ), 0.60000, 2.60000,  1.48217,  8.27209,  148,        2,
(-13/5 | 16/5 ),-2.60000, 3.20000, -6.42276,  5.41965,  149,        3,
(-16/5 | 13/5 ),-3.20000, 2.60000, -7.90493,  2.85245,  149,        1,
( -3/5 |-13/5 ),-0.60000,-2.60000, -1.48217, -8.27209,  149,        2,
( 13/5 |  3/5 ), 2.60000, 0.60000,  6.42276,  5.41965,  149,        2,
( 16/5 | -3/5 ), 3.20000,-0.60000,  7.90493,  2.85245,  149,        1,
(  3/5 |-16/5 ), 0.60000,-3.20000,  1.48217, -8.27209,  149,        3,
(-17/5 |  8/5 ),-3.40000, 1.60000, -8.39899, -0.28524,  150,        2,
( -8/5 | 17/5 ),-1.60000, 3.40000, -3.95247,  7.41636,  150,        2,
( -9/5 | -8/5 ),-1.80000,-1.60000, -4.44652, -7.13112,  150,        1,
( 17/5 | -9/5 ), 3.40000,-1.80000,  8.39899, -0.28524,  150,        3,
(  8/5 |  9/5 ), 1.60000, 1.80000,  3.95247,  7.41636,  150,        3,
(  9/5 |-17/5 ), 1.80000,-3.40000,  4.44652, -7.13112,  150,        1,
(-17/5 |  9/5 ),-3.40000, 1.80000, -8.39899,  0.28524,  151,        3,
( -8/5 | -9/5 ),-1.60000,-1.80000, -3.95247, -7.41636,  151,        3,
( -9/5 | 17/5 ),-1.80000, 3.40000, -4.44652,  7.13112,  151,        1,
( 17/5 | -8/5 ), 3.40000,-1.60000,  8.39899,  0.28524,  151,        2,
(  8/5 |-17/5 ), 1.60000,-3.40000,  3.95247, -7.41636,  151,        2,
(  9/5 |  8/5 ), 1.80000, 1.60000,  4.44652,  7.13112,  151,        1,
(-11/5 | 17/5 ),-2.20000, 3.40000, -5.43464,  6.56063,  152,        3,
(-17/5 | 11/5 ),-3.40000, 2.20000, -8.39899,  1.42622,  152,        1,
( -6/5 |-11/5 ),-1.20000,-2.20000, -2.96435, -7.98685,  152,        2,
( 11/5 |  6/5 ), 2.20000, 1.20000,  5.43464,  6.56063,  152,        2,
( 17/5 | -6/5 ), 3.40000,-1.20000,  8.39899,  1.42622,  152,        1,
(  6/5 |-17/5 ), 1.20000,-3.40000,  2.96435, -7.98685,  152,        3,
(-11/5 | -6/5 ),-2.20000,-1.20000, -5.43464, -6.56063,  153,        2,
(-17/5 |  6/5 ),-3.40000, 1.20000, -8.39899, -1.42622,  153,        1,
( -6/5 | 17/5 ),-1.20000, 3.40000, -2.96435,  7.98685,  153,        3,
( 11/5 |-17/5 ), 2.20000,-3.40000,  5.43464, -6.56063,  153,        3,
( 17/5 |-11/5 ), 3.40000,-2.20000,  8.39899, -1.42622,  153,        1,
(  6/5 | 11/5 ), 1.20000, 2.20000,  2.96435,  7.98685,  153,        2,
( -3   |  0   ),-3.00000, 0.00000, -7.41087, -4.27867,  154,    1+2+3,
(  0   |  3   ), 0.00000, 3.00000,  0.00000,  8.55734,  154,    1+2+3,
(  3   | -3   ), 3.00000,-3.00000,  7.41087, -4.27867,  154,    1+2+3,
( -3   |  3   ),-3.00000, 3.00000, -7.41087,  4.27867,  155,    1+2+3,
(  0   | -3   ), 0.00000,-3.00000,  0.00000, -8.55734,  155,    1+2+3,
(  3   |  0   ), 3.00000, 0.00000,  7.41087,  4.27867,  155,    1+2+3,
( -1/5 |-29/10),-0.20000,-2.90000, -0.49406, -8.55734,  156,        1,
(-29/10| 31/10),-2.90000, 3.10000, -7.16384,  4.70654,  156,        2,
(-31/10| 29/10),-3.10000, 2.90000, -7.65790,  3.85080,  156,        2,
(  1/5 |-31/10), 0.20000,-3.10000,  0.49406, -8.55734,  156,        1,
( 29/10|  1/5 ), 2.90000, 0.20000,  7.16384,  4.70654,  156,        3,
( 31/10| -1/5 ), 3.10000,-0.20000,  7.65790,  3.85080,  156,        3,
( -1/5 | 31/10),-0.20000, 3.10000, -0.49406,  8.55734,  157,        1,
(-29/10| -1/5 ),-2.90000,-0.20000, -7.16384, -4.70654,  157,        3,
(-31/10|  1/5 ),-3.10000, 0.20000, -7.65790, -3.85080,  157,        3,
(  1/5 | 29/10), 0.20000, 2.90000,  0.49406,  8.55734,  157,        1,
( 29/10|-31/10), 2.90000,-3.10000,  7.16384, -4.70654,  157,        2,
( 31/10|-29/10), 3.10000,-2.90000,  7.65790, -3.85080,  157,        2,
(-13/5 | 33/10),-2.60000, 3.30000, -6.42276,  5.70489,  158,        1,
(-33/10| 13/5 ),-3.30000, 2.60000, -8.15196,  2.70982,  158,        3,
( -7/10|-13/5 ),-0.70000,-2.60000, -1.72920, -8.41472,  158,        3,
( 13/5 |  7/10), 2.60000, 0.70000,  6.42276,  5.70489,  158,        1,
( 33/10| -7/10), 3.30000,-0.70000,  8.15196,  2.70982,  158,        2,
(  7/10|-33/10), 0.70000,-3.30000,  1.72920, -8.41472,  158,        2,
(-13/5 | -7/10),-2.60000,-0.70000, -6.42276, -5.70489,  159,        1,
(-33/10|  7/10),-3.30000, 0.70000, -8.15196, -2.70982,  159,        2,
( -7/10| 33/10),-0.70000, 3.30000, -1.72920,  8.41472,  159,        2,
( 13/5 |-33/10), 2.60000,-3.30000,  6.42276, -5.70489,  159,        1,
( 33/10|-13/5 ), 3.30000,-2.60000,  8.15196, -2.70982,  159,        3,
(  7/10| 13/5 ), 0.70000, 2.60000,  1.72920,  8.41472,  159,        3,
(-14/5 | -2/5 ),-2.80000,-0.40000, -6.91681, -5.13440,  160,        3,
(-16/5 |  2/5 ),-3.20000, 0.40000, -7.90493, -3.42294,  160,        3,
( -2/5 | 16/5 ),-0.40000, 3.20000, -0.98812,  8.55734,  160,        1,
( 14/5 |-16/5 ), 2.80000,-3.20000,  6.91681, -5.13440,  160,        2,
( 16/5 |-14/5 ), 3.20000,-2.80000,  7.90493, -3.42294,  160,        2,
(  2/5 | 14/5 ), 0.40000, 2.80000,  0.98812,  8.55734,  160,        1,
(-14/5 | 16/5 ),-2.80000, 3.20000, -6.91681,  5.13440,  161,        2,
(-16/5 | 14/5 ),-3.20000, 2.80000, -7.90493,  3.42294,  161,        2,
( -2/5 |-14/5 ),-0.40000,-2.80000, -0.98812, -8.55734,  161,        1,
( 14/5 |  2/5 ), 2.80000, 0.40000,  6.91681,  5.13440,  161,        3,
( 16/5 | -2/5 ), 3.20000,-0.40000,  7.90493,  3.42294,  161,        3,
(  2/5 |-16/5 ), 0.40000,-3.20000,  0.98812, -8.55734,  161,        1,
( -2   | -3/2 ),-2.00000,-1.50000, -4.94058, -7.13112,  162,        1,
( -3/2 |  7/2 ),-1.50000, 3.50000, -3.70544,  7.84423,  162,        2,
( -7/2 |  3/2 ),-3.50000, 1.50000, -8.64602, -0.71311,  162,        2,
(  2   | -7/2 ), 2.00000,-3.50000,  4.94058, -7.13112,  162,        1,
(  3/2 |  2   ), 1.50000, 2.00000,  3.70544,  7.84423,  162,        3,
(  7/2 | -2   ), 3.50000,-2.00000,  8.64602, -0.71311,  162,        3,
( -2   |  7/2 ),-2.00000, 3.50000, -4.94058,  7.13112,  163,        1,
( -3/2 | -2   ),-1.50000,-2.00000, -3.70544, -7.84423,  163,        3,
( -7/2 |  2   ),-3.50000, 2.00000, -8.64602,  0.71311,  163,        3,
(  2   |  3/2 ), 2.00000, 1.50000,  4.94058,  7.13112,  163,        1,
(  3/2 | -7/2 ), 1.50000,-3.50000,  3.70544, -7.84423,  163,        2,
(  7/2 | -3/2 ), 3.50000,-1.50000,  8.64602,  0.71311,  163,        2,
(-27/10| 33/10),-2.70000, 3.30000, -6.66979,  5.56227,  164,        2,
( -3/5 |-27/10),-0.60000,-2.70000, -1.48217, -8.55734,  164,        1,
(-33/10| 27/10),-3.30000, 2.70000, -8.15196,  2.99507,  164,        2,
( 27/10|  3/5 ), 2.70000, 0.60000,  6.66979,  5.56227,  164,        3,
(  3/5 |-33/10), 0.60000,-3.30000,  1.48217, -8.55734,  164,        1,
( 33/10| -3/5 ), 3.30000,-0.60000,  8.15196,  2.99507,  164,        3,
(-27/10| -3/5 ),-2.70000,-0.60000, -6.66979, -5.56227,  165,        3,
( -3/5 | 33/10),-0.60000, 3.30000, -1.48217,  8.55734,  165,        1,
(-33/10|  3/5 ),-3.30000, 0.60000, -8.15196, -2.99507,  165,        3,
( 27/10|-33/10), 2.70000,-3.30000,  6.66979, -5.56227,  165,        2,
(  3/5 | 27/10), 0.60000, 2.70000,  1.48217,  8.55734,  165,        1,
( 33/10|-27/10), 3.30000,-2.70000,  8.15196, -2.99507,  165,        2,
(-13/5 | 17/5 ),-2.60000, 3.40000, -6.42276,  5.99014,  166,        2,
(-17/5 | 13/5 ),-3.40000, 2.60000, -8.39899,  2.56720,  166,        2,
( -4/5 |-13/5 ),-0.80000,-2.60000, -1.97623, -8.55734,  166,        1,
( 13/5 |  4/5 ), 2.60000, 0.80000,  6.42276,  5.99014,  166,        3,
( 17/5 | -4/5 ), 3.40000,-0.80000,  8.39899,  2.56720,  166,        3,
(  4/5 |-17/5 ), 0.80000,-3.40000,  1.97623, -8.55734,  166,        1,
(-13/5 | -4/5 ),-2.60000,-0.80000, -6.42276, -5.99014,  167,        3,
(-17/5 |  4/5 ),-3.40000, 0.80000, -8.39899, -2.56720,  167,        3,
( -4/5 | 17/5 ),-0.80000, 3.40000, -1.97623,  8.55734,  167,        1,
( 13/5 |-17/5 ), 2.60000,-3.40000,  6.42276, -5.99014,  167,        2,
( 17/5 |-13/5 ), 3.40000,-2.60000,  8.39899, -2.56720,  167,        2,
(  4/5 | 13/5 ), 0.80000, 2.60000,  1.97623,  8.55734,  167,        1,
(-17/5 |  7/10),-3.40000, 0.70000, -8.39899, -2.85245,  168,        1,
(-27/10| -7/10),-2.70000,-0.70000, -6.66979, -5.84752,  168,        2,
( -7/10| 17/5 ),-0.70000, 3.40000, -1.72920,  8.69996,  168,        3,
( 17/5 |-27/10), 3.40000,-2.70000,  8.39899, -2.85245,  168,        1,
( 27/10|-17/5 ), 2.70000,-3.40000,  6.66979, -5.84752,  168,        3,
(  7/10| 27/10), 0.70000, 2.70000,  1.72920,  8.69996,  168,        2,
(-17/5 | 27/10),-3.40000, 2.70000, -8.39899,  2.85245,  169,        1,
(-27/10| 17/5 ),-2.70000, 3.40000, -6.66979,  5.84752,  169,        3,
( -7/10|-27/10),-0.70000,-2.70000, -1.72920, -8.69996,  169,        2,
( 17/5 | -7/10), 3.40000,-0.70000,  8.39899,  2.85245,  169,        1,
( 27/10|  7/10), 2.70000, 0.70000,  6.66979,  5.84752,  169,        2,
(  7/10|-17/5 ), 0.70000,-3.40000,  1.72920, -8.69996,  169,        3,
(-18/5 |  9/5 ),-3.60000, 1.80000, -8.89305,  0.00000,  170,        1,
( -9/5 | -9/5 ),-1.80000,-1.80000, -4.44652, -7.70161,  170,        2,
( -9/5 | 18/5 ),-1.80000, 3.60000, -4.44652,  7.70161,  170,        3,
( 18/5 | -9/5 ), 3.60000,-1.80000,  8.89305,  0.00000,  170,        1,
(  9/5 |-18/5 ), 1.80000,-3.60000,  4.44652, -7.70161,  170,        3,
(  9/5 |  9/5 ), 1.80000, 1.80000,  4.44652,  7.70161,  170,        2,
( -1   | -5/2 ),-1.00000,-2.50000, -2.47029, -8.55734,  171,        1,
( -5/2 |  7/2 ),-2.50000, 3.50000, -6.17573,  6.41800,  171,        2,
( -7/2 |  5/2 ),-3.50000, 2.50000, -8.64602,  2.13933,  171,        2,
(  1   | -7/2 ), 1.00000,-3.50000,  2.47029, -8.55734,  171,        1,
(  5/2 |  1   ), 2.50000, 1.00000,  6.17573,  6.41800,  171,        3,
(  7/2 | -1   ), 3.50000,-1.00000,  8.64602,  2.13933,  171,        3,
( -1   |  7/2 ),-1.00000, 3.50000, -2.47029,  8.55734,  172,        1,
( -5/2 | -1   ),-2.50000,-1.00000, -6.17573, -6.41800,  172,        3,
( -7/2 |  1   ),-3.50000, 1.00000, -8.64602, -2.13933,  172,        3,
(  1   |  5/2 ), 1.00000, 2.50000,  2.47029,  8.55734,  172,        1,
(  5/2 | -7/2 ), 2.50000,-3.50000,  6.17573, -6.41800,  172,        2,
(  7/2 | -5/2 ), 3.50000,-2.50000,  8.64602, -2.13933,  172,        2,
(-11/5 | -7/5 ),-2.20000,-1.40000, -5.43464, -7.13112,  173,        1,
(-18/5 |  7/5 ),-3.60000, 1.40000, -8.89305, -1.14098,  173,        2,
( -7/5 | 18/5 ),-1.40000, 3.60000, -3.45841,  8.27209,  173,        2,
( 11/5 |-18/5 ), 2.20000,-3.60000,  5.43464, -7.13112,  173,        1,
( 18/5 |-11/5 ), 3.60000,-2.20000,  8.89305, -1.14098,  173,        3,
(  7/5 | 11/5 ), 1.40000, 2.20000,  3.45841,  8.27209,  173,        3,
(-11/5 | 18/5 ),-2.20000, 3.60000, -5.43464,  7.13112,  174,        1,
(-18/5 | 11/5 ),-3.60000, 2.20000, -8.89305,  1.14098,  174,        3,
( -7/5 |-11/5 ),-1.40000,-2.20000, -3.45841, -8.27209,  174,        3,
( 11/5 |  7/5 ), 2.20000, 1.40000,  5.43464,  7.13112,  174,        1,
( 18/5 | -7/5 ), 3.60000,-1.40000,  8.89305,  1.14098,  174,        2,
(  7/5 |-18/5 ), 1.40000,-3.60000,  3.45841, -8.27209,  174,        2,
(-14/5 | 17/5 ),-2.80000, 3.40000, -6.91681,  5.70489,  175,        1,
(-17/5 | 14/5 ),-3.40000, 2.80000, -8.39899,  3.13769,  175,        3,
( -3/5 |-14/5 ),-0.60000,-2.80000, -1.48217, -8.84258,  175,        3,
( 14/5 |  3/5 ), 2.80000, 0.60000,  6.91681,  5.70489,  175,        1,
( 17/5 | -3/5 ), 3.40000,-0.60000,  8.39899,  3.13769,  175,        2,
(  3/5 |-17/5 ), 0.60000,-3.40000,  1.48217, -8.84258,  175,        2,
(-14/5 | -3/5 ),-2.80000,-0.60000, -6.91681, -5.70489,  176,        1,
(-17/5 |  3/5 ),-3.40000, 0.60000, -8.39899, -3.13769,  176,        2,
( -3/5 | 17/5 ),-0.60000, 3.40000, -1.48217,  8.84258,  176,        2,
( 14/5 |-17/5 ), 2.80000,-3.40000,  6.91681, -5.70489,  176,        1,
( 17/5 |-14/5 ), 3.40000,-2.80000,  8.39899, -3.13769,  176,        3,
(  3/5 | 14/5 ), 0.60000, 2.80000,  1.48217,  8.84258,  176,        3,
( -1/10|-31/10),-0.10000,-3.10000, -0.24703, -8.98521,  177,        2,
(-16/5 | 31/10),-3.20000, 3.10000, -7.90493,  4.27867,  177,        1,
(-31/10| 16/5 ),-3.10000, 3.20000, -7.65790,  4.70654,  177,        3,
(  1/10|-16/5 ), 0.10000,-3.20000,  0.24703, -8.98521,  177,        3,
( 16/5 | -1/10), 3.20000,-0.10000,  7.90493,  4.27867,  177,        1,
( 31/10|  1/10), 3.10000, 0.10000,  7.65790,  4.70654,  177,        2,
( -1/10| 16/5 ),-0.10000, 3.20000, -0.24703,  8.98521,  178,        3,
(-16/5 |  1/10),-3.20000, 0.10000, -7.90493, -4.27867,  178,        1,
(-31/10| -1/10),-3.10000,-0.10000, -7.65790, -4.70654,  178,        2,
(  1/10| 31/10), 0.10000, 3.10000,  0.24703,  8.98521,  178,        2,
( 16/5 |-31/10), 3.20000,-3.10000,  7.90493, -4.27867,  178,        1,
( 31/10|-16/5 ), 3.10000,-3.20000,  7.65790, -4.70654,  178,        3,
(-13/10|-23/10),-1.30000,-2.30000, -3.21138, -8.41472,  179,        2,
(-18/5 | 23/10),-3.60000, 2.30000, -8.89305,  1.42622,  179,        1,
(-23/10| 18/5 ),-2.30000, 3.60000, -5.68167,  6.98849,  179,        3,
( 13/10|-18/5 ), 1.30000,-3.60000,  3.21138, -8.41472,  179,        3,
( 18/5 |-13/10), 3.60000,-1.30000,  8.89305,  1.42622,  179,        1,
( 23/10| 13/10), 2.30000, 1.30000,  5.68167,  6.98849,  179,        2,
(-13/10| 18/5 ),-1.30000, 3.60000, -3.21138,  8.41472,  180,        3,
(-18/5 | 13/10),-3.60000, 1.30000, -8.89305, -1.42622,  180,        1,
(-23/10|-13/10),-2.30000,-1.30000, -5.68167, -6.98849,  180,        2,
( 13/10| 23/10), 1.30000, 2.30000,  3.21138,  8.41472,  180,        2,
( 18/5 |-23/10), 3.60000,-2.30000,  8.89305, -1.42622,  180,        1,
( 23/10|-18/5 ), 2.30000,-3.60000,  5.68167, -6.98849,  180,        3,
(-12/5 | -6/5 ),-2.40000,-1.20000, -5.92870, -6.84587,  181,        3,
(-18/5 |  6/5 ),-3.60000, 1.20000, -8.89305, -1.71147,  181,        3,
( -6/5 | 18/5 ),-1.20000, 3.60000, -2.96435,  8.55734,  181,        1,
( 12/5 |-18/5 ), 2.40000,-3.60000,  5.92870, -6.84587,  181,        2,
( 18/5 |-12/5 ), 3.60000,-2.40000,  8.89305, -1.71147,  181,        2,
(  6/5 | 12/5 ), 1.20000, 2.40000,  2.96435,  8.55734,  181,        1,
(-12/5 | 18/5 ),-2.40000, 3.60000, -5.92870,  6.84587,  182,        2,
(-18/5 | 12/5 ),-3.60000, 2.40000, -8.89305,  1.71147,  182,        2,
( -6/5 |-12/5 ),-1.20000,-2.40000, -2.96435, -8.55734,  182,        1,
( 12/5 |  6/5 ), 2.40000, 1.20000,  5.92870,  6.84587,  182,        3,
( 18/5 | -6/5 ), 3.60000,-1.20000,  8.89305,  1.71147,  182,        3,
(  6/5 |-18/5 ), 1.20000,-3.60000,  2.96435, -8.55734,  182,        1,
(-23/10| -7/5 ),-2.30000,-1.40000, -5.68167, -7.27374,  183,        3,
(-37/10|  7/5 ),-3.70000, 1.40000, -9.14008, -1.28360,  183,        3,
( -7/5 | 37/10),-1.40000, 3.70000, -3.45841,  8.55734,  183,        1,
( 23/10|-37/10), 2.30000,-3.70000,  5.68167, -7.27374,  183,        2,
( 37/10|-23/10), 3.70000,-2.30000,  9.14008, -1.28360,  183,        2,
(  7/5 | 23/10), 1.40000, 2.30000,  3.45841,  8.55734,  183,        1,
(-23/10| 37/10),-2.30000, 3.70000, -5.68167,  7.27374,  184,        2,
(-37/10| 23/10),-3.70000, 2.30000, -9.14008,  1.28360,  184,        2,
( -7/5 |-23/10),-1.40000,-2.30000, -3.45841, -8.55734,  184,        1,
( 23/10|  7/5 ), 2.30000, 1.40000,  5.68167,  7.27374,  184,        3,
( 37/10| -7/5 ), 3.70000,-1.40000,  9.14008,  1.28360,  184,        3,
(  7/5 |-37/10), 1.40000,-3.70000,  3.45841, -8.55734,  184,        1,
(-12/5 |-13/10),-2.40000,-1.30000, -5.92870, -7.13112,  185,        1,
(-13/10| 37/10),-1.30000, 3.70000, -3.21138,  8.69996,  185,        2,
(-37/10| 13/10),-3.70000, 1.30000, -9.14008, -1.56885,  185,        2,
( 12/5 |-37/10), 2.40000,-3.70000,  5.92870, -7.13112,  185,        1,
( 13/10| 12/5 ), 1.30000, 2.40000,  3.21138,  8.69996,  185,        3,
( 37/10|-12/5 ), 3.70000,-2.40000,  9.14008, -1.56885,  185,        3,
(-12/5 | 37/10),-2.40000, 3.70000, -5.92870,  7.13112,  186,        1,
(-13/10|-12/5 ),-1.30000,-2.40000, -3.21138, -8.69996,  186,        3,
(-37/10| 12/5 ),-3.70000, 2.40000, -9.14008,  1.56885,  186,        3,
( 12/5 | 13/10), 2.40000, 1.30000,  5.92870,  7.13112,  186,        1,
( 13/10|-37/10), 1.30000,-3.70000,  3.21138, -8.69996,  186,        2,
( 37/10|-13/10), 3.70000,-1.30000,  9.14008,  1.56885,  186,        2,
(-14/5 | -4/5 ),-2.80000,-0.80000, -6.91681, -6.27538,  187,        2,
(-18/5 |  4/5 ),-3.60000, 0.80000, -8.89305, -2.85245,  187,        1,
( -4/5 | 18/5 ),-0.80000, 3.60000, -1.97623,  9.12783,  187,        3,
( 14/5 |-18/5 ), 2.80000,-3.60000,  6.91681, -6.27538,  187,        3,
( 18/5 |-14/5 ), 3.60000,-2.80000,  8.89305, -2.85245,  187,        1,
(  4/5 | 14/5 ), 0.80000, 2.80000,  1.97623,  9.12783,  187,        2,
(-14/5 | 18/5 ),-2.80000, 3.60000, -6.91681,  6.27538,  188,        3,
(-18/5 | 14/5 ),-3.60000, 2.80000, -8.89305,  2.85245,  188,        1,
( -4/5 |-14/5 ),-0.80000,-2.80000, -1.97623, -9.12783,  188,        2,
( 14/5 |  4/5 ), 2.80000, 0.80000,  6.91681,  6.27538,  188,        2,
( 18/5 | -4/5 ), 3.60000,-0.80000,  8.89305,  2.85245,  188,        1,
(  4/5 |-18/5 ), 0.80000,-3.60000,  1.97623, -9.12783,  188,        3,
( -1/2 | -3   ),-0.50000,-3.00000, -1.23515, -9.27045,  189,        3,
( -3   |  7/2 ),-3.00000, 3.50000, -7.41087,  5.70489,  189,        1,
( -7/2 |  3   ),-3.50000, 3.00000, -8.64602,  3.56556,  189,        3,
(  1/2 | -7/2 ), 0.50000,-3.50000,  1.23515, -9.27045,  189,        2,
(  3   |  1/2 ), 3.00000, 0.50000,  7.41087,  5.70489,  189,        1,
(  7/2 | -1/2 ), 3.50000,-0.50000,  8.64602,  3.56556,  189,        2,
( -1/2 |  7/2 ),-0.50000, 3.50000, -1.23515,  9.27045,  190,        2,
( -3   | -1/2 ),-3.00000,-0.50000, -7.41087, -5.70489,  190,        1,
( -7/2 |  1/2 ),-3.50000, 0.50000, -8.64602, -3.56556,  190,        2,
(  1/2 |  3   ), 0.50000, 3.00000,  1.23515,  9.27045,  190,        3,
(  3   | -7/2 ), 3.00000,-3.50000,  7.41087, -5.70489,  190,        1,
(  7/2 | -3   ), 3.50000,-3.00000,  8.64602, -3.56556,  190,        3,
(-19/10|-19/10),-1.90000,-1.90000, -4.69355, -8.12947,  191,        2,
(-19/10| 19/5 ),-1.90000, 3.80000, -4.69355,  8.12947,  191,        3,
(-19/5 | 19/10),-3.80000, 1.90000, -9.38711,  0.00000,  191,        1,
( 19/10|-19/5 ), 1.90000,-3.80000,  4.69355, -8.12947,  191,        3,
( 19/10| 19/10), 1.90000, 1.90000,  4.69355,  8.12947,  191,        2,
( 19/5 |-19/10), 3.80000,-1.90000,  9.38711,  0.00000,  191,        1,
( -1/5 |-16/5 ),-0.20000,-3.20000, -0.49406, -9.41307,  192,        2,
(-16/5 | 17/5 ),-3.20000, 3.40000, -7.90493,  5.13440,  192,        3,
(-17/5 | 16/5 ),-3.40000, 3.20000, -8.39899,  4.27867,  192,        1,
(  1/5 |-17/5 ), 0.20000,-3.40000,  0.49406, -9.41307,  192,        3,
( 16/5 |  1/5 ), 3.20000, 0.20000,  7.90493,  5.13440,  192,        2,
( 17/5 | -1/5 ), 3.40000,-0.20000,  8.39899,  4.27867,  192,        1,
