# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect.tlm
#
# Structure: Ag(111)-(3xr3)rect - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pmm); a = 8.6529 AA; b = 4.9958 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [8.6529 0.0000]; b = [0.0000 4.9958]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [4.3265 7.4936]; b = [ 4.3264 -2.4979]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 4.3264 -7.4936]; b = [-4.3265 -2.4979]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  2/3| -5/6), 0.66667,-0.83333,  1.45227, -1.25771,    4,        1,
(  2/3|  1/6), 0.66667, 0.16667,  1.45227,  1.25771,    4,        1,
(  5/6| -1/6), 0.83333,-0.16667,  1.81534,  0.62885,    4,        2,
(  5/6| -2/3), 0.83333,-0.66667,  1.81534, -0.62885,    4,        3,
( -1  |  1/2),-1.00000, 0.50000, -2.17841,  0.00000,    5,        1,
( -1/2| -1/2),-0.50000,-0.50000, -1.08920, -1.88656,    5,        2,
( -1/2|  1  ),-0.50000, 1.00000, -1.08920,  1.88656,    5,        3,
(  1  | -1/2), 1.00000,-0.50000,  2.17841, -0.00000,    5,        1,
(  1/2| -1  ), 0.50000,-1.00000,  1.08920, -1.88656,    5,        3,
(  1/2|  1/2), 0.50000, 0.50000,  1.08920,  1.88656,    5,        2,
( -1  |  0  ),-1.00000, 0.00000, -2.17841, -1.25771,    6,    1+2+3,
( -1  |  1  ),-1.00000, 1.00000, -2.17841,  1.25771,    6,    1+2+3,
(  0  | -1  ), 0.00000,-1.00000,  0.00000, -2.51541,    6,    1+2+3,
(  0  |  1  ), 0.00000, 1.00000,  0.00000,  2.51541,    6,    1+2+3,
(  1  | -1  ), 1.00000,-1.00000,  2.17841, -1.25771,    6,    1+2+3,
(  1  |  0  ), 1.00000, 0.00000,  2.17841,  1.25771,    6,    1+2+3,
( -1/3| -5/6),-0.33333,-0.83333, -0.72614, -2.51541,    7,        1,
( -1/3|  7/6),-0.33333, 1.16667, -0.72614,  2.51541,    7,        1,
( -5/6| -1/3),-0.83333,-0.33333, -1.81534, -1.88656,    7,        3,
( -5/6|  7/6),-0.83333, 1.16667, -1.81534,  1.88656,    7,        2,
( -7/6|  1/3),-1.16667, 0.33333, -2.54148, -0.62885,    7,        3,
( -7/6|  5/6),-1.16667, 0.83333, -2.54148,  0.62885,    7,        2,
(  1/3| -7/6), 0.33333,-1.16667,  0.72614, -2.51541,    7,        1,
(  1/3|  5/6), 0.33333, 0.83333,  0.72614,  2.51541,    7,        1,
(  5/6| -7/6), 0.83333,-1.16667,  1.81534, -1.88656,    7,        2,
(  5/6|  1/3), 0.83333, 0.33333,  1.81534,  1.88656,    7,        3,
(  7/6| -1/3), 1.16667,-0.33333,  2.54148,  0.62885,    7,        3,
(  7/6| -5/6), 1.16667,-0.83333,  2.54148, -0.62885,    7,        2,
( -2/3| -2/3),-0.66667,-0.66667, -1.45227, -2.51541,    8,    1+2+3,
( -2/3|  4/3),-0.66667, 1.33333, -1.45227,  2.51541,    8,    1+2+3,
( -4/3|  2/3),-1.33333, 0.66667, -2.90455,  0.00000,    8,    1+2+3,
(  2/3| -4/3), 0.66667,-1.33333,  1.45227, -2.51541,    8,    1+2+3,
(  2/3|  2/3), 0.66667, 0.66667,  1.45227,  2.51541,    8,    1+2+3,
(  4/3| -2/3), 1.33333,-0.66667,  2.90455, -0.00000,    8,    1+2+3,
( -1/6| -7/6),-0.16667,-1.16667, -0.36307, -3.14426,    9,        2,
( -1/6|  4/3),-0.16667, 1.33333, -0.36307,  3.14426,    9,        3,
( -4/3|  1/6),-1.33333, 0.16667, -2.90455, -1.25771,    9,        1,
( -4/3|  7/6),-1.33333, 1.16667, -2.90455,  1.25771,    9,        1,
( -7/6| -1/6),-1.16667,-0.16667, -2.54148, -1.88656,    9,        2,
( -7/6|  4/3),-1.16667, 1.33333, -2.54148,  1.88656,    9,        3,
(  1/6| -4/3), 0.16667,-1.33333,  0.36307, -3.14426,    9,        3,
(  1/6|  7/6), 0.16667, 1.16667,  0.36307,  3.14426,    9,        2,
(  4/3| -1/6), 1.33333,-0.16667,  2.90455,  1.25771,    9,        1,
(  4/3| -7/6), 1.33333,-1.16667,  2.90455, -1.25771,    9,        1,
(  7/6| -4/3), 1.16667,-1.33333,  2.54148, -1.88656,    9,        3,
(  7/6|  1/6), 1.16667, 0.16667,  2.54148,  1.88656,    9,        2,
( -1  | -1/2),-1.00000,-0.50000, -2.17841, -2.51541,   10,        1,
( -1  |  3/2),-1.00000, 1.50000, -2.17841,  2.51541,   10,        1,
( -1/2| -1  ),-0.50000,-1.00000, -1.08920, -3.14426,   10,        3,
( -1/2|  3/2),-0.50000, 1.50000, -1.08920,  3.14426,   10,        2,
( -3/2|  1  ),-1.50000, 1.00000, -3.26761,  0.62885,   10,        3,
( -3/2|  1/2),-1.50000, 0.50000, -3.26761, -0.62885,   10,        2,
(  1  | -3/2), 1.00000,-1.50000,  2.17841, -2.51541,   10,        1,
(  1  |  1/2), 1.00000, 0.50000,  2.17841,  2.51541,   10,        1,
(  1/2| -3/2), 0.50000,-1.50000,  1.08920, -3.14426,   10,        2,
(  1/2|  1  ), 0.50000, 1.00000,  1.08920,  3.14426,   10,        3,
(  3/2| -1  ), 1.50000,-1.00000,  3.26761, -0.62885,   10,        3,
(  3/2| -1/2), 1.50000,-0.50000,  3.26761,  0.62885,   10,        2,
( -5/3|  5/6),-1.66667, 0.83333, -3.63068,  0.00000,   11,        1,
( -5/6| -5/6),-0.83333,-0.83333, -1.81534, -3.14426,   11,        2,
( -5/6|  5/3),-0.83333, 1.66667, -1.81534,  3.14426,   11,        3,
(  5/3| -5/6), 1.66667,-0.83333,  3.63068, -0.00000,   11,        1,
(  5/6| -5/3), 0.83333,-1.66667,  1.81534, -3.14426,   11,        3,
(  5/6|  5/6), 0.83333, 0.83333,  1.81534,  3.14426,   11,        2,
( -3/2|  0  ),-1.50000, 0.00000, -3.26761, -1.88656,   12,        3,
( -3/2|  3/2),-1.50000, 1.50000, -3.26761,  1.88656,   12,        2,
(  0  | -3/2), 0.00000,-1.50000,  0.00000, -3.77312,   12,        1,
(  0  |  3/2), 0.00000, 1.50000,  0.00000,  3.77312,   12,        1,
(  3/2| -3/2), 1.50000,-1.50000,  3.26761, -1.88656,   12,        2,
(  3/2|  0  ), 1.50000, 0.00000,  3.26761,  1.88656,   12,        3,
( -1/3| -4/3),-0.33333,-1.33333, -0.72614, -3.77312,   13,    1+2+3,
( -1/3|  5/3),-0.33333, 1.66667, -0.72614,  3.77312,   13,    1+2+3,
( -4/3| -1/3),-1.33333,-0.33333, -2.90455, -2.51541,   13,    1+2+3,
( -4/3|  5/3),-1.33333, 1.66667, -2.90455,  2.51541,   13,    1+2+3,
( -5/3|  1/3),-1.66667, 0.33333, -3.63068, -1.25771,   13,    1+2+3,
( -5/3|  4/3),-1.66667, 1.33333, -3.63068,  1.25771,   13,    1+2+3,
(  1/3| -5/3), 0.33333,-1.66667,  0.72614, -3.77312,   13,    1+2+3,
(  1/3|  4/3), 0.33333, 1.33333,  0.72614,  3.77312,   13,    1+2+3,
(  4/3| -5/3), 1.33333,-1.66667,  2.90455, -2.51541,   13,    1+2+3,
(  4/3|  1/3), 1.33333, 0.33333,  2.90455,  2.51541,   13,    1+2+3,
(  5/3| -1/3), 1.66667,-0.33333,  3.63068,  1.25771,   13,    1+2+3,
(  5/3| -4/3), 1.66667,-1.33333,  3.63068, -1.25771,   13,    1+2+3,
(-11/6|  2/3),-1.83333, 0.66667, -3.99375, -0.62885,   14,        3,
(-11/6|  7/6),-1.83333, 1.16667, -3.99375,  0.62885,   14,        2,
( -2/3| -7/6),-0.66667,-1.16667, -1.45227, -3.77312,   14,        1,
( -2/3| 11/6),-0.66667, 1.83333, -1.45227,  3.77312,   14,        1,
( -7/6| -2/3),-1.16667,-0.66667, -2.54148, -3.14426,   14,        3,
( -7/6| 11/6),-1.16667, 1.83333, -2.54148,  3.14426,   14,        2,
( 11/6| -2/3), 1.83333,-0.66667,  3.99375,  0.62885,   14,        3,
( 11/6| -7/6), 1.83333,-1.16667,  3.99375, -0.62885,   14,        2,
(  2/3|-11/6), 0.66667,-1.83333,  1.45227, -3.77312,   14,        1,
(  2/3|  7/6), 0.66667, 1.16667,  1.45227,  3.77312,   14,        1,
(  7/6|-11/6), 1.16667,-1.83333,  2.54148, -3.14426,   14,        2,
(  7/6|  2/3), 1.16667, 0.66667,  2.54148,  3.14426,   14,        3,
( -1  | -1  ),-1.00000,-1.00000, -2.17841, -3.77312,   15,    1+2+3,
( -1  |  2  ),-1.00000, 2.00000, -2.17841,  3.77312,   15,    1+2+3,
( -2  |  1  ),-2.00000, 1.00000, -4.35682,  0.00000,   15,    1+2+3,
(  1  | -2  ), 1.00000,-2.00000,  2.17841, -3.77312,   15,    1+2+3,
(  1  |  1  ), 1.00000, 1.00000,  2.17841,  3.77312,   15,    1+2+3,
(  2  | -1  ), 2.00000,-1.00000,  4.35682, -0.00000,   15,    1+2+3,
( -1/6| -5/3),-0.16667,-1.66667, -0.36307, -4.40197,   16,        3,
( -1/6| 11/6),-0.16667, 1.83333, -0.36307,  4.40197,   16,        2,
(-11/6|  1/6),-1.83333, 0.16667, -3.99375, -1.88656,   16,        2,
(-11/6|  5/3),-1.83333, 1.66667, -3.99375,  1.88656,   16,        3,
( -5/3| -1/6),-1.66667,-0.16667, -3.63068, -2.51541,   16,        1,
( -5/3| 11/6),-1.66667, 1.83333, -3.63068,  2.51541,   16,        1,
(  1/6|-11/6), 0.16667,-1.83333,  0.36307, -4.40197,   16,        2,
(  1/6|  5/3), 0.16667, 1.66667,  0.36307,  4.40197,   16,        3,
( 11/6| -1/6), 1.83333,-0.16667,  3.99375,  1.88656,   16,        2,
( 11/6| -5/3), 1.83333,-1.66667,  3.99375, -1.88656,   16,        3,
(  5/3|-11/6), 1.66667,-1.83333,  3.63068, -2.51541,   16,        1,
(  5/3|  1/6), 1.66667, 0.16667,  3.63068,  2.51541,   16,        1,
( -1/2| -3/2),-0.50000,-1.50000, -1.08920, -4.40197,   17,        2,
( -1/2|  2  ),-0.50000, 2.00000, -1.08920,  4.40197,   17,        3,
( -2  |  1/2),-2.00000, 0.50000, -4.35682, -1.25771,   17,        1,
( -2  |  3/2),-2.00000, 1.50000, -4.35682,  1.25771,   17,        1,
( -3/2| -1/2),-1.50000,-0.50000, -3.26761, -3.14426,   17,        2,
( -3/2|  2  ),-1.50000, 2.00000, -3.26761,  3.14426,   17,        3,
(  1/2| -2  ), 0.50000,-2.00000,  1.08920, -4.40197,   17,        3,
(  1/2|  3/2), 0.50000, 1.50000,  1.08920,  4.40197,   17,        2,
(  2  | -1/2), 2.00000,-0.50000,  4.35682,  1.25771,   17,        1,
(  2  | -3/2), 2.00000,-1.50000,  4.35682, -1.25771,   17,        1,
(  3/2| -2  ), 1.50000,-2.00000,  3.26761, -3.14426,   17,        3,
(  3/2|  1/2), 1.50000, 0.50000,  3.26761,  3.14426,   17,        2,
(-13/6|  4/3),-2.16667, 1.33333, -4.71989,  0.62885,   18,        3,
(-13/6|  5/6),-2.16667, 0.83333, -4.71989, -0.62885,   18,        2,
( -4/3| -5/6),-1.33333,-0.83333, -2.90455, -3.77312,   18,        1,
( -4/3| 13/6),-1.33333, 2.16667, -2.90455,  3.77312,   18,        1,
( -5/6| -4/3),-0.83333,-1.33333, -1.81534, -4.40197,   18,        3,
( -5/6| 13/6),-0.83333, 2.16667, -1.81534,  4.40197,   18,        2,
( 13/6| -4/3), 2.16667,-1.33333,  4.71989, -0.62885,   18,        3,
( 13/6| -5/6), 2.16667,-0.83333,  4.71989,  0.62885,   18,        2,
(  4/3|-13/6), 1.33333,-2.16667,  2.90455, -3.77312,   18,        1,
(  4/3|  5/6), 1.33333, 0.83333,  2.90455,  3.77312,   18,        1,
(  5/6|-13/6), 0.83333,-2.16667,  1.81534, -4.40197,   18,        2,
(  5/6|  4/3), 0.83333, 1.33333,  1.81534,  4.40197,   18,        3,
( -2  |  0  ),-2.00000, 0.00000, -4.35682, -2.51541,   19,    1+2+3,
( -2  |  2  ),-2.00000, 2.00000, -4.35682,  2.51541,   19,    1+2+3,
(  0  | -2  ), 0.00000,-2.00000,  0.00000, -5.03082,   19,    1+2+3,
(  0  |  2  ), 0.00000, 2.00000,  0.00000,  5.03082,   19,    1+2+3,
(  2  | -2  ), 2.00000,-2.00000,  4.35682, -2.51541,   19,    1+2+3,
(  2  |  0  ), 2.00000, 0.00000,  4.35682,  2.51541,   19,    1+2+3,
( -1/3|-11/6),-0.33333,-1.83333, -0.72614, -5.03082,   20,        1,
( -1/3| 13/6),-0.33333, 2.16667, -0.72614,  5.03082,   20,        1,
(-11/6| -1/3),-1.83333,-0.33333, -3.99375, -3.14426,   20,        3,
(-11/6| 13/6),-1.83333, 2.16667, -3.99375,  3.14426,   20,        2,
(-13/6|  1/3),-2.16667, 0.33333, -4.71989, -1.88656,   20,        3,
(-13/6| 11/6),-2.16667, 1.83333, -4.71989,  1.88656,   20,        2,
(  1/3|-13/6), 0.33333,-2.16667,  0.72614, -5.03082,   20,        1,
(  1/3| 11/6), 0.33333, 1.83333,  0.72614,  5.03082,   20,        1,
( 11/6|-13/6), 1.83333,-2.16667,  3.99375, -3.14426,   20,        2,
( 11/6|  1/3), 1.83333, 0.33333,  3.99375,  3.14426,   20,        3,
( 13/6| -1/3), 2.16667,-0.33333,  4.71989,  1.88656,   20,        3,
( 13/6|-11/6), 2.16667,-1.83333,  4.71989, -1.88656,   20,        2,
( -7/3|  7/6),-2.33333, 1.16667, -5.08295,  0.00000,   21,        1,
( -7/6| -7/6),-1.16667,-1.16667, -2.54148, -4.40197,   21,        2,
( -7/6|  7/3),-1.16667, 2.33333, -2.54148,  4.40197,   21,        3,
(  7/3| -7/6), 2.33333,-1.16667,  5.08295, -0.00000,   21,        1,
(  7/6| -7/3), 1.16667,-2.33333,  2.54148, -4.40197,   21,        3,
(  7/6|  7/6), 1.16667, 1.16667,  2.54148,  4.40197,   21,        2,
( -2/3| -5/3),-0.66667,-1.66667, -1.45227, -5.03082,   22,    1+2+3,
( -2/3|  7/3),-0.66667, 2.33333, -1.45227,  5.03082,   22,    1+2+3,
( -5/3| -2/3),-1.66667,-0.66667, -3.63068, -3.77312,   22,    1+2+3,
( -5/3|  7/3),-1.66667, 2.33333, -3.63068,  3.77312,   22,    1+2+3,
( -7/3|  2/3),-2.33333, 0.66667, -5.08295, -1.25771,   22,    1+2+3,
( -7/3|  5/3),-2.33333, 1.66667, -5.08295,  1.25771,   22,    1+2+3,
(  2/3| -7/3), 0.66667,-2.33333,  1.45227, -5.03082,   22,    1+2+3,
(  2/3|  5/3), 0.66667, 1.66667,  1.45227,  5.03082,   22,    1+2+3,
(  5/3| -7/3), 1.66667,-2.33333,  3.63068, -3.77312,   22,    1+2+3,
(  5/3|  2/3), 1.66667, 0.66667,  3.63068,  3.77312,   22,    1+2+3,
(  7/3| -2/3), 2.33333,-0.66667,  5.08295,  1.25771,   22,    1+2+3,
(  7/3| -5/3), 2.33333,-1.66667,  5.08295, -1.25771,   22,    1+2+3,
( -1  | -3/2),-1.00000,-1.50000, -2.17841, -5.03082,   23,        1,
( -1  |  5/2),-1.00000, 2.50000, -2.17841,  5.03082,   23,        1,
( -3/2| -1  ),-1.50000,-1.00000, -3.26761, -4.40197,   23,        3,
( -3/2|  5/2),-1.50000, 2.50000, -3.26761,  4.40197,   23,        2,
( -5/2|  1  ),-2.50000, 1.00000, -5.44602, -0.62885,   23,        3,
( -5/2|  3/2),-2.50000, 1.50000, -5.44602,  0.62885,   23,        2,
(  1  | -5/2), 1.00000,-2.50000,  2.17841, -5.03082,   23,        1,
(  1  |  3/2), 1.00000, 1.50000,  2.17841,  5.03082,   23,        1,
(  3/2| -5/2), 1.50000,-2.50000,  3.26761, -4.40197,   23,        2,
(  3/2|  1  ), 1.50000, 1.00000,  3.26761,  4.40197,   23,        3,
(  5/2| -1  ), 2.50000,-1.00000,  5.44602,  0.62885,   23,        3,
(  5/2| -3/2), 2.50000,-1.50000,  5.44602, -0.62885,   23,        2,
( -1/6|-13/6),-0.16667,-2.16667, -0.36307, -5.65967,   24,        2,
( -1/6|  7/3),-0.16667, 2.33333, -0.36307,  5.65967,   24,        3,
(-13/6| -1/6),-2.16667,-0.16667, -4.71989, -3.14426,   24,        2,
(-13/6|  7/3),-2.16667, 2.33333, -4.71989,  3.14426,   24,        3,
( -7/3|  1/6),-2.33333, 0.16667, -5.08295, -2.51541,   24,        1,
( -7/3| 13/6),-2.33333, 2.16667, -5.08295,  2.51541,   24,        1,
(  1/6| -7/3), 0.16667,-2.33333,  0.36307, -5.65967,   24,        3,
(  1/6| 13/6), 0.16667, 2.16667,  0.36307,  5.65967,   24,        2,
( 13/6| -7/3), 2.16667,-2.33333,  4.71989, -3.14426,   24,        3,
( 13/6|  1/6), 2.16667, 0.16667,  4.71989,  3.14426,   24,        2,
(  7/3| -1/6), 2.33333,-0.16667,  5.08295,  2.51541,   24,        1,
(  7/3|-13/6), 2.33333,-2.16667,  5.08295, -2.51541,   24,        1,
( -1/2| -2  ),-0.50000,-2.00000, -1.08920, -5.65967,   25,        3,
( -1/2|  5/2),-0.50000, 2.50000, -1.08920,  5.65967,   25,        2,
( -2  | -1/2),-2.00000,-0.50000, -4.35682, -3.77312,   25,        1,
( -2  |  5/2),-2.00000, 2.50000, -4.35682,  3.77312,   25,        1,
( -5/2|  1/2),-2.50000, 0.50000, -5.44602, -1.88656,   25,        2,
( -5/2|  2  ),-2.50000, 2.00000, -5.44602,  1.88656,   25,        3,
(  1/2| -5/2), 0.50000,-2.50000,  1.08920, -5.65967,   25,        2,
(  1/2|  2  ), 0.50000, 2.00000,  1.08920,  5.65967,   25,        3,
(  2  | -5/2), 2.00000,-2.50000,  4.35682, -3.77312,   25,        1,
(  2  |  1/2), 2.00000, 0.50000,  4.35682,  3.77312,   25,        1,
(  5/2| -1/2), 2.50000,-0.50000,  5.44602,  1.88656,   25,        2,
(  5/2| -2  ), 2.50000,-2.00000,  5.44602, -1.88656,   25,        3,
( -4/3| -4/3),-1.33333,-1.33333, -2.90455, -5.03082,   26,    1+2+3,
( -4/3|  8/3),-1.33333, 2.66667, -2.90455,  5.03082,   26,    1+2+3,
( -8/3|  4/3),-2.66667, 1.33333, -5.80909,  0.00000,   26,    1+2+3,
(  4/3| -8/3), 1.33333,-2.66667,  2.90455, -5.03082,   26,    1+2+3,
(  4/3|  4/3), 1.33333, 1.33333,  2.90455,  5.03082,   26,    1+2+3,
(  8/3| -4/3), 2.66667,-1.33333,  5.80909, -0.00000,   26,    1+2+3,
(-11/6| -5/6),-1.83333,-0.83333, -3.99375, -4.40197,   27,        2,
(-11/6|  8/3),-1.83333, 2.66667, -3.99375,  4.40197,   27,        3,
( -5/6|-11/6),-0.83333,-1.83333, -1.81534, -5.65967,   27,        2,
( -5/6|  8/3),-0.83333, 2.66667, -1.81534,  5.65967,   27,        3,
( -8/3| 11/6),-2.66667, 1.83333, -5.80909,  1.25771,   27,        1,
( -8/3|  5/6),-2.66667, 0.83333, -5.80909, -1.25771,   27,        1,
( 11/6| -8/3), 1.83333,-2.66667,  3.99375, -4.40197,   27,        3,
( 11/6|  5/6), 1.83333, 0.83333,  3.99375,  4.40197,   27,        2,
(  5/6| -8/3), 0.83333,-2.66667,  1.81534, -5.65967,   27,        3,
(  5/6| 11/6), 0.83333, 1.83333,  1.81534,  5.65967,   27,        2,
(  8/3|-11/6), 2.66667,-1.83333,  5.80909, -1.25771,   27,        1,
(  8/3| -5/6), 2.66667,-0.83333,  5.80909,  1.25771,   27,        1,
(-17/6|  5/3),-2.83333, 1.66667, -6.17216,  0.62885,   28,        3,
(-17/6|  7/6),-2.83333, 1.16667, -6.17216, -0.62885,   28,        2,
( -5/3| -7/6),-1.66667,-1.16667, -3.63068, -5.03082,   28,        1,
( -5/3| 17/6),-1.66667, 2.83333, -3.63068,  5.03082,   28,        1,
( -7/6| -5/3),-1.16667,-1.66667, -2.54148, -5.65967,   28,        3,
( -7/6| 17/6),-1.16667, 2.83333, -2.54148,  5.65967,   28,        2,
( 17/6| -5/3), 2.83333,-1.66667,  6.17216, -0.62885,   28,        3,
( 17/6| -7/6), 2.83333,-1.16667,  6.17216,  0.62885,   28,        2,
(  5/3|-17/6), 1.66667,-2.83333,  3.63068, -5.03082,   28,        1,
(  5/3|  7/6), 1.66667, 1.16667,  3.63068,  5.03082,   28,        1,
(  7/6|-17/6), 1.16667,-2.83333,  2.54148, -5.65967,   28,        2,
(  7/6|  5/3), 1.16667, 1.66667,  2.54148,  5.65967,   28,        3,
( -5/2|  0  ),-2.50000, 0.00000, -5.44602, -3.14426,   29,        3,
( -5/2|  5/2),-2.50000, 2.50000, -5.44602,  3.14426,   29,        2,
(  0  | -5/2), 0.00000,-2.50000,  0.00000, -6.28853,   29,        1,
(  0  |  5/2), 0.00000, 2.50000,  0.00000,  6.28853,   29,        1,
(  5/2| -5/2), 2.50000,-2.50000,  5.44602, -3.14426,   29,        2,
(  5/2|  0  ), 2.50000, 0.00000,  5.44602,  3.14426,   29,        3,
( -1/3| -7/3),-0.33333,-2.33333, -0.72614, -6.28853,   30,    1+2+3,
( -1/3|  8/3),-0.33333, 2.66667, -0.72614,  6.28853,   30,    1+2+3,
( -7/3| -1/3),-2.33333,-0.33333, -5.08295, -3.77312,   30,    1+2+3,
( -7/3|  8/3),-2.33333, 2.66667, -5.08295,  3.77312,   30,    1+2+3,
( -8/3|  1/3),-2.66667, 0.33333, -5.80909, -2.51541,   30,    1+2+3,
( -8/3|  7/3),-2.66667, 2.33333, -5.80909,  2.51541,   30,    1+2+3,
(  1/3| -8/3), 0.33333,-2.66667,  0.72614, -6.28853,   30,    1+2+3,
(  1/3|  7/3), 0.33333, 2.33333,  0.72614,  6.28853,   30,    1+2+3,
(  7/3| -8/3), 2.33333,-2.66667,  5.08295, -3.77312,   30,    1+2+3,
(  7/3|  1/3), 2.33333, 0.33333,  5.08295,  3.77312,   30,    1+2+3,
(  8/3| -1/3), 2.66667,-0.33333,  5.80909,  2.51541,   30,    1+2+3,
(  8/3| -7/3), 2.66667,-2.33333,  5.80909, -2.51541,   30,    1+2+3,
(-13/6| -2/3),-2.16667,-0.66667, -4.71989, -4.40197,   31,        3,
(-13/6| 17/6),-2.16667, 2.83333, -4.71989,  4.40197,   31,        2,
(-17/6| 13/6),-2.83333, 2.16667, -6.17216,  1.88656,   31,        2,
(-17/6|  2/3),-2.83333, 0.66667, -6.17216, -1.88656,   31,        3,
( -2/3|-13/6),-0.66667,-2.16667, -1.45227, -6.28853,   31,        1,
( -2/3| 17/6),-0.66667, 2.83333, -1.45227,  6.28853,   31,        1,
( 13/6|-17/6), 2.16667,-2.83333,  4.71989, -4.40197,   31,        2,
