# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect.tlm
#
# Structure: Ag(111)-(3xr3)rect - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pmm); a = 8.6529 AA; b = 4.9958 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [8.6529 0.0000]; b = [0.0000 4.9958]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [4.3265 7.4936]; b = [ 4.3264 -2.4979]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 4.3264 -7.4936]; b = [-4.3265 -2.4979]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 13/6|  2/3), 2.16667, 0.66667,  4.71989,  4.40197,   31,        3,
( 17/6|-13/6), 2.83333,-2.16667,  6.17216, -1.88656,   31,        2,
( 17/6| -2/3), 2.83333,-0.66667,  6.17216,  1.88656,   31,        3,
(  2/3|-17/6), 0.66667,-2.83333,  1.45227, -6.28853,   31,        1,
(  2/3| 13/6), 0.66667, 2.16667,  1.45227,  6.28853,   31,        1,
( -3  |  3/2),-3.00000, 1.50000, -6.53523,  0.00000,   32,        1,
( -3/2| -3/2),-1.50000,-1.50000, -3.26761, -5.65967,   32,        2,
( -3/2|  3  ),-1.50000, 3.00000, -3.26761,  5.65967,   32,        3,
(  3  | -3/2), 3.00000,-1.50000,  6.53523, -0.00000,   32,        1,
(  3/2| -3  ), 1.50000,-3.00000,  3.26761, -5.65967,   32,        3,
(  3/2|  3/2), 1.50000, 1.50000,  3.26761,  5.65967,   32,        2,
( -1  | -2  ),-1.00000,-2.00000, -2.17841, -6.28853,   33,    1+2+3,
( -1  |  3  ),-1.00000, 3.00000, -2.17841,  6.28853,   33,    1+2+3,
( -2  | -1  ),-2.00000,-1.00000, -4.35682, -5.03082,   33,    1+2+3,
( -2  |  3  ),-2.00000, 3.00000, -4.35682,  5.03082,   33,    1+2+3,
( -3  |  1  ),-3.00000, 1.00000, -6.53523, -1.25771,   33,    1+2+3,
( -3  |  2  ),-3.00000, 2.00000, -6.53523,  1.25771,   33,    1+2+3,
(  1  | -3  ), 1.00000,-3.00000,  2.17841, -6.28853,   33,    1+2+3,
(  1  |  2  ), 1.00000, 2.00000,  2.17841,  6.28853,   33,    1+2+3,
(  2  | -3  ), 2.00000,-3.00000,  4.35682, -5.03082,   33,    1+2+3,
(  2  |  1  ), 2.00000, 1.00000,  4.35682,  5.03082,   33,    1+2+3,
(  3  | -1  ), 3.00000,-1.00000,  6.53523,  1.25771,   33,    1+2+3,
(  3  | -2  ), 3.00000,-2.00000,  6.53523, -1.25771,   33,    1+2+3,
(-11/6| -4/3),-1.83333,-1.33333, -3.99375, -5.65967,   34,        3,
(-11/6| 19/6),-1.83333, 3.16667, -3.99375,  5.65967,   34,        2,
(-19/6| 11/6),-3.16667, 1.83333, -6.89830,  0.62885,   34,        2,
(-19/6|  4/3),-3.16667, 1.33333, -6.89830, -0.62885,   34,        3,
( -4/3|-11/6),-1.33333,-1.83333, -2.90455, -6.28853,   34,        1,
( -4/3| 19/6),-1.33333, 3.16667, -2.90455,  6.28853,   34,        1,
( 11/6|-19/6), 1.83333,-3.16667,  3.99375, -5.65967,   34,        2,
( 11/6|  4/3), 1.83333, 1.33333,  3.99375,  5.65967,   34,        3,
( 19/6|-11/6), 3.16667,-1.83333,  6.89830, -0.62885,   34,        2,
( 19/6| -4/3), 3.16667,-1.33333,  6.89830,  0.62885,   34,        3,
(  4/3|-19/6), 1.33333,-3.16667,  2.90455, -6.28853,   34,        1,
(  4/3| 11/6), 1.33333, 1.83333,  2.90455,  6.28853,   34,        1,
( -1/6| -8/3),-0.16667,-2.66667, -0.36307, -6.91738,   35,        3,
( -1/6| 17/6),-0.16667, 2.83333, -0.36307,  6.91738,   35,        2,
(-17/6|  1/6),-2.83333, 0.16667, -6.17216, -3.14426,   35,        2,
(-17/6|  8/3),-2.83333, 2.66667, -6.17216,  3.14426,   35,        3,
( -8/3| -1/6),-2.66667,-0.16667, -5.80909, -3.77312,   35,        1,
( -8/3| 17/6),-2.66667, 2.83333, -5.80909,  3.77312,   35,        1,
(  1/6|-17/6), 0.16667,-2.83333,  0.36307, -6.91738,   35,        2,
(  1/6|  8/3), 0.16667, 2.66667,  0.36307,  6.91738,   35,        3,
( 17/6| -1/6), 2.83333,-0.16667,  6.17216,  3.14426,   35,        2,
( 17/6| -8/3), 2.83333,-2.66667,  6.17216, -3.14426,   35,        3,
(  8/3|-17/6), 2.66667,-2.83333,  5.80909, -3.77312,   35,        1,
(  8/3|  1/6), 2.66667, 0.16667,  5.80909,  3.77312,   35,        1,
( -1/2| -5/2),-0.50000,-2.50000, -1.08920, -6.91738,   36,        2,
( -1/2|  3  ),-0.50000, 3.00000, -1.08920,  6.91738,   36,        3,
( -3  |  1/2),-3.00000, 0.50000, -6.53523, -2.51541,   36,        1,
( -3  |  5/2),-3.00000, 2.50000, -6.53523,  2.51541,   36,        1,
( -5/2| -1/2),-2.50000,-0.50000, -5.44602, -4.40197,   36,        2,
( -5/2|  3  ),-2.50000, 3.00000, -5.44602,  4.40197,   36,        3,
(  1/2| -3  ), 0.50000,-3.00000,  1.08920, -6.91738,   36,        3,
(  1/2|  5/2), 0.50000, 2.50000,  1.08920,  6.91738,   36,        2,
(  3  | -1/2), 3.00000,-0.50000,  6.53523,  2.51541,   36,        1,
(  3  | -5/2), 3.00000,-2.50000,  6.53523, -2.51541,   36,        1,
(  5/2| -3  ), 2.50000,-3.00000,  5.44602, -4.40197,   36,        3,
(  5/2|  1/2), 2.50000, 0.50000,  5.44602,  4.40197,   36,        2,
(-19/6|  5/6),-3.16667, 0.83333, -6.89830, -1.88656,   37,        2,
(-19/6|  7/3),-3.16667, 2.33333, -6.89830,  1.88656,   37,        3,
( -5/6| -7/3),-0.83333,-2.33333, -1.81534, -6.91738,   37,        3,
( -5/6| 19/6),-0.83333, 3.16667, -1.81534,  6.91738,   37,        2,
( -7/3| -5/6),-2.33333,-0.83333, -5.08295, -5.03082,   37,        1,
( -7/3| 19/6),-2.33333, 3.16667, -5.08295,  5.03082,   37,        1,
( 19/6| -5/6), 3.16667,-0.83333,  6.89830,  1.88656,   37,        2,
( 19/6| -7/3), 3.16667,-2.33333,  6.89830, -1.88656,   37,        3,
(  5/6|-19/6), 0.83333,-3.16667,  1.81534, -6.91738,   37,        2,
(  5/6|  7/3), 0.83333, 2.33333,  1.81534,  6.91738,   37,        3,
(  7/3|-19/6), 2.33333,-3.16667,  5.08295, -5.03082,   37,        1,
(  7/3|  5/6), 2.33333, 0.83333,  5.08295,  5.03082,   37,        1,
(-10/3|  5/3),-3.33333, 1.66667, -7.26136,  0.00000,   38,    1+2+3,
( -5/3| -5/3),-1.66667,-1.66667, -3.63068, -6.28853,   38,    1+2+3,
( -5/3| 10/3),-1.66667, 3.33333, -3.63068,  6.28853,   38,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  7.26136, -0.00000,   38,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333,  3.63068, -6.28853,   38,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  3.63068,  6.28853,   38,    1+2+3,
(-10/3| 13/6),-3.33333, 2.16667, -7.26136,  1.25771,   39,        1,
(-10/3|  7/6),-3.33333, 1.16667, -7.26136, -1.25771,   39,        1,
(-13/6| -7/6),-2.16667,-1.16667, -4.71989, -5.65967,   39,        2,
(-13/6| 10/3),-2.16667, 3.33333, -4.71989,  5.65967,   39,        3,
( -7/6|-13/6),-1.16667,-2.16667, -2.54148, -6.91738,   39,        2,
( -7/6| 10/3),-1.16667, 3.33333, -2.54148,  6.91738,   39,        3,
( 10/3|-13/6), 3.33333,-2.16667,  7.26136, -1.25771,   39,        1,
( 10/3| -7/6), 3.33333,-1.16667,  7.26136,  1.25771,   39,        1,
( 13/6|-10/3), 2.16667,-3.33333,  4.71989, -5.65967,   39,        3,
( 13/6|  7/6), 2.16667, 1.16667,  4.71989,  5.65967,   39,        2,
(  7/6|-10/3), 1.16667,-3.33333,  2.54148, -6.91738,   39,        3,
(  7/6| 13/6), 1.16667, 2.16667,  2.54148,  6.91738,   39,        2,
( -3  |  0  ),-3.00000, 0.00000, -6.53523, -3.77312,   40,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000, -6.53523,  3.77312,   40,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000,  0.00000, -7.54623,   40,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  7.54623,   40,    1+2+3,
(  3  | -3  ), 3.00000,-3.00000,  6.53523, -3.77312,   40,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  6.53523,  3.77312,   40,    1+2+3,
( -1/3|-17/6),-0.33333,-2.83333, -0.72614, -7.54623,   41,        1,
( -1/3| 19/6),-0.33333, 3.16667, -0.72614,  7.54623,   41,        1,
(-17/6| -1/3),-2.83333,-0.33333, -6.17216, -4.40197,   41,        3,
(-17/6| 19/6),-2.83333, 3.16667, -6.17216,  4.40197,   41,        2,
(-19/6|  1/3),-3.16667, 0.33333, -6.89830, -3.14426,   41,        3,
(-19/6| 17/6),-3.16667, 2.83333, -6.89830,  3.14426,   41,        2,
(  1/3|-19/6), 0.33333,-3.16667,  0.72614, -7.54623,   41,        1,
(  1/3| 17/6), 0.33333, 2.83333,  0.72614,  7.54623,   41,        1,
( 17/6|-19/6), 2.83333,-3.16667,  6.17216, -4.40197,   41,        2,
( 17/6|  1/3), 2.83333, 0.33333,  6.17216,  4.40197,   41,        3,
( 19/6| -1/3), 3.16667,-0.33333,  6.89830,  3.14426,   41,        3,
( 19/6|-17/6), 3.16667,-2.83333,  6.89830, -3.14426,   41,        2,
( -2  | -3/2),-2.00000,-1.50000, -4.35682, -6.28853,   42,        1,
( -2  |  7/2),-2.00000, 3.50000, -4.35682,  6.28853,   42,        1,
( -3/2| -2  ),-1.50000,-2.00000, -3.26761, -6.91738,   42,        3,
( -3/2|  7/2),-1.50000, 3.50000, -3.26761,  6.91738,   42,        2,
( -7/2|  2  ),-3.50000, 2.00000, -7.62443,  0.62885,   42,        3,
( -7/2|  3/2),-3.50000, 1.50000, -7.62443, -0.62885,   42,        2,
(  2  | -7/2), 2.00000,-3.50000,  4.35682, -6.28853,   42,        1,
(  2  |  3/2), 2.00000, 1.50000,  4.35682,  6.28853,   42,        1,
(  3/2| -7/2), 1.50000,-3.50000,  3.26761, -6.91738,   42,        2,
(  3/2|  2  ), 1.50000, 2.00000,  3.26761,  6.91738,   42,        3,
(  7/2| -2  ), 3.50000,-2.00000,  7.62443, -0.62885,   42,        3,
(  7/2| -3/2), 3.50000,-1.50000,  7.62443,  0.62885,   42,        2,
(-10/3|  2/3),-3.33333, 0.66667, -7.26136, -2.51541,   43,    1+2+3,
(-10/3|  8/3),-3.33333, 2.66667, -7.26136,  2.51541,   43,    1+2+3,
( -2/3| -8/3),-0.66667,-2.66667, -1.45227, -7.54623,   43,    1+2+3,
( -2/3| 10/3),-0.66667, 3.33333, -1.45227,  7.54623,   43,    1+2+3,
( -8/3| -2/3),-2.66667,-0.66667, -5.80909, -5.03082,   43,    1+2+3,
( -8/3| 10/3),-2.66667, 3.33333, -5.80909,  5.03082,   43,    1+2+3,
( 10/3| -2/3), 3.33333,-0.66667,  7.26136,  2.51541,   43,    1+2+3,
( 10/3| -8/3), 3.33333,-2.66667,  7.26136, -2.51541,   43,    1+2+3,
(  2/3|-10/3), 0.66667,-3.33333,  1.45227, -7.54623,   43,    1+2+3,
(  2/3|  8/3), 0.66667, 2.66667,  1.45227,  7.54623,   43,    1+2+3,
(  8/3|-10/3), 2.66667,-3.33333,  5.80909, -5.03082,   43,    1+2+3,
(  8/3|  2/3), 2.66667, 0.66667,  5.80909,  5.03082,   43,    1+2+3,
( -1  | -5/2),-1.00000,-2.50000, -2.17841, -7.54623,   44,        1,
( -1  |  7/2),-1.00000, 3.50000, -2.17841,  7.54623,   44,        1,
( -5/2| -1  ),-2.50000,-1.00000, -5.44602, -5.65967,   44,        3,
( -5/2|  7/2),-2.50000, 3.50000, -5.44602,  5.65967,   44,        2,
( -7/2|  1  ),-3.50000, 1.00000, -7.62443, -1.88656,   44,        3,
( -7/2|  5/2),-3.50000, 2.50000, -7.62443,  1.88656,   44,        2,
(  1  | -7/2), 1.00000,-3.50000,  2.17841, -7.54623,   44,        1,
(  1  |  5/2), 1.00000, 2.50000,  2.17841,  7.54623,   44,        1,
(  5/2| -7/2), 2.50000,-3.50000,  5.44602, -5.65967,   44,        2,
(  5/2|  1  ), 2.50000, 1.00000,  5.44602,  5.65967,   44,        3,
(  7/2| -1  ), 3.50000,-1.00000,  7.62443,  1.88656,   44,        3,
(  7/2| -5/2), 3.50000,-2.50000,  7.62443, -1.88656,   44,        2,
(-11/3| 11/6),-3.66667, 1.83333, -7.98750,  0.00000,   45,        1,
(-11/6|-11/6),-1.83333,-1.83333, -3.99375, -6.91738,   45,        2,
(-11/6| 11/3),-1.83333, 3.66667, -3.99375,  6.91738,   45,        3,
( 11/3|-11/6), 3.66667,-1.83333,  7.98750, -0.00000,   45,        1,
( 11/6|-11/3), 1.83333,-3.66667,  3.99375, -6.91738,   45,        3,
( 11/6| 11/6), 1.83333, 1.83333,  3.99375,  6.91738,   45,        2,
(-11/3|  4/3),-3.66667, 1.33333, -7.98750, -1.25771,   46,    1+2+3,
(-11/3|  7/3),-3.66667, 2.33333, -7.98750,  1.25771,   46,    1+2+3,
( -4/3| -7/3),-1.33333,-2.33333, -2.90455, -7.54623,   46,    1+2+3,
( -4/3| 11/3),-1.33333, 3.66667, -2.90455,  7.54623,   46,    1+2+3,
( -7/3| -4/3),-2.33333,-1.33333, -5.08295, -6.28853,   46,    1+2+3,
( -7/3| 11/3),-2.33333, 3.66667, -5.08295,  6.28853,   46,    1+2+3,
( 11/3| -4/3), 3.66667,-1.33333,  7.98750,  1.25771,   46,    1+2+3,
( 11/3| -7/3), 3.66667,-2.33333,  7.98750, -1.25771,   46,    1+2+3,
(  4/3|-11/3), 1.33333,-3.66667,  2.90455, -7.54623,   46,    1+2+3,
(  4/3|  7/3), 1.33333, 2.33333,  2.90455,  7.54623,   46,    1+2+3,
(  7/3|-11/3), 2.33333,-3.66667,  5.08295, -6.28853,   46,    1+2+3,
(  7/3|  4/3), 2.33333, 1.33333,  5.08295,  6.28853,   46,    1+2+3,
( -1/6|-19/6),-0.16667,-3.16667, -0.36307, -8.17508,   47,        2,
( -1/6| 10/3),-0.16667, 3.33333, -0.36307,  8.17508,   47,        3,
(-10/3|  1/6),-3.33333, 0.16667, -7.26136, -3.77312,   47,        1,
(-10/3| 19/6),-3.33333, 3.16667, -7.26136,  3.77312,   47,        1,
(-19/6| -1/6),-3.16667,-0.16667, -6.89830, -4.40197,   47,        2,
(-19/6| 10/3),-3.16667, 3.33333, -6.89830,  4.40197,   47,        3,
(  1/6|-10/3), 0.16667,-3.33333,  0.36307, -8.17508,   47,        3,
(  1/6| 19/6), 0.16667, 3.16667,  0.36307,  8.17508,   47,        2,
( 10/3| -1/6), 3.33333,-0.16667,  7.26136,  3.77312,   47,        1,
( 10/3|-19/6), 3.33333,-3.16667,  7.26136, -3.77312,   47,        1,
( 19/6|-10/3), 3.16667,-3.33333,  6.89830, -4.40197,   47,        3,
( 19/6|  1/6), 3.16667, 0.16667,  6.89830,  4.40197,   47,        2,
( -1/2| -3  ),-0.50000,-3.00000, -1.08920, -8.17508,   48,        3,
( -1/2|  7/2),-0.50000, 3.50000, -1.08920,  8.17508,   48,        2,
( -3  | -1/2),-3.00000,-0.50000, -6.53523, -5.03082,   48,        1,
( -3  |  7/2),-3.00000, 3.50000, -6.53523,  5.03082,   48,        1,
( -7/2|  1/2),-3.50000, 0.50000, -7.62443, -3.14426,   48,        2,
( -7/2|  3  ),-3.50000, 3.00000, -7.62443,  3.14426,   48,        3,
(  1/2| -7/2), 0.50000,-3.50000,  1.08920, -8.17508,   48,        2,
(  1/2|  3  ), 0.50000, 3.00000,  1.08920,  8.17508,   48,        3,
(  3  | -7/2), 3.00000,-3.50000,  6.53523, -5.03082,   48,        1,
(  3  |  1/2), 3.00000, 0.50000,  6.53523,  5.03082,   48,        1,
(  7/2| -1/2), 3.50000,-0.50000,  7.62443,  3.14426,   48,        2,
(  7/2| -3  ), 3.50000,-3.00000,  7.62443, -3.14426,   48,        3,
(-13/6| -5/3),-2.16667,-1.66667, -4.71989, -6.91738,   49,        3,
(-13/6| 23/6),-2.16667, 3.83333, -4.71989,  6.91738,   49,        2,
(-23/6| 13/6),-3.83333, 2.16667, -8.35057,  0.62885,   49,        2,
(-23/6|  5/3),-3.83333, 1.66667, -8.35057, -0.62885,   49,        3,
( -5/3|-13/6),-1.66667,-2.16667, -3.63068, -7.54623,   49,        1,
( -5/3| 23/6),-1.66667, 3.83333, -3.63068,  7.54623,   49,        1,
( 13/6|-23/6), 2.16667,-3.83333,  4.71989, -6.91738,   49,        2,
( 13/6|  5/3), 2.16667, 1.66667,  4.71989,  6.91738,   49,        3,
( 23/6|-13/6), 3.83333,-2.16667,  8.35057, -0.62885,   49,        2,
( 23/6| -5/3), 3.83333,-1.66667,  8.35057,  0.62885,   49,        3,
(  5/3|-23/6), 1.66667,-3.83333,  3.63068, -7.54623,   49,        1,
(  5/3| 13/6), 1.66667, 2.16667,  3.63068,  7.54623,   49,        1,
(-11/3| 17/6),-3.66667, 2.83333, -7.98750,  2.51541,   50,        1,
(-11/3|  5/6),-3.66667, 0.83333, -7.98750, -2.51541,   50,        1,
(-17/6| -5/6),-2.83333,-0.83333, -6.17216, -5.65967,   50,        2,
(-17/6| 11/3),-2.83333, 3.66667, -6.17216,  5.65967,   50,        3,
( -5/6|-17/6),-0.83333,-2.83333, -1.81534, -8.17508,   50,        2,
( -5/6| 11/3),-0.83333, 3.66667, -1.81534,  8.17508,   50,        3,
( 11/3|-17/6), 3.66667,-2.83333,  7.98750, -2.51541,   50,        1,
( 11/3| -5/6), 3.66667,-0.83333,  7.98750,  2.51541,   50,        1,
( 17/6|-11/3), 2.83333,-3.66667,  6.17216, -5.65967,   50,        3,
( 17/6|  5/6), 2.83333, 0.83333,  6.17216,  5.65967,   50,        2,
(  5/6|-11/3), 0.83333,-3.66667,  1.81534, -8.17508,   50,        3,
(  5/6| 17/6), 0.83333, 2.83333,  1.81534,  8.17508,   50,        2,
(-23/6|  7/6),-3.83333, 1.16667, -8.35057, -1.88656,   51,        2,
(-23/6|  8/3),-3.83333, 2.66667, -8.35057,  1.88656,   51,        3,
( -7/6| -8/3),-1.16667,-2.66667, -2.54148, -8.17508,   51,        3,
( -7/6| 23/6),-1.16667, 3.83333, -2.54148,  8.17508,   51,        2,
( -8/3| -7/6),-2.66667,-1.16667, -5.80909, -6.28853,   51,        1,
( -8/3| 23/6),-2.66667, 3.83333, -5.80909,  6.28853,   51,        1,
( 23/6| -7/6), 3.83333,-1.16667,  8.35057,  1.88656,   51,        2,
( 23/6| -8/3), 3.83333,-2.66667,  8.35057, -1.88656,   51,        3,
(  7/6|-23/6), 1.16667,-3.83333,  2.54148, -8.17508,   51,        2,
(  7/6|  8/3), 1.16667, 2.66667,  2.54148,  8.17508,   51,        3,
(  8/3|-23/6), 2.66667,-3.83333,  5.80909, -6.28853,   51,        1,
(  8/3|  7/6), 2.66667, 1.16667,  5.80909,  6.28853,   51,        1,
( -2  | -2  ),-2.00000,-2.00000, -4.35682, -7.54623,   52,    1+2+3,
( -2  |  4  ),-2.00000, 4.00000, -4.35682,  7.54623,   52,    1+2+3,
( -4  |  2  ),-4.00000, 2.00000, -8.71364,  0.00000,   52,    1+2+3,
(  2  | -4  ), 2.00000,-4.00000,  4.35682, -7.54623,   52,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.35682,  7.54623,   52,    1+2+3,
(  4  | -2  ), 4.00000,-2.00000,  8.71364, -0.00000,   52,    1+2+3,
( -7/2|  0  ),-3.50000, 0.00000, -7.62443, -4.40197,   53,        3,
( -7/2|  7/2),-3.50000, 3.50000, -7.62443,  4.40197,   53,        2,
(  0  | -7/2), 0.00000,-3.50000,  0.00000, -8.80394,   53,        1,
(  0  |  7/2), 0.00000, 3.50000,  0.00000,  8.80394,   53,        1,
(  7/2| -7/2), 3.50000,-3.50000,  7.62443, -4.40197,   53,        2,
(  7/2|  0  ), 3.50000, 0.00000,  7.62443,  4.40197,   53,        3,
( -3/2| -5/2),-1.50000,-2.50000, -3.26761, -8.17508,   54,        2,
( -3/2|  4  ),-1.50000, 4.00000, -3.26761,  8.17508,   54,        3,
( -4  |  3/2),-4.00000, 1.50000, -8.71364, -1.25771,   54,        1,
( -4  |  5/2),-4.00000, 2.50000, -8.71364,  1.25771,   54,        1,
( -5/2| -3/2),-2.50000,-1.50000, -5.44602, -6.91738,   54,        2,
( -5/2|  4  ),-2.50000, 4.00000, -5.44602,  6.91738,   54,        3,
(  3/2| -4  ), 1.50000,-4.00000,  3.26761, -8.17508,   54,        3,
(  3/2|  5/2), 1.50000, 2.50000,  3.26761,  8.17508,   54,        2,
(  4  | -3/2), 4.00000,-1.50000,  8.71364,  1.25771,   54,        1,
(  4  | -5/2), 4.00000,-2.50000,  8.71364, -1.25771,   54,        1,
(  5/2| -4  ), 2.50000,-4.00000,  5.44602, -6.91738,   54,        3,
(  5/2|  3/2), 2.50000, 1.50000,  5.44602,  6.91738,   54,        2,
( -1/3|-10/3),-0.33333,-3.33333, -0.72614, -8.80394,   55,    1+2+3,
( -1/3| 11/3),-0.33333, 3.66667, -0.72614,  8.80394,   55,    1+2+3,
(-10/3| -1/3),-3.33333,-0.33333, -7.26136, -5.03082,   55,    1+2+3,
(-10/3| 11/3),-3.33333, 3.66667, -7.26136,  5.03082,   55,    1+2+3,
(-11/3|  1/3),-3.66667, 0.33333, -7.98750, -3.77312,   55,    1+2+3,
(-11/3| 10/3),-3.66667, 3.33333, -7.98750,  3.77312,   55,    1+2+3,
(  1/3|-11/3), 0.33333,-3.66667,  0.72614, -8.80394,   55,    1+2+3,
(  1/3| 10/3), 0.33333, 3.33333,  0.72614,  8.80394,   55,    1+2+3,
( 10/3|-11/3), 3.33333,-3.66667,  7.26136, -5.03082,   55,    1+2+3,
( 10/3|  1/3), 3.33333, 0.33333,  7.26136,  5.03082,   55,    1+2+3,
( 11/3| -1/3), 3.66667,-0.33333,  7.98750,  3.77312,   55,    1+2+3,
( 11/3|-10/3), 3.66667,-3.33333,  7.98750, -3.77312,   55,    1+2+3,
(-19/6| -2/3),-3.16667,-0.66667, -6.89830, -5.65967,   56,        3,
(-19/6| 23/6),-3.16667, 3.83333, -6.89830,  5.65967,   56,        2,
( -2/3|-19/6),-0.66667,-3.16667, -1.45227, -8.80394,   56,        1,
( -2/3| 23/6),-0.66667, 3.83333, -1.45227,  8.80394,   56,        1,
(-23/6| 19/6),-3.83333, 3.16667, -8.35057,  3.14426,   56,        2,
(-23/6|  2/3),-3.83333, 0.66667, -8.35057, -3.14426,   56,        3,
( 19/6|-23/6), 3.16667,-3.83333,  6.89830, -5.65967,   56,        2,
( 19/6|  2/3), 3.16667, 0.66667,  6.89830,  5.65967,   56,        3,
(  2/3|-23/6), 0.66667,-3.83333,  1.45227, -8.80394,   56,        1,
(  2/3| 19/6), 0.66667, 3.16667,  1.45227,  8.80394,   56,        1,
( 23/6|-19/6), 3.83333,-3.16667,  8.35057, -3.14426,   56,        2,
( 23/6| -2/3), 3.83333,-0.66667,  8.35057,  3.14426,   56,        3,
( -1  | -3  ),-1.00000,-3.00000, -2.17841, -8.80394,   57,    1+2+3,
( -1  |  4  ),-1.00000, 4.00000, -2.17841,  8.80394,   57,    1+2+3,
( -3  | -1  ),-3.00000,-1.00000, -6.53523, -6.28853,   57,    1+2+3,
( -3  |  4  ),-3.00000, 4.00000, -6.53523,  6.28853,   57,    1+2+3,
( -4  |  1  ),-4.00000, 1.00000, -8.71364, -2.51541,   57,    1+2+3,
( -4  |  3  ),-4.00000, 3.00000, -8.71364,  2.51541,   57,    1+2+3,
(  1  | -4  ), 1.00000,-4.00000,  2.17841, -8.80394,   57,    1+2+3,
(  1  |  3  ), 1.00000, 3.00000,  2.17841,  8.80394,   57,    1+2+3,
(  3  | -4  ), 3.00000,-4.00000,  6.53523, -6.28853,   57,    1+2+3,
(  3  |  1  ), 3.00000, 1.00000,  6.53523,  6.28853,   57,    1+2+3,
(  4  | -1  ), 4.00000,-1.00000,  8.71364,  2.51541,   57,    1+2+3,
(  4  | -3  ), 4.00000,-3.00000,  8.71364, -2.51541,   57,    1+2+3,
(-11/6| -7/3),-1.83333,-2.33333, -3.99375, -8.17508,   58,        3,
(-11/6| 25/6),-1.83333, 4.16667, -3.99375,  8.17508,   58,        2,
(-25/6| 11/6),-4.16667, 1.83333, -9.07670, -0.62885,   58,        2,
(-25/6|  7/3),-4.16667, 2.33333, -9.07670,  0.62885,   58,        3,
( -7/3|-11/6),-2.33333,-1.83333, -5.08295, -7.54623,   58,        1,
( -7/3| 25/6),-2.33333, 4.16667, -5.08295,  7.54623,   58,        1,
( 11/6|-25/6), 1.83333,-4.16667,  3.99375, -8.17508,   58,        2,
( 11/6|  7/3), 1.83333, 2.33333,  3.99375,  8.17508,   58,        3,
( 25/6|-11/6), 4.16667,-1.83333,  9.07670,  0.62885,   58,        2,
( 25/6| -7/3), 4.16667,-2.33333,  9.07670, -0.62885,   58,        3,
(  7/3|-25/6), 2.33333,-4.16667,  5.08295, -7.54623,   58,        1,
(  7/3| 11/6), 2.33333, 1.83333,  5.08295,  7.54623,   58,        1,
(-17/6| -4/3),-2.83333,-1.33333, -6.17216, -6.91738,   59,        3,
(-17/6| 25/6),-2.83333, 4.16667, -6.17216,  6.91738,   59,        2,
(-25/6| 17/6),-4.16667, 2.83333, -9.07670,  1.88656,   59,        2,
(-25/6|  4/3),-4.16667, 1.33333, -9.07670, -1.88656,   59,        3,
( -4/3|-17/6),-1.33333,-2.83333, -2.90455, -8.80394,   59,        1,
( -4/3| 25/6),-1.33333, 4.16667, -2.90455,  8.80394,   59,        1,
( 17/6|-25/6), 2.83333,-4.16667,  6.17216, -6.91738,   59,        2,
( 17/6|  4/3), 2.83333, 1.33333,  6.17216,  6.91738,   59,        3,
( 25/6|-17/6), 4.16667,-2.83333,  9.07670, -1.88656,   59,        2,
( 25/6| -4/3), 4.16667,-1.33333,  9.07670,  1.88656,   59,        3,
(  4/3|-25/6), 1.33333,-4.16667,  2.90455, -8.80394,   59,        1,
(  4/3| 17/6), 1.33333, 2.83333,  2.90455,  8.80394,   59,        1,
(-13/3| 13/6),-4.33333, 2.16667, -9.43977,  0.00000,   60,        1,
(-13/6|-13/6),-2.16667,-2.16667, -4.71989, -8.17508,   60,        2,
(-13/6| 13/3),-2.16667, 4.33333, -4.71989,  8.17508,   60,        3,
( 13/3|-13/6), 4.33333,-2.16667,  9.43977, -0.00000,   60,        1,
