# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect - pm overlayer.tlm
#
# Structure: Ag(111)-(3xr3)rect - pm overlayer - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pm[1 0]); a = 8.6529 AA; b = 4.9958 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [8.6529 0.0000]; b = [0.0000 4.9958]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [4.3265 7.4936]; b = [ 4.3264 -2.4979]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 4.3264 -7.4936]; b = [-4.3265 -2.4979]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -5/6|-11/6),-0.83333,-1.83333, -1.81534, -5.65967,   63,        2,
( -5/6|  8/3),-0.83333, 2.66667, -1.81534,  5.65967,   63,        3,
( -8/3| 11/6),-2.66667, 1.83333, -5.80909,  1.25771,   63,        1,
( -8/3|  5/6),-2.66667, 0.83333, -5.80909, -1.25771,   63,        1,
( 11/6| -8/3), 1.83333,-2.66667,  3.99375, -4.40197,   64,        3,
( 11/6|  5/6), 1.83333, 0.83333,  3.99375,  4.40197,   64,        2,
(  5/6| -8/3), 0.83333,-2.66667,  1.81534, -5.65967,   64,        3,
(  5/6| 11/6), 0.83333, 1.83333,  1.81534,  5.65967,   64,        2,
(  8/3|-11/6), 2.66667,-1.83333,  5.80909, -1.25771,   64,        1,
(  8/3| -5/6), 2.66667,-0.83333,  5.80909,  1.25771,   64,        1,
( -7/6| -5/3),-1.16667,-1.66667, -2.54148, -5.65967,   65,        3,
( -7/6| 17/6),-1.16667, 2.83333, -2.54148,  5.65967,   65,        2,
( 17/6| -5/3), 2.83333,-1.66667,  6.17216, -0.62885,   65,        3,
( 17/6| -7/6), 2.83333,-1.16667,  6.17216,  0.62885,   65,        2,
(  5/3|-17/6), 1.66667,-2.83333,  3.63068, -5.03082,   65,        1,
(  5/3|  7/6), 1.66667, 1.16667,  3.63068,  5.03082,   65,        1,
(-17/6|  5/3),-2.83333, 1.66667, -6.17216,  0.62885,   66,        3,
(-17/6|  7/6),-2.83333, 1.16667, -6.17216, -0.62885,   66,        2,
( -5/3| -7/6),-1.66667,-1.16667, -3.63068, -5.03082,   66,        1,
( -5/3| 17/6),-1.66667, 2.83333, -3.63068,  5.03082,   66,        1,
(  7/6|-17/6), 1.16667,-2.83333,  2.54148, -5.65967,   66,        2,
(  7/6|  5/3), 1.16667, 1.66667,  2.54148,  5.65967,   66,        3,
( -5/2|  0  ),-2.50000, 0.00000, -5.44602, -3.14426,   67,        3,
( -5/2|  5/2),-2.50000, 2.50000, -5.44602,  3.14426,   67,        2,
(  0  | -5/2), 0.00000,-2.50000,  0.00000, -6.28853,   67,        1,
(  0  |  5/2), 0.00000, 2.50000,  0.00000,  6.28853,   67,        1,
(  5/2| -5/2), 2.50000,-2.50000,  5.44602, -3.14426,   67,        2,
(  5/2|  0  ), 2.50000, 0.00000,  5.44602,  3.14426,   67,        3,
( -8/3|  1/3),-2.66667, 0.33333, -5.80909, -2.51541,   68,    1+2+3,
( -8/3|  7/3),-2.66667, 2.33333, -5.80909,  2.51541,   68,    1+2+3,
( -7/3| -1/3),-2.33333,-0.33333, -5.08295, -3.77312,   69,    1+2+3,
( -7/3|  8/3),-2.33333, 2.66667, -5.08295,  3.77312,   69,    1+2+3,
(  8/3| -1/3), 2.66667,-0.33333,  5.80909,  2.51541,   70,    1+2+3,
(  8/3| -7/3), 2.66667,-2.33333,  5.80909, -2.51541,   70,    1+2+3,
( -1/3| -7/3),-0.33333,-2.33333, -0.72614, -6.28853,   71,    1+2+3,
( -1/3|  8/3),-0.33333, 2.66667, -0.72614,  6.28853,   71,    1+2+3,
(  1/3| -8/3), 0.33333,-2.66667,  0.72614, -6.28853,   72,    1+2+3,
(  1/3|  7/3), 0.33333, 2.33333,  0.72614,  6.28853,   72,    1+2+3,
(  7/3| -8/3), 2.33333,-2.66667,  5.08295, -3.77312,   73,    1+2+3,
(  7/3|  1/3), 2.33333, 0.33333,  5.08295,  3.77312,   73,    1+2+3,
(-13/6| -2/3),-2.16667,-0.66667, -4.71989, -4.40197,   74,        3,
(-13/6| 17/6),-2.16667, 2.83333, -4.71989,  4.40197,   74,        2,
( 17/6|-13/6), 2.83333,-2.16667,  6.17216, -1.88656,   74,        2,
( 17/6| -2/3), 2.83333,-0.66667,  6.17216,  1.88656,   74,        3,
(  2/3|-17/6), 0.66667,-2.83333,  1.45227, -6.28853,   74,        1,
(  2/3| 13/6), 0.66667, 2.16667,  1.45227,  6.28853,   74,        1,
(-17/6| 13/6),-2.83333, 2.16667, -6.17216,  1.88656,   75,        2,
(-17/6|  2/3),-2.83333, 0.66667, -6.17216, -1.88656,   75,        3,
( -2/3|-13/6),-0.66667,-2.16667, -1.45227, -6.28853,   75,        1,
( -2/3| 17/6),-0.66667, 2.83333, -1.45227,  6.28853,   75,        1,
( 13/6|-17/6), 2.16667,-2.83333,  4.71989, -4.40197,   75,        2,
( 13/6|  2/3), 2.16667, 0.66667,  4.71989,  4.40197,   75,        3,
( -3  |  3/2),-3.00000, 1.50000, -6.53523,  0.00000,   76,        1,
( -3/2| -3/2),-1.50000,-1.50000, -3.26761, -5.65967,   76,        2,
( -3/2|  3  ),-1.50000, 3.00000, -3.26761,  5.65967,   76,        3,
(  3  | -3/2), 3.00000,-1.50000,  6.53523, -0.00000,   77,        1,
(  3/2| -3  ), 1.50000,-3.00000,  3.26761, -5.65967,   77,        3,
(  3/2|  3/2), 1.50000, 1.50000,  3.26761,  5.65967,   77,        2,
( -3  |  1  ),-3.00000, 1.00000, -6.53523, -1.25771,   78,    1+2+3,
( -3  |  2  ),-3.00000, 2.00000, -6.53523,  1.25771,   78,    1+2+3,
( -2  | -1  ),-2.00000,-1.00000, -4.35682, -5.03082,   79,    1+2+3,
( -2  |  3  ),-2.00000, 3.00000, -4.35682,  5.03082,   79,    1+2+3,
( -1  | -2  ),-1.00000,-2.00000, -2.17841, -6.28853,   80,    1+2+3,
( -1  |  3  ),-1.00000, 3.00000, -2.17841,  6.28853,   80,    1+2+3,
(  3  | -1  ), 3.00000,-1.00000,  6.53523,  1.25771,   81,    1+2+3,
(  3  | -2  ), 3.00000,-2.00000,  6.53523, -1.25771,   81,    1+2+3,
(  1  | -3  ), 1.00000,-3.00000,  2.17841, -6.28853,   82,    1+2+3,
(  1  |  2  ), 1.00000, 2.00000,  2.17841,  6.28853,   82,    1+2+3,
(  2  | -3  ), 2.00000,-3.00000,  4.35682, -5.03082,   83,    1+2+3,
(  2  |  1  ), 2.00000, 1.00000,  4.35682,  5.03082,   83,    1+2+3,
(-11/6| -4/3),-1.83333,-1.33333, -3.99375, -5.65967,   84,        3,
(-11/6| 19/6),-1.83333, 3.16667, -3.99375,  5.65967,   84,        2,
( 19/6|-11/6), 3.16667,-1.83333,  6.89830, -0.62885,   84,        2,
( 19/6| -4/3), 3.16667,-1.33333,  6.89830,  0.62885,   84,        3,
(  4/3|-19/6), 1.33333,-3.16667,  2.90455, -6.28853,   84,        1,
(  4/3| 11/6), 1.33333, 1.83333,  2.90455,  6.28853,   84,        1,
(-19/6| 11/6),-3.16667, 1.83333, -6.89830,  0.62885,   85,        2,
(-19/6|  4/3),-3.16667, 1.33333, -6.89830, -0.62885,   85,        3,
( -4/3|-11/6),-1.33333,-1.83333, -2.90455, -6.28853,   85,        1,
( -4/3| 19/6),-1.33333, 3.16667, -2.90455,  6.28853,   85,        1,
( 11/6|-19/6), 1.83333,-3.16667,  3.99375, -5.65967,   85,        2,
( 11/6|  4/3), 1.83333, 1.33333,  3.99375,  5.65967,   85,        3,
(-17/6|  1/6),-2.83333, 0.16667, -6.17216, -3.14426,   86,        2,
(-17/6|  8/3),-2.83333, 2.66667, -6.17216,  3.14426,   86,        3,
( -8/3| -1/6),-2.66667,-0.16667, -5.80909, -3.77312,   86,        1,
( -8/3| 17/6),-2.66667, 2.83333, -5.80909,  3.77312,   86,        1,
(  1/6|-17/6), 0.16667,-2.83333,  0.36307, -6.91738,   86,        2,
(  1/6|  8/3), 0.16667, 2.66667,  0.36307,  6.91738,   86,        3,
( -1/6| -8/3),-0.16667,-2.66667, -0.36307, -6.91738,   87,        3,
( -1/6| 17/6),-0.16667, 2.83333, -0.36307,  6.91738,   87,        2,
( 17/6| -1/6), 2.83333,-0.16667,  6.17216,  3.14426,   87,        2,
( 17/6| -8/3), 2.83333,-2.66667,  6.17216, -3.14426,   87,        3,
(  8/3|-17/6), 2.66667,-2.83333,  5.80909, -3.77312,   87,        1,
(  8/3|  1/6), 2.66667, 0.16667,  5.80909,  3.77312,   87,        1,
( -1/2| -5/2),-0.50000,-2.50000, -1.08920, -6.91738,   88,        2,
( -1/2|  3  ),-0.50000, 3.00000, -1.08920,  6.91738,   88,        3,
( -3  |  1/2),-3.00000, 0.50000, -6.53523, -2.51541,   88,        1,
( -3  |  5/2),-3.00000, 2.50000, -6.53523,  2.51541,   88,        1,
( -5/2| -1/2),-2.50000,-0.50000, -5.44602, -4.40197,   88,        2,
( -5/2|  3  ),-2.50000, 3.00000, -5.44602,  4.40197,   88,        3,
(  1/2| -3  ), 0.50000,-3.00000,  1.08920, -6.91738,   89,        3,
(  1/2|  5/2), 0.50000, 2.50000,  1.08920,  6.91738,   89,        2,
(  3  | -1/2), 3.00000,-0.50000,  6.53523,  2.51541,   89,        1,
(  3  | -5/2), 3.00000,-2.50000,  6.53523, -2.51541,   89,        1,
(  5/2| -3  ), 2.50000,-3.00000,  5.44602, -4.40197,   89,        3,
(  5/2|  1/2), 2.50000, 0.50000,  5.44602,  4.40197,   89,        2,
(-19/6|  5/6),-3.16667, 0.83333, -6.89830, -1.88656,   90,        2,
(-19/6|  7/3),-3.16667, 2.33333, -6.89830,  1.88656,   90,        3,
( -7/3| -5/6),-2.33333,-0.83333, -5.08295, -5.03082,   90,        1,
( -7/3| 19/6),-2.33333, 3.16667, -5.08295,  5.03082,   90,        1,
(  5/6|-19/6), 0.83333,-3.16667,  1.81534, -6.91738,   90,        2,
(  5/6|  7/3), 0.83333, 2.33333,  1.81534,  6.91738,   90,        3,
( -5/6| -7/3),-0.83333,-2.33333, -1.81534, -6.91738,   91,        3,
( -5/6| 19/6),-0.83333, 3.16667, -1.81534,  6.91738,   91,        2,
( 19/6| -5/6), 3.16667,-0.83333,  6.89830,  1.88656,   91,        2,
( 19/6| -7/3), 3.16667,-2.33333,  6.89830, -1.88656,   91,        3,
(  7/3|-19/6), 2.33333,-3.16667,  5.08295, -5.03082,   91,        1,
(  7/3|  5/6), 2.33333, 0.83333,  5.08295,  5.03082,   91,        1,
(-10/3|  5/3),-3.33333, 1.66667, -7.26136,  0.00000,   92,    1+2+3,
( -5/3| -5/3),-1.66667,-1.66667, -3.63068, -6.28853,   92,    1+2+3,
( -5/3| 10/3),-1.66667, 3.33333, -3.63068,  6.28853,   92,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  7.26136, -0.00000,   93,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333,  3.63068, -6.28853,   93,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  3.63068,  6.28853,   93,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333,  3.63068, -6.28853,   94,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  3.63068,  6.28853,   94,    1+2+3,
(-10/3| 13/6),-3.33333, 2.16667, -7.26136,  1.25771,   95,        1,
(-10/3|  7/6),-3.33333, 1.16667, -7.26136, -1.25771,   95,        1,
(-13/6| -7/6),-2.16667,-1.16667, -4.71989, -5.65967,   95,        2,
(-13/6| 10/3),-2.16667, 3.33333, -4.71989,  5.65967,   95,        3,
( -7/6|-13/6),-1.16667,-2.16667, -2.54148, -6.91738,   95,        2,
( -7/6| 10/3),-1.16667, 3.33333, -2.54148,  6.91738,   95,        3,
( 10/3|-13/6), 3.33333,-2.16667,  7.26136, -1.25771,   96,        1,
( 10/3| -7/6), 3.33333,-1.16667,  7.26136,  1.25771,   96,        1,
( 13/6|-10/3), 2.16667,-3.33333,  4.71989, -5.65967,   96,        3,
( 13/6|  7/6), 2.16667, 1.16667,  4.71989,  5.65967,   96,        2,
(  7/6|-10/3), 1.16667,-3.33333,  2.54148, -6.91738,   96,        3,
(  7/6| 13/6), 1.16667, 2.16667,  2.54148,  6.91738,   96,        2,
( -3  |  0  ),-3.00000, 0.00000, -6.53523, -3.77312,   97,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000, -6.53523,  3.77312,   97,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000,  0.00000, -7.54623,   97,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  7.54623,   97,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000,  0.00000, -7.54623,   98,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  7.54623,   98,    1+2+3,
(  3  | -3  ), 3.00000,-3.00000,  6.53523, -3.77312,   98,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  6.53523,  3.77312,   98,    1+2+3,
(-17/6| -1/3),-2.83333,-0.33333, -6.17216, -4.40197,   99,        3,
(-17/6| 19/6),-2.83333, 3.16667, -6.17216,  4.40197,   99,        2,
(  1/3|-19/6), 0.33333,-3.16667,  0.72614, -7.54623,   99,        1,
(  1/3| 17/6), 0.33333, 2.83333,  0.72614,  7.54623,   99,        1,
( 19/6| -1/3), 3.16667,-0.33333,  6.89830,  3.14426,   99,        3,
( 19/6|-17/6), 3.16667,-2.83333,  6.89830, -3.14426,   99,        2,
( -1/3|-17/6),-0.33333,-2.83333, -0.72614, -7.54623,  100,        1,
( -1/3| 19/6),-0.33333, 3.16667, -0.72614,  7.54623,  100,        1,
(-19/6|  1/3),-3.16667, 0.33333, -6.89830, -3.14426,  100,        3,
(-19/6| 17/6),-3.16667, 2.83333, -6.89830,  3.14426,  100,        2,
( 17/6|-19/6), 2.83333,-3.16667,  6.17216, -4.40197,  100,        2,
( 17/6|  1/3), 2.83333, 0.33333,  6.17216,  4.40197,  100,        3,
( -2  | -3/2),-2.00000,-1.50000, -4.35682, -6.28853,  101,        1,
( -2  |  7/2),-2.00000, 3.50000, -4.35682,  6.28853,  101,        1,
( -7/2|  2  ),-3.50000, 2.00000, -7.62443,  0.62885,  101,        3,
( -7/2|  3/2),-3.50000, 1.50000, -7.62443, -0.62885,  101,        2,
(  3/2| -7/2), 1.50000,-3.50000,  3.26761, -6.91738,  101,        2,
(  3/2|  2  ), 1.50000, 2.00000,  3.26761,  6.91738,  101,        3,
( -3/2| -2  ),-1.50000,-2.00000, -3.26761, -6.91738,  102,        3,
( -3/2|  7/2),-1.50000, 3.50000, -3.26761,  6.91738,  102,        2,
(  2  | -7/2), 2.00000,-3.50000,  4.35682, -6.28853,  102,        1,
(  2  |  3/2), 2.00000, 1.50000,  4.35682,  6.28853,  102,        1,
(  7/2| -2  ), 3.50000,-2.00000,  7.62443, -0.62885,  102,        3,
(  7/2| -3/2), 3.50000,-1.50000,  7.62443,  0.62885,  102,        2,
(-10/3|  2/3),-3.33333, 0.66667, -7.26136, -2.51541,  103,    1+2+3,
(-10/3|  8/3),-3.33333, 2.66667, -7.26136,  2.51541,  103,    1+2+3,
( -8/3| -2/3),-2.66667,-0.66667, -5.80909, -5.03082,  104,    1+2+3,
( -8/3| 10/3),-2.66667, 3.33333, -5.80909,  5.03082,  104,    1+2+3,
( -2/3| -8/3),-0.66667,-2.66667, -1.45227, -7.54623,  105,    1+2+3,
( -2/3| 10/3),-0.66667, 3.33333, -1.45227,  7.54623,  105,    1+2+3,
( 10/3| -2/3), 3.33333,-0.66667,  7.26136,  2.51541,  106,    1+2+3,
( 10/3| -8/3), 3.33333,-2.66667,  7.26136, -2.51541,  106,    1+2+3,
(  2/3|-10/3), 0.66667,-3.33333,  1.45227, -7.54623,  107,    1+2+3,
(  2/3|  8/3), 0.66667, 2.66667,  1.45227,  7.54623,  107,    1+2+3,
(  8/3|-10/3), 2.66667,-3.33333,  5.80909, -5.03082,  108,    1+2+3,
(  8/3|  2/3), 2.66667, 0.66667,  5.80909,  5.03082,  108,    1+2+3,
( -5/2| -1  ),-2.50000,-1.00000, -5.44602, -5.65967,  109,        3,
( -5/2|  7/2),-2.50000, 3.50000, -5.44602,  5.65967,  109,        2,
(  1  | -7/2), 1.00000,-3.50000,  2.17841, -7.54623,  109,        1,
(  1  |  5/2), 1.00000, 2.50000,  2.17841,  7.54623,  109,        1,
(  7/2| -1  ), 3.50000,-1.00000,  7.62443,  1.88656,  109,        3,
(  7/2| -5/2), 3.50000,-2.50000,  7.62443, -1.88656,  109,        2,
( -1  | -5/2),-1.00000,-2.50000, -2.17841, -7.54623,  110,        1,
( -1  |  7/2),-1.00000, 3.50000, -2.17841,  7.54623,  110,        1,
( -7/2|  1  ),-3.50000, 1.00000, -7.62443, -1.88656,  110,        3,
( -7/2|  5/2),-3.50000, 2.50000, -7.62443,  1.88656,  110,        2,
(  5/2| -7/2), 2.50000,-3.50000,  5.44602, -5.65967,  110,        2,
(  5/2|  1  ), 2.50000, 1.00000,  5.44602,  5.65967,  110,        3,
(-11/3| 11/6),-3.66667, 1.83333, -7.98750,  0.00000,  111,        1,
(-11/6|-11/6),-1.83333,-1.83333, -3.99375, -6.91738,  111,        2,
(-11/6| 11/3),-1.83333, 3.66667, -3.99375,  6.91738,  111,        3,
( 11/3|-11/6), 3.66667,-1.83333,  7.98750, -0.00000,  112,        1,
( 11/6|-11/3), 1.83333,-3.66667,  3.99375, -6.91738,  112,        3,
( 11/6| 11/6), 1.83333, 1.83333,  3.99375,  6.91738,  112,        2,
(-11/3|  4/3),-3.66667, 1.33333, -7.98750, -1.25771,  113,    1+2+3,
(-11/3|  7/3),-3.66667, 2.33333, -7.98750,  1.25771,  113,    1+2+3,
( -7/3| -4/3),-2.33333,-1.33333, -5.08295, -6.28853,  114,    1+2+3,
( -7/3| 11/3),-2.33333, 3.66667, -5.08295,  6.28853,  114,    1+2+3,
( -4/3| -7/3),-1.33333,-2.33333, -2.90455, -7.54623,  115,    1+2+3,
( -4/3| 11/3),-1.33333, 3.66667, -2.90455,  7.54623,  115,    1+2+3,
(  4/3|-11/3), 1.33333,-3.66667,  2.90455, -7.54623,  116,    1+2+3,
(  4/3|  7/3), 1.33333, 2.33333,  2.90455,  7.54623,  116,    1+2+3,
( 11/3| -4/3), 3.66667,-1.33333,  7.98750,  1.25771,  117,    1+2+3,
( 11/3| -7/3), 3.66667,-2.33333,  7.98750, -1.25771,  117,    1+2+3,
(  7/3|-11/3), 2.33333,-3.66667,  5.08295, -6.28853,  118,    1+2+3,
(  7/3|  4/3), 2.33333, 1.33333,  5.08295,  6.28853,  118,    1+2+3,
( -1/6|-19/6),-0.16667,-3.16667, -0.36307, -8.17508,  119,        2,
( -1/6| 10/3),-0.16667, 3.33333, -0.36307,  8.17508,  119,        3,
(-10/3|  1/6),-3.33333, 0.16667, -7.26136, -3.77312,  119,        1,
(-10/3| 19/6),-3.33333, 3.16667, -7.26136,  3.77312,  119,        1,
(-19/6| -1/6),-3.16667,-0.16667, -6.89830, -4.40197,  119,        2,
(-19/6| 10/3),-3.16667, 3.33333, -6.89830,  4.40197,  119,        3,
(  1/6|-10/3), 0.16667,-3.33333,  0.36307, -8.17508,  120,        3,
(  1/6| 19/6), 0.16667, 3.16667,  0.36307,  8.17508,  120,        2,
( 10/3| -1/6), 3.33333,-0.16667,  7.26136,  3.77312,  120,        1,
( 10/3|-19/6), 3.33333,-3.16667,  7.26136, -3.77312,  120,        1,
( 19/6|-10/3), 3.16667,-3.33333,  6.89830, -4.40197,  120,        3,
( 19/6|  1/6), 3.16667, 0.16667,  6.89830,  4.40197,  120,        2,
( -3  | -1/2),-3.00000,-0.50000, -6.53523, -5.03082,  121,        1,
( -3  |  7/2),-3.00000, 3.50000, -6.53523,  5.03082,  121,        1,
( -7/2|  1/2),-3.50000, 0.50000, -7.62443, -3.14426,  121,        2,
( -7/2|  3  ),-3.50000, 3.00000, -7.62443,  3.14426,  121,        3,
(  1/2| -7/2), 0.50000,-3.50000,  1.08920, -8.17508,  121,        2,
(  1/2|  3  ), 0.50000, 3.00000,  1.08920,  8.17508,  121,        3,
( -1/2| -3  ),-0.50000,-3.00000, -1.08920, -8.17508,  122,        3,
( -1/2|  7/2),-0.50000, 3.50000, -1.08920,  8.17508,  122,        2,
(  3  | -7/2), 3.00000,-3.50000,  6.53523, -5.03082,  122,        1,
(  3  |  1/2), 3.00000, 0.50000,  6.53523,  5.03082,  122,        1,
(  7/2| -1/2), 3.50000,-0.50000,  7.62443,  3.14426,  122,        2,
(  7/2| -3  ), 3.50000,-3.00000,  7.62443, -3.14426,  122,        3,
(-13/6| -5/3),-2.16667,-1.66667, -4.71989, -6.91738,  123,        3,
(-13/6| 23/6),-2.16667, 3.83333, -4.71989,  6.91738,  123,        2,
( 23/6|-13/6), 3.83333,-2.16667,  8.35057, -0.62885,  123,        2,
( 23/6| -5/3), 3.83333,-1.66667,  8.35057,  0.62885,  123,        3,
(  5/3|-23/6), 1.66667,-3.83333,  3.63068, -7.54623,  123,        1,
(  5/3| 13/6), 1.66667, 2.16667,  3.63068,  7.54623,  123,        1,
(-23/6| 13/6),-3.83333, 2.16667, -8.35057,  0.62885,  124,        2,
(-23/6|  5/3),-3.83333, 1.66667, -8.35057, -0.62885,  124,        3,
( -5/3|-13/6),-1.66667,-2.16667, -3.63068, -7.54623,  124,        1,
( -5/3| 23/6),-1.66667, 3.83333, -3.63068,  7.54623,  124,        1,
( 13/6|-23/6), 2.16667,-3.83333,  4.71989, -6.91738,  124,        2,
( 13/6|  5/3), 2.16667, 1.66667,  4.71989,  6.91738,  124,        3,
(-11/3| 17/6),-3.66667, 2.83333, -7.98750,  2.51541,  125,        1,
(-11/3|  5/6),-3.66667, 0.83333, -7.98750, -2.51541,  125,        1,
(-17/6| -5/6),-2.83333,-0.83333, -6.17216, -5.65967,  125,        2,
(-17/6| 11/3),-2.83333, 3.66667, -6.17216,  5.65967,  125,        3,
( -5/6|-17/6),-0.83333,-2.83333, -1.81534, -8.17508,  125,        2,
( -5/6| 11/3),-0.83333, 3.66667, -1.81534,  8.17508,  125,        3,
( 11/3|-17/6), 3.66667,-2.83333,  7.98750, -2.51541,  126,        1,
( 11/3| -5/6), 3.66667,-0.83333,  7.98750,  2.51541,  126,        1,
( 17/6|-11/3), 2.83333,-3.66667,  6.17216, -5.65967,  126,        3,
( 17/6|  5/6), 2.83333, 0.83333,  6.17216,  5.65967,  126,        2,
(  5/6|-11/3), 0.83333,-3.66667,  1.81534, -8.17508,  126,        3,
(  5/6| 17/6), 0.83333, 2.83333,  1.81534,  8.17508,  126,        2,
(-23/6|  7/6),-3.83333, 1.16667, -8.35057, -1.88656,  127,        2,
(-23/6|  8/3),-3.83333, 2.66667, -8.35057,  1.88656,  127,        3,
( -8/3| -7/6),-2.66667,-1.16667, -5.80909, -6.28853,  127,        1,
( -8/3| 23/6),-2.66667, 3.83333, -5.80909,  6.28853,  127,        1,
(  7/6|-23/6), 1.16667,-3.83333,  2.54148, -8.17508,  127,        2,
(  7/6|  8/3), 1.16667, 2.66667,  2.54148,  8.17508,  127,        3,
( -7/6| -8/3),-1.16667,-2.66667, -2.54148, -8.17508,  128,        3,
( -7/6| 23/6),-1.16667, 3.83333, -2.54148,  8.17508,  128,        2,
( 23/6| -7/6), 3.83333,-1.16667,  8.35057,  1.88656,  128,        2,
( 23/6| -8/3), 3.83333,-2.66667,  8.35057, -1.88656,  128,        3,
(  8/3|-23/6), 2.66667,-3.83333,  5.80909, -6.28853,  128,        1,
(  8/3|  7/6), 2.66667, 1.16667,  5.80909,  6.28853,  128,        1,
( -2  | -2  ),-2.00000,-2.00000, -4.35682, -7.54623,  129,    1+2+3,
( -2  |  4  ),-2.00000, 4.00000, -4.35682,  7.54623,  129,    1+2+3,
( -4  |  2  ),-4.00000, 2.00000, -8.71364,  0.00000,  129,    1+2+3,
(  2  | -4  ), 2.00000,-4.00000,  4.35682, -7.54623,  130,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.35682,  7.54623,  130,    1+2+3,
(  2  | -4  ), 2.00000,-4.00000,  4.35682, -7.54623,  131,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.35682,  7.54623,  131,    1+2+3,
(  4  | -2  ), 4.00000,-2.00000,  8.71364, -0.00000,  131,    1+2+3,
( -7/2|  0  ),-3.50000, 0.00000, -7.62443, -4.40197,  132,        3,
( -7/2|  7/2),-3.50000, 3.50000, -7.62443,  4.40197,  132,        2,
(  0  | -7/2), 0.00000,-3.50000,  0.00000, -8.80394,  132,        1,
(  0  |  7/2), 0.00000, 3.50000,  0.00000,  8.80394,  132,        1,
(  7/2| -7/2), 3.50000,-3.50000,  7.62443, -4.40197,  132,        2,
(  7/2|  0  ), 3.50000, 0.00000,  7.62443,  4.40197,  132,        3,
( -3/2| -5/2),-1.50000,-2.50000, -3.26761, -8.17508,  133,        2,
( -3/2|  4  ),-1.50000, 4.00000, -3.26761,  8.17508,  133,        3,
( -4  |  3/2),-4.00000, 1.50000, -8.71364, -1.25771,  133,        1,
( -4  |  5/2),-4.00000, 2.50000, -8.71364,  1.25771,  133,        1,
( -5/2| -3/2),-2.50000,-1.50000, -5.44602, -6.91738,  133,        2,
( -5/2|  4  ),-2.50000, 4.00000, -5.44602,  6.91738,  133,        3,
(  3/2| -4  ), 1.50000,-4.00000,  3.26761, -8.17508,  134,        3,
(  3/2|  5/2), 1.50000, 2.50000,  3.26761,  8.17508,  134,        2,
(  4  | -3/2), 4.00000,-1.50000,  8.71364,  1.25771,  134,        1,
(  4  | -5/2), 4.00000,-2.50000,  8.71364, -1.25771,  134,        1,
(  5/2| -4  ), 2.50000,-4.00000,  5.44602, -6.91738,  134,        3,
(  5/2|  3/2), 2.50000, 1.50000,  5.44602,  6.91738,  134,        2,
(-11/3|  1/3),-3.66667, 0.33333, -7.98750, -3.77312,  135,    1+2+3,
(-11/3| 10/3),-3.66667, 3.33333, -7.98750,  3.77312,  135,    1+2+3,
(-10/3| -1/3),-3.33333,-0.33333, -7.26136, -5.03082,  136,    1+2+3,
(-10/3| 11/3),-3.33333, 3.66667, -7.26136,  5.03082,  136,    1+2+3,
( 11/3| -1/3), 3.66667,-0.33333,  7.98750,  3.77312,  137,    1+2+3,
( 11/3|-10/3), 3.66667,-3.33333,  7.98750, -3.77312,  137,    1+2+3,
( -1/3|-10/3),-0.33333,-3.33333, -0.72614, -8.80394,  138,    1+2+3,
( -1/3| 11/3),-0.33333, 3.66667, -0.72614,  8.80394,  138,    1+2+3,
(  1/3|-11/3), 0.33333,-3.66667,  0.72614, -8.80394,  139,    1+2+3,
(  1/3| 10/3), 0.33333, 3.33333,  0.72614,  8.80394,  139,    1+2+3,
