# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect - pm overlayer.tlm
#
# Structure: Ag(111)-(3xr3)rect - pm overlayer - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pm[1 0]); a = 8.6529 AA; b = 4.9958 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [8.6529 0.0000]; b = [0.0000 4.9958]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [4.3265 7.4936]; b = [ 4.3264 -2.4979]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 4.3264 -7.4936]; b = [-4.3265 -2.4979]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 10/3|-11/3), 3.33333,-3.66667,  7.26136, -5.03082,  140,    1+2+3,
( 10/3|  1/3), 3.33333, 0.33333,  7.26136,  5.03082,  140,    1+2+3,
(-19/6| -2/3),-3.16667,-0.66667, -6.89830, -5.65967,  141,        3,
(-19/6| 23/6),-3.16667, 3.83333, -6.89830,  5.65967,  141,        2,
(  2/3|-23/6), 0.66667,-3.83333,  1.45227, -8.80394,  141,        1,
(  2/3| 19/6), 0.66667, 3.16667,  1.45227,  8.80394,  141,        1,
( 23/6|-19/6), 3.83333,-3.16667,  8.35057, -3.14426,  141,        2,
( 23/6| -2/3), 3.83333,-0.66667,  8.35057,  3.14426,  141,        3,
( -2/3|-19/6),-0.66667,-3.16667, -1.45227, -8.80394,  142,        1,
( -2/3| 23/6),-0.66667, 3.83333, -1.45227,  8.80394,  142,        1,
(-23/6| 19/6),-3.83333, 3.16667, -8.35057,  3.14426,  142,        2,
(-23/6|  2/3),-3.83333, 0.66667, -8.35057, -3.14426,  142,        3,
( 19/6|-23/6), 3.16667,-3.83333,  6.89830, -5.65967,  142,        2,
( 19/6|  2/3), 3.16667, 0.66667,  6.89830,  5.65967,  142,        3,
( -3  | -1  ),-3.00000,-1.00000, -6.53523, -6.28853,  143,    1+2+3,
( -3  |  4  ),-3.00000, 4.00000, -6.53523,  6.28853,  143,    1+2+3,
( -4  |  1  ),-4.00000, 1.00000, -8.71364, -2.51541,  144,    1+2+3,
( -4  |  3  ),-4.00000, 3.00000, -8.71364,  2.51541,  144,    1+2+3,
( -1  | -3  ),-1.00000,-3.00000, -2.17841, -8.80394,  145,    1+2+3,
( -1  |  4  ),-1.00000, 4.00000, -2.17841,  8.80394,  145,    1+2+3,
(  1  | -4  ), 1.00000,-4.00000,  2.17841, -8.80394,  146,    1+2+3,
(  1  |  3  ), 1.00000, 3.00000,  2.17841,  8.80394,  146,    1+2+3,
(  4  | -1  ), 4.00000,-1.00000,  8.71364,  2.51541,  147,    1+2+3,
(  4  | -3  ), 4.00000,-3.00000,  8.71364, -2.51541,  147,    1+2+3,
(  3  | -4  ), 3.00000,-4.00000,  6.53523, -6.28853,  148,    1+2+3,
(  3  |  1  ), 3.00000, 1.00000,  6.53523,  6.28853,  148,    1+2+3,
(-25/6| 11/6),-4.16667, 1.83333, -9.07670, -0.62885,  149,        2,
(-25/6|  7/3),-4.16667, 2.33333, -9.07670,  0.62885,  149,        3,
( -7/3|-11/6),-2.33333,-1.83333, -5.08295, -7.54623,  149,        1,
( -7/3| 25/6),-2.33333, 4.16667, -5.08295,  7.54623,  149,        1,
( 11/6|-25/6), 1.83333,-4.16667,  3.99375, -8.17508,  149,        2,
( 11/6|  7/3), 1.83333, 2.33333,  3.99375,  8.17508,  149,        3,
(-11/6| -7/3),-1.83333,-2.33333, -3.99375, -8.17508,  150,        3,
(-11/6| 25/6),-1.83333, 4.16667, -3.99375,  8.17508,  150,        2,
( 25/6|-11/6), 4.16667,-1.83333,  9.07670,  0.62885,  150,        2,
( 25/6| -7/3), 4.16667,-2.33333,  9.07670, -0.62885,  150,        3,
(  7/3|-25/6), 2.33333,-4.16667,  5.08295, -7.54623,  150,        1,
(  7/3| 11/6), 2.33333, 1.83333,  5.08295,  7.54623,  150,        1,
(-17/6| -4/3),-2.83333,-1.33333, -6.17216, -6.91738,  151,        3,
(-17/6| 25/6),-2.83333, 4.16667, -6.17216,  6.91738,  151,        2,
( 25/6|-17/6), 4.16667,-2.83333,  9.07670, -1.88656,  151,        2,
( 25/6| -4/3), 4.16667,-1.33333,  9.07670,  1.88656,  151,        3,
(  4/3|-25/6), 1.33333,-4.16667,  2.90455, -8.80394,  151,        1,
(  4/3| 17/6), 1.33333, 2.83333,  2.90455,  8.80394,  151,        1,
(-25/6| 17/6),-4.16667, 2.83333, -9.07670,  1.88656,  152,        2,
(-25/6|  4/3),-4.16667, 1.33333, -9.07670, -1.88656,  152,        3,
( -4/3|-17/6),-1.33333,-2.83333, -2.90455, -8.80394,  152,        1,
( -4/3| 25/6),-1.33333, 4.16667, -2.90455,  8.80394,  152,        1,
( 17/6|-25/6), 2.83333,-4.16667,  6.17216, -6.91738,  152,        2,
( 17/6|  4/3), 2.83333, 1.33333,  6.17216,  6.91738,  152,        3,
(-11/3| -1/6),-3.66667,-0.16667, -7.98750, -5.03082,  153,        1,
(-11/3| 23/6),-3.66667, 3.83333, -7.98750,  5.03082,  153,        1,
(-23/6|  1/6),-3.83333, 0.16667, -8.35057, -4.40197,  153,        2,
(-23/6| 11/3),-3.83333, 3.66667, -8.35057,  4.40197,  153,        3,
(  1/6|-23/6), 0.16667,-3.83333,  0.36307, -9.43279,  153,        2,
(  1/6| 11/3), 0.16667, 3.66667,  0.36307,  9.43279,  153,        3,
(-13/3| 13/6),-4.33333, 2.16667, -9.43977,  0.00000,  154,        1,
(-13/6|-13/6),-2.16667,-2.16667, -4.71989, -8.17508,  154,        2,
(-13/6| 13/3),-2.16667, 4.33333, -4.71989,  8.17508,  154,        3,
( -1/6|-11/3),-0.16667,-3.66667, -0.36307, -9.43279,  155,        3,
( -1/6| 23/6),-0.16667, 3.83333, -0.36307,  9.43279,  155,        2,
( 11/3|-23/6), 3.66667,-3.83333,  7.98750, -5.03082,  155,        1,
( 11/3|  1/6), 3.66667, 0.16667,  7.98750,  5.03082,  155,        1,
( 23/6| -1/6), 3.83333,-0.16667,  8.35057,  4.40197,  155,        2,
( 23/6|-11/3), 3.83333,-3.66667,  8.35057, -4.40197,  155,        3,
( 13/3|-13/6), 4.33333,-2.16667,  9.43977, -0.00000,  156,        1,
( 13/6|-13/3), 2.16667,-4.33333,  4.71989, -8.17508,  156,        3,
( 13/6| 13/6), 2.16667, 2.16667,  4.71989,  8.17508,  156,        2,
( -1/2| -7/2),-0.50000,-3.50000, -1.08920, -9.43279,  157,        2,
( -1/2|  4  ),-0.50000, 4.00000, -1.08920,  9.43279,  157,        3,
( -4  |  1/2),-4.00000, 0.50000, -8.71364, -3.77312,  157,        1,
( -4  |  7/2),-4.00000, 3.50000, -8.71364,  3.77312,  157,        1,
( -7/2| -1/2),-3.50000,-0.50000, -7.62443, -5.65967,  157,        2,
( -7/2|  4  ),-3.50000, 4.00000, -7.62443,  5.65967,  157,        3,
(  1/2| -4  ), 0.50000,-4.00000,  1.08920, -9.43279,  158,        3,
(  1/2|  7/2), 0.50000, 3.50000,  1.08920,  9.43279,  158,        2,
(  4  | -1/2), 4.00000,-0.50000,  8.71364,  3.77312,  158,        1,
(  4  | -7/2), 4.00000,-3.50000,  8.71364, -3.77312,  158,        1,
(  7/2| -4  ), 3.50000,-4.00000,  7.62443, -5.65967,  158,        3,
(  7/2|  1/2), 3.50000, 0.50000,  7.62443,  5.65967,  158,        2,
( -8/3| -5/3),-2.66667,-1.66667, -5.80909, -7.54623,  159,    1+2+3,
( -8/3| 13/3),-2.66667, 4.33333, -5.80909,  7.54623,  159,    1+2+3,
( -5/3| -8/3),-1.66667,-2.66667, -3.63068, -8.80394,  160,    1+2+3,
( -5/3| 13/3),-1.66667, 4.33333, -3.63068,  8.80394,  160,    1+2+3,
(-13/3|  5/3),-4.33333, 1.66667, -9.43977, -1.25771,  161,    1+2+3,
(-13/3|  8/3),-4.33333, 2.66667, -9.43977,  1.25771,  161,    1+2+3,
(  5/3|-13/3), 1.66667,-4.33333,  3.63068, -8.80394,  162,    1+2+3,
(  5/3|  8/3), 1.66667, 2.66667,  3.63068,  8.80394,  162,    1+2+3,
(  8/3|-13/3), 2.66667,-4.33333,  5.80909, -7.54623,  163,    1+2+3,
(  8/3|  5/3), 2.66667, 1.66667,  5.80909,  7.54623,  163,    1+2+3,
( 13/3| -5/3), 4.33333,-1.66667,  9.43977,  1.25771,  164,    1+2+3,
( 13/3| -8/3), 4.33333,-2.66667,  9.43977, -1.25771,  164,    1+2+3,
(-10/3| -5/6),-3.33333,-0.83333, -7.26136, -6.28853,  165,        1,
(-10/3| 25/6),-3.33333, 4.16667, -7.26136,  6.28853,  165,        1,
(-25/6| 10/3),-4.16667, 3.33333, -9.07670,  3.14426,  165,        3,
(-25/6|  5/6),-4.16667, 0.83333, -9.07670, -3.14426,  165,        2,
(  5/6|-25/6), 0.83333,-4.16667,  1.81534, -9.43279,  165,        2,
(  5/6| 10/3), 0.83333, 3.33333,  1.81534,  9.43279,  165,        3,
( -5/6|-10/3),-0.83333,-3.33333, -1.81534, -9.43279,  166,        3,
( -5/6| 25/6),-0.83333, 4.16667, -1.81534,  9.43279,  166,        2,
( 10/3|-25/6), 3.33333,-4.16667,  7.26136, -6.28853,  166,        1,
( 10/3|  5/6), 3.33333, 0.83333,  7.26136,  6.28853,  166,        1,
( 25/6|-10/3), 4.16667,-3.33333,  9.07670, -3.14426,  166,        3,
( 25/6| -5/6), 4.16667,-0.83333,  9.07670,  3.14426,  166,        2,
(-13/3| 19/6),-4.33333, 3.16667, -9.43977,  2.51541,  167,        1,
(-13/3|  7/6),-4.33333, 1.16667, -9.43977, -2.51541,  167,        1,
(-19/6| -7/6),-3.16667,-1.16667, -6.89830, -6.91738,  167,        2,
(-19/6| 13/3),-3.16667, 4.33333, -6.89830,  6.91738,  167,        3,
( -7/6|-19/6),-1.16667,-3.16667, -2.54148, -9.43279,  167,        2,
( -7/6| 13/3),-1.16667, 4.33333, -2.54148,  9.43279,  167,        3,
( 13/3|-19/6), 4.33333,-3.16667,  9.43977, -2.51541,  168,        1,
( 13/3| -7/6), 4.33333,-1.16667,  9.43977,  2.51541,  168,        1,
( 19/6|-13/3), 3.16667,-4.33333,  6.89830, -6.91738,  168,        3,
( 19/6|  7/6), 3.16667, 1.16667,  6.89830,  6.91738,  168,        2,
(  7/6|-13/3), 1.16667,-4.33333,  2.54148, -9.43279,  168,        3,
(  7/6| 19/6), 1.16667, 3.16667,  2.54148,  9.43279,  168,        2,
( -2  | -5/2),-2.00000,-2.50000, -4.35682, -8.80394,  169,        1,
( -2  |  9/2),-2.00000, 4.50000, -4.35682,  8.80394,  169,        1,
( -9/2|  2  ),-4.50000, 2.00000, -9.80284, -0.62885,  169,        3,
( -9/2|  5/2),-4.50000, 2.50000, -9.80284,  0.62885,  169,        2,
(  5/2| -9/2), 2.50000,-4.50000,  5.44602, -8.17508,  169,        2,
(  5/2|  2  ), 2.50000, 2.00000,  5.44602,  8.17508,  169,        3,
( -5/2| -2  ),-2.50000,-2.00000, -5.44602, -8.17508,  170,        3,
( -5/2|  9/2),-2.50000, 4.50000, -5.44602,  8.17508,  170,        2,
(  2  | -9/2), 2.00000,-4.50000,  4.35682, -8.80394,  170,        1,
(  2  |  5/2), 2.00000, 2.50000,  4.35682,  8.80394,  170,        1,
(  9/2| -2  ), 4.50000,-2.00000,  9.80284,  0.62885,  170,        3,
(  9/2| -5/2), 4.50000,-2.50000,  9.80284, -0.62885,  170,        2,
( -3  | -3/2),-3.00000,-1.50000, -6.53523, -7.54623,  171,        1,
( -3  |  9/2),-3.00000, 4.50000, -6.53523,  7.54623,  171,        1,
( -9/2|  3  ),-4.50000, 3.00000, -9.80284,  1.88656,  171,        3,
( -9/2|  3/2),-4.50000, 1.50000, -9.80284, -1.88656,  171,        2,
(  3/2| -9/2), 1.50000,-4.50000,  3.26761, -9.43279,  171,        2,
(  3/2|  3  ), 1.50000, 3.00000,  3.26761,  9.43279,  171,        3,
( -3/2| -3  ),-1.50000,-3.00000, -3.26761, -9.43279,  172,        3,
( -3/2|  9/2),-1.50000, 4.50000, -3.26761,  9.43279,  172,        2,
(  3  | -9/2), 3.00000,-4.50000,  6.53523, -7.54623,  172,        1,
(  3  |  3/2), 3.00000, 1.50000,  6.53523,  7.54623,  172,        1,
(  9/2| -3  ), 4.50000,-3.00000,  9.80284, -1.88656,  172,        3,
(  9/2| -3/2), 4.50000,-1.50000,  9.80284,  1.88656,  172,        2,
( -4  |  0  ),-4.00000, 0.00000, -8.71364, -5.03082,  173,    1+2+3,
( -4  |  4  ),-4.00000, 4.00000, -8.71364,  5.03082,  173,    1+2+3,
(  0  | -4  ), 0.00000,-4.00000,  0.00000,-10.06164,  173,    1+2+3,
(  0  |  4  ), 0.00000, 4.00000,  0.00000, 10.06164,  173,    1+2+3,
(  0  | -4  ), 0.00000,-4.00000,  0.00000,-10.06164,  174,    1+2+3,
(  0  |  4  ), 0.00000, 4.00000,  0.00000, 10.06164,  174,    1+2+3,
(  4  | -4  ), 4.00000,-4.00000,  8.71364, -5.03082,  174,    1+2+3,
(  4  |  0  ), 4.00000, 0.00000,  8.71364,  5.03082,  174,    1+2+3,
(-23/6| -1/3),-3.83333,-0.33333, -8.35057, -5.65967,  175,        3,
(-23/6| 25/6),-3.83333, 4.16667, -8.35057,  5.65967,  175,        2,
(  1/3|-25/6), 0.33333,-4.16667,  0.72614,-10.06164,  175,        1,
(  1/3| 23/6), 0.33333, 3.83333,  0.72614, 10.06164,  175,        1,
( 25/6| -1/3), 4.16667,-0.33333,  9.07670,  4.40197,  175,        3,
( 25/6|-23/6), 4.16667,-3.83333,  9.07670, -4.40197,  175,        2,
( -1/3|-23/6),-0.33333,-3.83333, -0.72614,-10.06164,  176,        1,
( -1/3| 25/6),-0.33333, 4.16667, -0.72614, 10.06164,  176,        1,
(-25/6|  1/3),-4.16667, 0.33333, -9.07670, -4.40197,  176,        3,
(-25/6| 23/6),-4.16667, 3.83333, -9.07670,  4.40197,  176,        2,
( 23/6|-25/6), 3.83333,-4.16667,  8.35057, -5.65967,  176,        2,
( 23/6|  1/3), 3.83333, 0.33333,  8.35057,  5.65967,  176,        3,
(-11/3| -2/3),-3.66667,-0.66667, -7.98750, -6.28853,  177,    1+2+3,
(-11/3| 13/3),-3.66667, 4.33333, -7.98750,  6.28853,  177,    1+2+3,
( -2/3|-11/3),-0.66667,-3.66667, -1.45227,-10.06164,  178,    1+2+3,
( -2/3| 13/3),-0.66667, 4.33333, -1.45227, 10.06164,  178,    1+2+3,
(  2/3|-13/3), 0.66667,-4.33333,  1.45227,-10.06164,  179,    1+2+3,
(  2/3| 11/3), 0.66667, 3.66667,  1.45227, 10.06164,  179,    1+2+3,
(-14/3|  7/3),-4.66667, 2.33333,-10.16591,  0.00000,  180,    1+2+3,
( -7/3| -7/3),-2.33333,-2.33333, -5.08295, -8.80394,  180,    1+2+3,
( -7/3| 14/3),-2.33333, 4.66667, -5.08295,  8.80394,  180,    1+2+3,
(-13/3| 11/3),-4.33333, 3.66667, -9.43977,  3.77312,  181,    1+2+3,
(-13/3|  2/3),-4.33333, 0.66667, -9.43977, -3.77312,  181,    1+2+3,
( 11/3|-13/3), 3.66667,-4.33333,  7.98750, -6.28853,  182,    1+2+3,
( 11/3|  2/3), 3.66667, 0.66667,  7.98750,  6.28853,  182,    1+2+3,
( 13/3|-11/3), 4.33333,-3.66667,  9.43977, -3.77312,  183,    1+2+3,
( 13/3| -2/3), 4.33333,-0.66667,  9.43977,  3.77312,  183,    1+2+3,
( 14/3| -7/3), 4.66667,-2.33333, 10.16591, -0.00000,  184,    1+2+3,
(  7/3|-14/3), 2.33333,-4.66667,  5.08295, -8.80394,  184,    1+2+3,
(  7/3|  7/3), 2.33333, 2.33333,  5.08295,  8.80394,  184,    1+2+3,
(  7/3|-14/3), 2.33333,-4.66667,  5.08295, -8.80394,  185,    1+2+3,
(  7/3|  7/3), 2.33333, 2.33333,  5.08295,  8.80394,  185,    1+2+3,
(-11/6|-17/6),-1.83333,-2.83333, -3.99375, -9.43279,  186,        2,
(-11/6| 14/3),-1.83333, 4.66667, -3.99375,  9.43279,  186,        3,
(-14/3| 11/6),-4.66667, 1.83333,-10.16591, -1.25771,  186,        1,
(-14/3| 17/6),-4.66667, 2.83333,-10.16591,  1.25771,  186,        1,
(-17/6|-11/6),-2.83333,-1.83333, -6.17216, -8.17508,  186,        2,
(-17/6| 14/3),-2.83333, 4.66667, -6.17216,  8.17508,  186,        3,
( 11/6|-14/3), 1.83333,-4.66667,  3.99375, -9.43279,  187,        3,
( 11/6| 17/6), 1.83333, 2.83333,  3.99375,  9.43279,  187,        2,
( 14/3|-11/6), 4.66667,-1.83333, 10.16591,  1.25771,  187,        1,
( 14/3|-17/6), 4.66667,-2.83333, 10.16591, -1.25771,  187,        1,
( 17/6|-14/3), 2.83333,-4.66667,  6.17216, -8.17508,  187,        3,
( 17/6| 11/6), 2.83333, 1.83333,  6.17216,  8.17508,  187,        2,
( -7/2| -1  ),-3.50000,-1.00000, -7.62443, -6.91738,  188,        3,
( -7/2|  9/2),-3.50000, 4.50000, -7.62443,  6.91738,  188,        2,
(  1  | -9/2), 1.00000,-4.50000,  2.17841,-10.06164,  188,        1,
(  1  |  7/2), 1.00000, 3.50000,  2.17841, 10.06164,  188,        1,
(  9/2| -1  ), 4.50000,-1.00000,  9.80284,  3.14426,  188,        3,
(  9/2| -7/2), 4.50000,-3.50000,  9.80284, -3.14426,  188,        2,
( -1  | -7/2),-1.00000,-3.50000, -2.17841,-10.06164,  189,        1,
( -1  |  9/2),-1.00000, 4.50000, -2.17841, 10.06164,  189,        1,
( -9/2|  1  ),-4.50000, 1.00000, -9.80284, -3.14426,  189,        3,
( -9/2|  7/2),-4.50000, 3.50000, -9.80284,  3.14426,  189,        2,
(  7/2| -9/2), 3.50000,-4.50000,  7.62443, -6.91738,  189,        2,
(  7/2|  1  ), 3.50000, 1.00000,  7.62443,  6.91738,  189,        3,
(-10/3| -4/3),-3.33333,-1.33333, -7.26136, -7.54623,  190,    1+2+3,
(-10/3| 14/3),-3.33333, 4.66667, -7.26136,  7.54623,  190,    1+2+3,
( -4/3|-10/3),-1.33333,-3.33333, -2.90455,-10.06164,  191,    1+2+3,
( -4/3| 14/3),-1.33333, 4.66667, -2.90455, 10.06164,  191,    1+2+3,
(-14/3| 10/3),-4.66667, 3.33333,-10.16591,  2.51541,  192,    1+2+3,
(-14/3|  4/3),-4.66667, 1.33333,-10.16591, -2.51541,  192,    1+2+3,
(  4/3|-14/3), 1.33333,-4.66667,  2.90455,-10.06164,  193,    1+2+3,
(  4/3| 10/3), 1.33333, 3.33333,  2.90455, 10.06164,  193,    1+2+3,
( 10/3|-14/3), 3.33333,-4.66667,  7.26136, -7.54623,  194,    1+2+3,
( 10/3|  4/3), 3.33333, 1.33333,  7.26136,  7.54623,  194,    1+2+3,
( 14/3|-10/3), 4.66667,-3.33333, 10.16591, -2.51541,  195,    1+2+3,
( 14/3| -4/3), 4.66667,-1.33333, 10.16591,  2.51541,  195,    1+2+3,
(-13/6| -8/3),-2.16667,-2.66667, -4.71989, -9.43279,  196,        3,
(-13/6| 29/6),-2.16667, 4.83333, -4.71989,  9.43279,  196,        2,
( 29/6|-13/6), 4.83333,-2.16667, 10.52898,  0.62885,  196,        2,
( 29/6| -8/3), 4.83333,-2.66667, 10.52898, -0.62885,  196,        3,
(  8/3|-29/6), 2.66667,-4.83333,  5.80909, -8.80394,  196,        1,
(  8/3| 13/6), 2.66667, 2.16667,  5.80909,  8.80394,  196,        1,
(-29/6| 13/6),-4.83333, 2.16667,-10.52898, -0.62885,  197,        2,
(-29/6|  8/3),-4.83333, 2.66667,-10.52898,  0.62885,  197,        3,
( -8/3|-13/6),-2.66667,-2.16667, -5.80909, -8.80394,  197,        1,
( -8/3| 29/6),-2.66667, 4.83333, -5.80909,  8.80394,  197,        1,
( 13/6|-29/6), 2.16667,-4.83333,  4.71989, -9.43279,  197,        2,
( 13/6|  8/3), 2.16667, 2.66667,  4.71989,  9.43279,  197,        3,
(-19/6| -5/3),-3.16667,-1.66667, -6.89830, -8.17508,  198,        3,
(-19/6| 29/6),-3.16667, 4.83333, -6.89830,  8.17508,  198,        2,
( 29/6|-19/6), 4.83333,-3.16667, 10.52898, -1.88656,  198,        2,
( 29/6| -5/3), 4.83333,-1.66667, 10.52898,  1.88656,  198,        3,
(  5/3|-29/6), 1.66667,-4.83333,  3.63068,-10.06164,  198,        1,
(  5/3| 19/6), 1.66667, 3.16667,  3.63068, 10.06164,  198,        1,
(-29/6| 19/6),-4.83333, 3.16667,-10.52898,  1.88656,  199,        2,
(-29/6|  5/3),-4.83333, 1.66667,-10.52898, -1.88656,  199,        3,
( -5/3|-19/6),-1.66667,-3.16667, -3.63068,-10.06164,  199,        1,
( -5/3| 29/6),-1.66667, 4.83333, -3.63068, 10.06164,  199,        1,
( 19/6|-29/6), 3.16667,-4.83333,  6.89830, -8.17508,  199,        2,
( 19/6|  5/3), 3.16667, 1.66667,  6.89830,  8.17508,  199,        3,
(  1/6|-13/3), 0.16667,-4.33333,  0.36307,-10.69049,  200,        3,
(  1/6| 25/6), 0.16667, 4.16667,  0.36307, 10.69049,  200,        2,
( 13/3| -1/6), 4.33333,-0.16667,  9.43977,  5.03082,  200,        1,
( 13/3|-25/6), 4.33333,-4.16667,  9.43977, -5.03082,  200,        1,
( 25/6|-13/3), 4.16667,-4.33333,  9.07670, -5.65967,  200,        3,
( 25/6|  1/6), 4.16667, 0.16667,  9.07670,  5.65967,  200,        2,
( -1/6|-25/6),-0.16667,-4.16667, -0.36307,-10.69049,  201,        2,
( -1/6| 13/3),-0.16667, 4.33333, -0.36307, 10.69049,  201,        3,
(-13/3|  1/6),-4.33333, 0.16667, -9.43977, -5.03082,  201,        1,
(-13/3| 25/6),-4.33333, 4.16667, -9.43977,  5.03082,  201,        1,
(-25/6| -1/6),-4.16667,-0.16667, -9.07670, -5.65967,  201,        2,
(-25/6| 13/3),-4.16667, 4.33333, -9.07670,  5.65967,  201,        3,
( -4  | -1/2),-4.00000,-0.50000, -8.71364, -6.28853,  202,        1,
( -4  |  9/2),-4.00000, 4.50000, -8.71364,  6.28853,  202,        1,
( -9/2|  1/2),-4.50000, 0.50000, -9.80284, -4.40197,  202,        2,
( -9/2|  4  ),-4.50000, 4.00000, -9.80284,  4.40197,  202,        3,
(  1/2| -9/2), 0.50000,-4.50000,  1.08920,-10.69049,  202,        2,
(  1/2|  4  ), 0.50000, 4.00000,  1.08920, 10.69049,  202,        3,
( -1/2| -4  ),-0.50000,-4.00000, -1.08920,-10.69049,  203,        3,
( -1/2|  9/2),-0.50000, 4.50000, -1.08920, 10.69049,  203,        2,
(  4  | -9/2), 4.00000,-4.50000,  8.71364, -6.28853,  203,        1,
(  4  |  1/2), 4.00000, 0.50000,  8.71364,  6.28853,  203,        1,
(  9/2| -1/2), 4.50000,-0.50000,  9.80284,  4.40197,  203,        2,
(  9/2| -4  ), 4.50000,-4.00000,  9.80284, -4.40197,  203,        3,
(-14/3| 23/6),-4.66667, 3.83333,-10.16591,  3.77312,  204,        1,
(-14/3|  5/6),-4.66667, 0.83333,-10.16591, -3.77312,  204,        1,
(-23/6| -5/6),-3.83333,-0.83333, -8.35057, -6.91738,  204,        2,
(-23/6| 14/3),-3.83333, 4.66667, -8.35057,  6.91738,  204,        3,
( -5/6|-23/6),-0.83333,-3.83333, -1.81534,-10.69049,  204,        2,
( -5/6| 14/3),-0.83333, 4.66667, -1.81534, 10.69049,  204,        3,
( 14/3|-23/6), 4.66667,-3.83333, 10.16591, -3.77312,  205,        1,
( 14/3| -5/6), 4.66667,-0.83333, 10.16591,  3.77312,  205,        1,
( 23/6|-14/3), 3.83333,-4.66667,  8.35057, -6.91738,  205,        3,
( 23/6|  5/6), 3.83333, 0.83333,  8.35057,  6.91738,  205,        2,
(  5/6|-14/3), 0.83333,-4.66667,  1.81534,-10.69049,  205,        3,
(  5/6| 23/6), 0.83333, 3.83333,  1.81534, 10.69049,  205,        2,
( -5  |  5/2),-5.00000, 2.50000,-10.89205,  0.00000,  206,        1,
( -5/2| -5/2),-2.50000,-2.50000, -5.44602, -9.43279,  206,        2,
( -5/2|  5  ),-2.50000, 5.00000, -5.44602,  9.43279,  206,        3,
(  5  | -5/2), 5.00000,-2.50000, 10.89205, -0.00000,  207,        1,
(  5/2| -5  ), 2.50000,-5.00000,  5.44602, -9.43279,  207,        3,
(  5/2|  5/2), 2.50000, 2.50000,  5.44602,  9.43279,  207,        2,
( -3  | -2  ),-3.00000,-2.00000, -6.53523, -8.80394,  208,    1+2+3,
( -3  |  5  ),-3.00000, 5.00000, -6.53523,  8.80394,  208,    1+2+3,
( -2  | -3  ),-2.00000,-3.00000, -4.35682,-10.06164,  209,    1+2+3,
( -2  |  5  ),-2.00000, 5.00000, -4.35682, 10.06164,  209,    1+2+3,
( -5  |  2  ),-5.00000, 2.00000,-10.89205, -1.25771,  210,    1+2+3,
( -5  |  3  ),-5.00000, 3.00000,-10.89205,  1.25771,  210,    1+2+3,
(  2  | -5  ), 2.00000,-5.00000,  4.35682,-10.06164,  211,    1+2+3,
(  2  |  3  ), 2.00000, 3.00000,  4.35682, 10.06164,  211,    1+2+3,
(  5  | -2  ), 5.00000,-2.00000, 10.89205,  1.25771,  212,    1+2+3,
(  5  | -3  ), 5.00000,-3.00000, 10.89205, -1.25771,  212,    1+2+3,
(  3  | -5  ), 3.00000,-5.00000,  6.53523, -8.80394,  213,    1+2+3,
(  3  |  2  ), 3.00000, 2.00000,  6.53523,  8.80394,  213,    1+2+3,
(-11/3| -7/6),-3.66667,-1.16667, -7.98750, -7.54623,  214,        1,
(-11/3| 29/6),-3.66667, 4.83333, -7.98750,  7.54623,  214,        1,
(-29/6| 11/3),-4.83333, 3.66667,-10.52898,  3.14426,  214,        3,
(-29/6|  7/6),-4.83333, 1.16667,-10.52898, -3.14426,  214,        2,
(  7/6|-29/6), 1.16667,-4.83333,  2.54148,-10.69049,  214,        2,
(  7/6| 11/3), 1.16667, 3.66667,  2.54148, 10.69049,  214,        3,
( -7/6|-11/3),-1.16667,-3.66667, -2.54148,-10.69049,  215,        3,
( -7/6| 29/6),-1.16667, 4.83333, -2.54148, 10.69049,  215,        2,
( 11/3|-29/6), 3.66667,-4.83333,  7.98750, -7.54623,  215,        1,
( 11/3|  7/6), 3.66667, 1.16667,  7.98750,  7.54623,  215,        1,
( 29/6|-11/3), 4.83333,-3.66667, 10.52898, -3.14426,  215,        3,
( 29/6| -7/6), 4.83333,-1.16667, 10.52898,  3.14426,  215,        2,
